"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","direct migration background","(0) in school","22.13","22","50","19","20","23","25","33","21.38","22.88","18","33","20","22"
"2002","direct migration background","(1a) inadequately completed","27.26","27","206","22","25","30","33","38","26.65","27.87","19","52","26","28"
"2002","direct migration background","(1b) general elementary school","26.87","26","651","21","24","29","33","39","26.49","27.25","16","59","26","27"
"2002","direct migration background","(1c) basic vocational qualification","26.16","26","788","21","23","29","31","37","25.86","26.46","17","48","26","27"
"2002","direct migration background","(2a) intermediate vocational","24.78","24.49","165","20","22","27","29","40","24.13","25.43","18","43","24","25"
"2002","direct migration background","(2b) intermediate general qualification","23.6","23","61","19","21","26","30","33","22.56","24.64","15","35","21","24"
"2002","direct migration background","(2c_gen) general maturity certificate","24.74","24","138","19","22","27","30","39","24.04","25.44","18","43","23","25"
"2002","direct migration background","(2c_voc) vocational maturity certificate","25.06","25","312","21","22","27","30","35","24.6","25.52","16","42","24","25"
"2002","direct migration background","(3a) lower tertiary education","25.58","25","92","20","23","28","30","39","24.76","26.4","18","39","24","26"
"2002","direct migration background","(3b) higher tertiary education","24.88","25","303","20","22","27","30","39","24.46","25.3","17","40","24","25"
"2002","indirect migration background","(0) in school","21.75","21","80","18","20","23","26","27","21.12","22.38","13","28","20","22"
"2002","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2002","indirect migration background","(1b) general elementary school","23.59","23","123","19","21","26","27","38","22.85","24.33","13","38","23","24"
"2002","indirect migration background","(1c) basic vocational qualification","24.12","24","138","19","22","26","29","37","23.42","24.82","18","41","23","25"
"2002","indirect migration background","(2a) intermediate vocational","24.2","23","130","19","21","27","30","36","23.29","25.11","17","61","22","24"
"2002","indirect migration background","(2b) intermediate general qualification","23.61","23","77","19","21","26","28","43","22.56","24.66","16","43","21","25"
"2002","indirect migration background","(2c_gen) general maturity certificate","22.01","22","84","19","20","23","25","32","21.33","22.69","17","33","21","23"
"2002","indirect migration background","(2c_voc) vocational maturity certificate","24.69","25","51","18","21","27","33","35","23.42","25.96","18","35","22","25"
"2002","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2002","indirect migration background","(3b) higher tertiary education","24.85","25","47","20","22","28","29","31","23.89","25.81","18","31","23","26"
"2002","no migration background","(0) in school","21.76","21","477","19","19","23","25","32","21.51","22.01","16","36","21","21"
"2002","no migration background","(1a) inadequately completed","25.56","25","81","20","22","29","32","36","24.64","26.48","17","36","24","26"
"2002","no migration background","(1b) general elementary school","26.17","26","1490","21","23","29","32","39","25.92","26.42","12","47","25","26"
"2002","no migration background","(1c) basic vocational qualification","26.3","26","5696","21","24","29","32","39","26.19","26.41","15","57","26","26"
"2002","no migration background","(2a) intermediate vocational","25.17","25","5000","20","22","27","31","38","25.05","25.29","15","66","24","25"
"2002","no migration background","(2b) intermediate general qualification","23.22","22","516","19","20","25","29","36","22.88","23.56","15","40","22","22"
"2002","no migration background","(2c_gen) general maturity certificate","22.97","22","664","19","20","25","28","34","22.69","23.25","15","52","22","22"
"2002","no migration background","(2c_voc) vocational maturity certificate","24.53","24","1223","20","22","27","30","38","24.29","24.77","15","60","24","24"
"2002","no migration background","(3a) lower tertiary education","25.44","25","1686","21","23","28","30","38","25.25","25.63","16","46","25","25"
"2002","no migration background","(3b) higher tertiary education","24.9","25","2402","21","22","27","30","35","24.75","25.05","14","41","24","25"
"2003","direct migration background","(0) in school","","","","","","","","","","","","","",""
"2003","direct migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2003","direct migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2003","direct migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2003","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2003","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2003","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2003","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2003","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2003","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2003","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"2003","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2003","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2003","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2003","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2003","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2003","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2003","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2003","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2003","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2003","no migration background","(0) in school","","","","","","","","","","","","","",""
"2003","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2003","no migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2003","no migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2003","no migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2003","no migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2003","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2003","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2003","no migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2003","no migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2004","direct migration background","(0) in school","21.98","22","62","17","20","25","26","29","21.16","22.8","16","30","20","22"
"2004","direct migration background","(1a) inadequately completed","27.08","27","174","21","24","30","33","36","26.39","27.77","18","49","27","28"
"2004","direct migration background","(1b) general elementary school","27.05","26","565","22","24","30","33","42","26.64","27.46","14","62","26","27"
"2004","direct migration background","(1c) basic vocational qualification","26.48","26","724","21","24","29","32","36","26.17","26.79","17","51","26","27"
"2004","direct migration background","(2a) intermediate vocational","24.91","25","157","21","22","27","29","39","24.25","25.57","18","42","24","26"
"2004","direct migration background","(2b) intermediate general qualification","24.75","24","47","20","21","28","30","34","23.52","25.98","18","35","21","26"
"2004","direct migration background","(2c_gen) general maturity certificate","24.53","24","117","20","22","26","29","44","23.7","25.36","15","44","23","25"
"2004","direct migration background","(2c_voc) vocational maturity certificate","26.02","25","280","21","23","28","31","69","25.44","26.6","16","69","25","26"
"2004","direct migration background","(3a) lower tertiary education","25.51","25","80","20","23","27","31","40","24.62","26.4","17","40","24","26"
"2004","direct migration background","(3b) higher tertiary education","24.94","25","275","20","22","27","30","34","24.5","25.38","17","40","24","25"
"2004","indirect migration background","(0) in school","21.46","21","80","18","19","23","25","28","20.82","22.1","17","29","20","22"
"2004","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2004","indirect migration background","(1b) general elementary school","24.76","25","122","20","22","27","30","40","23.97","25.55","13","40","23","25"
"2004","indirect migration background","(1c) basic vocational qualification","25.06","25","132","21","22","27","30","36","24.4","25.72","17","39","24","26"
"2004","indirect migration background","(2a) intermediate vocational","24.31","24","130","18","21","27","30","33","23.6","25.02","17","39","23","24"
"2004","indirect migration background","(2b) intermediate general qualification","23.57","23","67","20","21","24","29","34","22.64","24.5","17","34","22","24"
"2004","indirect migration background","(2c_gen) general maturity certificate","22.44","22","86","20","21","24","25","30","21.88","23","17","32","22","23"
"2004","indirect migration background","(2c_voc) vocational maturity certificate","24.61","25","59","17","21","27","31","35","23.54","25.68","17","35","22","26"
"2004","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2004","indirect migration background","(3b) higher tertiary education","24.63","25","43","19","22","27","29","29","23.68","25.58","19","30","23","26"
"2004","no migration background","(0) in school","21.51","21","492","18","19","23","26","33","21.23","21.79","14","35","21","21"
"2004","no migration background","(1a) inadequately completed","26.51","25.92","80","21","23","31","33","38","25.47","27.55","18","39","24","28"
"2004","no migration background","(1b) general elementary school","26.4","26","1300","21","23","29","33","41","26.12","26.68","12","73","26","26"
"2004","no migration background","(1c) basic vocational qualification","26.47","26","5184","21","24","29","32","40","26.35","26.59","13","59","26","26"
"2004","no migration background","(2a) intermediate vocational","25.49","25","4685","21","22","28","31","40","25.36","25.62","16","63","25","25"
"2004","no migration background","(2b) intermediate general qualification","23.79","23","489","19","21","26","30","38","23.39","24.19","16","57","22","23"
"2004","no migration background","(2c_gen) general maturity certificate","23.34","23","642","19","21","25","28","35","23.03","23.65","15","67","22","23"
"2004","no migration background","(2c_voc) vocational maturity certificate","24.72","24","1211","20","22","27","30","38","24.48","24.96","16","65","24","25"
"2004","no migration background","(3a) lower tertiary education","25.44","25","1601","21","23","28","30","38","25.24","25.64","17","58","25","25"
"2004","no migration background","(3b) higher tertiary education","25.09","25","2265","21","22","27","30","36","24.93","25.25","15","57","24","25"
"2005","direct migration background","(0) in school","","","","","","","","","","","","","",""
"2005","direct migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2005","direct migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2005","direct migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2005","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2005","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2005","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2005","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2005","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2005","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2005","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"2005","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2005","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2005","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2005","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
