"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","direct migration background","Rural Area","25.96","26","478","21","23","28","32","39","25.57","26.35","15","48","25","26"
"2002","direct migration background","Urban Area","25.71","25","2326","21","23","28","31","39","25.53","25.89","15","59","25","26"
"2002","indirect migration background","Rural Area","23.2","23","97","19","21","25","26","32","22.47","23.93","16","34","22","24"
"2002","indirect migration background","Urban Area","23.61","23","680","19","21","26","29","37","23.28","23.94","13","61","23","24"
"2002","no migration background","Rural Area","25.62","25","7013","21","23","28","31","38","25.52","25.72","12","60","25","25"
"2002","no migration background","Urban Area","25.35","25","12355","20","22","28","31","38","25.27","25.43","14","66","25","25"
"2003","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2003","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2003","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2003","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2003","no migration background","Rural Area","","","","","","","","","","","","","",""
"2003","no migration background","Urban Area","","","","","","","","","","","","","",""
"2004","direct migration background","Rural Area","26.11","26","441","21","23","29","32","39","25.68","26.54","17","51","26","27"
"2004","direct migration background","Urban Area","25.97","26","2083","21","23","28","32","39","25.77","26.17","14","69","25","26"
"2004","indirect migration background","Rural Area","24.24","24.58","114","20","22","26","28","32","23.56","24.92","16","33","23","25"
"2004","indirect migration background","Urban Area","23.84","24","680","19","21","26","29","35","23.55","24.13","13","40","23","24"
"2004","no migration background","Rural Area","25.85","25","6562","21","23","28","31","39","25.74","25.96","13","73","25","25"
"2004","no migration background","Urban Area","25.5","25","11609","20","22","28","31","39","25.42","25.58","12","67","25","25"
"2005","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2005","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2005","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2005","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2005","no migration background","Rural Area","","","","","","","","","","","","","",""
"2005","no migration background","Urban Area","","","","","","","","","","","","","",""
"2006","direct migration background","Rural Area","26.3","26","428","21","23","29","32","39","25.85","26.75","15","48","26","27"
"2006","direct migration background","Urban Area","26.19","26","1953","21","23","29","32","40","25.98","26.4","15","57","26","26"
"2006","indirect migration background","Rural Area","24.56","24.28","119","19","21","27","31","35","23.75","25.37","18","40","22","25"
"2006","indirect migration background","Urban Area","24.41","24","697","20","21","27","29","39","24.08","24.74","13","58","23","24"
"2006","no migration background","Rural Area","26.19","26","6807","21","23","29","32","40","26.08","26.3","14","76","25","26"
"2006","no migration background","Urban Area","25.69","25","11853","21","23","28","32","40","25.61","25.77","12","65","25","25"
"2007","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2007","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2007","no migration background","Rural Area","","","","","","","","","","","","","",""
"2007","no migration background","Urban Area","","","","","","","","","","","","","",""
"2008","direct migration background","Rural Area","26.1","25","348","21","23","29","32","38","25.62","26.58","15","44","26","27"
"2008","direct migration background","Urban Area","26.42","26","1555","21","23","29","32","40","26.18","26.66","15","66","26","26"
"2008","indirect migration background","Rural Area","24.7","25","113","19","22","27","30","38","23.79","25.61","18","43","23","26"
"2008","indirect migration background","Urban Area","24.66","24","654","20","22","27","30","38","24.31","25.01","13","63","24","24"
"2008","no migration background","Rural Area","26.35","26","6054","21","23","29","32","40","26.23","26.47","13","70","26","26"
"2008","no migration background","Urban Area","25.97","25","10493","21","23","28","32","41","25.87","26.07","14","197","25","25"
"2009","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2009","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2009","no migration background","Rural Area","","","","","","","","","","","","","",""
"2009","no migration background","Urban Area","","","","","","","","","","","","","",""
"2010","direct migration background","Rural Area","26.19","26","277","21","23","29","33","38","25.62","26.76","16","45","26","27"
"2010","direct migration background","Urban Area","26.66","26","1188","21","23","29","33","45","26.38","26.94","16","64","26","26"
"2010","indirect migration background","Rural Area","25.5","25","101","19","21","28","32","39","24.42","26.58","17","44","24","26"
"2010","indirect migration background","Urban Area","24.92","24","552","20","21","28","31","39","24.54","25.3","13","45","24","25"
"2010","no migration background","Rural Area","26.55","26","5225","21","23","29","33","39","26.42","26.68","15","65","26","26"
"2010","no migration background","Urban Area","26.16","25","9224","21","23","28","32","43","26.06","26.26","14","164","25","25"
"2011","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2011","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2011","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2011","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2011","no migration background","Rural Area","","","","","","","","","","","","","",""
"2011","no migration background","Urban Area","","","","","","","","","","","","","",""
"2012","direct migration background","Rural Area","26.79","26","464","21","24","29","33","41","26.34","27.24","15","46","26","27"
"2012","direct migration background","Urban Area","26.13","26","1465","21","23","29","32","39","25.9","26.36","15","59","25","26"
"2012","indirect migration background","Rural Area","25.35","24","146","19","21","28","33","46","24.4","26.3","16","50","24","25"
"2012","indirect migration background","Urban Area","25.08","24","644","20","21","28","32","42","24.71","25.45","16","46","24","25"
"2012","no migration background","Rural Area","26.74","26","6580","21","23","29","33","41","26.62","26.86","13","64","26","26"
"2012","no migration background","Urban Area","26.07","25","11017","21","23","28","32","42","25.97","26.17","12","177","25","25"
"2013","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2013","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2013","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2013","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2013","no migration background","Rural Area","","","","","","","","","","","","","",""
"2013","no migration background","Urban Area","","","","","","","","","","","","","",""
"2014","direct migration background","Rural Area","26.52","26","1262","20","23","29","33","42","26.22","26.82","16","65","26","26"
"2014","direct migration background","Urban Area","26.09","26","3814","21","23","29","32","39","25.94","26.24","15","62","25","26"
"2014","indirect migration background","Rural Area","25.4","24","321","20","21","28","34","47","24.75","26.05","16","57","24","25"
"2014","indirect migration background","Urban Area","25.23","24","1435","20","22","28","32","43","24.97","25.49","13","56","24","25"
"2014","no migration background","Rural Area","26.77","26","7598","21","23","29","33","42","26.66","26.88","13","63","26","26"
"2014","no migration background","Urban Area","26.16","25","12388","21","23","29","33","43","26.07","26.25","14","147","25","25"
"2015","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2015","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2015","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2015","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2015","no migration background","Rural Area","","","","","","","","","","","","","",""
"2015","no migration background","Urban Area","","","","","","","","","","","","","",""
"2016","direct migration background","Rural Area","26.58","26","1218","21","23","30","32","42","26.3","26.86","16","54","26","26"
"2016","direct migration background","Urban Area","26.35","26","3518","21","23","29","32","40","26.19","26.51","15","62","25","26"
"2016","indirect migration background","Rural Area","25.93","25","299","20","22","28","34","51","25.11","26.75","16","91","24","25"
"2016","indirect migration background","Urban Area","25.56","24","1207","20","22","28","33","42","25.26","25.86","16","59","24","25"
"2016","no migration background","Rural Area","26.96","26","6724","21","23","30","33","42","26.84","27.08","15","69","26","26"
"2016","no migration background","Urban Area","26.27","25","10923","21","23","29","33","43","26.17","26.37","14","68","25","25"
"2017","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2017","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2017","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2017","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2017","no migration background","Rural Area","","","","","","","","","","","","","",""
"2017","no migration background","Urban Area","","","","","","","","","","","","","",""
"2018","direct migration background","Rural Area","26.85","26","2075","21","23","29","32","42","26.62","27.08","15","84","25","26"
"2018","direct migration background","Urban Area","26.25","26","5940","21","23","29","33","39","26.13","26.37","14","58","26","26"
"2018","indirect migration background","Rural Area","26.18","25","310","20","21","29","34","50","25.48","26.88","16","65","24","25"
"2018","indirect migration background","Urban Area","25.72","25","1359","20","22","28","33","47","25.42","26.02","15","53","24","25"
"2018","no migration background","Rural Area","27.09","26","7466","21","24","30","34","43","26.97","27.21","11","95","26","26"
"2018","no migration background","Urban Area","26.41","26","11812","21","23","29","33","44","26.31","26.51","13","72","25","26"
