"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","16-34 y.","direct migration background","23.77","23","740","19","21","26","29","34","23.5","24.04","15","43","23","24"
"2002","16-34 y.","indirect migration background","23.1","23","634","19","20","25","28","37","22.77","23.43","13","61","22","23"
"2002","16-34 y.","no migration background","23.51","23","4747","19","21","26","28","36","23.4","23.62","12","52","22","23"
"2002","35-65 y.","direct migration background","26.46","26","1714","21","23","29","32","39","26.25","26.67","16","59","26","26"
"2002","35-65 y.","indirect migration background","24.45","25","128","20","22","26","29","34","23.81","25.09","19","36","24","25"
"2002","35-65 y.","no migration background","25.9","25","11374","21","23","28","31","39","25.82","25.98","13","66","25","25"
"2002","66 and older","direct migration background","26.83","26","350","23","24","29","31","39","26.41","27.25","16","48","26","27"
"2002","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2002","66 and older","no migration background","26.27","26","3247","21","24","29","31","37","26.13","26.41","14","57","26","26"
"2003","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"2003","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"2003","16-34 y.","no migration background","","","","","","","","","","","","","",""
"2003","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"2003","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"2003","35-65 y.","no migration background","","","","","","","","","","","","","",""
"2003","66 and older","direct migration background","","","","","","","","","","","","","",""
"2003","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2003","66 and older","no migration background","","","","","","","","","","","","","",""
"2004","16-34 y.","direct migration background","23.76","23","624","20","21","26","28","34","23.46","24.06","15","44","23","24"
"2004","16-34 y.","indirect migration background","23.49","23","632","19","21","26","29","34","23.19","23.79","13","40","23","23"
"2004","16-34 y.","no migration background","23.59","23","4318","19","21","25","29","37","23.46","23.72","14","67","22","23"
"2004","35-65 y.","direct migration background","26.68","26","1541","21","24","29","33","40","26.45","26.91","14","69","26","27"
"2004","35-65 y.","indirect migration background","24.94","25","150","21","22","27","30","35","24.32","25.56","19","35","24","26"
"2004","35-65 y.","no migration background","26.06","25","10461","21","23","28","32","40","25.98","26.14","15","65","25","26"
"2004","66 and older","direct migration background","27.2","27","359","23","25","29","32","39","26.78","27.62","18","51","26","28"
"2004","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2004","66 and older","no migration background","26.48","26","3392","22","24","29","32","37","26.34","26.62","12","73","26","26"
"2005","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"2005","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"2005","16-34 y.","no migration background","","","","","","","","","","","","","",""
"2005","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"2005","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"2005","35-65 y.","no migration background","","","","","","","","","","","","","",""
"2005","66 and older","direct migration background","","","","","","","","","","","","","",""
"2005","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2005","66 and older","no migration background","","","","","","","","","","","","","",""
"2006","16-34 y.","direct migration background","24.18","24","537","20","21","26","30","35","23.83","24.53","16","47","23","24"
"2006","16-34 y.","indirect migration background","24.19","23","621","19","21","27","29","42","23.83","24.55","13","58","23","24"
