"year","e11103","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","Full Time","college entrance qualification","24.81","24","2964","21","22","27","29","36","24.68","24.94","17","49","24","25"
"2002","Full Time","lower secondary degree","25.94","25","2579","21","23","28","31","39","25.78","26.1","13","50","25","26"
"2002","Full Time","no degree/no degree yet","25.75","25","74","22","23","28","31","34","24.8","26.7","17","39","25","27"
"2002","Full Time","Other degree","26.07","26","486","21","23","28","31","38","25.71","26.43","17","56","26","26"
"2002","Full Time","secondary school degree","25.12","25","3356","20","22","27","30","37","24.98","25.26","15","66","25","25"
"2002","Not Working","college entrance qualification","24.63","24","1223","20","22","27","30","35","24.4","24.86","14","52","24","24"
"2002","Not Working","lower secondary degree","26.5","26","4179","21","24","29","32","39","26.36","26.64","13","57","26","26"
"2002","Not Working","no degree/no degree yet","23.5","23","653","19","20","26","29","36","23.17","23.83","13","52","22","22"
"2002","Not Working","Other degree","26.31","26","512","21","23","29","32","40","25.88","26.74","16","59","26","27"
"2002","Not Working","secondary school degree","25.28","25","1584","20","22","28","31","39","25.06","25.5","15","56","24","25"
"2002","Part Time","college entrance qualification","23.68","23","1393","19","21","26","29","38","23.47","23.89","16","60","23","23"
"2002","Part Time","lower secondary degree","25.88","25","1539","21","23","28","32","39","25.66","26.1","12","45","25","25"
"2002","Part Time","no degree/no degree yet","23.74","23","177","19","20","26","31","36","23.16","24.32","17","36","21","23"
"2002","Part Time","Other degree","26.1","25","324","21","23","29","33","42","25.57","26.63","17","46","25","26"
"2002","Part Time","secondary school degree","24.36","24","1707","20","21","27","30","37","24.16","24.56","16","52","23","24"
"2003","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"2003","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"2003","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2003","Full Time","Other degree","","","","","","","","","","","","","",""
"2003","Full Time","secondary school degree","","","","","","","","","","","","","",""
"2003","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"2003","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"2003","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"2003","Not Working","Other degree","","","","","","","","","","","","","",""
"2003","Not Working","secondary school degree","","","","","","","","","","","","","",""
"2003","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"2003","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"2003","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2003","Part Time","Other degree","","","","","","","","","","","","","",""
"2003","Part Time","secondary school degree","","","","","","","","","","","","","",""
"2004","Full Time","college entrance qualification","24.92","25","2684","20","22","27","29","38","24.77","25.07","17","65","25","25"
"2004","Full Time","lower secondary degree","26.19","26","2148","21","23","29","32","38","26.01","26.37","14","47","26","26"
"2004","Full Time","no degree/no degree yet","27.31","26.54","58","21","24","31","34","39","25.95","28.67","18","43","24","28"
"2004","Full Time","Other degree","26.27","26","401","21","24","28","31","39","25.89","26.65","16","45","26","26"
"2004","Full Time","secondary school degree","25.28","25","3009","21","22","28","30","38","25.13","25.43","17","62","25","25"
"2004","Not Working","college entrance qualification","24.96","25","1288","20","22","27","30","37","24.73","25.19","15","67","24","25"
"2004","Not Working","lower secondary degree","26.71","26","3917","21","24","29","32","41","26.57","26.85","12","73","26","27"
