"year","education","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","college entrance qualification","general elemantary","","","","","","","","","","","","","",""
"2002","college entrance qualification","higher education","24.92","25","3455","21","22","27","30","36","24.8","25.04","14","46","24","25"
"2002","college entrance qualification","higher vocational","24.94","25","372","20","22","27","30","35","24.53","25.35","15","40","24","25"
"2002","college entrance qualification","in school","","","","","","","","","","","","","",""
"2002","college entrance qualification","inadequately","","","","","","","","","","","","","",""
"2002","college entrance qualification","middle vocational","22.97","22","795","19","20","25","28","33","22.72","23.22","15","52","22","22"
"2002","college entrance qualification","vocational + Abi","24.23","24","958","20","21","26","29","38","23.96","24.5","17","60","23","24"
"2002","lower secondary degree","general elemantary","26.09","26","1830","21","23","29","32","39","25.87","26.31","12","50","25","26"
"2002","lower secondary degree","higher education","26.77","26","199","23","24","29","31","37","26.27","27.27","18","44","26","27"
"2002","lower secondary degree","higher vocational","26.75","26","519","22","24","29","32","39","26.4","27.1","15","45","26","27"
"2002","lower secondary degree","in school","","","","","","","","","","","","","",""
"2002","lower secondary degree","inadequately","","","","","","","","","","","","","",""
"2002","lower secondary degree","middle vocational","26.2","26","5717","21","23","28","32","39","26.09","26.31","16","57","26","26"
"2002","lower secondary degree","vocational + Abi","26.88","25","32","23","25","28","34","42","24.91","28.85","17","42","25","28"
"2002","no degree/no degree yet","general elemantary","","","","","","","","","","","","","",""
"2002","no degree/no degree yet","higher education","","","","","","","","","","","","","",""
"2002","no degree/no degree yet","higher vocational","","","","","","","","","","","","","",""
"2002","no degree/no degree yet","in school","21.81","21","606","19","20","23","25","32","21.59","22.03","13","36","21","21"
"2002","no degree/no degree yet","inadequately","26.89","26","247","21","24","30","33","38","26.32","27.46","17","52","26","28"
"2002","no degree/no degree yet","middle vocational","25.1","24.37","44","22","23","28","30","31","24.03","26.17","19","36","24","28"
"2002","no degree/no degree yet","vocational + Abi","","","","","","","","","","","","","",""
"2002","Other degree","general elemantary","27.29","27","400","21","24","30","33","43","26.79","27.79","16","59","26","28"
"2002","Other degree","higher education","25.12","25","207","20","22","27","30","39","24.59","25.65","17","40","24","26"
"2002","Other degree","higher vocational","25.8","25","70","21","23","29","30","40","24.88","26.72","18","40","24","26"
"2002","Other degree","in school","","","","","","","","","","","","","",""
"2002","Other degree","inadequately","24.67","23","37","19","22","26","33","38","23.03","26.31","16","38","22","26"
"2002","Other degree","middle vocational","26.33","26","463","21","23","29","31","41","25.91","26.75","18","48","25","27"
"2002","Other degree","vocational + Abi","25.14","25","145","21","22","28","30","35","24.49","25.79","18","38","24","26"
"2002","secondary school degree","general elemantary","23.31","23","651","19","20","26","29","36","23","23.62","15","43","22","22"
"2002","secondary school degree","higher education","25.59","25","678","21","23","28","31","37","25.29","25.89","16","41","25","26"
"2002","secondary school degree","higher vocational","25.71","25","764","21","23","28","31","39","25.42","26","16","48","25","26"
"2002","secondary school degree","in school","","","","","","","","","","","","","",""
