"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2006","16-34 y.","higher vocational","","","","","","","","","","",""
"2006","16-34 y.","in school","","","","","","","","","","",""
"2006","16-34 y.","inadequately","","","","","","","","","","",""
"2006","16-34 y.","middle vocational","","","","","","","","","","",""
"2006","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2006","35-65 y.","general elemantary","","","","","","","","","","",""
"2006","35-65 y.","higher education","","","","","","","","","","",""
"2006","35-65 y.","higher vocational","","","","","","","","","","",""
"2006","35-65 y.","in school","","","","","","","","","","",""
"2006","35-65 y.","inadequately","","","","","","","","","","",""
"2006","35-65 y.","middle vocational","","","","","","","","","","",""
"2006","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2006","66 and older","general elemantary","","","","","","","","","","",""
"2006","66 and older","higher education","","","","","","","","","","",""
"2006","66 and older","higher vocational","","","","","","","","","","",""
"2006","66 and older","in school","","","","","","","","","","",""
"2006","66 and older","inadequately","","","","","","","","","","",""
"2006","66 and older","middle vocational","","","","","","","","","","",""
"2006","66 and older","vocational + Abi","","","","","","","","","","",""
"2007","16-34 y.","general elemantary","","","","","","","","","","",""
"2007","16-34 y.","higher education","","","","","","","","","","",""
"2007","16-34 y.","higher vocational","","","","","","","","","","",""
"2007","16-34 y.","in school","","","","","","","","","","",""
"2007","16-34 y.","inadequately","","","","","","","","","","",""
"2007","16-34 y.","middle vocational","","","","","","","","","","",""
"2007","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2007","35-65 y.","general elemantary","","","","","","","","","","",""
"2007","35-65 y.","higher education","","","","","","","","","","",""
"2007","35-65 y.","higher vocational","","","","","","","","","","",""
"2007","35-65 y.","in school","","","","","","","","","","",""
"2007","35-65 y.","inadequately","","","","","","","","","","",""
"2007","35-65 y.","middle vocational","","","","","","","","","","",""
"2007","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2007","66 and older","general elemantary","","","","","","","","","","",""
"2007","66 and older","higher education","","","","","","","","","","",""
"2007","66 and older","higher vocational","","","","","","","","","","",""
"2007","66 and older","in school","","","","","","","","","","",""
"2007","66 and older","inadequately","","","","","","","","","","",""
"2007","66 and older","middle vocational","","","","","","","","","","",""
"2007","66 and older","vocational + Abi","","","","","","","","","","",""
"2008","16-34 y.","general elemantary","","","","","","","","","","",""
"2008","16-34 y.","higher education","","","","","","","","","","",""
"2008","16-34 y.","higher vocational","","","","","","","","","","",""
"2008","16-34 y.","in school","","","","","","","","","","",""
"2008","16-34 y.","inadequately","","","","","","","","","","",""
"2008","16-34 y.","middle vocational","","","","","","","","","","",""
"2008","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2008","35-65 y.","general elemantary","","","","","","","","","","",""
"2008","35-65 y.","higher education","","","","","","","","","","",""
"2008","35-65 y.","higher vocational","","","","","","","","","","",""
"2008","35-65 y.","in school","","","","","","","","","","",""
"2008","35-65 y.","inadequately","","","","","","","","","","",""
"2008","35-65 y.","middle vocational","","","","","","","","","","",""
"2008","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2008","66 and older","general elemantary","","","","","","","","","","",""
"2008","66 and older","higher education","","","","","","","","","","",""
"2008","66 and older","higher vocational","","","","","","","","","","",""
"2008","66 and older","in school","","","","","","","","","","",""
"2008","66 and older","inadequately","","","","","","","","","","",""
"2008","66 and older","middle vocational","","","","","","","","","","",""
"2008","66 and older","vocational + Abi","","","","","","","","","","",""
"2009","16-34 y.","general elemantary","3.62","4","549","2","2","5","6","3.48","3.76","3","4"
"2009","16-34 y.","higher education","3.4","3","538","1","2","5","6","3.27","3.53","3","4"
"2009","16-34 y.","higher vocational","4.19","5","109","2","2","5","6","3.87","4.51","3","4"
"2009","16-34 y.","in school","3.61","3","311","2","2","5","6","3.43","3.79","3","4"
"2009","16-34 y.","inadequately","4.02","4","40","1","2","6","7","3.46","4.58","3","4"
"2009","16-34 y.","middle vocational","3.57","3","1796","1","2","5","6","3.5","3.64","3","4"
"2009","16-34 y.","vocational + Abi","3.7","4","338","2","2","5","6","3.53","3.87","3","4"
"2009","35-65 y.","general elemantary","3.96","4","584","1","3","5","7","3.81","4.11","4","4"
"2009","35-65 y.","higher education","3.48","3","2617","2","2","5","6","3.42","3.54","3","3"
"2009","35-65 y.","higher vocational","3.44","3","901","1","2","5","6","3.33","3.55","3","3"
"2009","35-65 y.","in school","","","","","","","","","","",""
"2009","35-65 y.","inadequately","4.13","4","83","2","3","5","7","3.73","4.53","4","4"
"2009","35-65 y.","middle vocational","3.66","4","5085","1","2","5","6","3.61","3.71","3","4"
"2009","35-65 y.","vocational + Abi","3.56","4","567","2","2","5","6","3.42","3.7","3","4"
"2009","66 and older","general elemantary","3.81","4","657","1","2","5","6","3.67","3.95","4","4"
"2009","66 and older","higher education","3.75","4","875","1","2","5","6","3.64","3.86","3","4"
"2009","66 and older","higher vocational","3.55","4","316","2","2","5","6","3.38","3.72","3","4"
"2009","66 and older","in school","","","","","","","","","","",""
"2009","66 and older","inadequately","3.62","3","43","1","2","5","6","3.13","4.11","3","4"
"2009","66 and older","middle vocational","3.69","4","2156","1","2","5","6","3.62","3.76","4","4"
"2009","66 and older","vocational + Abi","3.83","4","94","1","2","5","7","3.45","4.21","4","4"
"2010","16-34 y.","general elemantary","","","","","","","","","","",""
"2010","16-34 y.","higher education","","","","","","","","","","",""
"2010","16-34 y.","higher vocational","","","","","","","","","","",""
"2010","16-34 y.","in school","","","","","","","","","","",""
"2010","16-34 y.","inadequately","","","","","","","","","","",""
"2010","16-34 y.","middle vocational","","","","","","","","","","",""
"2010","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2010","35-65 y.","general elemantary","","","","","","","","","","",""
"2010","35-65 y.","higher education","","","","","","","","","","",""
"2010","35-65 y.","higher vocational","","","","","","","","","","",""
"2010","35-65 y.","in school","","","","","","","","","","",""
"2010","35-65 y.","inadequately","","","","","","","","","","",""
"2010","35-65 y.","middle vocational","","","","","","","","","","",""
"2010","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2010","66 and older","general elemantary","","","","","","","","","","",""
"2010","66 and older","higher education","","","","","","","","","","",""
"2010","66 and older","higher vocational","","","","","","","","","","",""
"2010","66 and older","in school","","","","","","","","","","",""
"2010","66 and older","inadequately","","","","","","","","","","",""
"2010","66 and older","middle vocational","","","","","","","","","","",""
"2010","66 and older","vocational + Abi","","","","","","","","","","",""
"2011","16-34 y.","general elemantary","","","","","","","","","","",""
"2011","16-34 y.","higher education","","","","","","","","","","",""
"2011","16-34 y.","higher vocational","","","","","","","","","","",""
"2011","16-34 y.","in school","","","","","","","","","","",""
"2011","16-34 y.","inadequately","","","","","","","","","","",""
"2011","16-34 y.","middle vocational","","","","","","","","","","",""
"2011","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2011","35-65 y.","general elemantary","","","","","","","","","","",""
"2011","35-65 y.","higher education","","","","","","","","","","",""
"2011","35-65 y.","higher vocational","","","","","","","","","","",""
"2011","35-65 y.","in school","","","","","","","","","","",""
"2011","35-65 y.","inadequately","","","","","","","","","","",""
"2011","35-65 y.","middle vocational","","","","","","","","","","",""
"2011","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2011","66 and older","general elemantary","","","","","","","","","","",""
"2011","66 and older","higher education","","","","","","","","","","",""
"2011","66 and older","higher vocational","","","","","","","","","","",""
"2011","66 and older","in school","","","","","","","","","","",""
"2011","66 and older","inadequately","","","","","","","","","","",""
"2011","66 and older","middle vocational","","","","","","","","","","",""
"2011","66 and older","vocational + Abi","","","","","","","","","","",""
"2012","16-34 y.","general elemantary","3.87","4","416","1","2","5","6","3.69","4.05","4","4"
"2012","16-34 y.","higher education","3.38","3","202","1","2","4","6","3.15","3.61","3","4"
"2012","16-34 y.","higher vocational","3.27","3","45","1","2","5","6","2.71","3.83","3","5"
"2012","16-34 y.","in school","3.73","4","190","2","3","5","6","3.51","3.95","3","4"
"2012","16-34 y.","inadequately","4.04","4","87","2","2","5","7","3.63","4.45","4","5"
"2012","16-34 y.","middle vocational","3.81","4","953","2","2","5","6","3.7","3.92","4","4"
"2012","16-34 y.","vocational + Abi","3.81","4","182","2","3","5","6","3.59","4.03","4","4"
"2012","35-65 y.","general elemantary","3.86","4","357","1","3","5","6","3.68","4.04","3","4"
"2012","35-65 y.","higher education","3.42","3","1289","1","2","5","6","3.33","3.51","3","3"
"2012","35-65 y.","higher vocational","3.44","3","317","1","2","5","5","3.26","3.62","3","3"
"2012","35-65 y.","in school","","","","","","","","","","",""
"2012","35-65 y.","inadequately","4.43","5","70","2","3","6","7","3.96","4.9","3","5"
"2012","35-65 y.","middle vocational","3.55","3","2284","1","2","5","6","3.48","3.62","3","4"
"2012","35-65 y.","vocational + Abi","3.47","3","574","1","2","5","6","3.33","3.61","3","4"
"2012","66 and older","general elemantary","","","","","","","","","","",""
"2012","66 and older","higher education","","","","","","","","","","",""
"2012","66 and older","higher vocational","","","","","","","","","","",""
"2012","66 and older","in school","","","","","","","","","","",""
"2012","66 and older","inadequately","","","","","","","","","","",""
"2012","66 and older","middle vocational","","","","","","","","","","",""
"2012","66 and older","vocational + Abi","","","","","","","","","","",""
"2013","16-34 y.","general elemantary","3.71","4","462","2","2","5","6","3.56","3.86","4","4"
"2013","16-34 y.","higher education","3.48","3","674","2","2","5","6","3.36","3.6","3","4"
"2013","16-34 y.","higher vocational","3.2","3","103","1","2","4","5","2.88","3.52","3","4"
"2013","16-34 y.","in school","3.87","4","259","1","3","5","6","3.67","4.07","3","4"
"2013","16-34 y.","inadequately","3.91","4","47","1","3","5","6","3.35","4.47","3","6"
"2013","16-34 y.","middle vocational","3.67","4","1613","2","2","5","6","3.59","3.75","3","4"
"2013","16-34 y.","vocational + Abi","3.91","4","290","2","3","5","6","3.73","4.09","4","4"
"2013","35-65 y.","general elemantary","3.99","4","654","1","2","5","7","3.85","4.13","4","4"
"2013","35-65 y.","higher education","3.43","3","2632","2","2","5","6","3.37","3.49","3","3"
"2013","35-65 y.","higher vocational","3.49","3","873","2","2","5","6","3.38","3.6","3","4"
"2013","35-65 y.","in school","","","","","","","","","","",""
"2013","35-65 y.","inadequately","4.39","4","95","1","3","6","7","4","4.78","4","5"
"2013","35-65 y.","middle vocational","3.64","4","5253","1","2","5","6","3.59","3.69","4","4"
"2013","35-65 y.","vocational + Abi","3.56","4","690","2","2","5","6","3.43","3.69","3","4"
"2013","66 and older","general elemantary","3.79","4","721","1","2","5","6","3.66","3.92","4","4"
"2013","66 and older","higher education","3.58","4","1149","1","2","5","6","3.48","3.68","3","4"
"2013","66 and older","higher vocational","3.62","4","351","1","2","5","6","3.45","3.79","3","4"
"2013","66 and older","in school","","","","","","","","","","",""
"2013","66 and older","inadequately","3.25","3","48","1","2","4","6","2.7","3.8","2","4"
"2013","66 and older","middle vocational","3.78","4","2536","1","2","5","6","3.71","3.85","4","4"
"2013","66 and older","vocational + Abi","3.43","3.62","118","1","2","5","6","3.1","3.76","3","4"
"2014","16-34 y.","general elemantary","","","","","","","","","","",""
"2014","16-34 y.","higher education","","","","","","","","","","",""
"2014","16-34 y.","higher vocational","","","","","","","","","","",""
"2014","16-34 y.","in school","","","","","","","","","","",""
"2014","16-34 y.","inadequately","","","","","","","","","","",""
"2014","16-34 y.","middle vocational","","","","","","","","","","",""
"2014","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2014","35-65 y.","general elemantary","","","","","","","","","","",""
"2014","35-65 y.","higher education","","","","","","","","","","",""
"2014","35-65 y.","higher vocational","","","","","","","","","","",""
"2014","35-65 y.","in school","","","","","","","","","","",""
"2014","35-65 y.","inadequately","","","","","","","","","","",""
"2014","35-65 y.","middle vocational","","","","","","","","","","",""
"2014","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2014","66 and older","general elemantary","","","","","","","","","","",""
"2014","66 and older","higher education","","","","","","","","","","",""
"2014","66 and older","higher vocational","","","","","","","","","","",""
"2014","66 and older","in school","","","","","","","","","","",""
"2014","66 and older","inadequately","","","","","","","","","","",""
"2014","66 and older","middle vocational","","","","","","","","","","",""
"2014","66 and older","vocational + Abi","","","","","","","","","","",""
"2015","16-34 y.","general elemantary","","","","","","","","","","",""
"2015","16-34 y.","higher education","","","","","","","","","","",""
"2015","16-34 y.","higher vocational","","","","","","","","","","",""
"2015","16-34 y.","in school","","","","","","","","","","",""
"2015","16-34 y.","inadequately","","","","","","","","","","",""
"2015","16-34 y.","middle vocational","","","","","","","","","","",""
"2015","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2015","35-65 y.","general elemantary","","","","","","","","","","",""
"2015","35-65 y.","higher education","","","","","","","","","","",""
"2015","35-65 y.","higher vocational","","","","","","","","","","",""
"2015","35-65 y.","in school","","","","","","","","","","",""
"2015","35-65 y.","inadequately","","","","","","","","","","",""
"2015","35-65 y.","middle vocational","","","","","","","","","","",""
"2015","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2015","66 and older","general elemantary","","","","","","","","","","",""
"2015","66 and older","higher education","","","","","","","","","","",""
"2015","66 and older","higher vocational","","","","","","","","","","",""
"2015","66 and older","in school","","","","","","","","","","",""
"2015","66 and older","inadequately","","","","","","","","","","",""
"2015","66 and older","middle vocational","","","","","","","","","","",""
"2015","66 and older","vocational + Abi","","","","","","","","","","",""
"2016","16-34 y.","general elemantary","","","","","","","","","","",""
"2016","16-34 y.","higher education","","","","","","","","","","",""
"2016","16-34 y.","higher vocational","","","","","","","","","","",""
"2016","16-34 y.","in school","","","","","","","","","","",""
"2016","16-34 y.","inadequately","","","","","","","","","","",""
"2016","16-34 y.","middle vocational","","","","","","","","","","",""
"2016","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2016","35-65 y.","general elemantary","","","","","","","","","","",""
"2016","35-65 y.","higher education","","","","","","","","","","",""
"2016","35-65 y.","higher vocational","","","","","","","","","","",""
"2016","35-65 y.","in school","","","","","","","","","","",""
"2016","35-65 y.","inadequately","","","","","","","","","","",""
"2016","35-65 y.","middle vocational","","","","","","","","","","",""
"2016","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2016","66 and older","general elemantary","","","","","","","","","","",""
"2016","66 and older","higher education","","","","","","","","","","",""
"2016","66 and older","higher vocational","","","","","","","","","","",""
"2016","66 and older","in school","","","","","","","","","","",""
"2016","66 and older","inadequately","","","","","","","","","","",""
"2016","66 and older","middle vocational","","","","","","","","","","",""
"2016","66 and older","vocational + Abi","","","","","","","","","","",""
"2017","16-34 y.","general elemantary","4.02","4","1279","2","3","5","6","3.92","4.12","4","4"
"2017","16-34 y.","higher education","3.64","3","1279","2","2","5","6","3.55","3.73","3","4"
"2017","16-34 y.","higher vocational","3.65","4","128","2","2","5","6","3.38","3.92","3","4"
"2017","16-34 y.","in school","3.86","4","411","2","3","5","6","3.7","4.02","4","4"
"2017","16-34 y.","inadequately","3.61","4","611","1","2","5","7","3.46","3.76","3","3"
"2017","16-34 y.","middle vocational","3.83","4","2708","2","3","5","6","3.77","3.89","4","4"
"2017","16-34 y.","vocational + Abi","3.82","4","565","1","2","5","6","3.68","3.96","4","4"
"2017","35-65 y.","general elemantary","3.92","4","1384","1","2","5","7","3.82","4.02","4","4"
"2017","35-65 y.","higher education","3.36","3","4461","1","2","5","6","3.31","3.41","3","3"
"2017","35-65 y.","higher vocational","3.44","3","1068","2","2","5","6","3.34","3.54","3","4"
"2017","35-65 y.","in school","","","","","","","","","","",""
"2017","35-65 y.","inadequately","3.78","4","707","1","2","5","7","3.63","3.93","3","4"
"2017","35-65 y.","middle vocational","3.64","4","7283","1","2","5","6","3.6","3.68","3","4"
"2017","35-65 y.","vocational + Abi","3.52","3","1583","1","2","5","6","3.44","3.6","3","4"
"2017","66 and older","general elemantary","3.67","4","622","1","2","5","6","3.53","3.81","4","4"
"2017","66 and older","higher education","3.5","3","1273","1","2","5","6","3.41","3.59","3","4"
"2017","66 and older","higher vocational","3.59","4","347","1","2","5","6","3.42","3.76","3","4"
"2017","66 and older","in school","","","","","","","","","","",""
"2017","66 and older","inadequately","3.62","4","51","1","2","6","6","3.06","4.18","2","4"
"2017","66 and older","middle vocational","3.67","4","2568","1","2","5","6","3.6","3.74","4","4"
"2017","66 and older","vocational + Abi","3.59","4","140","1","2","5","5","3.3","3.88","3","4"
"2018","16-34 y.","general elemantary","","","","","","","","","","",""
"2018","16-34 y.","higher education","","","","","","","","","","",""
"2018","16-34 y.","higher vocational","","","","","","","","","","",""
"2018","16-34 y.","in school","","","","","","","","","","",""
"2018","16-34 y.","inadequately","","","","","","","","","","",""
"2018","16-34 y.","middle vocational","","","","","","","","","","",""
"2018","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2018","35-65 y.","general elemantary","","","","","","","","","","",""
"2018","35-65 y.","higher education","","","","","","","","","","",""
"2018","35-65 y.","higher vocational","","","","","","","","","","",""
"2018","35-65 y.","in school","","","","","","","","","","",""
"2018","35-65 y.","inadequately","","","","","","","","","","",""
"2018","35-65 y.","middle vocational","","","","","","","","","","",""
"2018","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2018","66 and older","general elemantary","","","","","","","","","","",""
"2018","66 and older","higher education","","","","","","","","","","",""
"2018","66 and older","higher vocational","","","","","","","","","","",""
"2018","66 and older","in school","","","","","","","","","","",""
"2018","66 and older","inadequately","","","","","","","","","","",""
"2018","66 and older","middle vocational","","","","","","","","","","",""
"2018","66 and older","vocational + Abi","","","","","","","","","","",""
"2019","16-34 y.","general elemantary","3.6","4","840","1","2","5","6","3.48","3.72","3","4"
"2019","16-34 y.","higher education","3.54","3","1007","2","2","5","6","3.44","3.64","3","3"
"2019","16-34 y.","higher vocational","3.21","3","135","1","2","4","6","2.94","3.48","3","4"
"2019","16-34 y.","in school","3.92","4","328","2","3","5","6","3.74","4.1","4","4"
"2019","16-34 y.","inadequately","3.51","3","105","1","2","5","7","3.09","3.93","3","5"
"2019","16-34 y.","middle vocational","3.54","4","2070","1","2","5","6","3.47","3.61","3","4"
"2019","16-34 y.","vocational + Abi","3.56","3","461","2","2","5","6","3.42","3.7","3","4"
"2019","35-65 y.","general elemantary","3.72","4","1013","1","2","5","6","3.61","3.83","3","4"
"2019","35-65 y.","higher education","3.18","3","4542","1","2","4","5","3.13","3.23","3","3"
"2019","35-65 y.","higher vocational","3.22","3","1142","1","2","5","6","3.13","3.31","3","3"
"2019","35-65 y.","in school","","","","","","","","","","",""
"2019","35-65 y.","inadequately","3.86","4","248","1","2","5","7","3.63","4.09","4","4"
"2019","35-65 y.","middle vocational","3.37","3","6451","1","2","5","6","3.33","3.41","3","3"
"2019","35-65 y.","vocational + Abi","3.42","3","1540","1","2","5","6","3.34","3.5","3","3"
"2019","66 and older","general elemantary","3.41","3","550","1","2","5","6","3.27","3.55","3","4"
"2019","66 and older","higher education","3.26","3","1453","1","2","4","6","3.18","3.34","3","3"
"2019","66 and older","higher vocational","3.45","4","385","1","2","5","6","3.27","3.63","3","4"
"2019","66 and older","in school","","","","","","","","","","",""
"2019","66 and older","inadequately","3.51","3.22","35","1","2","5","6","2.94","4.08","2","4"
"2019","66 and older","middle vocational","3.47","3","2570","1","2","5","6","3.4","3.54","3","4"
"2019","66 and older","vocational + Abi","3.42","4","166","1","2","5","6","3.15","3.69","3","4"
