"year","education","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","college entrance qualification","general elemantary","","","","","","","","","","",""
"2005","college entrance qualification","higher education","3.49","3","3159","1","2","5","6","3.43","3.55","3","3"
"2005","college entrance qualification","higher vocational","3.44","3","346","1","2","5","6","3.26","3.62","3","4"
"2005","college entrance qualification","in school","","","","","","","","","","",""
"2005","college entrance qualification","inadequately","","","","","","","","","","",""
"2005","college entrance qualification","middle vocational","3.72","4","731","2","2","5","6","3.6","3.84","3","4"
"2005","college entrance qualification","vocational + Abi","3.6","4","951","2","2","5","6","3.49","3.71","3","4"
"2005","lower secondary degree","general elemantary","4","4","1496","2","3","5","6","3.91","4.09","4","4"
"2005","lower secondary degree","higher education","3.87","4","183","1","2","5","7","3.6","4.14","3","4"
"2005","lower secondary degree","higher vocational","3.47","3","449","1","2","5","6","3.31","3.63","3","4"
"2005","lower secondary degree","in school","","","","","","","","","","",""
"2005","lower secondary degree","inadequately","","","","","","","","","","",""
"2005","lower secondary degree","middle vocational","3.76","4","4922","1","2","5","6","3.71","3.81","4","4"
"2005","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2005","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2005","no degree/no degree yet","higher education","","","","","","","","","","",""
"2005","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2005","no degree/no degree yet","in school","3.74","4","650","1","2","5","6","3.61","3.87","3","4"
"2005","no degree/no degree yet","inadequately","3.97","4","200","1","2","6","7","3.69","4.25","3","4"
"2005","no degree/no degree yet","middle vocational","3.58","3","46","1","3","5","7","3.02","4.14","3","4"
"2005","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2005","Other degree","general elemantary","3.88","4","329","1","2","5","7","3.68","4.08","4","4"
"2005","Other degree","higher education","3.69","4","185","1","2","5","6","3.44","3.94","3","4"
"2005","Other degree","higher vocational","3.06","2.34","53","1","2","4","6","2.55","3.57","2","4"
"2005","Other degree","in school","","","","","","","","","","",""
"2005","Other degree","inadequately","3.74","3.3","37","1","2","5","7","3.02","4.46","3","4"
"2005","Other degree","middle vocational","3.97","4","388","1","3","5","6","3.79","4.15","4","4"
"2005","Other degree","vocational + Abi","4.05","4","122","2","3","5","7","3.75","4.35","3","4"
"2005","secondary school degree","general elemantary","3.91","4","575","1","3","5","6","3.77","4.05","4","4"
"2005","secondary school degree","higher education","3.66","4","621","2","2","5","6","3.53","3.79","4","4"
"2005","secondary school degree","higher vocational","3.67","4","692","1","2","5","6","3.55","3.79","3","4"
"2005","secondary school degree","in school","","","","","","","","","","",""
"2005","secondary school degree","inadequately","","","","","","","","","","",""
"2005","secondary school degree","middle vocational","3.74","4","4086","1","2","5","6","3.69","3.79","4","4"
"2005","secondary school degree","vocational + Abi","3.57","4","36","1","2","5","6","3.02","4.12","3","4"
"2006","college entrance qualification","general elemantary","","","","","","","","","","",""
"2006","college entrance qualification","higher education","","","","","","","","","","",""
"2006","college entrance qualification","higher vocational","","","","","","","","","","",""
"2006","college entrance qualification","in school","","","","","","","","","","",""
"2006","college entrance qualification","inadequately","","","","","","","","","","",""
"2006","college entrance qualification","middle vocational","","","","","","","","","","",""
"2006","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2006","lower secondary degree","general elemantary","","","","","","","","","","",""
"2006","lower secondary degree","higher education","","","","","","","","","","",""
"2006","lower secondary degree","higher vocational","","","","","","","","","","",""
"2006","lower secondary degree","in school","","","","","","","","","","",""
"2006","lower secondary degree","inadequately","","","","","","","","","","",""
"2006","lower secondary degree","middle vocational","","","","","","","","","","",""
"2006","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2006","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2006","no degree/no degree yet","higher education","","","","","","","","","","",""
"2006","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2006","no degree/no degree yet","in school","","","","","","","","","","",""
"2006","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2006","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2006","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2006","Other degree","general elemantary","","","","","","","","","","",""
"2006","Other degree","higher education","","","","","","","","","","",""
"2006","Other degree","higher vocational","","","","","","","","","","",""
"2006","Other degree","in school","","","","","","","","","","",""
"2006","Other degree","inadequately","","","","","","","","","","",""
"2006","Other degree","middle vocational","","","","","","","","","","",""
"2006","Other degree","vocational + Abi","","","","","","","","","","",""
"2006","secondary school degree","general elemantary","","","","","","","","","","",""
"2006","secondary school degree","higher education","","","","","","","","","","",""
"2006","secondary school degree","higher vocational","","","","","","","","","","",""
"2006","secondary school degree","in school","","","","","","","","","","",""
"2006","secondary school degree","inadequately","","","","","","","","","","",""
"2006","secondary school degree","middle vocational","","","","","","","","","","",""
"2006","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2007","college entrance qualification","general elemantary","","","","","","","","","","",""
"2007","college entrance qualification","higher education","","","","","","","","","","",""
"2007","college entrance qualification","higher vocational","","","","","","","","","","",""
"2007","college entrance qualification","in school","","","","","","","","","","",""
