"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","direct migration background","3.65","4","527","2","2","5","6","7","3.51","3.79","1","7","3","4"
"2005","16-34 y.","indirect migration background","3.7","4","663","2","2","5","6","7","3.58","3.82","1","7","3","4"
"2005","16-34 y.","no migration background","3.72","4","4129","2","2","5","6","7","3.67","3.77","1","7","4","4"
"2005","35-65 y.","direct migration background","3.84","4","1465","1","2","5","6","7","3.75","3.93","1","7","4","4"
"2005","35-65 y.","indirect migration background","3.59","4","154","1","2","5","6","7","3.31","3.87","1","7","3","4"
"2005","35-65 y.","no migration background","3.69","4","9969","1","2","5","6","7","3.66","3.72","1","7","4","4"
"2005","66 and older","direct migration background","3.84","4","367","1","2","5","7","7","3.65","4.03","1","7","3","4"
"2005","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2005","66 and older","no migration background","3.81","4","3387","1","2","5","6","7","3.75","3.87","1","7","4","4"
"2006","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"2006","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"2006","16-34 y.","no migration background","","","","","","","","","","","","","",""
"2006","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"2006","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"2006","35-65 y.","no migration background","","","","","","","","","","","","","",""
"2006","66 and older","direct migration background","","","","","","","","","","","","","",""
"2006","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2006","66 and older","no migration background","","","","","","","","","","","","","",""
"2007","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"2007","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"2007","16-34 y.","no migration background","","","","","","","","","","","","","",""
"2007","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"2007","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"2007","35-65 y.","no migration background","","","","","","","","","","","","","",""
"2007","66 and older","direct migration background","","","","","","","","","","","","","",""
"2007","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2007","66 and older","no migration background","","","","","","","","","","","","","",""
"2008","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"2008","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"2008","16-34 y.","no migration background","","","","","","","","","","","","","",""
"2008","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"2008","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"2008","35-65 y.","no migration background","","","","","","","","","","","","","",""
"2008","66 and older","direct migration background","","","","","","","","","","","","","",""
"2008","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2008","66 and older","no migration background","","","","","","","","","","","","","",""
"2009","16-34 y.","direct migration background","3.35","3","294","1","2","5","6","7","3.16","3.54","1","7","3","4"
"2009","16-34 y.","indirect migration background","3.55","3","516","1","2","5","6","7","3.41","3.69","1","7","3","4"
"2009","16-34 y.","no migration background","3.66","4","3180","2","2","5","6","7","3.6","3.72","1","7","4","4"
"2009","35-65 y.","direct migration background","3.83","4","1020","2","2","5","6","7","3.73","3.93","1","7","4","4"
"2009","35-65 y.","indirect migration background","3.72","4","190","2","3","5","6","7","3.48","3.96","1","7","3","4"
"2009","35-65 y.","no migration background","3.59","3.59","8641","1","2","5","6","7","3.56","3.62","1","7","3","4"
"2009","66 and older","direct migration background","3.68","4","333","1","2","5","6","7","3.49","3.87","1","7","3","4"
"2009","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2009","66 and older","no migration background","3.72","4","3806","1","2","5","6","7","3.66","3.78","1","7","4","4"
"2010","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"2010","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"2010","16-34 y.","no migration background","","","","","","","","","","","","","",""
"2010","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"2010","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"2010","35-65 y.","no migration background","","","","","","","","","","","","","",""
"2010","66 and older","direct migration background","","","","","","","","","","","","","",""
"2010","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2010","66 and older","no migration background","","","","","","","","","","","","","",""
"2011","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"2011","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"2011","16-34 y.","no migration background","","","","","","","","","","","","","",""
"2011","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"2011","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"2011","35-65 y.","no migration background","","","","","","","","","","","","","",""
"2011","66 and older","direct migration background","","","","","","","","","","","","","",""
"2011","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2011","66 and older","no migration background","","","","","","","","","","","","","",""
"2012","16-34 y.","direct migration background","3.85","4","408","1","2","5","6","7","3.67","4.03","1","7","4","4"
"2012","16-34 y.","indirect migration background","3.66","4","243","2","2","5","6","7","3.44","3.88","1","7","3","4"
"2012","16-34 y.","no migration background","3.77","4","1548","2","2","5","6","7","3.69","3.85","1","7","4","4"
"2012","35-65 y.","direct migration background","3.68","4","681","1","2","5","6","7","3.55","3.81","1","7","3","4"
"2012","35-65 y.","indirect migration background","3.57","4","241","1","2","5","6","7","3.35","3.79","1","7","3","4"
"2012","35-65 y.","no migration background","3.51","3","3976","1","2","5","6","7","3.46","3.56","1","7","3","3"
"2012","66 and older","direct migration background","","","","","","","","","","","","","",""
"2012","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2012","66 and older","no migration background","","","","","","","","","","","","","",""
"2013","16-34 y.","direct migration background","3.73","4","284","2","2","5","6","7","3.54","3.92","1","7","3","4"
"2013","16-34 y.","indirect migration background","3.49","3","422","1","2","5","6","7","3.33","3.65","1","7","3","4"
"2013","16-34 y.","no migration background","3.69","4","2987","2","2","5","6","7","3.63","3.75","1","7","4","4"
"2013","35-65 y.","direct migration background","3.8","4","1027","2","2","5","6","7","3.69","3.91","1","7","4","4"
"2013","35-65 y.","indirect migration background","3.54","3","284","2","2","5","6","7","3.35","3.73","1","7","3","4"
"2013","35-65 y.","no migration background","3.58","4","8899","1","2","5","6","7","3.55","3.61","1","7","3","4"
"2013","66 and older","direct migration background","3.72","4","368","1","2","5","6","7","3.53","3.91","1","7","3","4"
"2013","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2013","66 and older","no migration background","3.72","4","4567","1","2","5","6","7","3.67","3.77","1","7","4","4"
"2014","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"2014","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"2014","16-34 y.","no migration background","","","","","","","","","","","","","",""
"2014","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"2014","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"2014","35-65 y.","no migration background","","","","","","","","","","","","","",""
"2014","66 and older","direct migration background","","","","","","","","","","","","","",""
"2014","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2014","66 and older","no migration background","","","","","","","","","","","","","",""
"2015","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"2015","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"2015","16-34 y.","no migration background","","","","","","","","","","","","","",""
"2015","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"2015","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"2015","35-65 y.","no migration background","","","","","","","","","","","","","",""
"2015","66 and older","direct migration background","","","","","","","","","","","","","",""
"2015","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2015","66 and older","no migration background","","","","","","","","","","","","","",""
"2016","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"2016","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"2016","16-34 y.","no migration background","","","","","","","","","","","","","",""
"2016","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"2016","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"2016","35-65 y.","no migration background","","","","","","","","","","","","","",""
"2016","66 and older","direct migration background","","","","","","","","","","","","","",""
"2016","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2016","66 and older","no migration background","","","","","","","","","","","","","",""
"2017","16-34 y.","direct migration background","3.72","4","2504","1","2","5","6","7","3.65","3.79","1","7","3","4"
"2017","16-34 y.","indirect migration background","3.72","4","975","2","2","5","6","7","3.61","3.83","1","7","4","4"
"2017","16-34 y.","no migration background","3.86","4","4091","2","3","5","6","7","3.81","3.91","1","7","4","4"
"2017","35-65 y.","direct migration background","3.71","4","4312","1","2","5","6","7","3.65","3.77","1","7","3","4"
"2017","35-65 y.","indirect migration background","3.6","4","723","1","2","5","6","7","3.47","3.73","1","7","3","4"
"2017","35-65 y.","no migration background","3.54","3","11643","1","2","5","6","7","3.51","3.57","1","7","3","3"
"2017","66 and older","direct migration background","3.56","4","447","1","2","5","6","7","3.39","3.73","1","7","3","4"
"2017","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2017","66 and older","no migration background","3.63","4","4568","1","2","5","6","7","3.58","3.68","1","7","4","4"
"2018","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"2018","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"2018","16-34 y.","no migration background","","","","","","","","","","","","","",""
"2018","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"2018","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"2018","35-65 y.","no migration background","","","","","","","","","","","","","",""
"2018","66 and older","direct migration background","","","","","","","","","","","","","",""
"2018","66 and older","indirect migration background","","","","","","","","","","","","","",""
"2018","66 and older","no migration background","","","","","","","","","","","","","",""
"2019","16-34 y.","direct migration background","3.55","4","806","1","2","5","6","7","3.43","3.67","1","7","3","4"
"2019","16-34 y.","indirect migration background","3.52","3","877","2","2","5","6","7","3.41","3.63","1","7","3","4"
"2019","16-34 y.","no migration background","3.59","4","3749","2","2","5","6","7","3.54","3.64","1","7","3","4"
"2019","35-65 y.","direct migration background","3.49","3","2603","1","2","5","6","7","3.42","3.56","1","7","3","4"
"2019","35-65 y.","indirect migration background","3.4","3","786","1","2","5","6","7","3.28","3.52","1","7","3","3"
"2019","35-65 y.","no migration background","3.31","3","11741","1","2","5","6","7","3.28","3.34","1","7","3","3"
"2019","66 and older","direct migration background","3.44","4","421","1","2","5","6","7","3.26","3.62","1","7","3","4"
"2019","66 and older","indirect migration background","4.42","4","36","2","4","6","6","7","3.79","5.05","1","7","2","5"
"2019","66 and older","no migration background","3.41","3","4746","1","2","5","6","7","3.36","3.46","1","7","3","3"
