"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","East Germany","3.81","4","5041","1","2","5","6","7","3.76","3.86","1","7","4","4"
"2005","West Germany","3.71","4","15631","1","2","5","6","7","3.68","3.74","1","7","4","4"
"2006","East Germany","","","","","","","","","","","","","",""
"2006","West Germany","","","","","","","","","","","","","",""
"2007","East Germany","","","","","","","","","","","","","",""
"2007","West Germany","","","","","","","","","","","","","",""
"2008","East Germany","","","","","","","","","","","","","",""
"2008","West Germany","","","","","","","","","","","","","",""
"2009","East Germany","3.74","4","4534","2","2","5","6","7","3.69","3.79","1","7","4","4"
"2009","West Germany","3.62","4","13452","1","2","5","6","7","3.59","3.65","1","7","3","4"
"2010","East Germany","","","","","","","","","","","","","",""
"2010","West Germany","","","","","","","","","","","","","",""
"2011","East Germany","","","","","","","","","","","","","",""
"2011","West Germany","","","","","","","","","","","","","",""
"2012","East Germany","3.56","3","1337","1","2","5","6","7","3.47","3.65","1","7","3","4"
"2012","West Germany","3.65","4","5784","1","2","5","6","7","3.61","3.69","1","7","3","4"
"2013","East Germany","3.72","4","4457","2","2","5","6","7","3.67","3.77","1","7","4","4"
"2013","West Germany","3.64","4","14386","1","2","5","6","7","3.61","3.67","1","7","4","4"
"2014","East Germany","","","","","","","","","","","","","",""
"2014","West Germany","","","","","","","","","","","","","",""
"2015","East Germany","","","","","","","","","","","","","",""
"2015","West Germany","","","","","","","","","","","","","",""
"2016","East Germany","","","","","","","","","","","","","",""
"2016","West Germany","","","","","","","","","","","","","",""
"2017","East Germany","3.7","4","6097","2","2","5","6","7","3.66","3.74","1","7","4","4"
"2017","West Germany","3.63","4","23182","1","2","5","6","7","3.61","3.65","1","7","3","4"
"2018","East Germany","","","","","","","","","","","","","",""
"2018","West Germany","","","","","","","","","","","","","",""
"2019","East Germany","3.53","3","5559","1","2","5","6","7","3.49","3.57","1","7","3","3"
"2019","West Germany","3.39","3","20127","1","2","5","6","7","3.37","3.41","1","7","3","3"
