"year","age_gr","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","16-34 y.","(0) in school","3.75","4","654","1","2","5","6","3.62","3.88","3","4"
"2005","16-34 y.","(1a) inadequately completed","4.29","4.07","40","2","3","6","7","3.67","4.91","3","5"
"2005","16-34 y.","(1b) general elementary school","3.88","4","417","2","3","5","6","3.72","4.04","4","4"
"2005","16-34 y.","(1c) basic vocational qualification","3.81","4","609","1","3","5","6","3.67","3.95","3","4"
"2005","16-34 y.","(2a) intermediate vocational","3.57","3","1147","1","2","5","6","3.47","3.67","3","4"
"2005","16-34 y.","(2b) intermediate general qualification","3.9","4","443","2","3","5","6","3.75","4.05","4","4"
"2005","16-34 y.","(2c_gen) general maturity certificate","3.73","4","657","2","2","5","6","3.61","3.85","3","4"
"2005","16-34 y.","(2c_voc) vocational maturity certificate","3.65","4","503","2","2","5","6","3.51","3.79","3","4"
"2005","16-34 y.","(3a) lower tertiary education","3.63","4","198","1","2","5","6","3.41","3.85","3","4"
"2005","16-34 y.","(3b) higher tertiary education","3.45","3","324","1","2","5","6","3.28","3.62","3","3"
"2005","35-65 y.","(0) in school","","","","","","","","","","",""
"2005","35-65 y.","(1a) inadequately completed","3.8","4","141","1","2","6","7","3.46","4.14","3","4"
"2005","35-65 y.","(1b) general elementary school","3.98","4","735","1","2","5","7","3.85","4.11","4","4"
"2005","35-65 y.","(1c) basic vocational qualification","3.73","4","3372","1","2","5","6","3.67","3.79","4","4"
"2005","35-65 y.","(2a) intermediate vocational","3.77","4","3240","1","2","5","6","3.71","3.83","4","4"
"2005","35-65 y.","(2b) intermediate general qualification","3.71","4","100","1","2","5","6","3.34","4.08","3","5"
"2005","35-65 y.","(2c_gen) general maturity certificate","4.1","4","123","2","3","6","7","3.79","4.41","3","4"
"2005","35-65 y.","(2c_voc) vocational maturity certificate","3.58","4","860","1","2","5","6","3.47","3.69","3","4"
"2005","35-65 y.","(3a) lower tertiary education","3.48","3","1159","1","2","5","6","3.38","3.58","3","4"
"2005","35-65 y.","(3b) higher tertiary education","3.52","3","1821","2","2","5","6","3.45","3.59","3","3"
"2005","66 and older","(0) in school","","","","","","","","","","",""
"2005","66 and older","(1a) inadequately completed","3.71","4","65","1","2","5","7","3.26","4.16","3","4"
"2005","66 and older","(1b) general elementary school","4.04","4","707","1","2","5","7","3.91","4.17","4","4"
"2005","66 and older","(1c) basic vocational qualification","3.77","4","1718","1","2","5","6","3.68","3.86","4","4"
"2005","66 and older","(2a) intermediate vocational","3.79","4","404","1","2","5","6","3.61","3.97","4","4"
"2005","66 and older","(2b) intermediate general qualification","4.32","4","35","1","3","6","7","3.68","4.96","4","5"
"2005","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2005","66 and older","(2c_voc) vocational maturity certificate","3.47","3","150","1","2","5","6","3.19","3.75","3","4"
"2005","66 and older","(3a) lower tertiary education","3.69","4","295","1","2","5","6","3.48","3.9","3","4"
"2005","66 and older","(3b) higher tertiary education","3.75","4","367","1","2","5","6","3.56","3.94","3","4"
"2006","16-34 y.","(0) in school","","","","","","","","","","",""
"2006","16-34 y.","(1a) inadequately completed","","","","","","","","","","",""
"2006","16-34 y.","(1b) general elementary school","","","","","","","","","","",""
"2006","16-34 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2006","16-34 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2006","16-34 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2006","16-34 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2006","16-34 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2006","16-34 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2006","16-34 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2006","35-65 y.","(0) in school","","","","","","","","","","",""
"2006","35-65 y.","(1a) inadequately completed","","","","","","","","","","",""
"2006","35-65 y.","(1b) general elementary school","","","","","","","","","","",""
"2006","35-65 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2006","35-65 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2006","35-65 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2006","35-65 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2006","35-65 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2006","35-65 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2006","35-65 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2006","66 and older","(0) in school","","","","","","","","","","",""
"2006","66 and older","(1a) inadequately completed","","","","","","","","","","",""
"2006","66 and older","(1b) general elementary school","","","","","","","","","","",""
"2006","66 and older","(1c) basic vocational qualification","","","","","","","","","","",""
"2006","66 and older","(2a) intermediate vocational","","","","","","","","","","",""
"2006","66 and older","(2b) intermediate general qualification","","","","","","","","","","",""
"2006","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2006","66 and older","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2006","66 and older","(3a) lower tertiary education","","","","","","","","","","",""
"2006","66 and older","(3b) higher tertiary education","","","","","","","","","","",""
"2007","16-34 y.","(0) in school","","","","","","","","","","",""
"2007","16-34 y.","(1a) inadequately completed","","","","","","","","","","",""
"2007","16-34 y.","(1b) general elementary school","","","","","","","","","","",""
"2007","16-34 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2007","16-34 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2007","16-34 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2007","16-34 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2007","16-34 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2007","16-34 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2007","16-34 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2007","35-65 y.","(0) in school","","","","","","","","","","",""
"2007","35-65 y.","(1a) inadequately completed","","","","","","","","","","",""
"2007","35-65 y.","(1b) general elementary school","","","","","","","","","","",""
"2007","35-65 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2007","35-65 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2007","35-65 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2007","35-65 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2007","35-65 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2007","35-65 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2007","35-65 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2007","66 and older","(0) in school","","","","","","","","","","",""
"2007","66 and older","(1a) inadequately completed","","","","","","","","","","",""
"2007","66 and older","(1b) general elementary school","","","","","","","","","","",""
"2007","66 and older","(1c) basic vocational qualification","","","","","","","","","","",""
"2007","66 and older","(2a) intermediate vocational","","","","","","","","","","",""
"2007","66 and older","(2b) intermediate general qualification","","","","","","","","","","",""
"2007","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2007","66 and older","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
