"ple0004","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Strong","2002","lower secondary degree","no migration background","1268","0.187664089023483","0.178753108540995","0.196575069505971"
"Strong","2002","lower secondary degree","direct migration background","81","0.133671652946361","0.108917919932385","0.158425385960336"
"Strong","2002","lower secondary degree","indirect migration background","11","","",""
"Strong","2002","secondary school degree","no migration background","369","0.0759674976071977","0.069380537112816","0.0825544581015794"
"Strong","2002","secondary school degree","direct migration background","19","","",""
"Strong","2002","secondary school degree","indirect migration background","9","","",""
"Strong","2002","college entrance qualification","no migration background","222","0.057360846800863","0.0509840414429575","0.0637376521587686"
"Strong","2002","college entrance qualification","direct migration background","18","","",""
"Strong","2002","college entrance qualification","indirect migration background","2","","",""
"Strong","2002","Other degree","no migration background","21","","",""
"Strong","2002","Other degree","direct migration background","140","0.113989291056872","0.0960009956366842","0.131977586477059"
"Strong","2002","Other degree","indirect migration background","5","","",""
"Strong","2002","no degree/no degree yet","no migration background","20","","",""
"Strong","2002","no degree/no degree yet","direct migration background","45","0.148413977588754","0.105117768371995","0.191710186805513"
"Strong","2002","no degree/no degree yet","indirect migration background","3","","",""
"A little","2002","lower secondary degree","no migration background","2720","0.375602590258072","0.364550054862928","0.386655125653217"
"A little","2002","lower secondary degree","direct migration background","226","0.328518296271095","0.294353671641635","0.362682920900555"
"A little","2002","lower secondary degree","indirect migration background","42","0.227945784298922","0.17665714101311","0.279234427584734"
"A little","2002","secondary school degree","no migration background","1650","0.269774608357985","0.258740010129559","0.28080920658641"
"A little","2002","secondary school degree","direct migration background","70","0.258062227523151","0.206809729554563","0.309314725491738"
"A little","2002","secondary school degree","indirect migration background","35","0.216136413872771","0.160729447010112","0.27154338073543"
"A little","2002","college entrance qualification","no migration background","1012","0.217443807446432","0.206131428758428","0.228756186134435"
"A little","2002","college entrance qualification","direct migration background","69","0.251305981754366","0.202784673949777","0.299827289558954"
"A little","2002","college entrance qualification","indirect migration background","24","","",""
"A little","2002","Other degree","no migration background","33","0.304413413949078","0.216397554624207","0.39242927327395"
"A little","2002","Other degree","direct migration background","391","0.338958168439772","0.312164879772329","0.365751457107214"
"A little","2002","Other degree","indirect migration background","3","","",""
"A little","2002","no degree/no degree yet","no migration background","66","0.160709881849055","0.130480176970274","0.190939586727837"
"A little","2002","no degree/no degree yet","direct migration background","86","0.341287375547116","0.283543448729953","0.399031302364279"
"A little","2002","no degree/no degree yet","indirect migration background","7","","",""
"Not at all","2002","lower secondary degree","no migration background","3387","0.436733320718445","0.425413689636263","0.448052951800627"
