"ple0004","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"A little","2002","no migration background","general elemantary","660","0.35491268863389","0.333968626603839","0.375856750663941","2"
"A little","2002","no migration background","higher vocational","497","0.338627353185655","0.315029745218248","0.362224961153063","2"
"A little","2002","no migration background","higher education","999","0.268854347146832","0.255284852032753","0.28242384226091","2"
"A little","2002","indirect migration background","in school","7","","","","2"
"A little","2002","indirect migration background","inadequately","","","","","2"
"A little","2002","indirect migration background","general elemantary","32","0.222817215306812","0.165144679104241","0.280489751509382","2"
"A little","2002","indirect migration background","higher vocational","7","","","","2"
"A little","2002","indirect migration background","higher education","9","","","","2"
"A little","2002","no migration background","in school","34","0.0864354060946055","0.0614007933117628","0.111470018877448","2"
"A little","2002","no migration background","inadequately","30","0.361872085403736","0.259108355002092","0.46463581580538","2"
"A little","2002","no migration background","vocational + Abi","176","0.21775083930318","0.190636092120372","0.244865586485987","2"
"A little","2002","indirect migration background","vocational + Abi","8","","","","2"
"A little","2002","no migration background","middle vocational","3090","0.312309123886419","0.303350516562322","0.321267731210516","2"
"A little","2002","indirect migration background","middle vocational","48","0.209111926886357","0.16489858671906","0.253325267053653","2"
"A little","2002","direct migration background","in school","2","","","","2"
"A little","2002","direct migration background","inadequately","78","0.448845655292769","0.377936498767032","0.519754811818506","2"
"A little","2002","direct migration background","vocational + Abi","75","0.326662828666298","0.268293001828243","0.385032655504353","2"
"A little","2002","direct migration background","higher vocational","55","0.387298871542216","0.311818234721735","0.462779508362697","2"
"A little","2002","direct migration background","general elemantary","234","0.321468055663766","0.28711439846961","0.355821712857922","2"
"A little","2002","direct migration background","middle vocational","296","0.297229652056265","0.269263855647004","0.325195448465526","2"
"A little","2002","direct migration background","higher education","106","0.305743668292199","0.26036631528357","0.351121021300828","2"
"Not at all","2002","indirect migration background","general elemantary","160","0.741642386169287","0.680976995756607","0.802307776581967","3"
"Not at all","2002","indirect migration background","inadequately","8","","","","3"
"Not at all","2002","indirect migration background","higher education","55","0.773109507711249","0.672066845765227","0.874152169657271","3"
"Not at all","2002","indirect migration background","in school","70","0.905743099907873","0.841312282842249","0.970173916973496","3"
"Not at all","2002","indirect migration background","higher vocational","32","0.655247025821622","0.509763873554045","0.800730178089199","3"
"Not at all","2002","indirect migration background","vocational + Abi","29","","","","3"
"Not at all","2002","indirect migration background","middle vocational","265","0.752287116483051","0.705354742788639","0.799219490177463","3"
"Not at all","2002","direct migration background","middle vocational","639","0.618006077436953","0.588275796690242","0.647736358183664","3"
"Not at all","2002","direct migration background","vocational + Abi","154","0.588406865598133","0.527158405063072","0.649655326133193","3"
"Not at all","2002","direct migration background","higher vocational","91","0.536901189211728","0.459638091645598","0.614164286777858","3"
"Not at all","2002","direct migration background","higher education","257","0.57301496527645","0.524296925327071","0.62173300522583","3"
"Not at all","2002","no migration background","higher vocational","932","0.564679232905791","0.539956900010243","0.589401565801339","3"
"Not at all","2002","no migration background","higher education","2891","0.665331692333913","0.650889617011809","0.679773767656016","3"
"Not at all","2002","direct migration background","in school","50","0.938519757173335","0.873231373645082","1.00380814070159","3"
"Not at all","2002","direct migration background","inadequately","68","0.345174837311992","0.277395169956704","0.412954504667279","3"
"Not at all","2002","direct migration background","general elemantary","372","0.508519530168264","0.471746800627475","0.545292259709052","3"
"Not at all","2002","no migration background","in school","448","0.909237679140174","0.883644931230589","0.934830427049759","3"
"Not at all","2002","no migration background","inadequately","38","0.447632787190572","0.341296047991136","0.553969526390007","3"
"Not at all","2002","no migration background","general elemantary","969","0.429020025891518","0.407355952253909","0.450684099529127","3"
"Not at all","2002","no migration background","middle vocational","6068","0.558833583866436","0.549235290832813","0.568431876900059","3"
"Not at all","2002","no migration background","vocational + Abi","656","0.686848567000642","0.656379385513928","0.717317748487356","3"
"Strong","2002","no migration background","in school","2","","","","1"
"Strong","2002","no migration background","inadequately","16","","","","1"
"Strong","2002","no migration background","general elemantary","376","0.216067285474592","0.198052677955034","0.23408189299415","1"
"Strong","2002","no migration background","middle vocational","1122","0.128857292247145","0.12238063838942","0.135333946104869","1"
"Strong","2002","no migration background","vocational + Abi","58","0.0954005936961779","0.0761006174010909","0.114700569991265","1"
"Strong","2002","no migration background","higher vocational","116","0.0966934139085542","0.0819567260584643","0.111430101758644","1"
"Strong","2002","no migration background","higher education","211","0.0658139605192556","0.0582250591932616","0.0734028618452497","1"
"Strong","2002","direct migration background","in school","","","","","1"
"Strong","2002","direct migration background","inadequately","43","0.205979507395239","0.148323435302383","0.263635579488095","1"
"Strong","2002","direct migration background","general elemantary","104","0.17001241416797","0.14238151409883","0.19764331423711","1"
"Strong","2002","direct migration background","middle vocational","91","0.084764270506782","0.0677212209025126","0.101807320111051","1"
"Strong","2002","direct migration background","vocational + Abi","19","","","","1"
"Strong","2002","direct migration background","higher vocational","14","","","","1"
"Strong","2002","direct migration background","higher education","33","0.121241366431351","0.0890928666189608","0.153389866243741","1"
"Strong","2002","indirect migration background","in school","2","","","","1"
