"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","16-34 y.","1.84","2","2608","1","1","2","3","4","1.81","1.87","1","4","2","2"
"1990","35-65 y.","2.2","2","3325","1","2","3","4","4","2.17","2.23","1","4","2","2"
"1990","66 and older","3.16","4","911","2","2","4","4","4","3.09","3.23","1","4","3","4"
"1991","16-34 y.","","","","","","","","","","","","","",""
"1991","35-65 y.","","","","","","","","","","","","","",""
"1991","66 and older","","","","","","","","","","","","","",""
"1992","16-34 y.","1.8","2","3936","1","1","2","3","4","1.78","1.82","1","4","2","2"
"1992","35-65 y.","2.14","2","5460","1","2","3","4","4","2.12","2.16","1","4","2","2"
"1992","66 and older","3.27","4","1274","2","2","4","4","4","3.22","3.32","1","4","4","4"
"1993","16-34 y.","","","","","","","","","","","","","",""
"1993","35-65 y.","","","","","","","","","","","","","",""
"1993","66 and older","","","","","","","","","","","","","",""
"1994","16-34 y.","","","","","","","","","","","","","",""
"1994","35-65 y.","","","","","","","","","","","","","",""
"1994","66 and older","","","","","","","","","","","","","",""
"1995","16-34 y.","1.78","2","3964","1","1","2","3","4","1.76","1.8","1","4","2","2"
"1995","35-65 y.","2.13","2","5584","1","2","3","3","4","2.11","2.15","1","4","2","2"
"1995","66 and older","3.08","4","1262","2","2","4","4","4","3.02","3.14","1","4","3","4"
"1996","16-34 y.","","","","","","","","","","","","","",""
"1996","35-65 y.","","","","","","","","","","","","","",""
"1996","66 and older","","","","","","","","","","","","","",""
"1997","16-34 y.","","","","","","","","","","","","","",""
"1997","35-65 y.","","","","","","","","","","","","","",""
"1997","66 and older","","","","","","","","","","","","","",""
"1998","16-34 y.","","","","","","","","","","","","","",""
"1998","35-65 y.","","","","","","","","","","","","","",""
"1998","66 and older","","","","","","","","","","","","","",""
"1999","16-34 y.","","","","","","","","","","","","","",""
"1999","35-65 y.","","","","","","","","","","","","","",""
"1999","66 and older","","","","","","","","","","","","","",""
"2000","16-34 y.","","","","","","","","","","","","","",""
"2000","35-65 y.","","","","","","","","","","","","","",""
"2000","66 and older","","","","","","","","","","","","","",""
"2001","16-34 y.","","","","","","","","","","","","","",""
"2001","35-65 y.","","","","","","","","","","","","","",""
"2001","66 and older","","","","","","","","","","","","","",""
"2002","16-34 y.","","","","","","","","","","","","","",""
"2002","35-65 y.","","","","","","","","","","","","","",""
"2002","66 and older","","","","","","","","","","","","","",""
"2003","16-34 y.","","","","","","","","","","","","","",""
"2003","35-65 y.","","","","","","","","","","","","","",""
"2003","66 and older","","","","","","","","","","","","","",""
"2004","16-34 y.","1.77","2","5575","1","1","2","3","4","1.75","1.79","1","4","2","2"
"2004","35-65 y.","2.13","2","11835","1","2","3","3","4","2.12","2.14","1","4","2","2"
"2004","66 and older","2.94","3","3153","2","2","4","4","4","2.9","2.98","1","4","3","3"
"2005","16-34 y.","","","","","","","","","","","","","",""
"2005","35-65 y.","","","","","","","","","","","","","",""
"2005","66 and older","","","","","","","","","","","","","",""
"2006","16-34 y.","","","","","","","","","","","","","",""
"2006","35-65 y.","","","","","","","","","","","","","",""
"2006","66 and older","","","","","","","","","","","","","",""
"2007","16-34 y.","","","","","","","","","","","","","",""
"2007","35-65 y.","","","","","","","","","","","","","",""
"2007","66 and older","","","","","","","","","","","","","",""
"2008","16-34 y.","1.77","2","4353","1","1","2","3","3","1.75","1.79","1","4","2","2"
"2008","35-65 y.","2.16","2","10410","1","2","3","3","4","2.15","2.17","1","4","2","2"
"2008","66 and older","2.99","3","3608","2","2","4","4","4","2.96","3.02","1","4","3","3"
"2009","16-34 y.","","","","","","","","","","","","","",""
"2009","35-65 y.","","","","","","","","","","","","","",""
"2009","66 and older","","","","","","","","","","","","","",""
"2010","16-34 y.","1.93","2","2985","1","1","2","3","4","1.9","1.96","1","4","2","2"
"2010","35-65 y.","2.09","2","4309","1","2","2","3","4","2.07","2.11","1","4","2","2"
"2010","66 and older","","","","","","","","","","","","","",""
"2011","16-34 y.","","","","","","","","","","","","","",""
"2011","35-65 y.","","","","","","","","","","","","","",""
"2011","66 and older","","","","","","","","","","","","","",""
"2012","16-34 y.","1.78","2","6304","1","1","2","3","4","1.76","1.8","1","4","2","2"
"2012","35-65 y.","2.14","2","15671","1","2","3","3","4","2.13","2.15","1","4","2","2"
"2012","66 and older","2.89","3","4014","2","2","4","4","4","2.86","2.92","1","4","3","3"
"2013","16-34 y.","","","","","","","","","","","","","",""
"2013","35-65 y.","","","","","","","","","","","","","",""
"2013","66 and older","","","","","","","","","","","","","",""
"2014","16-34 y.","","","","","","","","","","","","","",""
"2014","35-65 y.","","","","","","","","","","","","","",""
"2014","66 and older","","","","","","","","","","","","","",""
"2015","16-34 y.","","","","","","","","","","","","","",""
"2015","35-65 y.","","","","","","","","","","","","","",""
"2015","66 and older","","","","","","","","","","","","","",""
"2016","16-34 y.","1.87","2","5635","1","1","2","3","4","1.85","1.89","1","4","2","2"
"2016","35-65 y.","2.19","2","13628","1","2","3","3","4","2.18","2.2","1","4","2","2"
"2016","66 and older","2.89","3","3751","2","2","4","4","4","2.86","2.92","1","4","3","3"
