"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","general elemantary","Rural Area","2.61","2.19","402","1","2","4","4","4","2.51","2.71","1","4","2","2"
"1990","general elemantary","Urban Area","2.52","2","1137","1","2","4","4","4","2.46","2.58","1","4","2","2"
"1990","higher education","Rural Area","2.02","2","93","1","2","2","3","4","1.85","2.19","1","4","2","2"
"1990","higher education","Urban Area","2.04","2","548","1","2","2","3","4","1.97","2.11","1","4","2","2"
"1990","higher vocational","Rural Area","2.24","2","108","1","2","3","4","4","2.07","2.41","1","4","2","2"
"1990","higher vocational","Urban Area","2.18","2","366","1","2","3","3","4","2.09","2.27","1","4","2","2"
"1990","in school","Rural Area","","","","","","","","","","","","","",""
"1990","in school","Urban Area","1.84","2","82","1","1","2","3","4","1.68","2","1","4","2","2"
"1990","inadequately","Rural Area","","","","","","","","","","","","","",""
"1990","inadequately","Urban Area","2.34","2","52","1","1","3","4","4","2.06","2.62","1","4","2","2"
"1990","middle vocational","Rural Area","2.17","2","875","1","2","3","4","4","2.11","2.23","1","4","2","2"
"1990","middle vocational","Urban Area","2.21","2","2854","1","2","3","4","4","2.18","2.24","1","4","2","2"
"1990","vocational + Abi","Rural Area","1.93","2","33","1","1","2","3","4","1.65","2.21","1","4","1","2"
"1990","vocational + Abi","Urban Area","1.83","2","167","1","1","2","3","4","1.72","1.94","1","4","2","2"
"1991","general elemantary","Rural Area","","","","","","","","","","","","","",""
"1991","general elemantary","Urban Area","","","","","","","","","","","","","",""
"1991","higher education","Rural Area","","","","","","","","","","","","","",""
"1991","higher education","Urban Area","","","","","","","","","","","","","",""
"1991","higher vocational","Rural Area","","","","","","","","","","","","","",""
"1991","higher vocational","Urban Area","","","","","","","","","","","","","",""
"1991","in school","Rural Area","","","","","","","","","","","","","",""
"1991","in school","Urban Area","","","","","","","","","","","","","",""
"1991","inadequately","Rural Area","","","","","","","","","","","","","",""
"1991","inadequately","Urban Area","","","","","","","","","","","","","",""
"1991","middle vocational","Rural Area","","","","","","","","","","","","","",""
"1991","middle vocational","Urban Area","","","","","","","","","","","","","",""
"1991","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1991","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"1992","general elemantary","Rural Area","2.68","2.64","671","1","2","4","4","4","2.6","2.76","1","4","2","2"
"1992","general elemantary","Urban Area","2.59","2","1187","1","2","4","4","4","2.53","2.65","1","4","2","2"
"1992","higher education","Rural Area","1.95","2","603","1","1","2","4","4","1.88","2.02","1","4","2","2"
"1992","higher education","Urban Area","1.95","2","946","1","1","2","3","4","1.9","2","1","4","2","2"
"1992","higher vocational","Rural Area","1.98","2","275","1","1","2","4","4","1.86","2.1","1","4","2","2"
"1992","higher vocational","Urban Area","2.21","2","451","1","2","3","4","4","2.13","2.29","1","4","2","2"
"1992","in school","Rural Area","1.73","1","52","1","1","2","3","4","1.51","1.95","1","4","1","2"
"1992","in school","Urban Area","1.76","2","87","1","1","2","2","4","1.61","1.91","1","4","2","2"
"1992","inadequately","Rural Area","2.37","2","35","1","2","3","4","4","2.03","2.71","1","4","2","3"
"1992","inadequately","Urban Area","2.46","2","58","1","2","4","4","4","2.16","2.76","1","4","2","3"
"1992","middle vocational","Rural Area","2.14","2","2243","1","1","3","4","4","2.1","2.18","1","4","2","2"
"1992","middle vocational","Urban Area","2.23","2","3556","1","2","3","4","4","2.2","2.26","1","4","2","2"
"1992","vocational + Abi","Rural Area","2.11","2","75","1","1","2","4","4","1.93","2.29","1","4","2","2"
"1992","vocational + Abi","Urban Area","1.99","2","209","1","1","2","3","4","1.89","2.09","1","4","2","2"
"1993","general elemantary","Rural Area","","","","","","","","","","","","","",""
"1993","general elemantary","Urban Area","","","","","","","","","","","","","",""
"1993","higher education","Rural Area","","","","","","","","","","","","","",""
"1993","higher education","Urban Area","","","","","","","","","","","","","",""
"1993","higher vocational","Rural Area","","","","","","","","","","","","","",""
"1993","higher vocational","Urban Area","","","","","","","","","","","","","",""
"1993","in school","Rural Area","","","","","","","","","","","","","",""
"1993","in school","Urban Area","","","","","","","","","","","","","",""
"1993","inadequately","Rural Area","","","","","","","","","","","","","",""
"1993","inadequately","Urban Area","","","","","","","","","","","","","",""
"1993","middle vocational","Rural Area","","","","","","","","","","","","","",""
"1993","middle vocational","Urban Area","","","","","","","","","","","","","",""
"1993","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1993","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"1994","general elemantary","Rural Area","","","","","","","","","","","","","",""
"1994","general elemantary","Urban Area","","","","","","","","","","","","","",""
"1994","higher education","Rural Area","","","","","","","","","","","","","",""
"1994","higher education","Urban Area","","","","","","","","","","","","","",""
"1994","higher vocational","Rural Area","","","","","","","","","","","","","",""
"1994","higher vocational","Urban Area","","","","","","","","","","","","","",""
"1994","in school","Rural Area","","","","","","","","","","","","","",""
"1994","in school","Urban Area","","","","","","","","","","","","","",""
"1994","inadequately","Rural Area","","","","","","","","","","","","","",""
"1994","inadequately","Urban Area","","","","","","","","","","","","","",""
"1994","middle vocational","Rural Area","","","","","","","","","","","","","",""
"1994","middle vocational","Urban Area","","","","","","","","","","","","","",""
"1994","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"1994","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"1995","general elemantary","Rural Area","2.63","2","638","1","2","4","4","4","2.54","2.72","1","4","2","2"
"1995","general elemantary","Urban Area","2.52","2","1098","1","2","4","4","4","2.46","2.58","1","4","2","2"
