"plh0176","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2004","Schleswig-Holstein","in school","1","","","","0"
"0 Completely dissatisfied","2004","Schleswig-Holstein","inadequately","","","","","0"
"0 Completely dissatisfied","2004","Schleswig-Holstein","general elemantary","7","","","","0"
"0 Completely dissatisfied","2004","Schleswig-Holstein","middle vocational","11","","","","0"
"0 Completely dissatisfied","2004","Schleswig-Holstein","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","2004","Schleswig-Holstein","higher vocational","","","","","0"
"0 Completely dissatisfied","2004","Schleswig-Holstein","higher education","3","","","","0"
"0 Completely dissatisfied","2004","Hamburg","in school","1","","","","0"
"0 Completely dissatisfied","2004","Hamburg","inadequately","","","","","0"
"0 Completely dissatisfied","2004","Hamburg","general elemantary","","","","","0"
"0 Completely dissatisfied","2004","Hamburg","middle vocational","2","","","","0"
"0 Completely dissatisfied","2004","Hamburg","vocational + Abi","","","","","0"
"0 Completely dissatisfied","2004","Hamburg","higher vocational","1","","","","0"
"0 Completely dissatisfied","2004","Hamburg","higher education","1","","","","0"
"0 Completely dissatisfied","2004","Lower Saxony","in school","1","","","","0"
"0 Completely dissatisfied","2004","Lower Saxony","inadequately","3","","","","0"
"0 Completely dissatisfied","2004","Lower Saxony","general elemantary","30","0.134670111394346","0.0919245022066142","0.177415720582078","0"
"0 Completely dissatisfied","2004","Lower Saxony","middle vocational","49","0.0432414251657233","0.0302868169653311","0.0561960333661155","0"
"0 Completely dissatisfied","2004","Lower Saxony","vocational + Abi","6","","","","0"
"0 Completely dissatisfied","2004","Lower Saxony","higher vocational","","","","","0"
"0 Completely dissatisfied","2004","Lower Saxony","higher education","6","","","","0"
"0 Completely dissatisfied","2004","Bremen","in school","","","","","0"
"0 Completely dissatisfied","2004","Bremen","inadequately","","","","","0"
"0 Completely dissatisfied","2004","Bremen","general elemantary","3","","","","0"
"0 Completely dissatisfied","2004","Bremen","middle vocational","9","","","","0"
"0 Completely dissatisfied","2004","Bremen","vocational + Abi","","","","","0"
"0 Completely dissatisfied","2004","Bremen","higher vocational","","","","","0"
"0 Completely dissatisfied","2004","Bremen","higher education","2","","","","0"
"0 Completely dissatisfied","2004","North Rhine-Westphalia","in school","14","","","","0"
"0 Completely dissatisfied","2004","North Rhine-Westphalia","inadequately","7","","","","0"
"0 Completely dissatisfied","2004","North Rhine-Westphalia","general elemantary","37","0.0655661863199603","0.0445329302397929","0.0865994424001276","0"
"0 Completely dissatisfied","2004","North Rhine-Westphalia","middle vocational","76","0.0363328586219021","0.0283789651364397","0.0442867521073645","0"
"0 Completely dissatisfied","2004","North Rhine-Westphalia","vocational + Abi","8","","","","0"
"0 Completely dissatisfied","2004","North Rhine-Westphalia","higher vocational","8","","","","0"
"0 Completely dissatisfied","2004","North Rhine-Westphalia","higher education","22","","","","0"
"0 Completely dissatisfied","2004","Hesse","in school","5","","","","0"
"0 Completely dissatisfied","2004","Hesse","inadequately","5","","","","0"
"0 Completely dissatisfied","2004","Hesse","general elemantary","11","","","","0"
"0 Completely dissatisfied","2004","Hesse","middle vocational","24","","","","0"
"0 Completely dissatisfied","2004","Hesse","vocational + Abi","11","","","","0"
"0 Completely dissatisfied","2004","Hesse","higher vocational","3","","","","0"
"0 Completely dissatisfied","2004","Hesse","higher education","7","","","","0"
"0 Completely dissatisfied","2004","Rhineland-Palatinate,Saarland","in school","2","","","","0"
"0 Completely dissatisfied","2004","Rhineland-Palatinate,Saarland","inadequately","5","","","","0"
"0 Completely dissatisfied","2004","Rhineland-Palatinate,Saarland","general elemantary","17","","","","0"
"0 Completely dissatisfied","2004","Rhineland-Palatinate,Saarland","middle vocational","23","","","","0"
"0 Completely dissatisfied","2004","Rhineland-Palatinate,Saarland","vocational + Abi","5","","","","0"
"0 Completely dissatisfied","2004","Rhineland-Palatinate,Saarland","higher vocational","3","","","","0"
"0 Completely dissatisfied","2004","Rhineland-Palatinate,Saarland","higher education","6","","","","0"
"0 Completely dissatisfied","2004","Baden-Württemberg","in school","13","","","","0"
"0 Completely dissatisfied","2004","Baden-Württemberg","inadequately","5","","","","0"
"0 Completely dissatisfied","2004","Baden-Württemberg","general elemantary","35","0.0710215369771535","0.0462489751307667","0.0957940988235402","0"
"0 Completely dissatisfied","2004","Baden-Württemberg","middle vocational","50","0.0394197453623721","0.0281485732244336","0.0506909175003106","0"
"0 Completely dissatisfied","2004","Baden-Württemberg","vocational + Abi","5","","","","0"
"0 Completely dissatisfied","2004","Baden-Württemberg","higher vocational","8","","","","0"
"0 Completely dissatisfied","2004","Baden-Württemberg","higher education","8","","","","0"
"0 Completely dissatisfied","2004","Bavaria","in school","7","","","","0"
"0 Completely dissatisfied","2004","Bavaria","inadequately","1","","","","0"
"0 Completely dissatisfied","2004","Bavaria","general elemantary","23","","","","0"
"0 Completely dissatisfied","2004","Bavaria","middle vocational","51","0.044059604640093","0.033786239635905","0.054332969644281","0"
"0 Completely dissatisfied","2004","Bavaria","vocational + Abi","5","","","","0"
"0 Completely dissatisfied","2004","Bavaria","higher vocational","9","","","","0"
"0 Completely dissatisfied","2004","Bavaria","higher education","13","","","","0"
"0 Completely dissatisfied","2004","Berlin","in school","4","","","","0"
"0 Completely dissatisfied","2004","Berlin","inadequately","3","","","","0"
"0 Completely dissatisfied","2004","Berlin","general elemantary","8","","","","0"
"0 Completely dissatisfied","2004","Berlin","middle vocational","24","","","","0"
"0 Completely dissatisfied","2004","Berlin","vocational + Abi","","","","","0"
"0 Completely dissatisfied","2004","Berlin","higher vocational","2","","","","0"
"0 Completely dissatisfied","2004","Berlin","higher education","11","","","","0"
"0 Completely dissatisfied","2004","Brandenburg","in school","1","","","","0"
"0 Completely dissatisfied","2004","Brandenburg","inadequately","1","","","","0"
"0 Completely dissatisfied","2004","Brandenburg","general elemantary","7","","","","0"
"0 Completely dissatisfied","2004","Brandenburg","middle vocational","36","0.0718231500785038","0.0478876822689101","0.0957586178880975","0"
"0 Completely dissatisfied","2004","Brandenburg","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","2004","Brandenburg","higher vocational","3","","","","0"
