"plh0176","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2004","1-pers.-HH","in school","","","","","0"
"0 Completely dissatisfied","2004","1-pers.-HH","inadequately","1","","","","0"
"0 Completely dissatisfied","2004","1-pers.-HH","general elemantary","18","","","","0"
"0 Completely dissatisfied","2004","1-pers.-HH","middle vocational","62","0.0456935306774981","0.0352301104423632","0.056156950912633","0"
"0 Completely dissatisfied","2004","1-pers.-HH","vocational + Abi","6","","","","0"
"0 Completely dissatisfied","2004","1-pers.-HH","higher vocational","7","","","","0"
"0 Completely dissatisfied","2004","1-pers.-HH","higher education","16","","","","0"
"0 Completely dissatisfied","2004","(Married) couple without C. ","in school","1","","","","0"
"0 Completely dissatisfied","2004","(Married) couple without C. ","inadequately","5","","","","0"
"0 Completely dissatisfied","2004","(Married) couple without C. ","general elemantary","51","0.0826225476752737","0.0624848790105604","0.102760216339987","0"
"0 Completely dissatisfied","2004","(Married) couple without C. ","middle vocational","134","0.0400101771609266","0.0337383640214958","0.0462819903003574","0"
"0 Completely dissatisfied","2004","(Married) couple without C. ","vocational + Abi","11","","","","0"
"0 Completely dissatisfied","2004","(Married) couple without C. ","higher vocational","13","","","","0"
"0 Completely dissatisfied","2004","(Married) couple without C. ","higher education","43","0.0320535969836202","0.0235338723950296","0.0405733215722108","0"
"0 Completely dissatisfied","2004","Single parent ","in school","11","","","","0"
"0 Completely dissatisfied","2004","Single parent ","inadequately","3","","","","0"
"0 Completely dissatisfied","2004","Single parent ","general elemantary","21","","","","0"
"0 Completely dissatisfied","2004","Single parent ","middle vocational","40","0.0928590007976744","0.068008688639929","0.11770931295542","0"
"0 Completely dissatisfied","2004","Single parent ","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","2004","Single parent ","higher vocational","4","","","","0"
"0 Completely dissatisfied","2004","Single parent ","higher education","2","","","","0"
"0 Completely dissatisfied","2004","Couple + C. LE 16 ","in school","","","","","0"
"0 Completely dissatisfied","2004","Couple + C. LE 16 ","inadequately","7","","","","0"
"0 Completely dissatisfied","2004","Couple + C. LE 16 ","general elemantary","29","","","","0"
"0 Completely dissatisfied","2004","Couple + C. LE 16 ","middle vocational","115","0.0569910381062761","0.0466376821991851","0.0673443940133671","0"
