"plh0176","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2004","no migration background","in school","46","0.114261639573144","0.0821911829240291","0.14633209622226","0"
"0 Completely dissatisfied","2004","no migration background","inadequately","9","","","","0"
"0 Completely dissatisfied","2004","no migration background","general elemantary","128","0.0807840099398021","0.0678530708435878","0.0937149490360164","0"
"0 Completely dissatisfied","2004","no migration background","middle vocational","431","0.0470933906371704","0.0427847636140731","0.0514020176602676","0"
"0 Completely dissatisfied","2004","no migration background","vocational + Abi","35","0.0318657780351098","0.0201404633427833","0.0435910927274364","0"
"0 Completely dissatisfied","2004","no migration background","higher vocational","38","0.0273445550909694","0.0189066024711596","0.0357825077107792","0"
"0 Completely dissatisfied","2004","no migration background","higher education","99","0.0312543187221478","0.0257464707444195","0.0367621666998761","0"
"0 Completely dissatisfied","2004","direct migration background","in school","7","","","","0"
"0 Completely dissatisfied","2004","direct migration background","inadequately","20","","","","0"
"0 Completely dissatisfied","2004","direct migration background","general elemantary","54","0.101935520733538","0.0773119729419662","0.126559068525109","0"
"0 Completely dissatisfied","2004","direct migration background","middle vocational","58","0.0622229869137311","0.0465110261569248","0.0779349476705375","0"
"0 Completely dissatisfied","2004","direct migration background","vocational + Abi","15","","","","0"
"0 Completely dissatisfied","2004","direct migration background","higher vocational","12","","","","0"
"0 Completely dissatisfied","2004","direct migration background","higher education","19","","","","0"
"0 Completely dissatisfied","2004","indirect migration background","in school","17","","","","0"
"0 Completely dissatisfied","2004","indirect migration background","inadequately","2","","","","0"
"0 Completely dissatisfied","2004","indirect migration background","general elemantary","21","","","","0"
"0 Completely dissatisfied","2004","indirect migration background","middle vocational","17","","","","0"
"0 Completely dissatisfied","2004","indirect migration background","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","2004","indirect migration background","higher vocational","","","","","0"
"0 Completely dissatisfied","2004","indirect migration background","higher education","2","","","","0"
"1 on Scale 1 to 10","2004","no migration background","in school","22","","","","1"
"1 on Scale 1 to 10","2004","no migration background","vocational + Abi","27","","","","1"
"1 on Scale 1 to 10","2004","no migration background","middle vocational","304","0.0347725287940328","0.0310463239509466","0.0384987336371191","1"
"1 on Scale 1 to 10","2004","no migration background","inadequately","5","","","","1"
"1 on Scale 1 to 10","2004","no migration background","general elemantary","72","0.0385091219443149","0.0293782349078372","0.0476400089807927","1"
"1 on Scale 1 to 10","2004","no migration background","higher vocational","25","","","","1"
"1 on Scale 1 to 10","2004","no migration background","higher education","61","0.0196334522391464","0.015241934779216","0.0240249696990768","1"
"1 on Scale 1 to 10","2004","direct migration background","in school","","","","","1"
"1 on Scale 1 to 10","2004","direct migration background","inadequately","10","","","","1"
"1 on Scale 1 to 10","2004","direct migration background","general elemantary","30","0.0545417963225762","0.0360610298111901","0.0730225628339623","1"
"1 on Scale 1 to 10","2004","direct migration background","middle vocational","38","0.0443198524131355","0.0309335509333283","0.0577061538929428","1"
"1 on Scale 1 to 10","2004","direct migration background","vocational + Abi","15","","","","1"
"1 on Scale 1 to 10","2004","direct migration background","higher vocational","4","","","","1"
"1 on Scale 1 to 10","2004","direct migration background","higher education","11","","","","1"
"1 on Scale 1 to 10","2004","indirect migration background","in school","3","","","","1"
"1 on Scale 1 to 10","2004","indirect migration background","inadequately","1","","","","1"
"1 on Scale 1 to 10","2004","indirect migration background","middle vocational","20","","","","1"
"1 on Scale 1 to 10","2004","indirect migration background","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","2004","indirect migration background","higher vocational","","","","","1"
