"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Employed","East Germany","4.48","4.33","2947","3","3.67","5.33","6","7","4.44","4.52","1","7","4.33333349227905","4.66666650772095"
"2005","Employed","West Germany","4.53","4.67","9909","3","3.67","5.33","6","7","4.51","4.55","1","7","4.66666650772095","4.66666650772095"
"2005","Not Employed","East Germany","4.28","4.33","2100","2.67","3.33","5","6","7","4.23","4.33","1","7","4.33333349227905","4.33333349227905"
"2005","Not Employed","West Germany","4.36","4.33","5766","2.67","3.33","5.33","6","7","4.33","4.39","1","7","4.33333349227905","4.33333349227905"
"2006","Employed","East Germany","","","","","","","","","","","","","",""
"2006","Employed","West Germany","","","","","","","","","","","","","",""
"2006","Not Employed","East Germany","","","","","","","","","","","","","",""
"2006","Not Employed","West Germany","","","","","","","","","","","","","",""
"2007","Employed","East Germany","","","","","","","","","","","","","",""
"2007","Employed","West Germany","","","","","","","","","","","","","",""
"2007","Not Employed","East Germany","","","","","","","","","","","","","",""
"2007","Not Employed","West Germany","","","","","","","","","","","","","",""
"2008","Employed","East Germany","","","","","","","","","","","","","",""
"2008","Employed","West Germany","","","","","","","","","","","","","",""
"2008","Not Employed","East Germany","","","","","","","","","","","","","",""
"2008","Not Employed","West Germany","","","","","","","","","","","","","",""
"2009","Employed","East Germany","4.43","4.33","2692","3","3.67","5.33","6","7","4.39","4.47","1","7","4.33333349227905","4.33333349227905"
"2009","Employed","West Germany","4.42","4.33","8535","3","3.67","5.33","6","7","4.39","4.45","1","7","4.33333349227905","4.33333349227905"
"2009","Not Employed","East Germany","4.24","4.33","1859","2.67","3.33","5","5.67","7","4.18","4.3","1","7","4.33333349227905","4.33333349227905"
"2009","Not Employed","West Germany","4.19","4.33","4952","2.33","3.33","5","6","7","4.15","4.23","1","7","4.33333349227905","4.33333349227905"
"2010","Employed","East Germany","","","","","","","","","","","","","",""
"2010","Employed","West Germany","","","","","","","","","","","","","",""
"2010","Not Employed","East Germany","","","","","","","","","","","","","",""
"2010","Not Employed","West Germany","","","","","","","","","","","","","",""
"2011","Employed","East Germany","","","","","","","","","","","","","",""
"2011","Employed","West Germany","","","","","","","","","","","","","",""
"2011","Not Employed","East Germany","","","","","","","","","","","","","",""
"2011","Not Employed","West Germany","","","","","","","","","","","","","",""
"2012","Employed","East Germany","4.61","4.67","999","3","4","5.33","6","7","4.54","4.68","1","7","4.66666650772095","4.66666650772095"
"2012","Employed","West Germany","4.63","4.67","4383","3.33","4","5.33","6","7","4.6","4.66","1","7","4.66666650772095","4.66666650772095"
"2012","Not Employed","East Germany","4.52","4.67","339","2.67","3.67","5.67","6","7","4.38","4.66","1.33","7","4.66666650772095","5"
"2012","Not Employed","West Germany","4.74","4.67","1407","3","4","5.67","6.33","7","4.68","4.8","1","7","4.66666650772095","4.66666650772095"
"2013","Employed","East Germany","4.59","4.67","2603","3","4","5.33","6","7","4.55","4.63","1","7","4.66666650772095","4.66666650772095"
"2013","Employed","West Germany","4.59","4.67","8971","3","3.67","5.33","6","7","4.57","4.61","1","7","4.66666650772095","4.66666650772095"
"2013","Not Employed","East Germany","4.5","4.67","1866","3","3.67","5.33","6","7","4.45","4.55","1","7","4.66666650772095","4.66666650772095"
"2013","Not Employed","West Germany","4.49","4.67","5455","3","3.67","5.33","6","7","4.46","4.52","1","7","4.66666650772095","4.66666650772095"
"2014","Employed","East Germany","","","","","","","","","","","","","",""
"2014","Employed","West Germany","","","","","","","","","","","","","",""
"2014","Not Employed","East Germany","","","","","","","","","","","","","",""
"2014","Not Employed","West Germany","","","","","","","","","","","","","",""
"2015","Employed","East Germany","","","","","","","","","","","","","",""
"2015","Employed","West Germany","","","","","","","","","","","","","",""
"2015","Not Employed","East Germany","","","","","","","","","","","","","",""
"2015","Not Employed","West Germany","","","","","","","","","","","","","",""
"2016","Employed","East Germany","","","","","","","","","","","","","",""
"2016","Employed","West Germany","","","","","","","","","","","","","",""
"2016","Not Employed","East Germany","","","","","","","","","","","","","",""
"2016","Not Employed","West Germany","","","","","","","","","","","","","",""
"2017","Employed","East Germany","4.67","4.67","3641","3","4","5.33","6","7","4.63","4.71","1","7","4.66666650772095","4.66666650772095"
"2017","Employed","West Germany","4.69","4.67","14668","3","4","5.67","6.33","7","4.67","4.71","1","7","4.66666650772095","4.66666650772095"
"2017","Not Employed","East Germany","4.53","4.67","2464","3","3.67","5.33","6","7","4.48","4.58","1","7","4.66666650772095","5"
"2017","Not Employed","West Germany","4.55","4.67","8531","3","3.67","5.33","6.33","7","4.52","4.58","1","7","5","5"
"2018","Employed","East Germany","","","","","","","","","","","","","",""
"2018","Employed","West Germany","","","","","","","","","","","","","",""
"2018","Not Employed","East Germany","","","","","","","","","","","","","",""
"2018","Not Employed","West Germany","","","","","","","","","","","","","",""
"2019","Employed","East Germany","4.55","4.67","3607","3","3.67","5.33","6","7","4.51","4.59","1","7","4.66666650772095","4.66666650772095"
"2019","Employed","West Germany","4.57","4.67","14061","3","3.67","5.33","6","7","4.55","4.59","1","7","4.66666650772095","4.66666650772095"
"2019","Not Employed","East Germany","4.46","4.33","1963","2.67","3.67","5.33","6","7","4.4","4.52","1","7","4.33333349227905","4.66666650772095"
"2019","Not Employed","West Germany","4.45","4.67","6099","2.67","3.67","5.33","6","7","4.42","4.48","1","7","4.66666650772095","4.66666650772095"
