"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","college entrance qualification","Ostdeutschland, neue Bundeslaender","4.82","5","1128","3.33","4","5.67","6.33","7","4.75","4.89","1.33","7","4.66666650772095","5"
"2005","college entrance qualification","Westdeutschland, alte Bundeslaender","4.79","5","4072","3.33","4","5.67","6.33","7","4.76","4.82","1","7","5","5"
"2005","lower secondary degree","Ostdeutschland, neue Bundeslaender","4.1","4","1389","2.33","3.33","5","5.67","7","4.03","4.17","1","7","4","4.33333349227905"
"2005","lower secondary degree","Westdeutschland, alte Bundeslaender","4.26","4.33","5702","2.67","3.33","5","6","7","4.23","4.29","1","7","4.33333349227905","4.33333349227905"
"2005","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","4.62","4.67","167","3","3.67","5.67","6","7","4.44","4.8","1.67","7","4.33333349227905","5"
"2005","no degree/no degree yet","Westdeutschland, alte Bundeslaender","4.47","4.67","734","2.67","3.67","5.33","6.33","7","4.37","4.57","1","7","4.33333349227905","4.66666650772095"
"2005","Other degree","Ostdeutschland, neue Bundeslaender","4.34","4.33","49","3","3.67","5","6","7","3.94","4.74","1.33","7","3.66666674613953","4.66666650772095"
"2005","Other degree","Westdeutschland, alte Bundeslaender","4.12","4","1066","2.67","3.33","5","6","7","4.04","4.2","1","7","4","4"
"2005","secondary school degree","Ostdeutschland, neue Bundeslaender","4.39","4.33","2223","3","3.67","5","6","7","4.34","4.44","1","7","4.33333349227905","4.66666650772095"
"2005","secondary school degree","Westdeutschland, alte Bundeslaender","4.6","4.67","3804","3","4","5.33","6","7","4.56","4.64","1","7","4.66666650772095","4.66666650772095"
"2006","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2008","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2008","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
