"year","e11103","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Full Time","college entrance qualification","4.66","4.67","2575","3","4","5.33","6","7","4.62","4.7","1","7","4.66666650772095","4.66666650772095"
"2005","Full Time","lower secondary degree","4.37","4.33","2010","3","3.67","5","6","7","4.32","4.42","1","7","4.33333349227905","4.33333349227905"
"2005","Full Time","no degree/no degree yet","4","4","56","2.33","3","5","5.67","6","3.64","4.36","1","7","3.33333325386047","4.33333349227905"
"2005","Full Time","Other degree","4.26","4.33","383","2.67","3.33","5","6","7","4.13","4.39","1","7","4","4.33333349227905"
"2005","Full Time","secondary school degree","4.51","4.67","2885","3","3.67","5.33","6","7","4.47","4.55","1","7","4.33333349227905","4.66666650772095"
"2005","Not Working","college entrance qualification","4.88","5","1241","3.33","4","5.67","6.33","7","4.82","4.94","1.33","7","5","5"
"2005","Not Working","lower secondary degree","4.11","4","3769","2.33","3.33","5","5.67","7","4.07","4.15","1","7","4","4.33333349227905"
"2005","Not Working","no degree/no degree yet","4.58","4.67","707","2.67","3.67","5.67","6.33","7","4.48","4.68","1","7","4.33333349227905","4.66666650772095"
"2005","Not Working","Other degree","3.97","4","474","2.33","3","4.67","5.67","7","3.85","4.09","1","7","3.66666674613953","4"
"2005","Not Working","secondary school degree","4.57","4.67","1528","3","3.67","5.33","6","7","4.51","4.63","1","7","4.66666650772095","4.66666650772095"
"2005","Part Time","college entrance qualification","4.96","5","1384","3.33","4.33","5.67","6.33","7","4.9","5.02","1.33","7","5","5"
"2005","Part Time","lower secondary degree","4.4","4.33","1312","3","3.67","5.33","6","7","4.33","4.47","1","7","4.33333349227905","4.66666650772095"
"2005","Part Time","no degree/no degree yet","4.36","4.33","138","2.33","3.33","5.33","6.33","7","4.13","4.59","1","7","4.33333349227905","5.33333349227905"
"2005","Part Time","Other degree","4.22","4","258","2.67","3.33","5.33","6","7","4.05","4.39","1","7","4","4.33333349227905"
"2005","Part Time","secondary school degree","4.57","4.67","1614","3","3.67","5.33","6","7","4.51","4.63","1","7","4.66666650772095","4.66666650772095"
"2006","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"2006","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"2006","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","Full Time","Other degree","","","","","","","","","","","","","",""
"2006","Full Time","secondary school degree","","","","","","","","","","","","","",""
"2006","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"2006","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"2006","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","Not Working","Other degree","","","","","","","","","","","","","",""
"2006","Not Working","secondary school degree","","","","","","","","","","","","","",""
"2006","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"2006","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"2006","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","Part Time","Other degree","","","","","","","","","","","","","",""
"2006","Part Time","secondary school degree","","","","","","","","","","","","","",""
"2007","Full Time","college entrance qualification","","","","","","","","","","","","","",""
"2007","Full Time","lower secondary degree","","","","","","","","","","","","","",""
"2007","Full Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","Full Time","Other degree","","","","","","","","","","","","","",""
"2007","Full Time","secondary school degree","","","","","","","","","","","","","",""
"2007","Not Working","college entrance qualification","","","","","","","","","","","","","",""
"2007","Not Working","lower secondary degree","","","","","","","","","","","","","",""
"2007","Not Working","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","Not Working","Other degree","","","","","","","","","","","","","",""
"2007","Not Working","secondary school degree","","","","","","","","","","","","","",""
"2007","Part Time","college entrance qualification","","","","","","","","","","","","","",""
"2007","Part Time","lower secondary degree","","","","","","","","","","","","","",""
"2007","Part Time","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","Part Time","Other degree","","","","","","","","","","","","","",""
"2007","Part Time","secondary school degree","","","","","","","","","","","","","",""
"2008","Full Time","college entrance qualification","","","","","","","","","","","","","",""
