"year","e11102","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Employed","(Married) couple without C.","4.5","4.67","3534","3","3.67","5.33","6","7","4.46","4.54","1","7","4.66666650772095","4.66666650772095"
"2005","Employed","1-pers.-HH","4.72","4.67","1536","3.33","4","5.67","6.33","7","4.66","4.78","1","7","4.66666650772095","5"
"2005","Employed","Couple + C. GT 16 ","4.43","4.33","2569","3","3.67","5.33","6","7","4.39","4.47","1","7","4.33333349227905","4.66666650772095"
"2005","Employed","Couple + C. LE 16","4.45","4.33","3047","3","3.67","5.33","6","7","4.41","4.49","1","7","4.33333349227905","4.66666650772095"
"2005","Employed","Couple + C. LE and GT 16","4.42","4.33","1162","2.67","3.67","5.33","6","7","4.35","4.49","1","7","4.33333349227905","4.66666650772095"
"2005","Employed","Single parent","4.57","4.67","711","3","3.67","5.33","6","7","4.48","4.66","1","7","4.66666650772095","4.66666650772095"
"2005","Not Employed","(Married) couple without C.","4.3","4.33","3490","2.67","3.33","5.33","6","7","4.26","4.34","1","7","4.33333349227905","4.33333349227905"
"2005","Not Employed","1-pers.-HH","4.23","4.33","1432","2.33","3.33","5","6","7","4.16","4.3","1","7","4.33333349227905","4.33333349227905"
"2005","Not Employed","Couple + C. GT 16 ","4.48","4.67","1082","2.67","3.67","5.33","6","7","4.41","4.55","1","7","4.33333349227905","4.66666650772095"
"2005","Not Employed","Couple + C. LE 16","4.49","4.38","667","3","3.67","5.33","6","7","4.4","4.58","1","7","4.33333349227905","4.66666650772095"
"2005","Not Employed","Couple + C. LE and GT 16","4.6","4.67","544","3","3.67","5.33","6.33","7","4.5","4.7","1","7","4.66666650772095","4.66666650772095"
"2005","Not Employed","Single parent","4.58","4.67","391","3","3.67","5.67","6.33","7","4.45","4.71","1","7","4.33333349227905","4.66666650772095"
"2006","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2006","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2006","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","Employed","Single parent","","","","","","","","","","","","","",""
"2006","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2006","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2006","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","Not Employed","Single parent","","","","","","","","","","","","","",""
"2007","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2007","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2007","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2007","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2007","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2007","Employed","Single parent","","","","","","","","","","","","","",""
"2007","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2007","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2007","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2007","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2007","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2007","Not Employed","Single parent","","","","","","","","","","","","","",""
"2008","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2008","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2008","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2008","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2008","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2008","Employed","Single parent","","","","","","","","","","","","","",""
"2008","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2008","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2008","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2008","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2008","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2008","Not Employed","Single parent","","","","","","","","","","","","","",""
"2009","Employed","(Married) couple without C.","4.45","4.33","3286","3","3.67","5.33","6","7","4.41","4.49","1","7","4.33333349227905","4.66666650772095"
"2009","Employed","1-pers.-HH","4.59","4.67","1436","3","3.67","5.33","6","7","4.53","4.65","1","7","4.66666650772095","4.66666650772095"
"2009","Employed","Couple + C. GT 16 ","4.33","4.33","2322","3","3.33","5","5.67","7","4.28","4.38","1","7","4.33333349227905","4.33333349227905"
"2009","Employed","Couple + C. LE 16","4.29","4.33","2428","2.67","3.33","5","6","7","4.24","4.34","1","7","4.33333349227905","4.33333349227905"
"2009","Employed","Couple + C. LE and GT 16","4.31","4.33","877","2.67","3.67","5","6","7","4.23","4.39","1","7","4.33333349227905","4.33333349227905"
"2009","Employed","Single parent","4.53","4.67","700","3","3.67","5.33","6.33","7","4.44","4.62","1","7","4.33333349227905","4.66666650772095"
"2009","Not Employed","(Married) couple without C.","4.18","4.33","3360","2.67","3.33","5","6","7","4.14","4.22","1","7","4.33333349227905","4.33333349227905"
"2009","Not Employed","1-pers.-HH","4.09","4","1450","2.33","3.33","5","5.67","7","4.02","4.16","1","7","4","4.33333349227905"
"2009","Not Employed","Couple + C. GT 16 ","4.41","4.33","836","3","3.67","5.33","6","7","4.33","4.49","1.33","7","4.33333349227905","4.66666650772095"
"2009","Not Employed","Couple + C. LE 16","4.28","4.33","422","2.33","3.33","5.33","6","7","4.16","4.4","1","7","4.33333349227905","4.66666650772095"
"2009","Not Employed","Couple + C. LE and GT 16","4.66","4.67","302","3","3.67","5.67","6.33","7","4.52","4.8","1","7","4.33333349227905","4.66666650772095"
"2009","Not Employed","Single parent","4.38","4.33","289","2.67","3.33","5.33","6","7","4.23","4.53","1","7","4.33333349227905","4.66666650772095"
"2010","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2010","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2010","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2010","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2010","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2010","Employed","Single parent","","","","","","","","","","","","","",""
"2010","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2010","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2010","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2010","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2010","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2010","Not Employed","Single parent","","","","","","","","","","","","","",""
"2011","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2011","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2011","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2011","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2011","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2011","Employed","Single parent","","","","","","","","","","","","","",""
"2011","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2011","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2011","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2011","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2011","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2011","Not Employed","Single parent","","","","","","","","","","","","","",""
"2012","Employed","(Married) couple without C.","4.64","4.67","31","3.33","3.33","5.33","6","6.67","4.24","5.04","2.67","6.67","4.33333349227905","5.66666650772095"
"2012","Employed","1-pers.-HH","4.6","4.51","57","3","3.67","5.33","6.33","7","4.3","4.9","3","7","4.33333349227905","5.33333349227905"
"2012","Employed","Couple + C. GT 16 ","4.54","4.67","93","2.67","3.67","5.33","6","7","4.3","4.78","2","7","4.33333349227905","5"
"2012","Employed","Couple + C. LE 16","4.6","4.67","3303","3","4","5.33","6","7","4.56","4.64","1","7","4.66666650772095","4.66666650772095"
"2012","Employed","Couple + C. LE and GT 16","4.62","4.67","668","3","4","5.33","6","7","4.54","4.7","1.33","7","4.66666650772095","4.66666650772095"
"2012","Employed","Single parent","4.76","4.67","1170","3.33","4","5.67","6.33","7","4.69","4.83","1","7","4.66666650772095","5"
"2012","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2012","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2012","Not Employed","Couple + C. GT 16 ","4.55","4.67","39","3","3.33","5.33","6","7","4.15","4.95","2","7","4.33333349227905","5.33333349227905"
"2012","Not Employed","Couple + C. LE 16","4.7","4.67","933","3","4","5.67","6.33","7","4.62","4.78","1","7","4.66666650772095","5"
"2012","Not Employed","Couple + C. LE and GT 16","4.62","4.67","283","3","4","5.33","6.33","7","4.48","4.76","1","7","4.66666650772095","5"
"2012","Not Employed","Single parent","4.81","5","405","3","4","5.67","6.67","7","4.69","4.93","1.33","7","4.66666650772095","5"
"2013","Employed","(Married) couple without C.","4.61","4.67","3705","3","4","5.33","6","7","4.57","4.65","1","7","4.66666650772095","4.66666650772095"
"2013","Employed","1-pers.-HH","4.73","4.67","1713","3","4","5.67","6.33","7","4.67","4.79","1","7","4.66666650772095","5"
"2013","Employed","Couple + C. GT 16 ","4.49","4.33","2013","3","3.67","5.33","6","7","4.44","4.54","1","7","4.33333349227905","4.66666650772095"
"2013","Employed","Couple + C. LE 16","4.49","4.33","2383","3","3.67","5.33","6","7","4.44","4.54","1","7","4.33333349227905","4.66666650772095"
"2013","Employed","Couple + C. LE and GT 16","4.39","4.33","732","3","3.67","5","6","7","4.31","4.47","1","7","4.33333349227905","4.66666650772095"
"2013","Employed","Single parent","4.58","4.67","800","3","3.67","5.33","6.33","7","4.49","4.67","1","7","4.66666650772095","5"
"2013","Not Employed","(Married) couple without C.","4.52","4.67","3921","3","3.67","5.33","6","7","4.48","4.56","1","7","4.66666650772095","4.66666650772095"
"2013","Not Employed","1-pers.-HH","4.45","4.33","1742","2.67","3.67","5.33","6","7","4.39","4.51","1","7","4.33333349227905","4.66666650772095"
"2013","Not Employed","Couple + C. GT 16 ","4.5","4.67","616","3","3.67","5.33","6","7","4.41","4.59","1","7","4.33333349227905","4.66666650772095"
"2013","Not Employed","Couple + C. LE 16","4.7","4.67","381","3","3.67","5.67","6.33","7","4.58","4.82","1","7","4.66666650772095","5"
"2013","Not Employed","Couple + C. LE and GT 16","4.83","4.67","209","3.67","4","5.67","6.33","7","4.69","4.97","2","7","4.66666650772095","5"
"2013","Not Employed","Single parent","4.28","4.33","310","2.67","3.33","5.33","6","7","4.14","4.42","1","7","4.33333349227905","4.66666650772095"
"2014","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2014","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2014","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2014","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2014","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2014","Employed","Single parent","","","","","","","","","","","","","",""
"2014","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2014","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2014","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2014","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2014","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2014","Not Employed","Single parent","","","","","","","","","","","","","",""
"2015","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2015","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2015","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2015","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2015","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2015","Employed","Single parent","","","","","","","","","","","","","",""
"2015","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2015","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2015","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2015","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2015","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2015","Not Employed","Single parent","","","","","","","","","","","","","",""
"2016","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2016","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2016","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2016","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2016","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2016","Employed","Single parent","","","","","","","","","","","","","",""
"2016","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2016","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2016","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2016","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2016","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2016","Not Employed","Single parent","","","","","","","","","","","","","",""
"2017","Employed","(Married) couple without C.","4.67","4.67","4546","3","4","5.67","6.33","7","4.64","4.7","1","7","4.66666650772095","4.66666650772095"
"2017","Employed","1-pers.-HH","4.83","5","2302","3.33","4","5.67","6.33","7","4.78","4.88","1","7","5","5"
"2017","Employed","Couple + C. GT 16 ","4.58","4.67","2463","3","3.67","5.33","6","7","4.53","4.63","1","7","4.66666650772095","4.66666650772095"
"2017","Employed","Couple + C. LE 16","4.63","4.67","5186","3","3.67","5.33","6.33","7","4.6","4.66","1","7","4.66666650772095","4.66666650772095"
"2017","Employed","Couple + C. LE and GT 16","4.61","4.67","1708","3","4","5.33","6","7","4.55","4.67","1.33","7","4.66666650772095","4.66666650772095"
"2017","Employed","Single parent","4.77","4.67","1599","3.33","4","5.67","6.33","7","4.71","4.83","1","7","4.66666650772095","5"
"2017","Not Employed","(Married) couple without C.","4.55","4.67","3784","3","3.67","5.33","6","7","4.51","4.59","1","7","4.66666650772095","4.66666650772095"
"2017","Not Employed","1-pers.-HH","4.49","4.33","2172","2.67","3.67","5.33","6.33","7","4.43","4.55","1","7","4.66666650772095","5"
