"pli0097_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","1985","no migration background","in school","","","",""
"Daily","1985","no migration background","inadequately","","","",""
"Daily","1985","no migration background","general elemantary","","","",""
"Daily","1985","no migration background","middle vocational","","","",""
"Daily","1985","no migration background","vocational + Abi","","","",""
"Daily","1985","no migration background","higher vocational","","","",""
"Daily","1985","no migration background","higher education","","","",""
"Daily","1985","direct migration background","in school","","","",""
"Daily","1985","direct migration background","inadequately","","","",""
"Daily","1985","direct migration background","general elemantary","","","",""
"Daily","1985","direct migration background","middle vocational","","","",""
"Daily","1985","direct migration background","vocational + Abi","","","",""
"Daily","1985","direct migration background","higher vocational","","","",""
"Daily","1985","direct migration background","higher education","","","",""
"Daily","1985","indirect migration background","in school","","","",""
"Daily","1985","indirect migration background","inadequately","","","",""
"Daily","1985","indirect migration background","general elemantary","","","",""
"Daily","1985","indirect migration background","middle vocational","","","",""
"Daily","1985","indirect migration background","vocational + Abi","","","",""
"Daily","1985","indirect migration background","higher vocational","","","",""
"Daily","1985","indirect migration background","higher education","","","",""
"Min 1x per week","1985","no migration background","in school","1","","",""
"Min 1x per week","1985","no migration background","inadequately","1","","",""
"Min 1x per week","1985","no migration background","general elemantary","11","","",""
"Min 1x per week","1985","no migration background","middle vocational","37","0.00838233894791609","0.00561617043039422","0.011148507465438"
"Min 1x per week","1985","no migration background","vocational + Abi","5","","",""
"Min 1x per week","1985","no migration background","higher vocational","14","","",""
"Min 1x per week","1985","no migration background","higher education","21","","",""
"Min 1x per week","1985","direct migration background","in school","","","",""
"Min 1x per week","1985","direct migration background","inadequately","2","","",""
"Min 1x per week","1985","direct migration background","general elemantary","3","","",""
"Min 1x per week","1985","direct migration background","middle vocational","5","","",""
"Min 1x per week","1985","direct migration background","vocational + Abi","","","",""
"Min 1x per week","1985","direct migration background","higher vocational","","","",""
"Min 1x per week","1985","direct migration background","higher education","2","","",""
"Min 1x per week","1985","indirect migration background","in school","","","",""
"Min 1x per week","1985","indirect migration background","inadequately","","","",""
"Min 1x per week","1985","indirect migration background","general elemantary","","","",""
"Min 1x per week","1985","indirect migration background","middle vocational","","","",""
"Min 1x per week","1985","indirect migration background","vocational + Abi","","","",""
"Min 1x per week","1985","indirect migration background","higher vocational","","","",""
"Min 1x per week","1985","indirect migration background","higher education","","","",""
"Min 1x per month","1985","no migration background","in school","1","","",""
"Min 1x per month","1985","no migration background","inadequately","","","",""
"Min 1x per month","1985","no migration background","general elemantary","22","","",""
"Min 1x per month","1985","no migration background","middle vocational","89","0.0206315531193939","0.0163187174189727","0.0249443888198151"
"Min 1x per month","1985","no migration background","vocational + Abi","9","","",""
"Min 1x per month","1985","no migration background","higher vocational","16","","",""
"Min 1x per month","1985","no migration background","higher education","37","0.0546424422809589","0.0369787034591596","0.0723061811027582"
"Min 1x per month","1985","direct migration background","in school","","","",""
"Min 1x per month","1985","direct migration background","inadequately","2","","",""
"Min 1x per month","1985","direct migration background","general elemantary","8","","",""
"Min 1x per month","1985","direct migration background","middle vocational","7","","",""
"Min 1x per month","1985","direct migration background","vocational + Abi","2","","",""
"Min 1x per month","1985","direct migration background","higher vocational","2","","",""
"Min 1x per month","1985","direct migration background","higher education","2","","",""
"Min 1x per month","1985","indirect migration background","in school","","","",""
"Min 1x per month","1985","indirect migration background","inadequately","","","",""
"Min 1x per month","1985","indirect migration background","general elemantary","1","","",""
"Min 1x per month","1985","indirect migration background","middle vocational","","","",""
"Min 1x per month","1985","indirect migration background","vocational + Abi","","","",""
"Min 1x per month","1985","indirect migration background","higher vocational","","","",""
"Min 1x per month","1985","indirect migration background","higher education","","","",""
"Rarely","1985","no migration background","in school","10","","",""
"Rarely","1985","no migration background","inadequately","","","",""
"Rarely","1985","no migration background","general elemantary","66","0.0302717800908958","0.0228712314966811","0.0376723286851106"
"Rarely","1985","no migration background","middle vocational","232","0.0520212908122492","0.0452835585011389","0.0587590231233595"
"Rarely","1985","no migration background","vocational + Abi","19","","",""
"Rarely","1985","no migration background","higher vocational","42","0.0760304540504991","0.0540783224232239","0.0979825856777744"
"Rarely","1985","no migration background","higher education","78","0.118028616084368","0.0929536451733984","0.143103586995338"
"Rarely","1985","direct migration background","in school","","","",""
"Rarely","1985","direct migration background","inadequately","10","","",""
"Rarely","1985","direct migration background","general elemantary","9","","",""
