"pli0097_h","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","(2a) intermediate vocational","higher vocational","4","","",""
"Min 1x per week","1985","(2a) intermediate vocational","higher education","","","",""
"Min 1x per week","1985","(2c_gen) general maturity certificate","in school","","","",""
"Min 1x per week","1985","(2c_gen) general maturity certificate","inadequately","","","",""
"Min 1x per week","1985","(2c_gen) general maturity certificate","general elemantary","","","",""
"Min 1x per week","1985","(2c_gen) general maturity certificate","middle vocational","6","","",""
"Min 1x per week","1985","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Min 1x per week","1985","(2c_gen) general maturity certificate","higher vocational","","","",""
"Min 1x per week","1985","(2c_gen) general maturity certificate","higher education","","","",""
"Min 1x per week","1985","(2c_voc) vocational maturity certificate","in school","","","",""
"Min 1x per week","1985","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Min 1x per week","1985","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Min 1x per week","1985","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Min 1x per week","1985","(2c_voc) vocational maturity certificate","vocational + Abi","5","","",""
"Min 1x per week","1985","(2c_voc) vocational maturity certificate","higher vocational","6","","",""
"Min 1x per week","1985","(2c_voc) vocational maturity certificate","higher education","","","",""
"Min 1x per week","1985","(3a) lower tertiary education","in school","","","",""
"Min 1x per week","1985","(3a) lower tertiary education","inadequately","","","",""
"Min 1x per week","1985","(3a) lower tertiary education","general elemantary","","","",""
"Min 1x per week","1985","(3a) lower tertiary education","middle vocational","","","",""
"Min 1x per week","1985","(3a) lower tertiary education","vocational + Abi","","","",""
"Min 1x per week","1985","(3a) lower tertiary education","higher vocational","","","",""
"Min 1x per week","1985","(3a) lower tertiary education","higher education","5","","",""
"Min 1x per week","1985","(3b) higher tertiary education","in school","","","",""
"Min 1x per week","1985","(3b) higher tertiary education","inadequately","","","",""
"Min 1x per week","1985","(3b) higher tertiary education","general elemantary","","","",""
"Min 1x per week","1985","(3b) higher tertiary education","middle vocational","","","",""
"Min 1x per week","1985","(3b) higher tertiary education","vocational + Abi","","","",""
"Min 1x per week","1985","(3b) higher tertiary education","higher vocational","","","",""
"Min 1x per week","1985","(3b) higher tertiary education","higher education","18","","",""
"Min 1x per month","1985","(0) in school","in school","1","","",""
"Min 1x per month","1985","(0) in school","inadequately","","","",""
"Min 1x per month","1985","(0) in school","general elemantary","","","",""
"Min 1x per month","1985","(0) in school","middle vocational","","","",""
"Min 1x per month","1985","(0) in school","vocational + Abi","","","",""
"Min 1x per month","1985","(0) in school","higher vocational","","","",""
"Min 1x per month","1985","(0) in school","higher education","","","",""
"Min 1x per month","1985","(1a) inadequately completed","in school","","","",""
"Min 1x per month","1985","(1a) inadequately completed","inadequately","2","","",""
"Min 1x per month","1985","(1a) inadequately completed","general elemantary","","","",""
"Min 1x per month","1985","(1a) inadequately completed","middle vocational","1","","",""
"Min 1x per month","1985","(1a) inadequately completed","vocational + Abi","","","",""
"Min 1x per month","1985","(1a) inadequately completed","higher vocational","","","",""
"Min 1x per month","1985","(1a) inadequately completed","higher education","","","",""
"Min 1x per month","1985","(1b) general elementary school","in school","","","",""
"Min 1x per month","1985","(1b) general elementary school","inadequately","","","",""
"Min 1x per month","1985","(1b) general elementary school","general elemantary","18","","",""
"Min 1x per month","1985","(1b) general elementary school","middle vocational","","","",""
"Min 1x per month","1985","(1b) general elementary school","vocational + Abi","","","",""
"Min 1x per month","1985","(1b) general elementary school","higher vocational","","","",""
"Min 1x per month","1985","(1b) general elementary school","higher education","","","",""
"Min 1x per month","1985","(1c) basic vocational qualification","in school","","","",""
"Min 1x per month","1985","(1c) basic vocational qualification","inadequately","","","",""
"Min 1x per month","1985","(1c) basic vocational qualification","general elemantary","","","",""
"Min 1x per month","1985","(1c) basic vocational qualification","middle vocational","66","0.0196914265968018","0.0150878421871098","0.0242950110064939"
"Min 1x per month","1985","(1c) basic vocational qualification","vocational + Abi","","","",""
"Min 1x per month","1985","(1c) basic vocational qualification","higher vocational","10","","",""
"Min 1x per month","1985","(1c) basic vocational qualification","higher education","","","",""
"Min 1x per month","1985","(2b) intermediate general qualification","in school","","","",""
"Min 1x per month","1985","(2b) intermediate general qualification","inadequately","","","",""
"Min 1x per month","1985","(2b) intermediate general qualification","general elemantary","13","","",""
"Min 1x per month","1985","(2b) intermediate general qualification","middle vocational","","","",""
"Min 1x per month","1985","(2b) intermediate general qualification","vocational + Abi","","","",""
"Min 1x per month","1985","(2b) intermediate general qualification","higher vocational","","","",""
"Min 1x per month","1985","(2b) intermediate general qualification","higher education","","","",""
"Min 1x per month","1985","(2a) intermediate vocational","in school","","","",""
"Min 1x per month","1985","(2a) intermediate vocational","inadequately","","","",""
"Min 1x per month","1985","(2a) intermediate vocational","general elemantary","","","",""
"Min 1x per month","1985","(2a) intermediate vocational","middle vocational","20","","",""
"Min 1x per month","1985","(2a) intermediate vocational","vocational + Abi","","","",""
"Min 1x per month","1985","(2a) intermediate vocational","higher vocational","5","","",""
"Min 1x per month","1985","(2a) intermediate vocational","higher education","","","",""
"Min 1x per month","1985","(2c_gen) general maturity certificate","in school","","","",""
"Min 1x per month","1985","(2c_gen) general maturity certificate","inadequately","","","",""
"Min 1x per month","1985","(2c_gen) general maturity certificate","general elemantary","","","",""
"Min 1x per month","1985","(2c_gen) general maturity certificate","middle vocational","9","","",""
"Min 1x per month","1985","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Min 1x per month","1985","(2c_gen) general maturity certificate","higher vocational","","","",""
"Min 1x per month","1985","(2c_gen) general maturity certificate","higher education","","","",""
"Min 1x per month","1985","(2c_voc) vocational maturity certificate","in school","","","",""
"Min 1x per month","1985","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Min 1x per month","1985","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Min 1x per month","1985","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Min 1x per month","1985","(2c_voc) vocational maturity certificate","vocational + Abi","11","","",""
"Min 1x per month","1985","(2c_voc) vocational maturity certificate","higher vocational","3","","",""
"Min 1x per month","1985","(2c_voc) vocational maturity certificate","higher education","","","",""
"Min 1x per month","1985","(3a) lower tertiary education","in school","","","",""
"Min 1x per month","1985","(3a) lower tertiary education","inadequately","","","",""
"Min 1x per month","1985","(3a) lower tertiary education","general elemantary","","","",""
"Min 1x per month","1985","(3a) lower tertiary education","middle vocational","","","",""
"Min 1x per month","1985","(3a) lower tertiary education","vocational + Abi","","","",""
"Min 1x per month","1985","(3a) lower tertiary education","higher vocational","","","",""
"Min 1x per month","1985","(3a) lower tertiary education","higher education","13","","",""
"Min 1x per month","1985","(3b) higher tertiary education","in school","","","",""
"Min 1x per month","1985","(3b) higher tertiary education","inadequately","","","",""
"Min 1x per month","1985","(3b) higher tertiary education","general elemantary","","","",""
"Min 1x per month","1985","(3b) higher tertiary education","middle vocational","","","",""
"Min 1x per month","1985","(3b) higher tertiary education","vocational + Abi","","","",""
"Min 1x per month","1985","(3b) higher tertiary education","higher vocational","","","",""
"Min 1x per month","1985","(3b) higher tertiary education","higher education","26","","",""
"Rarely","1985","(0) in school","in school","10","","",""
"Rarely","1985","(0) in school","inadequately","","","",""
"Rarely","1985","(0) in school","general elemantary","","","",""
"Rarely","1985","(0) in school","middle vocational","","","",""
"Rarely","1985","(0) in school","vocational + Abi","","","",""
"Rarely","1985","(0) in school","higher vocational","","","",""
"Rarely","1985","(0) in school","higher education","","","",""
"Rarely","1985","(1a) inadequately completed","in school","","","",""
"Rarely","1985","(1a) inadequately completed","inadequately","10","","",""
"Rarely","1985","(1a) inadequately completed","general elemantary","","","",""
"Rarely","1985","(1a) inadequately completed","middle vocational","2","","",""
"Rarely","1985","(1a) inadequately completed","vocational + Abi","","","",""
"Rarely","1985","(1a) inadequately completed","higher vocational","","","",""
"Rarely","1985","(1a) inadequately completed","higher education","","","",""
"Rarely","1985","(1b) general elementary school","in school","","","",""
"Rarely","1985","(1b) general elementary school","inadequately","","","",""
"Rarely","1985","(1b) general elementary school","general elemantary","44","0.0186070569288726","0.0133754621642784","0.0238386516934667"
"Rarely","1985","(1b) general elementary school","middle vocational","","","",""
"Rarely","1985","(1b) general elementary school","vocational + Abi","","","",""
"Rarely","1985","(1b) general elementary school","higher vocational","","","",""
"Rarely","1985","(1b) general elementary school","higher education","","","",""
"Rarely","1985","(1c) basic vocational qualification","in school","","","",""
"Rarely","1985","(1c) basic vocational qualification","inadequately","","","",""
"Rarely","1985","(1c) basic vocational qualification","general elemantary","","","",""
"Rarely","1985","(1c) basic vocational qualification","middle vocational","138","0.0391453803044973","0.0327193137474852","0.0455714468615094"
"Rarely","1985","(1c) basic vocational qualification","vocational + Abi","","","",""
"Rarely","1985","(1c) basic vocational qualification","higher vocational","16","","",""
"Rarely","1985","(1c) basic vocational qualification","higher education","","","",""
"Rarely","1985","(2b) intermediate general qualification","in school","","","",""
"Rarely","1985","(2b) intermediate general qualification","inadequately","","","",""
"Rarely","1985","(2b) intermediate general qualification","general elemantary","33","0.0716079308987756","0.0482977611865289","0.0949181006110223"
"Rarely","1985","(2b) intermediate general qualification","middle vocational","","","",""
"Rarely","1985","(2b) intermediate general qualification","vocational + Abi","","","",""
"Rarely","1985","(2b) intermediate general qualification","higher vocational","","","",""
"Rarely","1985","(2b) intermediate general qualification","higher education","","","",""
"Rarely","1985","(2a) intermediate vocational","in school","","","",""
"Rarely","1985","(2a) intermediate vocational","inadequately","","","",""
"Rarely","1985","(2a) intermediate vocational","general elemantary","","","",""
"Rarely","1985","(2a) intermediate vocational","middle vocational","73","0.0630775627334421","0.0489159031896457","0.0772392222772384"
"Rarely","1985","(2a) intermediate vocational","vocational + Abi","","","",""
"Rarely","1985","(2a) intermediate vocational","higher vocational","16","","",""
"Rarely","1985","(2a) intermediate vocational","higher education","","","",""
"Rarely","1985","(2c_gen) general maturity certificate","in school","","","",""
"Rarely","1985","(2c_gen) general maturity certificate","inadequately","","","",""
"Rarely","1985","(2c_gen) general maturity certificate","general elemantary","","","",""
"Rarely","1985","(2c_gen) general maturity certificate","middle vocational","42","0.133100034105668","0.0987657698913897","0.167434298319947"
"Rarely","1985","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Rarely","1985","(2c_gen) general maturity certificate","higher vocational","","","",""
"Rarely","1985","(2c_gen) general maturity certificate","higher education","","","",""
"Rarely","1985","(2c_voc) vocational maturity certificate","in school","","","",""
"Rarely","1985","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Rarely","1985","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Rarely","1985","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Rarely","1985","(2c_voc) vocational maturity certificate","vocational + Abi","26","","",""
"Rarely","1985","(2c_voc) vocational maturity certificate","higher vocational","13","","",""
"Rarely","1985","(2c_voc) vocational maturity certificate","higher education","","","",""
"Rarely","1985","(3a) lower tertiary education","in school","","","",""
"Rarely","1985","(3a) lower tertiary education","inadequately","","","",""
"Rarely","1985","(3a) lower tertiary education","general elemantary","","","",""
"Rarely","1985","(3a) lower tertiary education","middle vocational","","","",""
"Rarely","1985","(3a) lower tertiary education","vocational + Abi","","","",""
"Rarely","1985","(3a) lower tertiary education","higher vocational","","","",""
"Rarely","1985","(3a) lower tertiary education","higher education","26","","",""
"Rarely","1985","(3b) higher tertiary education","in school","","","",""
"Rarely","1985","(3b) higher tertiary education","inadequately","","","",""
"Rarely","1985","(3b) higher tertiary education","general elemantary","","","",""
"Rarely","1985","(3b) higher tertiary education","middle vocational","","","",""
"Rarely","1985","(3b) higher tertiary education","vocational + Abi","","","",""
"Rarely","1985","(3b) higher tertiary education","higher vocational","","","",""
"Rarely","1985","(3b) higher tertiary education","higher education","64","0.130723104264541","0.101264013187353","0.160182195341728"
"Never","1985","(0) in school","in school","174","0.922786974886736","0.884426177081672","0.9611477726918"
"Never","1985","(0) in school","inadequately","","","",""
"Never","1985","(0) in school","general elemantary","","","",""
"Never","1985","(0) in school","middle vocational","","","",""
"Never","1985","(0) in school","vocational + Abi","","","",""
"Never","1985","(0) in school","higher vocational","","","",""
"Never","1985","(0) in school","higher education","","","",""
"Never","1985","(1a) inadequately completed","in school","","","",""
"Never","1985","(1a) inadequately completed","inadequately","797","0.977212624808309","0.966948740162201","0.987476509454417"
"Never","1985","(1a) inadequately completed","general elemantary","","","",""
"Never","1985","(1a) inadequately completed","middle vocational","89","0.971184199714998","0.937000400870111","1.00536799855988"
"Never","1985","(1a) inadequately completed","vocational + Abi","","","",""
"Never","1985","(1a) inadequately completed","higher vocational","3","","",""
"Never","1985","(1a) inadequately completed","higher education","","","",""
"Never","1985","(1b) general elementary school","in school","","","",""
"Never","1985","(1b) general elementary school","inadequately","27","","",""
"Never","1985","(1b) general elementary school","general elemantary","2492","0.97112557822866","0.964642695994441","0.977608460462878"
"Never","1985","(1b) general elementary school","middle vocational","","","",""
"Never","1985","(1b) general elementary school","vocational + Abi","","","",""
"Never","1985","(1b) general elementary school","higher vocational","","","",""
"Never","1985","(1b) general elementary school","higher education","","","",""
"Never","1985","(1c) basic vocational qualification","in school","","","",""
"Never","1985","(1c) basic vocational qualification","inadequately","","","",""
"Never","1985","(1c) basic vocational qualification","general elemantary","","","",""
"Never","1985","(1c) basic vocational qualification","middle vocational","3272","0.935091413241234","0.926928329890281","0.943254496592188"
"Never","1985","(1c) basic vocational qualification","vocational + Abi","","","",""
"Never","1985","(1c) basic vocational qualification","higher vocational","249","0.895169273834446","0.85922391115349","0.931114636515403"
"Never","1985","(1c) basic vocational qualification","higher education","","","",""
"Never","1985","(2b) intermediate general qualification","in school","","","",""
"Never","1985","(2b) intermediate general qualification","inadequately","","","",""
"Never","1985","(2b) intermediate general qualification","general elemantary","419","0.88784397475918","0.859315484265217","0.916372465253142"
"Never","1985","(2b) intermediate general qualification","middle vocational","","","",""
"Never","1985","(2b) intermediate general qualification","vocational + Abi","","","",""
"Never","1985","(2b) intermediate general qualification","higher vocational","","","",""
"Never","1985","(2b) intermediate general qualification","higher education","","","",""
"Never","1985","(2a) intermediate vocational","in school","","","",""
"Never","1985","(2a) intermediate vocational","inadequately","","","",""
"Never","1985","(2a) intermediate vocational","general elemantary","","","",""
"Never","1985","(2a) intermediate vocational","middle vocational","1026","0.906798071436269","0.889862782095527","0.92373336077701"
"Never","1985","(2a) intermediate vocational","vocational + Abi","","","",""
"Never","1985","(2a) intermediate vocational","higher vocational","170","0.874031456998955","0.827459405378015","0.920603508619895"
"Never","1985","(2a) intermediate vocational","higher education","","","",""
"Never","1985","(2c_gen) general maturity certificate","in school","","","",""
"Never","1985","(2c_gen) general maturity certificate","inadequately","","","",""
"Never","1985","(2c_gen) general maturity certificate","general elemantary","","","",""
"Never","1985","(2c_gen) general maturity certificate","middle vocational","319","0.819975014410273","0.781140232503207","0.858809796317339"
"Never","1985","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Never","1985","(2c_gen) general maturity certificate","higher vocational","","","",""
"Never","1985","(2c_gen) general maturity certificate","higher education","","","",""
"Never","1985","(2c_voc) vocational maturity certificate","in school","","","",""
"Never","1985","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Never","1985","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Never","1985","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Never","1985","(2c_voc) vocational maturity certificate","vocational + Abi","230","0.822684466689727","0.777295146419976","0.868073786959479"
"Never","1985","(2c_voc) vocational maturity certificate","higher vocational","110","0.832338215767271","0.768610539221401","0.896065892313141"
"Never","1985","(2c_voc) vocational maturity certificate","higher education","","","",""
"Never","1985","(3a) lower tertiary education","in school","","","",""
"Never","1985","(3a) lower tertiary education","inadequately","","","",""
"Never","1985","(3a) lower tertiary education","general elemantary","","","",""
"Never","1985","(3a) lower tertiary education","middle vocational","","","",""
"Never","1985","(3a) lower tertiary education","vocational + Abi","","","",""
"Never","1985","(3a) lower tertiary education","higher vocational","","","",""
"Never","1985","(3a) lower tertiary education","higher education","202","0.823397666480665","0.775745398845616","0.871049934115715"
"Never","1985","(3b) higher tertiary education","in school","","","",""
"Never","1985","(3b) higher tertiary education","inadequately","","","",""
"Never","1985","(3b) higher tertiary education","general elemantary","","","",""
"Never","1985","(3b) higher tertiary education","middle vocational","","","",""
"Never","1985","(3b) higher tertiary education","vocational + Abi","","","",""
"Never","1985","(3b) higher tertiary education","higher vocational","","","",""
"Never","1985","(3b) higher tertiary education","higher education","395","0.783359951743166","0.747358985850523","0.819360917635809"
"Daily","1986","(0) in school","in school","","","",""
"Daily","1986","(0) in school","inadequately","","","",""
"Daily","1986","(0) in school","general elemantary","","","",""
"Daily","1986","(0) in school","middle vocational","","","",""
"Daily","1986","(0) in school","vocational + Abi","","","",""
"Daily","1986","(0) in school","higher vocational","","","",""
"Daily","1986","(0) in school","higher education","","","",""
"Daily","1986","(1a) inadequately completed","in school","","","",""
"Daily","1986","(1a) inadequately completed","inadequately","","","",""
"Daily","1986","(1a) inadequately completed","general elemantary","","","",""
"Daily","1986","(1a) inadequately completed","middle vocational","","","",""
"Daily","1986","(1a) inadequately completed","vocational + Abi","","","",""
"Daily","1986","(1a) inadequately completed","higher vocational","","","",""
"Daily","1986","(1a) inadequately completed","higher education","","","",""
"Daily","1986","(1b) general elementary school","in school","","","",""
"Daily","1986","(1b) general elementary school","inadequately","","","",""
"Daily","1986","(1b) general elementary school","general elemantary","","","",""
"Daily","1986","(1b) general elementary school","middle vocational","","","",""
"Daily","1986","(1b) general elementary school","vocational + Abi","","","",""
"Daily","1986","(1b) general elementary school","higher vocational","","","",""
"Daily","1986","(1b) general elementary school","higher education","","","",""
"Daily","1986","(1c) basic vocational qualification","in school","","","",""
"Daily","1986","(1c) basic vocational qualification","inadequately","","","",""
"Daily","1986","(1c) basic vocational qualification","general elemantary","","","",""
"Daily","1986","(1c) basic vocational qualification","middle vocational","","","",""
"Daily","1986","(1c) basic vocational qualification","vocational + Abi","","","",""
"Daily","1986","(1c) basic vocational qualification","higher vocational","","","",""
"Daily","1986","(1c) basic vocational qualification","higher education","","","",""
"Daily","1986","(2b) intermediate general qualification","in school","","","",""
"Daily","1986","(2b) intermediate general qualification","inadequately","","","",""
"Daily","1986","(2b) intermediate general qualification","general elemantary","","","",""
"Daily","1986","(2b) intermediate general qualification","middle vocational","","","",""
"Daily","1986","(2b) intermediate general qualification","vocational + Abi","","","",""
"Daily","1986","(2b) intermediate general qualification","higher vocational","","","",""
"Daily","1986","(2b) intermediate general qualification","higher education","","","",""
"Daily","1986","(2a) intermediate vocational","in school","","","",""
"Daily","1986","(2a) intermediate vocational","inadequately","","","",""
"Daily","1986","(2a) intermediate vocational","general elemantary","","","",""
"Daily","1986","(2a) intermediate vocational","middle vocational","","","",""
"Daily","1986","(2a) intermediate vocational","vocational + Abi","","","",""
"Daily","1986","(2a) intermediate vocational","higher vocational","","","",""
"Daily","1986","(2a) intermediate vocational","higher education","","","",""
"Daily","1986","(2c_gen) general maturity certificate","in school","","","",""
"Daily","1986","(2c_gen) general maturity certificate","inadequately","","","",""
"Daily","1986","(2c_gen) general maturity certificate","general elemantary","","","",""
"Daily","1986","(2c_gen) general maturity certificate","middle vocational","","","",""
"Daily","1986","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Daily","1986","(2c_gen) general maturity certificate","higher vocational","","","",""
"Daily","1986","(2c_gen) general maturity certificate","higher education","","","",""
"Daily","1986","(2c_voc) vocational maturity certificate","in school","","","",""
"Daily","1986","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Daily","1986","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Daily","1986","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Daily","1986","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Daily","1986","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Daily","1986","(2c_voc) vocational maturity certificate","higher education","","","",""
"Daily","1986","(3a) lower tertiary education","in school","","","",""
"Daily","1986","(3a) lower tertiary education","inadequately","","","",""
"Daily","1986","(3a) lower tertiary education","general elemantary","","","",""
"Daily","1986","(3a) lower tertiary education","middle vocational","","","",""
"Daily","1986","(3a) lower tertiary education","vocational + Abi","","","",""
"Daily","1986","(3a) lower tertiary education","higher vocational","","","",""
"Daily","1986","(3a) lower tertiary education","higher education","","","",""
"Daily","1986","(3b) higher tertiary education","in school","","","",""
"Daily","1986","(3b) higher tertiary education","inadequately","","","",""
"Daily","1986","(3b) higher tertiary education","general elemantary","","","",""
"Daily","1986","(3b) higher tertiary education","middle vocational","","","",""
"Daily","1986","(3b) higher tertiary education","vocational + Abi","","","",""
"Daily","1986","(3b) higher tertiary education","higher vocational","","","",""
"Daily","1986","(3b) higher tertiary education","higher education","","","",""
