"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","general elemantary","20543.2","19266.11","1286","9216","13675","25316","32484","57027","19964.06","21122.34","0","148650","18281","19469"
"1984","16-34 y.","higher education","22385.15","19776.01","248","7626","13792","28100","33121","113666","20431.02","24339.28","51","129256","18439","23733"
"1984","16-34 y.","higher vocational","21195.61","18844.36","211","9329","12435","26041","37382","59821","19531.75","22859.47","2383","94603","17545","21040"
"1984","16-34 y.","in school","24682.3","23430","187","12555","17383","30489","36626","67087","23057.12","26307.48","0","89039","21084","24200"
"1984","16-34 y.","inadequately","17876.08","15796.69","309","8099","11918","21911","29209","44534","16756.76","18995.4","0","103309","16121","18515"
"1984","16-34 y.","middle vocational","20517.18","19104","2183","9102","13672","24894","33297","57027","20051.41","20982.95","0","131250","18830","19622"
"1984","16-34 y.","vocational + Abi","18888.24","16759.58","164","6258","10267","25795","30440","80046","17186.62","20589.86","744","80046","15113","20032"
"1984","35-65 y.","general elemantary","18423.22","16422","1663","8283","12002","23017","29421","54114","17887.55","18958.89","0","170618","16849","17710"
"1984","35-65 y.","higher education","28190.68","26359.27","482","14081","19924","34087","41456","73308","26840.59","29540.77","1189","143736","25521","27939"
"1984","35-65 y.","higher vocational","23817.14","23393.87","366","11671","16149","29189","36185","56801","22766.12","24868.16","4559","65709","22790","24970"
"1984","35-65 y.","in school","","","","","","","","","","","","","",""
"1984","35-65 y.","inadequately","17249.69","16523.89","695","8651","11968","21244","27193","45767","16544.28","17955.1","0","103309","17271","18537"
"1984","35-65 y.","middle vocational","21004.22","19338.08","2964","10770","14247","25521","32520","57724","20621.78","21386.66","0","148650","19320","19906"
"1984","35-65 y.","vocational + Abi","21713.96","20778.75","128","10301","14234","26687","35989","48552","19221.4","24206.52","5113","148650","17793","22241"
"1984","66 and older","general elemantary","11229.1","9147.46","519","4775","6136","12867","20247","41977","10353.73","12104.47","0","110296","9209","10486"
"1984","66 and older","higher education","19191.52","15550.71","63","7976","12310","25135","34086","46924","16359.66","22023.38","895","53275","15339","19634"
"1984","66 and older","higher vocational","16103","13860.64","83","7233","10430","20247","28377","42808","14244.82","17961.18","3773","42808","12946","18322"
"1984","66 and older","in school","","","","","","","","","","","","","",""
"1984","66 and older","inadequately","","","","","","","","","","","","","",""
"1984","66 and older","middle vocational","12811.57","11540.89","578","6034","7976","15469","20014","37770","12034.67","13588.47","0","170618","11640","12556"
"1984","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1985","16-34 y.","general elemantary","21268.97","19780.07","1146","9529","13773","26427","34852","55537","20670.65","21867.29","96","108060","18886","20242"
"1985","16-34 y.","higher education","21387.46","20240.71","240","7897","13774","27625","34853","54538","20003.92","22771","1174","58918","19920","23176"
"1985","16-34 y.","higher vocational","20432.03","18600","196","9292","12189","25264","34347","61140","18830.76","22033.3","3147","64303","18600","21976"
"1985","16-34 y.","in school","25991.89","25695.3","187","13304","18492","32585","40362","59398","24491.78","27492","4039","61961","22810","26915"
"1985","16-34 y.","inadequately","17955.29","16090.34","241","7370","10331","22933","29899","50584","16763.39","19147.19","0","62449","16216","19633"
"1985","16-34 y.","middle vocational","20783.87","19255","1954","9163","13353","25102","33986","57380","20270.4","21297.34","0","162146","19255","20265"
"1985","16-34 y.","vocational + Abi","18584.37","14681.53","151","7314","11346","24848","32747","55811","16870.02","20298.72","75","56930","15537","20245"
"1985","35-65 y.","general elemantary","18466.01","16823.54","1506","8251","11720","22820","29636","51402","17940.1","18991.92","46","137599","17334","18494"
"1985","35-65 y.","higher education","29040.55","27469.07","462","14889","20866","34924","44789","62449","27867.37","30213.73","4706","114342","26563","29809"
"1985","35-65 y.","higher vocational","24389.61","23921.25","345","12256","17587","29530","36335","56930","23292.62","25486.6","3706","71811","23715","25843"
"1985","35-65 y.","in school","","","","","","","","","","","","","",""
"1985","35-65 y.","inadequately","17337","16488.24","594","8237","11473","22345","26522","39622","16669.85","18004.15","0","61433","17897","19583"
"1985","35-65 y.","middle vocational","21662.06","19692","2723","10886","14560","26250","33519","61961","21236.08","22088.04","0","169250","19730","20503"
"1985","35-65 y.","vocational + Abi","21315.73","18906.93","111","10837","14515","25232","37526","50605","19639.42","22992.04","767","50605","18280","20696"
"1985","66 and older","general elemantary","11325.69","9241.32","427","4554","6289","13516","21044","38036","10421.93","12229.45","67","108060","9511","11228"
"1985","66 and older","higher education","19956.77","17269.63","56","9203","13228","23299","31559","56807","16512.91","23400.63","4494","72590","16081","21730"
"1985","66 and older","higher vocational","17527.26","15084.67","80","7433","10357","22088","30200","45308","15218.76","19835.76","5709","63764","13651","18687"
"1985","66 and older","in school","","","","","","","","","","","","","",""
"1985","66 and older","inadequately","","","","","","","","","","","","","",""
"1985","66 and older","middle vocational","13660.32","11952.54","521","6166","8383","16178","22163","56995","12872.68","14447.96","92","77794","12322","13498"
"1985","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1986","16-34 y.","general elemantary","22107.43","20246.86","1129","9369","14418","27900","35533","61416","21413.31","22801.55","0","215855","19768","21106"
"1986","16-34 y.","higher education","22277.8","21382","229","7357","14072","28184","35222","64079","20554.75","24000.85","0","81275","20254","23824"
"1986","16-34 y.","higher vocational","19400.37","17920.48","190","9165","12565","25845","31998","60141","17992.49","20808.25","1840","63325","17769","21459"
"1986","16-34 y.","in school","25571.39","23795.35","188","12499","18120","30942","39201","57602","23931.89","27210.89","0","75592","21456","24755"
"1986","16-34 y.","inadequately","19061.66","15947.18","234","7278","11651","23442","32206","61416","17698.04","20425.28","108","61416","17813","21503"
"1986","16-34 y.","middle vocational","21480.64","20271.29","1903","9624","14003","26150","34197","64079","20947.99","22013.29","0","215855","20455","21172"
"1986","16-34 y.","vocational + Abi","19839.33","17148.13","155","7717","11424","25886","35054","53163","18049.17","21629.49","108","72208","16252","21768"
"1986","35-65 y.","general elemantary","18576.62","17034.14","1396","8316","11786","23050","30249","47131","18026.4","19126.84","1532","215855","17819","19348"
"1986","35-65 y.","higher education","29988.35","28808.62","469","14947","21609","35853","42365","73321","28702.58","31274.12","2641","185058","28482","30772"
"1986","35-65 y.","higher vocational","25284.12","24165.52","319","13525","18232","30975","37722","72208","24015.95","26552.29","3565","92846","23334","26103"
"1986","35-65 y.","in school","","","","","","","","","","","","","",""
"1986","35-65 y.","inadequately","18373.81","17747.51","537","8081","12191","23837","28460","40015","17662.81","19084.81","3983","53578","18544","20534"
"1986","35-65 y.","middle vocational","21830.28","20294.99","2630","10435","14751","26834","33832","61263","21391.8","22268.76","51","215855","20431","21222"
"1986","35-65 y.","vocational + Abi","22578.13","18342.24","103","10946","15606","27806","41816","61790","20633.07","24523.19","5011","61790","17583","22224"
"1986","66 and older","general elemantary","11503.07","9295.93","399","5082","6654","13099","20384","47031","10590.93","12415.21","174","63325","9725","11258"
"1986","66 and older","higher education","21297.26","19506.97","53","11467","16545","24422","34873","50748","18353.39","24241.13","4468","50748","18620","22497"
"1986","66 and older","higher vocational","15804.56","12764.9","74","6948","9917","19628","26963","41099","13424.58","18184.54","2982","63325","12570","18167"
"1986","66 and older","in school","","","","","","","","","","","","","",""
"1986","66 and older","inadequately","","","","","","","","","","","","","",""
"1986","66 and older","middle vocational","13162.71","11625","482","6044","8245","15395","21298","42840","12377.98","13947.44","1132","66928","11830","13074"
"1986","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1987","16-34 y.","general elemantary","22818.98","21312","1096","10248","14902","28124","37780","60490","22160.62","23477.34","0","124820","21245","22371"
"1987","16-34 y.","higher education","22855.78","22430.16","219","6663","13872","29992","37014","67290","20896.98","24814.58","390","106218","21160","25590"
"1987","16-34 y.","higher vocational","22187.61","20248.07","183","11002","14113","26916","35785","62833","20670.76","23704.46","3260","67198","19703","23411"
"1987","16-34 y.","in school","26560.2","24991.89","191","11992","18222","33363","40762","73067","24840.09","28280.31","3631","77872","23045","26298"
"1987","16-34 y.","inadequately","19059.56","17766.63","208","7175","13898","23435","31657","43507","17709.1","20410.02","825","52113","18423","20826"
"1987","16-34 y.","middle vocational","22421.03","20775.72","1909","10199","14977","26625","36235","62833","21901.78","22940.28","0","106218","21272","22042"
"1987","16-34 y.","vocational + Abi","21245.93","18289.97","156","6229","13500","26318","36421","65891","19147.4","23344.46","922","104625","18257","22891"
"1987","35-65 y.","general elemantary","19719.2","18644.64","1348","8443","12887","24421","31056","50391","19178.46","20259.94","18","124820","19310","20569"
"1987","35-65 y.","higher education","31030.85","29513.11","467","15787","22644","38020","46249","79047","29828.53","32233.17","307","106872","29134","31752"
"1987","35-65 y.","higher vocational","26315.98","25173.74","316","13046","18805","32091","40120","61607","24983.82","27648.14","2265","104625","24691","27254"
"1987","35-65 y.","in school","","","","","","","","","","","","","",""
"1987","35-65 y.","inadequately","19564.54","19366.79","537","9467","12394","24025","30630","46063","18757.54","20371.54","1841","68160","20780","22056"
"1987","35-65 y.","middle vocational","22828.56","21250.58","2571","11154","15361","27665","36235","61607","22405.47","23251.65","58","124820","21699","22497"
"1987","35-65 y.","vocational + Abi","23454.12","20151.31","103","12386","15240","30744","42095","57015","21340.21","25568.03","5235","61757","19745","22800"
"1987","66 and older","general elemantary","11643.52","9658.09","413","5264","7126","13518","19892","40319","10777.07","12509.97","891","72600","10214","11522"
"1987","66 and older","higher education","23789.23","19673.64","58","11535","15772","26453","43562","121339","19015.45","28563.01","4636","121339","18850","25080"
"1987","66 and older","higher vocational","16291.32","12040.61","70","7506","10184","19892","28037","44869","13547.58","19035.06","1201","67198","11724","17740"
"1987","66 and older","in school","","","","","","","","","","","","","",""
"1987","66 and older","inadequately","","","","","","","","","","","","","",""
"1987","66 and older","middle vocational","13655.39","11828.95","508","6280","8642","16417","22992","44732","12860.8","14449.98","1068","81934","12238","13853"
"1987","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1988","16-34 y.","general elemantary","23599.34","22041","1077","10740","15774","29562","38862","61202","22935.48","24263.2","813","101344","21480","22697"
"1988","16-34 y.","higher education","23287.55","23381.11","204","8323","14295","31617","36526","56700","21554.74","25020.36","147","97058","21359","25257"
"1988","16-34 y.","higher vocational","23556.25","21592.06","162","11531","15045","29677","37383","68600","21721.8","25390.7","3558","79070","21054","24518"
"1988","16-34 y.","in school","26589.53","25746.51","163","14505","18661","32550","38135","65863","24790.32","28388.74","5080","79672","24155","26944"
"1988","16-34 y.","inadequately","19009.46","17349.41","191","7835","12651","22874","32606","48407","17189.49","20829.43","2471","75185","18246","21310"
"1988","16-34 y.","middle vocational","22885.37","21296.85","1802","10317","15234","27786","36607","61950","22344.35","23426.39","0","152338","21632","22585"
"1988","16-34 y.","vocational + Abi","24077.26","20430.95","153","8830","14577","29551","42327","75084","21745.15","26409.37","515","97058","19348","24643"
"1988","35-65 y.","general elemantary","20072.38","18392.5","1274","9186","12752","25640","32358","49334","19516.39","20628.37","2454","101344","19734","21023"
"1988","35-65 y.","higher education","32117.65","30559.16","442","16608","22339","38509","47290","84608","30769.25","33466.05","0","110883","30174","33228"
"1988","35-65 y.","higher vocational","26650.52","25784.37","310","12609","19236","32973","40712","71988","25339.39","27961.65","3345","91840","25644","27977"
"1988","35-65 y.","in school","","","","","","","","","","","","","",""
"1988","35-65 y.","inadequately","19806.92","18846","494","8676","13625","24528","29637","48847","18905.76","20708.08","3747","80790","20323","22381"
"1988","35-65 y.","middle vocational","23428.35","21591.92","2450","11289","15914","28669","36622","61015","22983.93","23872.77","917","124872","22057","22828"
"1988","35-65 y.","vocational + Abi","24153.21","21655.87","99","13696","17093","30544","39568","62282","22063.01","26243.41","498","62282","19947","24746"
"1988","66 and older","general elemantary","11756.22","9453.45","389","5587","7095","13798","20786","41711","10846.68","12665.76","2031","68600","10129","11510"
"1988","66 and older","higher education","25854.95","21113.13","56","9709","17052","26296","40220","124872","19869.81","31840.09","4761","124872","20345","25052"
"1988","66 and older","higher vocational","17121.72","13550.11","69","6982","9568","20708","31573","68600","14397.37","19846.07","4697","68600","11987","18459"
"1988","66 and older","in school","","","","","","","","","","","","","",""
"1988","66 and older","inadequately","","","","","","","","","","","","","",""
"1988","66 and older","middle vocational","14318.28","12239.34","505","6974","9236","17307","22947","47221","13530.96","15105.6","1524","78110","12650","14469"
"1988","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1989","16-34 y.","general elemantary","23452.07","22069.34","1006","9755","15809","28875","37178","54929","22757.84","24146.3","507","132408","21849","23059"
"1989","16-34 y.","higher education","25962.04","24204","206","6675","14459","32908","42842","74720","23878.32","28045.76","3106","132757","21997","25873"
"1989","16-34 y.","higher vocational","25026.15","23833.87","157","12430","16570","30484","39782","79258","23086.77","26965.53","3865","80116","22715","25620"
"1989","16-34 y.","in school","28267","26244.23","175","13549","20463","32866","41605","79979","26188.8","30345.2","2650","90347","24431","27598"
"1989","16-34 y.","inadequately","21549.76","18775.78","172","9430","13706","27976","37169","54929","19591.76","23507.76","2850","68126","18754","24107"
