"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","direct migration background","21209.76","20257.38","121","4875","12274","28895","35239","52787","19199.78","23219.74","1189","52787","18239","24189"
"1984","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1984","college entrance qualification","no migration background","22986.51","21607.66","1166","7530","14112","29421","37872","66398","22223.37","23749.65","0","129256","21420","23733"
"1984","lower secondary degree","direct migration background","18875.79","17203.45","607","8038","12507","24255","30128","49057","18000.69","19750.89","0","148650","18389","20351"
"1984","lower secondary degree","indirect migration background","17400.01","14564.92","70","10553","12394","23949","27559","34346","15402.73","19397.29","4651","43622","16777","22080"
"1984","lower secondary degree","no migration background","18072.35","16320","5450","7056","11160","22627","29840","56801","17772.18","18372.52","0","170618","16967","17528"
"1984","no degree/no degree yet","direct migration background","17298.35","16337","1063","8743","12268","21274","27203","45973","16727.02","17869.68","0","103309","17210","18124"
"1984","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1984","no degree/no degree yet","no migration background","22417.82","20785.41","227","9817","14032","28531","35448","55861","20909.7","23925.94","0","89039","19030","23513"
"1984","Other degree","direct migration background","17634","16390","1409","8917","12068","21522","26766","41129","17071.54","18196.46","0","148650","17271","18374"
"1984","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1984","Other degree","no migration background","19972.13","17174.21","37","9777","12066","25982","35201","48552","16651.04","23293.22","7056","48552","14306","24058"
"1984","secondary school degree","direct migration background","22242.8","18819.72","146","8197","13801","25306","32741","131250","19549.92","24935.68","1749","143736","18630","23270"
"1984","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1984","secondary school degree","no migration background","21918.94","20659.81","1786","9573","14757","27325","34470","58171","21402.42","22435.46","0","143736","20969","22032"
"1985","college entrance qualification","direct migration background","22186.46","21351.76","112","8415","13578","29223","36769","69739","19951.45","24421.47","0","69739","19061","24164"
"1985","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1985","college entrance qualification","no migration background","23189.17","21566.4","1114","7991","14335","31370","39399","56807","22443.41","23934.93","0","129341","22020","24071"
"1985","lower secondary degree","direct migration background","19032.74","16800.19","567","8211","12527","23770","32238","46329","18246.35","19819.13","1522","77794","18622","20937"
"1985","lower secondary degree","indirect migration background","17091.33","15377.2","77","8714","12639","22137","26062","30462","15358.16","18824.5","7123","43352","18087","22480"
"1985","lower secondary degree","no migration background","18422.75","16585","4847","7383","11392","23013","30200","56141","18106.02","18739.48","0","142772","17496","18170"
"1985","no degree/no degree yet","direct migration background","17582.73","16587.05","859","9029","12121","22345","27172","40532","17025.35","18140.11","0","61433","17897","19240"
"1985","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1985","no degree/no degree yet","no migration background","23161.23","22109.64","226","8634","14381","29899","37600","53045","21686.47","24635.99","2592","61961","20246","25607"
"1985","Other degree","direct migration background","17332.68","16052","1180","9019","11923","21957","26535","41103","16883.78","17781.58","767","61433","17535","18574"
"1985","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1985","Other degree","no migration background","19847.94","15187.57","42","7897","12490","26611","30893","62449","15963.83","23732.05","5115","62449","13622","24501"
