"ple0017","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2009","1-pers.-HH","(0) in school","","","",""
"Yes","2009","1-pers.-HH","(1a) inadequately completed","3","","",""
"Yes","2009","1-pers.-HH","(1b) general elementary school","14","","",""
"Yes","2009","1-pers.-HH","(1c) basic vocational qualification","31","1","1","1"
"Yes","2009","1-pers.-HH","(2b) intermediate general qualification","4","","",""
"Yes","2009","1-pers.-HH","(2a) intermediate vocational","27","","",""
"Yes","2009","1-pers.-HH","(2c_gen) general maturity certificate","6","","",""
"Yes","2009","1-pers.-HH","(2c_voc) vocational maturity certificate","19","","",""
"Yes","2009","1-pers.-HH","(3a) lower tertiary education","10","","",""
"Yes","2009","1-pers.-HH","(3b) higher tertiary education","19","","",""
"Yes","2009","(Married) couple without C. ","(0) in school","","","",""
"Yes","2009","(Married) couple without C. ","(1a) inadequately completed","3","","",""
"Yes","2009","(Married) couple without C. ","(1b) general elementary school","27","","",""
"Yes","2009","(Married) couple without C. ","(1c) basic vocational qualification","88","1","1","1"
"Yes","2009","(Married) couple without C. ","(2b) intermediate general qualification","5","","",""
"Yes","2009","(Married) couple without C. ","(2a) intermediate vocational","84","1","1","1"
"Yes","2009","(Married) couple without C. ","(2c_gen) general maturity certificate","11","","",""
"Yes","2009","(Married) couple without C. ","(2c_voc) vocational maturity certificate","18","","",""
"Yes","2009","(Married) couple without C. ","(3a) lower tertiary education","36","1","1","1"
"Yes","2009","(Married) couple without C. ","(3b) higher tertiary education","52","1","1","1"
"Yes","2009","Single parent ","(0) in school","3","","",""
"Yes","2009","Single parent ","(1a) inadequately completed","","","",""
"Yes","2009","Single parent ","(1b) general elementary school","11","","",""
"Yes","2009","Single parent ","(1c) basic vocational qualification","12","","",""
"Yes","2009","Single parent ","(2b) intermediate general qualification","2","","",""
"Yes","2009","Single parent ","(2a) intermediate vocational","20","","",""
"Yes","2009","Single parent ","(2c_gen) general maturity certificate","4","","",""
"Yes","2009","Single parent ","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2009","Single parent ","(3a) lower tertiary education","4","","",""
"Yes","2009","Single parent ","(3b) higher tertiary education","5","","",""
"Yes","2009","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2009","Couple + C. LE 16 ","(1a) inadequately completed","4","","",""
"Yes","2009","Couple + C. LE 16 ","(1b) general elementary school","7","","",""
"Yes","2009","Couple + C. LE 16 ","(1c) basic vocational qualification","28","","",""
"Yes","2009","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"Yes","2009","Couple + C. LE 16 ","(2a) intermediate vocational","73","1","1","1"
"Yes","2009","Couple + C. LE 16 ","(2c_gen) general maturity certificate","4","","",""
"Yes","2009","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","32","1","1","1"
"Yes","2009","Couple + C. LE 16 ","(3a) lower tertiary education","18","","",""
"Yes","2009","Couple + C. LE 16 ","(3b) higher tertiary education","22","","",""
"Yes","2009","Couple + C. GT 16 ","(0) in school","3","","",""
"Yes","2009","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","2009","Couple + C. GT 16 ","(1b) general elementary school","7","","",""
"Yes","2009","Couple + C. GT 16 ","(1c) basic vocational qualification","24","","",""
"Yes","2009","Couple + C. GT 16 ","(2b) intermediate general qualification","3","","",""
"Yes","2009","Couple + C. GT 16 ","(2a) intermediate vocational","29","","",""
"Yes","2009","Couple + C. GT 16 ","(2c_gen) general maturity certificate","7","","",""
"Yes","2009","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","10","","",""
"Yes","2009","Couple + C. GT 16 ","(3a) lower tertiary education","16","","",""
"Yes","2009","Couple + C. GT 16 ","(3b) higher tertiary education","16","","",""
"Yes","2009","Couple + C. LE and GT 16","(0) in school","1","","",""
"Yes","2009","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"Yes","2009","Couple + C. LE and GT 16","(1b) general elementary school","5","","",""
"Yes","2009","Couple + C. LE and GT 16","(1c) basic vocational qualification","6","","",""
"Yes","2009","Couple + C. LE and GT 16","(2b) intermediate general qualification","6","","",""
"Yes","2009","Couple + C. LE and GT 16","(2a) intermediate vocational","14","","",""
"Yes","2009","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","3","","",""
"Yes","2009","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","6","","",""
"Yes","2009","Couple + C. LE and GT 16","(3a) lower tertiary education","6","","",""
"Yes","2009","Couple + C. LE and GT 16","(3b) higher tertiary education","6","","",""
"Yes","2010","1-pers.-HH","(0) in school","","","",""
"Yes","2010","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2010","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","2010","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","2010","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","2010","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","2010","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","2010","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","2010","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","2010","(Married) couple without C. ","(0) in school","","","",""
"Yes","2010","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","2010","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","2010","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","2010","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Yes","2010","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Yes","2010","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","2010","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Yes","2010","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Yes","2010","Single parent ","(0) in school","","","",""
"Yes","2010","Single parent ","(1a) inadequately completed","","","",""
"Yes","2010","Single parent ","(1b) general elementary school","","","",""
"Yes","2010","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","2010","Single parent ","(2b) intermediate general qualification","","","",""
"Yes","2010","Single parent ","(2a) intermediate vocational","","","",""
"Yes","2010","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","2010","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","Single parent ","(3a) lower tertiary education","","","",""
"Yes","2010","Single parent ","(3b) higher tertiary education","","","",""
"Yes","2010","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2010","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","2010","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Yes","2010","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Yes","2010","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Yes","2010","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Yes","2010","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2010","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Yes","2010","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Yes","2010","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","2010","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","2010","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Yes","2010","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Yes","2010","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Yes","2010","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Yes","2010","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2010","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Yes","2010","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Yes","2010","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","2010","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","2010","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Yes","2010","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Yes","2010","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Yes","2010","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Yes","2010","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Yes","2010","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Yes","2010","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Yes","2011","1-pers.-HH","(0) in school","","","",""
"Yes","2011","1-pers.-HH","(1a) inadequately completed","4","","",""
"Yes","2011","1-pers.-HH","(1b) general elementary school","17","","",""
"Yes","2011","1-pers.-HH","(1c) basic vocational qualification","58","1","1","1"
"Yes","2011","1-pers.-HH","(2b) intermediate general qualification","3","","",""
"Yes","2011","1-pers.-HH","(2a) intermediate vocational","48","1","1","1"
"Yes","2011","1-pers.-HH","(2c_gen) general maturity certificate","9","","",""
"Yes","2011","1-pers.-HH","(2c_voc) vocational maturity certificate","17","","",""
"Yes","2011","1-pers.-HH","(3a) lower tertiary education","16","","",""
"Yes","2011","1-pers.-HH","(3b) higher tertiary education","23","","",""
"Yes","2011","(Married) couple without C. ","(0) in school","","","",""
"Yes","2011","(Married) couple without C. ","(1a) inadequately completed","2","","",""
"Yes","2011","(Married) couple without C. ","(1b) general elementary school","40","1","1","1"
"Yes","2011","(Married) couple without C. ","(1c) basic vocational qualification","99","1","1","1"
"Yes","2011","(Married) couple without C. ","(2b) intermediate general qualification","7","","",""
"Yes","2011","(Married) couple without C. ","(2a) intermediate vocational","101","1","1","1"
"Yes","2011","(Married) couple without C. ","(2c_gen) general maturity certificate","12","","",""
"Yes","2011","(Married) couple without C. ","(2c_voc) vocational maturity certificate","37","1","1","1"
"Yes","2011","(Married) couple without C. ","(3a) lower tertiary education","26","","",""
"Yes","2011","(Married) couple without C. ","(3b) higher tertiary education","68","1","1","1"
"Yes","2011","Single parent ","(0) in school","1","","",""
"Yes","2011","Single parent ","(1a) inadequately completed","1","","",""
"Yes","2011","Single parent ","(1b) general elementary school","12","","",""
"Yes","2011","Single parent ","(1c) basic vocational qualification","9","","",""
"Yes","2011","Single parent ","(2b) intermediate general qualification","4","","",""
"Yes","2011","Single parent ","(2a) intermediate vocational","28","","",""
"Yes","2011","Single parent ","(2c_gen) general maturity certificate","4","","",""
"Yes","2011","Single parent ","(2c_voc) vocational maturity certificate","12","","",""
"Yes","2011","Single parent ","(3a) lower tertiary education","2","","",""
"Yes","2011","Single parent ","(3b) higher tertiary education","12","","",""
"Yes","2011","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2011","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"Yes","2011","Couple + C. LE 16 ","(1b) general elementary school","13","","",""
"Yes","2011","Couple + C. LE 16 ","(1c) basic vocational qualification","35","1","1","1"
"Yes","2011","Couple + C. LE 16 ","(2b) intermediate general qualification","4","","",""
"Yes","2011","Couple + C. LE 16 ","(2a) intermediate vocational","73","1","1","1"
"Yes","2011","Couple + C. LE 16 ","(2c_gen) general maturity certificate","7","","",""
"Yes","2011","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","35","1","1","1"
"Yes","2011","Couple + C. LE 16 ","(3a) lower tertiary education","21","","",""
"Yes","2011","Couple + C. LE 16 ","(3b) higher tertiary education","34","1","1","1"
"Yes","2011","Couple + C. GT 16 ","(0) in school","3","","",""
"Yes","2011","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Yes","2011","Couple + C. GT 16 ","(1b) general elementary school","12","","",""
"Yes","2011","Couple + C. GT 16 ","(1c) basic vocational qualification","30","1","1","1"
"Yes","2011","Couple + C. GT 16 ","(2b) intermediate general qualification","11","","",""
"Yes","2011","Couple + C. GT 16 ","(2a) intermediate vocational","29","","",""
"Yes","2011","Couple + C. GT 16 ","(2c_gen) general maturity certificate","10","","",""
"Yes","2011","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","14","","",""
"Yes","2011","Couple + C. GT 16 ","(3a) lower tertiary education","16","","",""
"Yes","2011","Couple + C. GT 16 ","(3b) higher tertiary education","15","","",""
"Yes","2011","Couple + C. LE and GT 16","(0) in school","7","","",""
"Yes","2011","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","2011","Couple + C. LE and GT 16","(1b) general elementary school","4","","",""
"Yes","2011","Couple + C. LE and GT 16","(1c) basic vocational qualification","10","","",""
"Yes","2011","Couple + C. LE and GT 16","(2b) intermediate general qualification","7","","",""
"Yes","2011","Couple + C. LE and GT 16","(2a) intermediate vocational","31","1","1","1"
"Yes","2011","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","4","","",""
"Yes","2011","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","4","","",""
"Yes","2011","Couple + C. LE and GT 16","(3a) lower tertiary education","8","","",""
"Yes","2011","Couple + C. LE and GT 16","(3b) higher tertiary education","3","","",""
"Yes","2012","1-pers.-HH","(0) in school","","","",""
"Yes","2012","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2012","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","2012","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","2012","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","2012","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","2012","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","2012","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","2012","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","2012","(Married) couple without C. ","(0) in school","","","",""
"Yes","2012","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","2012","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","2012","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","2012","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Yes","2012","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Yes","2012","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","2012","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Yes","2012","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Yes","2012","Single parent ","(0) in school","","","",""
"Yes","2012","Single parent ","(1a) inadequately completed","","","",""
"Yes","2012","Single parent ","(1b) general elementary school","","","",""
"Yes","2012","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","2012","Single parent ","(2b) intermediate general qualification","","","",""
"Yes","2012","Single parent ","(2a) intermediate vocational","","","",""
"Yes","2012","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","2012","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","Single parent ","(3a) lower tertiary education","","","",""
"Yes","2012","Single parent ","(3b) higher tertiary education","","","",""
"Yes","2012","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2012","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","2012","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Yes","2012","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Yes","2012","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Yes","2012","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Yes","2012","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2012","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Yes","2012","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Yes","2012","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","2012","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","2012","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Yes","2012","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Yes","2012","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Yes","2012","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Yes","2012","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2012","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Yes","2012","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Yes","2012","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","2012","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","2012","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Yes","2012","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Yes","2012","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Yes","2012","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Yes","2012","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Yes","2012","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Yes","2012","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Yes","2013","1-pers.-HH","(0) in school","","","",""
"Yes","2013","1-pers.-HH","(1a) inadequately completed","6","","",""
"Yes","2013","1-pers.-HH","(1b) general elementary school","18","","",""
"Yes","2013","1-pers.-HH","(1c) basic vocational qualification","58","1","1","1"
"Yes","2013","1-pers.-HH","(2b) intermediate general qualification","6","","",""
"Yes","2013","1-pers.-HH","(2a) intermediate vocational","56","1","1","1"
"Yes","2013","1-pers.-HH","(2c_gen) general maturity certificate","7","","",""
"Yes","2013","1-pers.-HH","(2c_voc) vocational maturity certificate","22","","",""
"Yes","2013","1-pers.-HH","(3a) lower tertiary education","20","","",""
"Yes","2013","1-pers.-HH","(3b) higher tertiary education","28","","",""
"Yes","2013","(Married) couple without C. ","(0) in school","2","","",""
"Yes","2013","(Married) couple without C. ","(1a) inadequately completed","5","","",""
"Yes","2013","(Married) couple without C. ","(1b) general elementary school","30","1","1","1"
"Yes","2013","(Married) couple without C. ","(1c) basic vocational qualification","114","1","1","1"
"Yes","2013","(Married) couple without C. ","(2b) intermediate general qualification","6","","",""
"Yes","2013","(Married) couple without C. ","(2a) intermediate vocational","116","1","1","1"
"Yes","2013","(Married) couple without C. ","(2c_gen) general maturity certificate","11","","",""
"Yes","2013","(Married) couple without C. ","(2c_voc) vocational maturity certificate","37","1","1","1"
"Yes","2013","(Married) couple without C. ","(3a) lower tertiary education","35","1","1","1"
"Yes","2013","(Married) couple without C. ","(3b) higher tertiary education","70","1","1","1"
"Yes","2013","Single parent ","(0) in school","2","","",""
"Yes","2013","Single parent ","(1a) inadequately completed","3","","",""
"Yes","2013","Single parent ","(1b) general elementary school","11","","",""
"Yes","2013","Single parent ","(1c) basic vocational qualification","19","","",""
"Yes","2013","Single parent ","(2b) intermediate general qualification","4","","",""
"Yes","2013","Single parent ","(2a) intermediate vocational","27","","",""
"Yes","2013","Single parent ","(2c_gen) general maturity certificate","4","","",""
"Yes","2013","Single parent ","(2c_voc) vocational maturity certificate","10","","",""
"Yes","2013","Single parent ","(3a) lower tertiary education","5","","",""
"Yes","2013","Single parent ","(3b) higher tertiary education","8","","",""
"Yes","2013","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2013","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"Yes","2013","Couple + C. LE 16 ","(1b) general elementary school","11","","",""
"Yes","2013","Couple + C. LE 16 ","(1c) basic vocational qualification","32","1","1","1"
"Yes","2013","Couple + C. LE 16 ","(2b) intermediate general qualification","4","","",""
"Yes","2013","Couple + C. LE 16 ","(2a) intermediate vocational","75","1","1","1"
"Yes","2013","Couple + C. LE 16 ","(2c_gen) general maturity certificate","4","","",""
"Yes","2013","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","25","","",""
"Yes","2013","Couple + C. LE 16 ","(3a) lower tertiary education","24","","",""
"Yes","2013","Couple + C. LE 16 ","(3b) higher tertiary education","28","","",""
"Yes","2013","Couple + C. GT 16 ","(0) in school","7","","",""
"Yes","2013","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Yes","2013","Couple + C. GT 16 ","(1b) general elementary school","7","","",""
"Yes","2013","Couple + C. GT 16 ","(1c) basic vocational qualification","30","1","1","1"
"Yes","2013","Couple + C. GT 16 ","(2b) intermediate general qualification","12","","",""
"Yes","2013","Couple + C. GT 16 ","(2a) intermediate vocational","35","1","1","1"
"Yes","2013","Couple + C. GT 16 ","(2c_gen) general maturity certificate","10","","",""
"Yes","2013","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","18","","",""
"Yes","2013","Couple + C. GT 16 ","(3a) lower tertiary education","13","","",""
"Yes","2013","Couple + C. GT 16 ","(3b) higher tertiary education","15","","",""
"Yes","2013","Couple + C. LE and GT 16","(0) in school","4","","",""
"Yes","2013","Couple + C. LE and GT 16","(1a) inadequately completed","3","","",""
"Yes","2013","Couple + C. LE and GT 16","(1b) general elementary school","13","","",""
"Yes","2013","Couple + C. LE and GT 16","(1c) basic vocational qualification","8","","",""
"Yes","2013","Couple + C. LE and GT 16","(2b) intermediate general qualification","1","","",""
"Yes","2013","Couple + C. LE and GT 16","(2a) intermediate vocational","22","","",""
"Yes","2013","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","5","","",""
"Yes","2013","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2013","Couple + C. LE and GT 16","(3a) lower tertiary education","6","","",""
"Yes","2013","Couple + C. LE and GT 16","(3b) higher tertiary education","4","","",""
"Yes","2014","1-pers.-HH","(0) in school","","","",""
"Yes","2014","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2014","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","2014","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","2014","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","2014","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","2014","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","2014","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","2014","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","2014","(Married) couple without C. ","(0) in school","","","",""
"Yes","2014","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","2014","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","2014","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","2014","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Yes","2014","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Yes","2014","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","2014","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Yes","2014","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Yes","2014","Single parent ","(0) in school","","","",""
"Yes","2014","Single parent ","(1a) inadequately completed","","","",""
"Yes","2014","Single parent ","(1b) general elementary school","","","",""
"Yes","2014","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","2014","Single parent ","(2b) intermediate general qualification","","","",""
"Yes","2014","Single parent ","(2a) intermediate vocational","","","",""
"Yes","2014","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","2014","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","Single parent ","(3a) lower tertiary education","","","",""
"Yes","2014","Single parent ","(3b) higher tertiary education","","","",""
"Yes","2014","Couple + C. LE 16 ","(0) in school","","","",""
