"ple0017","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Employed","Couple + C. LE 16 ","2278","0.931136040808035","0.921070011882926","0.941202069733144","2"
"No","2009","Not Employed","Single parent ","272","0.93399047505513","0.905559692871697","0.962421257238564","2"
"No","2009","Not Employed","Couple + C. LE 16 ","388","0.918535109098979","0.89264984707293","0.944420371125027","2"
"No","2009","Not Employed","(Married) couple without C. ","3239","0.955634284958292","0.948704978434629","0.962563591481956","2"
"No","2009","Employed","Single parent ","655","0.92756527491934","0.908404367282404","0.946726182556277","2"
"No","2009","Employed","Couple + C. GT 16 ","2228","0.961825498083681","0.954036682070502","0.969614314096861","2"
"No","2009","Employed","Couple + C. LE and GT 16","834","0.943160062233673","0.927853658953217","0.95846646551413","2"
"No","2009","Not Employed","1-pers.-HH","1413","0.96379443647899","0.95424518596188","0.973343686996099","2"
"No","2009","Not Employed","Couple + C. GT 16 ","816","0.973408315845856","0.962528315831898","0.984288315859814","2"
"No","2009","Not Employed","Couple + C. LE and GT 16","287","0.950345227611145","0.925845242730555","0.974845212491736","2"
"No","2009","Employed","1-pers.-HH","1362","0.95217190483922","0.941149761140683","0.963194048537758","2"
"No","2009","Employed","(Married) couple without C. ","3108","0.942663144926633","0.93471782567472","0.950608464178545","2"
"Yes","2009","Not Employed","1-pers.-HH","57","0.0362055635210105","0.0266563130039008","0.0457548140381202","1"
"Yes","2009","Not Employed","(Married) couple without C. ","153","0.0443657150417077","0.0374364085180443","0.0512950215653711","1"
"Yes","2009","Not Employed","Single parent ","21","","","","1"
"Yes","2009","Not Employed","Couple + C. LE 16 ","41","0.0814648909010211","0.0555796288749726","0.10735015292707","1"
"Yes","2009","Not Employed","Couple + C. GT 16 ","24","","","","1"
"Yes","2009","Not Employed","Couple + C. LE and GT 16","15","","","","1"
"Yes","2009","Employed","1-pers.-HH","78","0.0478280951607797","0.0368059514622421","0.0588502388593173","1"
"Yes","2009","Employed","(Married) couple without C. ","181","0.0573368550733675","0.0493915358214545","0.0652821743252805","1"
"Yes","2009","Employed","Single parent ","48","0.0724347250806598","0.0532738174437233","0.0915956327175963","1"
"Yes","2009","Employed","Couple + C. LE 16 ","153","0.0688639591919651","0.0587979302668563","0.0789299881170738","1"
"Yes","2009","Employed","Couple + C. GT 16 ","97","0.0381745019163186","0.0303856859031388","0.0459633179294985","1"
"Yes","2009","Employed","Couple + C. LE and GT 16","45","0.0568399377663265","0.0415335344858698","0.0721463410467832","1"
"No","2010","Employed","Couple + C. LE 16 ","","","","","2"
"No","2010","Employed","Couple + C. LE and GT 16","","","","","2"
"No","2010","Not Employed","(Married) couple without C. ","","","","","2"
"No","2010","Not Employed","Couple + C. LE 16 ","","","","","2"
"No","2010","Employed","Single parent ","","","","","2"
"No","2010","Employed","Couple + C. GT 16 ","","","","","2"
"No","2010","Not Employed","1-pers.-HH","","","","","2"
"No","2010","Not Employed","Single parent ","","","","","2"
"No","2010","Not Employed","Couple + C. GT 16 ","","","","","2"
"No","2010","Not Employed","Couple + C. LE and GT 16","","","","","2"
"No","2010","Employed","1-pers.-HH","","","","","2"
"No","2010","Employed","(Married) couple without C. ","","","","","2"
"Yes","2010","Not Employed","1-pers.-HH","","","","","1"
"Yes","2010","Not Employed","(Married) couple without C. ","","","","","1"
"Yes","2010","Not Employed","Single parent ","","","","","1"
"Yes","2010","Not Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Not Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Employed","1-pers.-HH","","","","","1"
"Yes","2010","Employed","(Married) couple without C. ","","","","","1"
"Yes","2010","Employed","Single parent ","","","","","1"
"Yes","2010","Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Employed","Couple + C. LE and GT 16","","","","","1"
"No","2011","Employed","Couple + C. LE 16 ","2491","0.930280730398366","0.920629790194968","0.939931670601764","2"
"No","2011","Employed","Couple + C. LE and GT 16","871","0.932021264545287","0.915887276273165","0.948155252817408","2"
"No","2011","Employed","Single parent ","739","0.944221917744837","0.928358787337596","0.960085048152079","2"
"No","2011","Employed","Couple + C. GT 16 ","2241","0.955866784820169","0.947567921792895","0.964165647847442","2"
"No","2011","Not Employed","1-pers.-HH","1776","0.953731325927844","0.944182170836562","0.963280481019126","2"
"No","2011","Not Employed","(Married) couple without C. ","3979","0.953495833788869","0.947089207763192","0.959902459814547","2"
