"ple0017","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Not Employed","Male","54","0.0196671246328132","0.014594182426194","0.0247400668394324"
"Yes","2009","Not Employed","Female","265","0.060924282944534","0.0535136540175069","0.0683349118715611"
"Yes","2009","Employed","Male","132","0.0261792413548377","0.0220579927367607","0.0303004899729147"
"Yes","2009","Employed","Female","478","0.0888508248331326","0.0813175591067443","0.0963840905595209"
"No","2009","Not Employed","Male","2824","0.980332875367187","0.975259933160568","0.985405817573806"
"No","2009","Not Employed","Female","3737","0.939075717055466","0.931665088128439","0.946486345982493"
"No","2009","Employed","Male","5634","0.973820758645162","0.969699510027085","0.977942007263239"
"No","2009","Employed","Female","5002","0.911149175166867","0.903615909440479","0.918682440893256"
"Yes","2010","Not Employed","Male","","","",""
"Yes","2010","Not Employed","Female","","","",""
"Yes","2010","Employed","Male","","","",""
"Yes","2010","Employed","Female","","","",""
"No","2010","Not Employed","Male","","","",""
"No","2010","Not Employed","Female","","","",""
"No","2010","Employed","Male","","","",""
"No","2010","Employed","Female","","","",""
"Yes","2011","Not Employed","Male","57","0.0181645803902609","0.0136927384553132","0.0226364223252085"
"Yes","2011","Not Employed","Female","324","0.0697316867198286","0.062465671703971","0.0769977017356862"
"Yes","2011","Employed","Male","172","0.0271136263362185","0.0231385787260586","0.0310886739463784"
"Yes","2011","Employed","Female","607","0.0937158510401229","0.0865200015660942","0.100911700514152"
"No","2011","Not Employed","Male","3369","0.981835419609739","0.977363577674792","0.986307261544687"
"No","2011","Not Employed","Female","4396","0.930268313280171","0.923002298264314","0.937534328296029"
"No","2011","Employed","Male","6241","0.972886373663782","0.968911326053622","0.976861421273941"
"No","2011","Employed","Female","5694","0.906284148959877","0.899088299485848","0.913479998433906"
"Yes","2012","Not Employed","Male","","","",""
"Yes","2012","Not Employed","Female","","","",""
"Yes","2012","Employed","Male","","","",""
"Yes","2012","Employed","Female","","","",""
"No","2012","Not Employed","Male","","","",""
"No","2012","Not Employed","Female","","","",""
"No","2012","Employed","Male","","","",""
"No","2012","Employed","Female","","","",""
"Yes","2013","Not Employed","Male","69","0.0217775602291858","0.0167125984582235","0.0268425220001481"
"Yes","2013","Not Employed","Female","339","0.0822981671109073","0.0739729731584863","0.0906233610633283"
"Yes","2013","Employed","Male","175","0.0308718337602588","0.0263751444923492","0.0353685230281684"
"Yes","2013","Employed","Female","636","0.109857333525001","0.101885431597978","0.117829235452024"
"No","2013","Not Employed","Male","3121","0.978222439770814","0.973157477999852","0.983287401541777"
"No","2013","Not Employed","Female","3847","0.917701832889093","0.909376638936672","0.926027026841514"
"No","2013","Employed","Male","5509","0.969128166239741","0.964631476971832","0.973624855507651"
"No","2013","Employed","Female","5275","0.890142666474999","0.882170764547976","0.898114568402022"
"Yes","2014","Not Employed","Male","","","",""
"Yes","2014","Not Employed","Female","","","",""
"Yes","2014","Employed","Male","","","",""
"Yes","2014","Employed","Female","","","",""
"No","2014","Not Employed","Male","","","",""
"No","2014","Not Employed","Female","","","",""
"No","2014","Employed","Male","","","",""
"No","2014","Employed","Female","","","",""
"Yes","2015","Not Employed","Male","76","0.0245485389015229","0.0193781714282592","0.0297189063747866"
