"ple0017","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2009","lower secondary degree","1-pers.-HH","43","1","1","1"
"Yes","2009","lower secondary degree","(Married) couple without C. ","107","1","1","1"
"Yes","2009","lower secondary degree","Single parent ","22","","",""
"Yes","2009","lower secondary degree","Couple + C. LE 16 ","34","1","1","1"
"Yes","2009","lower secondary degree","Couple + C. GT 16 ","27","","",""
"Yes","2009","lower secondary degree","Couple + C. LE and GT 16","8","","",""
"Yes","2009","secondary school degree","1-pers.-HH","40","1","1","1"
"Yes","2009","secondary school degree","(Married) couple without C. ","104","1","1","1"
"Yes","2009","secondary school degree","Single parent ","23","","",""
"Yes","2009","secondary school degree","Couple + C. LE 16 ","80","1","1","1"
"Yes","2009","secondary school degree","Couple + C. GT 16 ","40","1","1","1"
"Yes","2009","secondary school degree","Couple + C. LE and GT 16","23","","",""
"Yes","2009","college entrance qualification","1-pers.-HH","42","1","1","1"
"Yes","2009","college entrance qualification","(Married) couple without C. ","90","1","1","1"
"Yes","2009","college entrance qualification","Single parent ","13","","",""
"Yes","2009","college entrance qualification","Couple + C. LE 16 ","73","1","1","1"
"Yes","2009","college entrance qualification","Couple + C. GT 16 ","36","1","1","1"
"Yes","2009","college entrance qualification","Couple + C. LE and GT 16","17","","",""
"Yes","2009","Other degree","1-pers.-HH","5","","",""
"Yes","2009","Other degree","(Married) couple without C. ","20","","",""
"Yes","2009","Other degree","Single parent ","2","","",""
"Yes","2009","Other degree","Couple + C. LE 16 ","2","","",""
"Yes","2009","Other degree","Couple + C. GT 16 ","9","","",""
"Yes","2009","Other degree","Couple + C. LE and GT 16","4","","",""
"Yes","2009","no degree/no degree yet","1-pers.-HH","3","","",""
"Yes","2009","no degree/no degree yet","(Married) couple without C. ","3","","",""
"Yes","2009","no degree/no degree yet","Single parent ","3","","",""
"Yes","2009","no degree/no degree yet","Couple + C. LE 16 ","4","","",""
"Yes","2009","no degree/no degree yet","Couple + C. GT 16 ","3","","",""
"Yes","2009","no degree/no degree yet","Couple + C. LE and GT 16","3","","",""
"Yes","2010","lower secondary degree","1-pers.-HH","","","",""
"Yes","2010","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2010","lower secondary degree","Single parent ","","","",""
"Yes","2010","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2010","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2010","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2010","secondary school degree","1-pers.-HH","","","",""
"Yes","2010","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2010","secondary school degree","Single parent ","","","",""
"Yes","2010","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2010","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2010","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2010","college entrance qualification","1-pers.-HH","","","",""
"Yes","2010","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2010","college entrance qualification","Single parent ","","","",""
"Yes","2010","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2010","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2010","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2010","Other degree","1-pers.-HH","","","",""
"Yes","2010","Other degree","(Married) couple without C. ","","","",""
"Yes","2010","Other degree","Single parent ","","","",""
"Yes","2010","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2010","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2010","Other degree","Couple + C. LE and GT 16","","","",""
