"ple0017","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Not Working","direct migration background","644","0.928197261433401","0.908864519623555","0.947530003243246","2"
"No","2009","Not Working","indirect migration background","186","0.946513753686041","0.914852234413456","0.978175272958626","2"
"No","2009","Full Time","no migration background","5900","0.95227248520608","0.946954281344385","0.957590689067776","2"
"No","2009","Full Time","indirect migration background","294","0.956357213471575","0.933614957203485","0.979099469739665","2"
"No","2009","Part Time","no migration background","3322","0.934140764772259","0.926003296262168","0.942278233282349","2"
"No","2009","Part Time","direct migration background","424","0.931120143502926","0.907773317239764","0.954466969766088","2"
"No","2009","Not Working","no migration background","5731","0.960549928156329","0.955624770366299","0.965475085946359","2"
"No","2009","Full Time","direct migration background","505","0.952437017324441","0.934333894235143","0.970540140413739","2"
"No","2009","Part Time","indirect migration background","191","0.903655737073735","0.863843067659886","0.943468406487585","2"
"Yes","2009","Full Time","no migration background","273","0.0477275147939195","0.0424093109322242","0.0530457186556148","1"
"Yes","2009","Full Time","direct migration background","26","","","","1"
"Yes","2009","Full Time","indirect migration background","16","","","","1"
"Yes","2009","Part Time","no migration background","247","0.0658592352277412","0.0577217667176508","0.0739967037378316","1"
"Yes","2009","Part Time","direct migration background","28","","","","1"
"Yes","2009","Part Time","indirect migration background","20","","","","1"
"Yes","2009","Not Working","no migration background","270","0.0394500718436711","0.0345249140536415","0.0443752296337008","1"
"Yes","2009","Not Working","direct migration background","41","0.0718027385665993","0.0524699967567538","0.0911354803764448","1"
"Yes","2009","Not Working","indirect migration background","8","","","","1"
"No","2010","Full Time","no migration background","","","","","2"
"No","2010","Full Time","indirect migration background","","","","","2"
"No","2010","Part Time","no migration background","","","","","2"
"No","2010","Part Time","direct migration background","","","","","2"
"No","2010","Not Working","no migration background","","","","","2"
"No","2010","Not Working","direct migration background","","","","","2"
"No","2010","Not Working","indirect migration background","","","","","2"
"No","2010","Full Time","direct migration background","","","","","2"
"No","2010","Part Time","indirect migration background","","","","","2"
"Yes","2010","Full Time","no migration background","","","","","1"
"Yes","2010","Full Time","direct migration background","","","","","1"
"Yes","2010","Full Time","indirect migration background","","","","","1"
"Yes","2010","Part Time","no migration background","","","","","1"
"Yes","2010","Part Time","direct migration background","","","","","1"
"Yes","2010","Part Time","indirect migration background","","","","","1"
"Yes","2010","Not Working","no migration background","","","","","1"
"Yes","2010","Not Working","direct migration background","","","","","1"
"Yes","2010","Not Working","indirect migration background","","","","","1"
"No","2011","Full Time","no migration background","6473","0.946167850652929","0.940816306463224","0.951519394842633","2"
"No","2011","Full Time","direct migration background","621","0.966065451220174","0.952103177526911","0.980027724913438","2"
"No","2011","Full Time","indirect migration background","314","0.939665705190921","0.914053447773441","0.965277962608402","2"
"No","2011","Part Time","no migration background","3820","0.926939205486098","0.919015906603867","0.934862504368329","2"
"No","2011","Part Time","direct migration background","481","0.94192878841114","0.921807587804361","0.962049989017919","2"
"No","2011","Not Working","no migration background","6749","0.956116631471803","0.951340267400832","0.960892995542774","2"
"No","2011","Not Working","direct migration background","805","0.929251432105388","0.912064811904541","0.946438052306236","2"
"No","2011","Not Working","indirect migration background","211","0.909016060985411","0.871522040072705","0.946510081898118","2"
"No","2011","Part Time","indirect migration background","226","0.962319033373338","0.938277612843635","0.98636045390304","2"
"Yes","2011","Full Time","no migration background","359","0.0538321493470714","0.0484806051573666","0.0591836935367762","1"
"Yes","2011","Full Time","direct migration background","25","","","","1"
"Yes","2011","Full Time","indirect migration background","18","","","","1"
"Yes","2011","Part Time","no migration background","324","0.0730607945139018","0.0651374956316706","0.0809840933961331","1"
"Yes","2011","Part Time","direct migration background","38","0.0580712115888601","0.0379500109820812","0.078192412195639","1"
"Yes","2011","Part Time","indirect migration background","15","","","","1"
"Yes","2011","Not Working","no migration background","316","0.0438833685281969","0.039107004457226","0.0486597325991677","1"
"Yes","2011","Not Working","direct migration background","50","0.0707485678946115","0.0535619476937639","0.0879351880954591","1"
"Yes","2011","Not Working","indirect migration background","15","","","","1"
"No","2012","Full Time","no migration background","","","","","2"
"No","2012","Full Time","direct migration background","","","","","2"
"No","2012","Full Time","indirect migration background","","","","","2"
"No","2012","Part Time","no migration background","","","","","2"
"No","2012","Part Time","direct migration background","","","","","2"
"No","2012","Not Working","no migration background","","","","","2"
"No","2012","Not Working","direct migration background","","","","","2"
"No","2012","Not Working","indirect migration background","","","","","2"
"No","2012","Part Time","indirect migration background","","","","","2"
"Yes","2012","Full Time","no migration background","","","","","1"
"Yes","2012","Full Time","direct migration background","","","","","1"
"Yes","2012","Full Time","indirect migration background","","","","","1"
"Yes","2012","Part Time","no migration background","","","","","1"
"Yes","2012","Part Time","direct migration background","","","","","1"
"Yes","2012","Part Time","indirect migration background","","","","","1"
"Yes","2012","Not Working","no migration background","","","","","1"
"Yes","2012","Not Working","direct migration background","","","","","1"
"Yes","2012","Not Working","indirect migration background","","","","","1"
