"ple0017","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2009","16-34 y.","(0) in school","7","","",""
"Yes","2009","16-34 y.","(1a) inadequately completed","1","","",""
"Yes","2009","16-34 y.","(1b) general elementary school","15","","",""
"Yes","2009","16-34 y.","(1c) basic vocational qualification","17","","",""
"Yes","2009","16-34 y.","(2b) intermediate general qualification","11","","",""
"Yes","2009","16-34 y.","(2a) intermediate vocational","55","1","1","1"
"Yes","2009","16-34 y.","(2c_gen) general maturity certificate","27","","",""
"Yes","2009","16-34 y.","(2c_voc) vocational maturity certificate","30","1","1","1"
"Yes","2009","16-34 y.","(3a) lower tertiary education","15","","",""
"Yes","2009","16-34 y.","(3b) higher tertiary education","16","","",""
"Yes","2009","35-65 y.","(0) in school","","","",""
"Yes","2009","35-65 y.","(1a) inadequately completed","11","","",""
"Yes","2009","35-65 y.","(1b) general elementary school","42","1","1","1"
"Yes","2009","35-65 y.","(1c) basic vocational qualification","117","1","1","1"
"Yes","2009","35-65 y.","(2b) intermediate general qualification","11","","",""
"Yes","2009","35-65 y.","(2a) intermediate vocational","177","1","1","1"
"Yes","2009","35-65 y.","(2c_gen) general maturity certificate","7","","",""
"Yes","2009","35-65 y.","(2c_voc) vocational maturity certificate","55","1","1","1"
"Yes","2009","35-65 y.","(3a) lower tertiary education","68","1","1","1"
"Yes","2009","35-65 y.","(3b) higher tertiary education","84","1","1","1"
"Yes","2009","66 and older","(0) in school","","","",""
"Yes","2009","66 and older","(1a) inadequately completed","1","","",""
"Yes","2009","66 and older","(1b) general elementary school","21","","",""
"Yes","2009","66 and older","(1c) basic vocational qualification","55","1","1","1"
"Yes","2009","66 and older","(2b) intermediate general qualification","3","","",""
"Yes","2009","66 and older","(2a) intermediate vocational","18","","",""
"Yes","2009","66 and older","(2c_gen) general maturity certificate","1","","",""
"Yes","2009","66 and older","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2009","66 and older","(3a) lower tertiary education","9","","",""
"Yes","2009","66 and older","(3b) higher tertiary education","21","","",""
"Yes","2010","16-34 y.","(0) in school","","","",""
"Yes","2010","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2010","16-34 y.","(1b) general elementary school","","","",""
"Yes","2010","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2010","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2010","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2010","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2010","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2010","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2010","35-65 y.","(0) in school","","","",""
"Yes","2010","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2010","35-65 y.","(1b) general elementary school","","","",""
