"ple0017","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2009","no migration background","(0) in school","5","","",""
"Yes","2009","no migration background","(1a) inadequately completed","3","","",""
"Yes","2009","no migration background","(1b) general elementary school","49","1","1","1"
"Yes","2009","no migration background","(1c) basic vocational qualification","163","1","1","1"
"Yes","2009","no migration background","(2b) intermediate general qualification","18","","",""
"Yes","2009","no migration background","(2a) intermediate vocational","235","1","1","1"
"Yes","2009","no migration background","(2c_gen) general maturity certificate","28","","",""
"Yes","2009","no migration background","(2c_voc) vocational maturity certificate","75","1","1","1"
"Yes","2009","no migration background","(3a) lower tertiary education","87","1","1","1"
"Yes","2009","no migration background","(3b) higher tertiary education","105","1","1","1"
"Yes","2009","direct migration background","(0) in school","","","",""
"Yes","2009","direct migration background","(1a) inadequately completed","9","","",""
"Yes","2009","direct migration background","(1b) general elementary school","22","","",""
"Yes","2009","direct migration background","(1c) basic vocational qualification","16","","",""
"Yes","2009","direct migration background","(2b) intermediate general qualification","4","","",""
"Yes","2009","direct migration background","(2a) intermediate vocational","7","","",""
"Yes","2009","direct migration background","(2c_gen) general maturity certificate","3","","",""
"Yes","2009","direct migration background","(2c_voc) vocational maturity certificate","11","","",""
"Yes","2009","direct migration background","(3a) lower tertiary education","4","","",""
"Yes","2009","direct migration background","(3b) higher tertiary education","15","","",""
"Yes","2009","indirect migration background","(0) in school","2","","",""
"Yes","2009","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2009","indirect migration background","(1b) general elementary school","7","","",""
"Yes","2009","indirect migration background","(1c) basic vocational qualification","10","","",""
"Yes","2009","indirect migration background","(2b) intermediate general qualification","3","","",""
"Yes","2009","indirect migration background","(2a) intermediate vocational","8","","",""
"Yes","2009","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"Yes","2009","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"Yes","2009","indirect migration background","(3a) lower tertiary education","1","","",""
"Yes","2009","indirect migration background","(3b) higher tertiary education","1","","",""
"Yes","2010","no migration background","(0) in school","","","",""
"Yes","2010","no migration background","(1a) inadequately completed","","","",""
"Yes","2010","no migration background","(1b) general elementary school","","","",""
"Yes","2010","no migration background","(1c) basic vocational qualification","","","",""
