"ple0017","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Not Employed","lower secondary degree","136","1","1","1"
"Yes","2009","Not Employed","secondary school degree","78","1","1","1"
"Yes","2009","Not Employed","college entrance qualification","63","1","1","1"
"Yes","2009","Not Employed","Other degree","21","","",""
"Yes","2009","Not Employed","no degree/no degree yet","9","","",""
"Yes","2009","Employed","lower secondary degree","111","1","1","1"
"Yes","2009","Employed","secondary school degree","237","1","1","1"
"Yes","2009","Employed","college entrance qualification","211","1","1","1"
"Yes","2009","Employed","Other degree","22","","",""
"Yes","2009","Employed","no degree/no degree yet","11","","",""
"Yes","2010","Not Employed","lower secondary degree","","","",""
"Yes","2010","Not Employed","secondary school degree","","","",""
"Yes","2010","Not Employed","college entrance qualification","","","",""
"Yes","2010","Not Employed","Other degree","","","",""
"Yes","2010","Not Employed","no degree/no degree yet","","","",""
"Yes","2010","Employed","lower secondary degree","","","",""
"Yes","2010","Employed","secondary school degree","","","",""
"Yes","2010","Employed","college entrance qualification","","","",""
"Yes","2010","Employed","Other degree","","","",""
"Yes","2010","Employed","no degree/no degree yet","","","",""
"Yes","2011","Not Employed","lower secondary degree","160","1","1","1"
"Yes","2011","Not Employed","secondary school degree","90","1","1","1"
"Yes","2011","Not Employed","college entrance qualification","79","1","1","1"
"Yes","2011","Not Employed","Other degree","35","1","1","1"
"Yes","2011","Not Employed","no degree/no degree yet","12","","",""
"Yes","2011","Employed","lower secondary degree","161","1","1","1"
"Yes","2011","Employed","secondary school degree","300","1","1","1"
"Yes","2011","Employed","college entrance qualification","257","1","1","1"
"Yes","2011","Employed","Other degree","35","1","1","1"
"Yes","2011","Employed","no degree/no degree yet","10","","",""
"Yes","2012","Not Employed","lower secondary degree","","","",""
"Yes","2012","Not Employed","secondary school degree","","","",""
"Yes","2012","Not Employed","college entrance qualification","","","",""
"Yes","2012","Not Employed","Other degree","","","",""
"Yes","2012","Not Employed","no degree/no degree yet","","","",""
"Yes","2012","Employed","lower secondary degree","","","",""
"Yes","2012","Employed","secondary school degree","","","",""
"Yes","2012","Employed","college entrance qualification","","","",""
"Yes","2012","Employed","Other degree","","","",""
"Yes","2012","Employed","no degree/no degree yet","","","",""
"Yes","2013","Not Employed","lower secondary degree","164","1","1","1"
"Yes","2013","Not Employed","secondary school degree","108","1","1","1"
"Yes","2013","Not Employed","college entrance qualification","73","1","1","1"
"Yes","2013","Not Employed","Other degree","35","1","1","1"
"Yes","2013","Not Employed","no degree/no degree yet","22","","",""
"Yes","2013","Employed","lower secondary degree","167","1","1","1"
"Yes","2013","Employed","secondary school degree","309","1","1","1"
"Yes","2013","Employed","college entrance qualification","255","1","1","1"
"Yes","2013","Employed","Other degree","42","1","1","1"
"Yes","2013","Employed","no degree/no degree yet","14","","",""
"Yes","2014","Not Employed","lower secondary degree","","","",""
"Yes","2014","Not Employed","secondary school degree","","","",""
"Yes","2014","Not Employed","college entrance qualification","","","",""
"Yes","2014","Not Employed","Other degree","","","",""
"Yes","2014","Not Employed","no degree/no degree yet","","","",""
"Yes","2014","Employed","lower secondary degree","","","",""
"Yes","2014","Employed","secondary school degree","","","",""
"Yes","2014","Employed","college entrance qualification","","","",""
"Yes","2014","Employed","Other degree","","","",""
"Yes","2014","Employed","no degree/no degree yet","","","",""
"Yes","2015","Not Employed","lower secondary degree","148","1","1","1"
"Yes","2015","Not Employed","secondary school degree","143","1","1","1"
"Yes","2015","Not Employed","college entrance qualification","103","1","1","1"
"Yes","2015","Not Employed","Other degree","75","1","1","1"
"Yes","2015","Not Employed","no degree/no degree yet","50","1","1","1"
"Yes","2015","Employed","lower secondary degree","183","1","1","1"
"Yes","2015","Employed","secondary school degree","426","1","1","1"
"Yes","2015","Employed","college entrance qualification","403","1","1","1"
"Yes","2015","Employed","Other degree","112","1","1","1"
"Yes","2015","Employed","no degree/no degree yet","21","","",""
"Yes","2016","Not Employed","lower secondary degree","","","",""
"Yes","2016","Not Employed","secondary school degree","","","",""
"Yes","2016","Not Employed","college entrance qualification","","","",""
"Yes","2016","Not Employed","Other degree","","","",""
"Yes","2016","Not Employed","no degree/no degree yet","","","",""
"Yes","2016","Employed","lower secondary degree","","","",""
"Yes","2016","Employed","secondary school degree","","","",""
"Yes","2016","Employed","college entrance qualification","","","",""
"Yes","2016","Employed","Other degree","","","",""
"Yes","2016","Employed","no degree/no degree yet","","","",""
"Yes","2017","Not Employed","lower secondary degree","157","1","1","1"
"Yes","2017","Not Employed","secondary school degree","146","1","1","1"
"Yes","2017","Not Employed","college entrance qualification","111","1","1","1"
"Yes","2017","Not Employed","Other degree","63","1","1","1"
"Yes","2017","Not Employed","no degree/no degree yet","58","1","1","1"
"Yes","2017","Employed","lower secondary degree","191","1","1","1"
"Yes","2017","Employed","secondary school degree","456","1","1","1"
"Yes","2017","Employed","college entrance qualification","467","1","1","1"
"Yes","2017","Employed","Other degree","160","1","1","1"
"Yes","2017","Employed","no degree/no degree yet","35","1","1","1"
"Yes","2018","Not Employed","lower secondary degree","","","",""
"Yes","2018","Not Employed","secondary school degree","","","",""
"Yes","2018","Not Employed","college entrance qualification","","","",""
"Yes","2018","Not Employed","Other degree","","","",""
"Yes","2018","Not Employed","no degree/no degree yet","","","",""
"Yes","2018","Employed","lower secondary degree","","","",""
"Yes","2018","Employed","secondary school degree","","","",""
"Yes","2018","Employed","college entrance qualification","","","",""
"Yes","2018","Employed","Other degree","","","",""
"Yes","2018","Employed","no degree/no degree yet","","","",""
"Yes","2019","Not Employed","lower secondary degree","148","1","1","1"
"Yes","2019","Not Employed","secondary school degree","143","1","1","1"
"Yes","2019","Not Employed","college entrance qualification","137","1","1","1"
"Yes","2019","Not Employed","Other degree","60","1","1","1"
"Yes","2019","Not Employed","no degree/no degree yet","44","1","1","1"
"Yes","2019","Employed","lower secondary degree","182","1","1","1"
"Yes","2019","Employed","secondary school degree","468","1","1","1"
"Yes","2019","Employed","college entrance qualification","506","1","1","1"
"Yes","2019","Employed","Other degree","134","1","1","1"
"Yes","2019","Employed","no degree/no degree yet","20","","",""
