"ple0017","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Full Time","Male","104","0.0239717141308841","0.0195466201859888","0.0283968080757795"
"Yes","2009","Full Time","Female","211","0.0964440431873282","0.0846924428128188","0.108195643561838"
"Yes","2009","Part Time","Male","28","","",""
"Yes","2009","Part Time","Female","267","0.0830627174229028","0.0732780898645757","0.09284734498123"
"Yes","2009","Not Working","Male","54","0.0196671246328132","0.014594182426194","0.0247400668394324"
"Yes","2009","Not Working","Female","265","0.060924282944534","0.0535136540175069","0.0683349118715611"
"No","2009","Full Time","Male","4486","0.976028285869116","0.971603191924221","0.980453379814011"
"No","2009","Full Time","Female","2213","0.903555956812672","0.891804356438162","0.915307557187181"
"No","2009","Part Time","Male","1148","0.965715312296002","0.955315653567412","0.976114971024592"
"No","2009","Part Time","Female","2789","0.916937282577097","0.90715265501877","0.926721910135424"
"No","2009","Not Working","Male","2824","0.980332875367187","0.975259933160568","0.985405817573806"
"No","2009","Not Working","Female","3737","0.939075717055466","0.931665088128439","0.946486345982493"
"Yes","2010","Full Time","Male","","","",""
"Yes","2010","Full Time","Female","","","",""
"Yes","2010","Part Time","Male","","","",""
"Yes","2010","Part Time","Female","","","",""
"Yes","2010","Not Working","Male","","","",""
"Yes","2010","Not Working","Female","","","",""
"No","2010","Full Time","Male","","","",""
"No","2010","Full Time","Female","","","",""
"No","2010","Part Time","Male","","","",""
"No","2010","Part Time","Female","","","",""
"No","2010","Not Working","Male","","","",""
"No","2010","Not Working","Female","","","",""
"Yes","2011","Full Time","Male","135","0.0273523644491493","0.0228425854186699","0.0318621434796288"
"Yes","2011","Full Time","Female","267","0.0975213485369407","0.0865033221287295","0.108539374945152"
"Yes","2011","Part Time","Male","37","0.0262811747852876","0.0178654305463226","0.0346969190242526"
"Yes","2011","Part Time","Female","340","0.0901053419660414","0.0806409114952664","0.0995697724368165"
"Yes","2011","Not Working","Male","57","0.0181645803902609","0.0136927384553132","0.0226364223252085"
"Yes","2011","Not Working","Female","324","0.0697316867198286","0.062465671703971","0.0769977017356862"
