"ple0017","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Full Time","1-pers.-HH","53","0.0464875674633018","0.0334254251476753","0.0595497097789283"
"Yes","2009","Full Time","(Married) couple without C. ","116","0.0598121824074808","0.0498962125738918","0.0697281522410697"
"Yes","2009","Full Time","Single parent ","18","","",""
"Yes","2009","Full Time","Couple + C. LE 16 ","59","0.0470690959546624","0.0360146452091668","0.058123546700158"
"Yes","2009","Full Time","Couple + C. GT 16 ","51","0.0286119319930848","0.0200339652305333","0.0371898987556364"
"Yes","2009","Full Time","Couple + C. LE and GT 16","11","","",""
"Yes","2009","Part Time","1-pers.-HH","25","","",""
"Yes","2009","Part Time","(Married) couple without C. ","65","0.0524251589448338","0.0392057082183454","0.0656446096713221"
"Yes","2009","Part Time","Single parent ","30","0.0712277417096165","0.044087247693067","0.098368235726166"
"Yes","2009","Part Time","Couple + C. LE 16 ","94","0.0978544565368426","0.0796296121545239","0.116079300919161"
"Yes","2009","Part Time","Couple + C. GT 16 ","46","0.0532942711138192","0.0384027129964853","0.0681858292311532"
"Yes","2009","Part Time","Couple + C. LE and GT 16","34","0.105641028643282","0.0750168215435448","0.13626523574302"
"Yes","2009","Not Working","1-pers.-HH","57","0.0362055635210105","0.0266563130039008","0.0457548140381202"
"Yes","2009","Not Working","(Married) couple without C. ","153","0.0443657150417077","0.0374364085180443","0.0512950215653711"
"Yes","2009","Not Working","Single parent ","21","","",""
"Yes","2009","Not Working","Couple + C. LE 16 ","41","0.0814648909010211","0.0555796288749726","0.10735015292707"
"Yes","2009","Not Working","Couple + C. GT 16 ","24","","",""
"Yes","2009","Not Working","Couple + C. LE and GT 16","15","","",""
"No","2009","Full Time","1-pers.-HH","945","0.953512432536698","0.940450290221072","0.966574574852325"
"No","2009","Full Time","(Married) couple without C. ","2081","0.940187817592519","0.93027184775893","0.950103787426108"
"No","2009","Full Time","Single parent ","340","0.926265074688024","0.89919366666969","0.953336482706357"
