"ple0017","year","age_gr","n","percent","lower_confidence","upper_confidence"
"Yes","2009","16-34 y.","217","0.0514890139431704","0.0446456271289274","0.0583324007574134"
"Yes","2009","35-65 y.","577","0.0600883858955088","0.0554072921581305","0.0647694796328872"
"Yes","2009","66 and older","135","0.0308739977599217","0.0256544859384352","0.0360935095814081"
"No","2009","16-34 y.","3789","0.94851098605683","0.941667599242587","0.955354372871073"
"No","2009","35-65 y.","9324","0.939911614104491","0.935230520367113","0.94459270784187"
"No","2009","66 and older","4084","0.969126002240078","0.963906490418592","0.974345514061565"
"Yes","2010","16-34 y.","","","",""
"Yes","2010","35-65 y.","","","",""
"Yes","2010","66 and older","","","",""
"No","2010","16-34 y.","","","",""
"No","2010","35-65 y.","","","",""
"No","2010","66 and older","","","",""
"Yes","2011","16-34 y.","275","0.05749225921241","0.0505402905541408","0.0644442278706792"
"Yes","2011","35-65 y.","705","0.0621784838036942","0.0577384963003278","0.0666184713070605"
"Yes","2011","66 and older","180","0.036474622736153","0.0313743735505329","0.041574871921773"
"No","2011","16-34 y.","4032","0.94250774078759","0.935555772129321","0.949459709445859"
"No","2011","35-65 y.","10658","0.937821516196306","0.933381528692939","0.942261503699672"
"No","2011","66 and older","5010","0.963525377263847","0.958425128078227","0.968625626449467"
"Yes","2012","16-34 y.","","","",""
"Yes","2012","35-65 y.","","","",""
"Yes","2012","66 and older","","","",""
"No","2012","16-34 y.","","","",""
"No","2012","35-65 y.","","","",""
"No","2012","66 and older","","","",""
"Yes","2013","16-34 y.","272","0.0680890669846965","0.0599823395877756","0.0761957943816174"
"Yes","2013","35-65 y.","758","0.07478433568589","0.0696945298049622","0.0798741415668178"
"Yes","2013","66 and older","189","0.0403476258695159","0.0348945415777131","0.0458007101613186"
"No","2013","16-34 y.","3437","0.931910933015304","0.923804205618383","0.940017660412224"
"No","2013","35-65 y.","9502","0.92521566431411","0.920125858433182","0.930305470195038"
"No","2013","66 and older","4813","0.959652374130484","0.954199289838681","0.965105458422287"
"Yes","2014","16-34 y.","","","",""
"Yes","2014","35-65 y.","","","",""
"Yes","2014","66 and older","","","",""
"No","2014","16-34 y.","","","",""
"No","2014","35-65 y.","","","",""
"No","2014","66 and older","","","",""
"Yes","2015","16-34 y.","423","0.0724854816047727","0.0657951744478106","0.0791757887617347"
"Yes","2015","35-65 y.","1111","0.0732623359173858","0.0690137149971817","0.0775109568375898"
"Yes","2015","66 and older","185","0.0416150221015994","0.0360521805293632","0.0471778636738357"
"No","2015","16-34 y.","5347","0.927514518395227","0.920824211238265","0.934204825552189"
"No","2015","35-65 y.","13338","0.926737664082614","0.92248904316241","0.930986285002818"
"No","2015","66 and older","4766","0.9583849778984","0.952822136326164","0.963947819470637"
"Yes","2016","16-34 y.","","","",""
"Yes","2016","35-65 y.","","","",""
"Yes","2016","66 and older","","","",""
"No","2016","16-34 y.","","","",""
"No","2016","35-65 y.","","","",""
"No","2016","66 and older","","","",""
"Yes","2017","16-34 y.","468","0.0760681051458333","0.0694929932436474","0.0826432170480191"
"Yes","2017","35-65 y.","1257","0.0778540816945491","0.0736284207056173","0.0820797426834808"
"Yes","2017","66 and older","188","0.0460523834236722","0.0402617916986155","0.0518429751487288"
"No","2017","16-34 y.","5777","0.923931894854167","0.917356782951981","0.930507006756353"
"No","2017","35-65 y.","14188","0.922145918305451","0.917920257316519","0.926371579294383"
"No","2017","66 and older","4845","0.953947616576328","0.948157024851271","0.959738208301384"
"Yes","2018","16-34 y.","","","",""
"Yes","2018","35-65 y.","","","",""
"Yes","2018","66 and older","","","",""
"No","2018","16-34 y.","","","",""
"No","2018","35-65 y.","","","",""
"No","2018","66 and older","","","",""
"Yes","2019","16-34 y.","433","0.0733343823631731","0.0664172473232654","0.0802515174030809"
"Yes","2019","35-65 y.","1270","0.0823824684499788","0.0780082207160837","0.0867567161838738"
"Yes","2019","66 and older","218","0.0476967915426297","0.0419301259743525","0.0534634571109068"
"No","2019","16-34 y.","5023","0.926665617636827","0.919748482596919","0.933582752676735"
"No","2019","35-65 y.","13907","0.917617531550021","0.913243283816126","0.921991779283916"
"No","2019","66 and older","5029","0.95230320845737","0.946536542889093","0.958069874025648"
