"ple0017","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2009","higher education","3836","0.947076952225515","0.940181079140206","0.953972825310825","2"
"No","2009","higher vocational","1267","0.953054766834717","0.941720988526756","0.964388545142678","2"
"No","2009","vocational + Abi","938","0.936018653703095","0.920873748351694","0.951163559054497","2"
"No","2009","middle vocational","8671","0.949421916474169","0.944922296057057","0.953921536891282","2"
"No","2009","general elemantary","1710","0.948315219490192","0.938121640495957","0.958508798484428","2"
"No","2009","inadequately","158","0.943087702052693","0.908158887991917","0.978016516113468","2"
"No","2009","in school","306","0.97855425194216","0.962505584556408","0.994602919327913","2"
"Yes","2009","in school","7","","","","1"
"Yes","2009","inadequately","11","","","","1"
"Yes","2009","general elemantary","102","0.0516847805098075","0.0414912015155723","0.0618783595040427","1"
"Yes","2009","middle vocational","440","0.0505780835258305","0.0460784631087179","0.0550777039429432","1"
"Yes","2009","vocational + Abi","65","0.0639813462969046","0.0488364409455029","0.0791262516483062","1"
"Yes","2009","higher vocational","71","0.0469452331652829","0.035611454857322","0.0582790114732438","1"
"Yes","2009","higher education","213","0.0529230477744845","0.0460271746891751","0.0598189208597939","1"
"No","2010","higher education","","","","","2"
"No","2010","vocational + Abi","","","","","2"
"No","2010","higher vocational","","","","","2"
"No","2010","general elemantary","","","","","2"
"No","2010","middle vocational","","","","","2"
"No","2010","in school","","","","","2"
"No","2010","inadequately","","","","","2"
"Yes","2010","in school","","","","","1"
"Yes","2010","inadequately","","","","","1"
"Yes","2010","general elemantary","","","","","1"
"Yes","2010","middle vocational","","","","","1"
"Yes","2010","vocational + Abi","","","","","1"
"Yes","2010","higher vocational","","","","","1"
"Yes","2010","higher education","","","","","1"
"No","2011","higher education","4353","0.948188767107708","0.941783628363282","0.954593905852133","2"
"No","2011","vocational + Abi","1120","0.939073079179234","0.925589994848307","0.952556163510161","2"
"No","2011","higher vocational","1369","0.938236886305885","0.925863552473162","0.950610220138609","2"
"No","2011","general elemantary","2050","0.946721292094875","0.937310799733907","0.956131784455842","2"
"No","2011","middle vocational","9984","0.945253918831843","0.940912678868958","0.949595158794727","2"
"No","2011","inadequately","219","0.923888251678623","0.889839146594434","0.957937356762813","2"
"No","2011","in school","302","0.979167308744458","0.963344737359573","0.994989880129343","2"
"Yes","2011","general elemantary","138","0.0532787079051254","0.0438682155441583","0.0626892002660925","1"
"Yes","2011","middle vocational","564","0.0547460811681571","0.0504048412052726","0.0590873211310416","1"
"Yes","2011","in school","11","","","","1"
"Yes","2011","inadequately","14","","","","1"
"Yes","2011","higher education","247","0.0518112328922923","0.0454060941478667","0.0582163716367179","1"
"Yes","2011","vocational + Abi","89","0.0609269208207659","0.0474438364898392","0.0744100051516926","1"
"Yes","2011","higher vocational","85","0.0617631136941148","0.0493897798613911","0.0741364475268384","1"
"No","2012","vocational + Abi","","","","","2"
"No","2012","higher education","","","","","2"
"No","2012","higher vocational","","","","","2"
"No","2012","general elemantary","","","","","2"
