"ple0017","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Not Working","inadequately","92","0.938981379031352","0.89134684645696","0.986615911605743","2"
"No","2009","Not Working","vocational + Abi","230","0.943251850392145","0.914222129301251","0.972281571483039","2"
"No","2009","Not Working","higher vocational","414","0.977784561771298","0.963788935987321","0.991780187555276","2"
"No","2009","Not Working","middle vocational","3389","0.954010842684632","0.947124418658617","0.960897266710647","2"
"No","2009","Not Working","general elemantary","1001","0.951449306207168","0.938498529835082","0.964400082579254","2"
"No","2009","Part Time","higher vocational","279","0.91892932487411","0.888247283620601","0.949611366127618","2"
"No","2009","Part Time","higher education","826","0.934067372348459","0.91776343938827","0.950371305308648","2"
"No","2009","Not Working","higher education","1054","0.956435610820595","0.94441108486806","0.96846013677313","2"
"No","2009","Part Time","middle vocational","2060","0.930755405918712","0.920147064926898","0.941363746910526","2"
"No","2009","Part Time","vocational + Abi","258","0.928212562549983","0.898084480649796","0.95834064445017","2"
"No","2009","Not Working","in school","249","0.987644571483092","0.974005743017254","1.00128339994893","2"
"No","2009","Part Time","in school","57","0.95572554366301","0.903676149227142","1.00777493809888","2"
"No","2009","Part Time","inadequately","28","","","","2"
"No","2009","Part Time","general elemantary","334","0.938986201685365","0.914363346279518","0.963609057091211","2"
"No","2009","Full Time","higher vocational","574","0.951162075018219","0.934030307751293","0.968293842285144","2"
"No","2009","Full Time","higher education","1956","0.948066098664487","0.938465370004307","0.957666827324666","2"
"No","2009","Full Time","general elemantary","375","0.94875597940856","0.926900588747116","0.970611370070003","2"
"No","2009","Full Time","middle vocational","3222","0.956704521492657","0.949819859778006","0.963589183207307","2"
"No","2009","Full Time","vocational + Abi","450","0.936533792389705","0.914655072821781","0.958412511957629","2"
"No","2009","Full Time","in school","","","","","2"
"No","2009","Full Time","inadequately","38","0.987323123167524","0.952653119714287","1.02199312662076","2"
"Yes","2009","Full Time","in school","1","","","","1"
"Yes","2009","Full Time","inadequately","2","","","","1"
"Yes","2009","Full Time","general elemantary","16","","","","1"
"Yes","2009","Full Time","middle vocational","135","0.0432954785073432","0.0364108167926926","0.0501801402219937","1"
"Yes","2009","Full Time","vocational + Abi","27","","","","1"
"Yes","2009","Full Time","higher vocational","34","0.0488379249817814","0.0317061577148563","0.0659696922487065","1"
"Yes","2009","Full Time","higher education","96","0.0519339013355133","0.042333172675334","0.0615346299956927","1"
"Yes","2009","Part Time","in school","3","","","","1"
"Yes","2009","Part Time","inadequately","4","","","","1"
"Yes","2009","Part Time","general elemantary","29","","","","1"
"Yes","2009","Part Time","middle vocational","140","0.0692445940812883","0.0586362530894742","0.0798529350731024","1"
"Yes","2009","Part Time","vocational + Abi","24","","","","1"
"Yes","2009","Part Time","higher vocational","25","","","","1"
"Yes","2009","Part Time","higher education","64","0.0659326276515411","0.0496286946913521","0.08223656061173","1"
"Yes","2009","Not Working","in school","3","","","","1"
"Yes","2009","Not Working","inadequately","5","","","","1"
"Yes","2009","Not Working","general elemantary","57","0.0485506937928317","0.0355999174207456","0.0615014701649178","1"
"Yes","2009","Not Working","middle vocational","165","0.0459891573153678","0.0391027332893526","0.0528755813413829","1"
"Yes","2009","Not Working","vocational + Abi","14","","","","1"
"Yes","2009","Not Working","higher vocational","12","","","","1"
"Yes","2009","Not Working","higher education","53","0.0435643891794049","0.0315398632268696","0.0555889151319401","1"
"No","2010","Not Working","inadequately","","","","","2"
"No","2010","Not Working","vocational + Abi","","","","","2"
"No","2010","Not Working","general elemantary","","","","","2"
"No","2010","Not Working","middle vocational","","","","","2"
"No","2010","Part Time","middle vocational","","","","","2"
"No","2010","Part Time","vocational + Abi","","","","","2"
"No","2010","Not Working","higher vocational","","","","","2"
"No","2010","Part Time","higher vocational","","","","","2"
"No","2010","Not Working","higher education","","","","","2"
"No","2010","Part Time","higher education","","","","","2"
"No","2010","Not Working","in school","","","","","2"
"No","2010","Full Time","higher vocational","","","","","2"
"No","2010","Full Time","higher education","","","","","2"
"No","2010","Part Time","in school","","","","","2"
"No","2010","Part Time","inadequately","","","","","2"
"No","2010","Part Time","general elemantary","","","","","2"
"No","2010","Full Time","in school","","","","","2"
"No","2010","Full Time","inadequately","","","","","2"
"No","2010","Full Time","general elemantary","","","","","2"
"No","2010","Full Time","middle vocational","","","","","2"
"No","2010","Full Time","vocational + Abi","","","","","2"
"Yes","2010","Part Time","general elemantary","","","","","1"
"Yes","2010","Part Time","middle vocational","","","","","1"
"Yes","2010","Part Time","vocational + Abi","","","","","1"
"Yes","2010","Part Time","higher vocational","","","","","1"
"Yes","2010","Full Time","in school","","","","","1"
"Yes","2010","Full Time","inadequately","","","","","1"
"Yes","2010","Full Time","general elemantary","","","","","1"
"Yes","2010","Full Time","middle vocational","","","","","1"
"Yes","2010","Full Time","vocational + Abi","","","","","1"
"Yes","2010","Full Time","higher vocational","","","","","1"
"Yes","2010","Full Time","higher education","","","","","1"
"Yes","2010","Part Time","in school","","","","","1"
"Yes","2010","Part Time","inadequately","","","","","1"
"Yes","2010","Part Time","higher education","","","","","1"
"Yes","2010","Not Working","in school","","","","","1"
"Yes","2010","Not Working","inadequately","","","","","1"
"Yes","2010","Not Working","general elemantary","","","","","1"
"Yes","2010","Not Working","middle vocational","","","","","1"
"Yes","2010","Not Working","vocational + Abi","","","","","1"
"Yes","2010","Not Working","higher vocational","","","","","1"
"Yes","2010","Not Working","higher education","","","","","1"
"No","2011","Part Time","higher vocational","279","0.914440550372408","0.883049207057427","0.945831893687389","2"
"No","2011","Part Time","middle vocational","2426","0.931761199207918","0.922100373802116","0.94142202461372","2"
"No","2011","Part Time","vocational + Abi","335","0.903404677584552","0.873506021144909","0.933303334024195","2"
"No","2011","Part Time","higher education","891","0.931899504355028","0.916005105350606","0.94779390335945","2"
"No","2011","Not Working","in school","244","0.990226767363639","0.978007789819414","1.00244574490786","2"
"No","2011","Full Time","higher vocational","638","0.947190183461409","0.930305455559766","0.964074911363051","2"
"No","2011","Not Working","inadequately","128","0.884788325987533","0.831711049973009","0.937865602002056","2"
"No","2011","Not Working","general elemantary","1201","0.951461713001061","0.939675059311675","0.963248366690446","2"
"No","2011","Full Time","higher education","2179","0.9464318426808","0.937223836142953","0.955639849218648","2"
"No","2011","Part Time","in school","53","0.935348914415844","0.872601357768154","0.998096471063535","2"
"No","2011","Part Time","inadequately","50","0.977816463019078","0.937395461355837","1.01823746468232","2"
"No","2011","Not Working","middle vocational","4074","0.950154529395356","0.943621713842617","0.956687344948094","2"
"No","2011","Not Working","vocational + Abi","255","0.953003365586044","0.927944961650419","0.978061769521669","2"
"No","2011","Not Working","higher vocational","452","0.939221235770345","0.917734958750803","0.960707512789888","2"
"No","2011","Not Working","higher education","1283","0.963566740822412","0.953527290235362","0.973606191409462","2"
"No","2011","Part Time","general elemantary","407","0.943759392947203","0.922257116571371","0.965261669323036","2"
"No","2011","Full Time","in school","5","","","","2"
"No","2011","Full Time","inadequately","41","0.995225572293044","0.974622343397038","1.01582880118905","2"
"No","2011","Full Time","general elemantary","442","0.937048932327887","0.915091485118603","0.95900637953717","2"
"No","2011","Full Time","middle vocational","3484","0.948320601588073","0.94115636787636","0.955484835299786","2"
"No","2011","Full Time","vocational + Abi","530","0.949662951065121","0.931554441757679","0.967771460372564","2"
"Yes","2011","Full Time","higher education","118","0.0535681573191994","0.0443601507813518","0.062776163857047","1"
"Yes","2011","Part Time","in school","6","","","","1"
"Yes","2011","Part Time","inadequately","1","","","","1"
"Yes","2011","Part Time","general elemantary","34","0.0562406070527968","0.0347383306769644","0.0777428834286291","1"
"Yes","2011","Full Time","higher vocational","36","0.0528098165385915","0.0359250886369489","0.069694544440234","1"
"Yes","2011","Not Working","higher vocational","23","","","","1"
"Yes","2011","Not Working","higher education","55","0.0364332591775881","0.0263938085905377","0.0464727097646384","1"
"Yes","2011","Part Time","middle vocational","191","0.0682388007920821","0.0585779753862803","0.077899626197884","1"
"Yes","2011","Part Time","vocational + Abi","40","0.0965953224154481","0.0666966659758051","0.126493978855091","1"
"Yes","2011","Part Time","higher vocational","26","","","","1"
"Yes","2011","Full Time","in school","","","","","1"
"Yes","2011","Full Time","inadequately","2","","","","1"
"Yes","2011","Full Time","general elemantary","28","","","","1"
"Yes","2011","Full Time","middle vocational","184","0.051679398411927","0.0445151647002138","0.0588436321236403","1"
"Yes","2011","Full Time","vocational + Abi","30","0.0503370489348787","0.0322285396274361","0.0684455582423212","1"
"Yes","2011","Not Working","vocational + Abi","19","","","","1"
"Yes","2011","Part Time","higher education","74","0.0681004956449718","0.0522060966405495","0.0839948946493942","1"
"Yes","2011","Not Working","in school","5","","","","1"
"Yes","2011","Not Working","inadequately","11","","","","1"
"Yes","2011","Not Working","general elemantary","76","0.0485382869989395","0.0367516333095535","0.0603249406883254","1"
"Yes","2011","Not Working","middle vocational","189","0.0498454706046441","0.0433126550519057","0.0563782861573826","1"
"No","2012","Not Working","higher vocational","","","","","2"
"No","2012","Not Working","higher education","","","","","2"
"No","2012","Part Time","middle vocational","","","","","2"
"No","2012","Not Working","vocational + Abi","","","","","2"
"No","2012","Part Time","vocational + Abi","","","","","2"
"No","2012","Part Time","higher vocational","","","","","2"
"No","2012","Part Time","higher education","","","","","2"
"No","2012","Not Working","in school","","","","","2"
"No","2012","Not Working","inadequately","","","","","2"
"No","2012","Not Working","general elemantary","","","","","2"
"No","2012","Not Working","middle vocational","","","","","2"
"No","2012","Full Time","higher vocational","","","","","2"
"No","2012","Full Time","higher education","","","","","2"
"No","2012","Part Time","in school","","","","","2"
"No","2012","Part Time","inadequately","","","","","2"
"No","2012","Part Time","general elemantary","","","","","2"
"No","2012","Full Time","in school","","","","","2"
"No","2012","Full Time","inadequately","","","","","2"
"No","2012","Full Time","general elemantary","","","","","2"
"No","2012","Full Time","middle vocational","","","","","2"
"No","2012","Full Time","vocational + Abi","","","","","2"
"Yes","2012","Not Working","general elemantary","","","","","1"
"Yes","2012","Not Working","middle vocational","","","","","1"
"Yes","2012","Not Working","vocational + Abi","","","","","1"
"Yes","2012","Not Working","higher vocational","","","","","1"
"Yes","2012","Not Working","higher education","","","","","1"
"Yes","2012","Full Time","middle vocational","","","","","1"
"Yes","2012","Full Time","vocational + Abi","","","","","1"
"Yes","2012","Full Time","higher vocational","","","","","1"
"Yes","2012","Full Time","higher education","","","","","1"
"Yes","2012","Full Time","general elemantary","","","","","1"
"Yes","2012","Part Time","in school","","","","","1"
"Yes","2012","Part Time","inadequately","","","","","1"
"Yes","2012","Part Time","general elemantary","","","","","1"
"Yes","2012","Not Working","inadequately","","","","","1"
"Yes","2012","Part Time","middle vocational","","","","","1"
"Yes","2012","Part Time","vocational + Abi","","","","","1"
"Yes","2012","Part Time","higher vocational","","","","","1"
"Yes","2012","Full Time","in school","","","","","1"
"Yes","2012","Full Time","inadequately","","","","","1"
"Yes","2012","Part Time","higher education","","","","","1"
"Yes","2012","Not Working","in school","","","","","1"
"No","2013","Not Working","general elemantary","1011","0.955182596679603","0.942802763979252","0.967562429379954","2"
