"pli0093_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Couple + C. LE 16 ","(3b) higher tertiary education","5","","",""
"Daily","1990","Couple + C. GT 16 ","(0) in school","11","","",""
"Daily","1990","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Daily","1990","Couple + C. GT 16 ","(1b) general elementary school","9","","",""
"Daily","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","11","","",""
"Daily","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","8","","",""
"Daily","1990","Couple + C. GT 16 ","(2a) intermediate vocational","10","","",""
"Daily","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","10","","",""
"Daily","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Couple + C. GT 16 ","(3a) lower tertiary education","2","","",""
"Daily","1990","Couple + C. GT 16 ","(3b) higher tertiary education","5","","",""
"Daily","1990","Couple + C. LE and GT 16","(0) in school","8","","",""
"Daily","1990","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Daily","1990","Couple + C. LE and GT 16","(1b) general elementary school","5","","",""
"Daily","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","2","","",""
"Daily","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","3","","",""
"Daily","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","5","","",""
"Daily","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","2","","",""
"Daily","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"Daily","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","2","","",""
"Min 1x per week","1990","1-pers.-HH","(0) in school","1","","",""
"Min 1x per week","1990","1-pers.-HH","(1a) inadequately completed","1","","",""
"Min 1x per week","1990","1-pers.-HH","(1b) general elementary school","11","","",""
"Min 1x per week","1990","1-pers.-HH","(1c) basic vocational qualification","22","","",""
"Min 1x per week","1990","1-pers.-HH","(2b) intermediate general qualification","9","","",""
"Min 1x per week","1990","1-pers.-HH","(2a) intermediate vocational","16","","",""
"Min 1x per week","1990","1-pers.-HH","(2c_gen) general maturity certificate","6","","",""
"Min 1x per week","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","10","","",""
"Min 1x per week","1990","1-pers.-HH","(3a) lower tertiary education","6","","",""
"Min 1x per week","1990","1-pers.-HH","(3b) higher tertiary education","16","","",""
"Min 1x per week","1990","(Married) couple without C. ","(0) in school","","","",""
"Min 1x per week","1990","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Min 1x per week","1990","(Married) couple without C. ","(1b) general elementary school","21","","",""
"Min 1x per week","1990","(Married) couple without C. ","(1c) basic vocational qualification","61","0.0673404523029924","0.0512250994583494","0.0834558051476355"
"Min 1x per week","1990","(Married) couple without C. ","(2b) intermediate general qualification","5","","",""
"Min 1x per week","1990","(Married) couple without C. ","(2a) intermediate vocational","39","0.102346033189744","0.0713357991895452","0.133356267189943"
"Min 1x per week","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","6","","",""
"Min 1x per week","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","14","","",""
"Min 1x per week","1990","(Married) couple without C. ","(3a) lower tertiary education","9","","",""
"Min 1x per week","1990","(Married) couple without C. ","(3b) higher tertiary education","28","","",""
"Min 1x per week","1990","Single parent ","(0) in school","3","","",""
"Min 1x per week","1990","Single parent ","(1a) inadequately completed","1","","",""
"Min 1x per week","1990","Single parent ","(1b) general elementary school","11","","",""
"Min 1x per week","1990","Single parent ","(1c) basic vocational qualification","11","","",""
"Min 1x per week","1990","Single parent ","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Single parent ","(2a) intermediate vocational","9","","",""
"Min 1x per week","1990","Single parent ","(2c_gen) general maturity certificate","11","","",""
"Min 1x per week","1990","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per week","1990","Single parent ","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Single parent ","(3b) higher tertiary education","5","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(1a) inadequately completed","4","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(1b) general elementary school","12","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","51","0.073343614219246","0.0548938455940037","0.0917933828444882"
"Min 1x per week","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(2a) intermediate vocational","48","0.12037560545178","0.0865737167961823","0.154177494107379"
"Min 1x per week","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","9","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","16","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(3a) lower tertiary education","6","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","(3b) higher tertiary education","27","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(0) in school","21","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(1a) inadequately completed","4","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(1b) general elementary school","21","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","55","0.0823228929495374","0.0613218721561818","0.103323913742893"
"Min 1x per week","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","22","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(2a) intermediate vocational","32","0.131503209553919","0.0873452378143328","0.175661181293505"
"Min 1x per week","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","25","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","12","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(3a) lower tertiary education","4","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","(3b) higher tertiary education","13","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(0) in school","10","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(1b) general elementary school","14","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","16","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","10","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","15","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","5","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","2","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Min 1x per month","1990","1-pers.-HH","(0) in school","","","",""
"Min 1x per month","1990","1-pers.-HH","(1a) inadequately completed","","","",""
"Min 1x per month","1990","1-pers.-HH","(1b) general elementary school","9","","",""
"Min 1x per month","1990","1-pers.-HH","(1c) basic vocational qualification","35","0.110310740798431","0.0754933701457566","0.145128111451105"
"Min 1x per month","1990","1-pers.-HH","(2b) intermediate general qualification","11","","",""
"Min 1x per month","1990","1-pers.-HH","(2a) intermediate vocational","24","","",""
"Min 1x per month","1990","1-pers.-HH","(2c_gen) general maturity certificate","5","","",""
"Min 1x per month","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","22","","",""
"Min 1x per month","1990","1-pers.-HH","(3a) lower tertiary education","10","","",""
"Min 1x per month","1990","1-pers.-HH","(3b) higher tertiary education","14","","",""
"Min 1x per month","1990","(Married) couple without C. ","(0) in school","","","",""
"Min 1x per month","1990","(Married) couple without C. ","(1a) inadequately completed","7","","",""
"Min 1x per month","1990","(Married) couple without C. ","(1b) general elementary school","27","","",""
"Min 1x per month","1990","(Married) couple without C. ","(1c) basic vocational qualification","111","0.114255926267505","0.0937993132593878","0.134712539275623"
"Min 1x per month","1990","(Married) couple without C. ","(2b) intermediate general qualification","6","","",""
"Min 1x per month","1990","(Married) couple without C. ","(2a) intermediate vocational","54","0.159471078454041","0.122014133281364","0.196928023626717"
"Min 1x per month","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","9","","",""
"Min 1x per month","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","18","","",""
"Min 1x per month","1990","(Married) couple without C. ","(3a) lower tertiary education","14","","",""
"Min 1x per month","1990","(Married) couple without C. ","(3b) higher tertiary education","24","","",""
"Min 1x per month","1990","Single parent ","(0) in school","2","","",""
"Min 1x per month","1990","Single parent ","(1a) inadequately completed","","","",""
"Min 1x per month","1990","Single parent ","(1b) general elementary school","5","","",""
"Min 1x per month","1990","Single parent ","(1c) basic vocational qualification","12","","",""
"Min 1x per month","1990","Single parent ","(2b) intermediate general qualification","9","","",""
"Min 1x per month","1990","Single parent ","(2a) intermediate vocational","10","","",""
"Min 1x per month","1990","Single parent ","(2c_gen) general maturity certificate","3","","",""
"Min 1x per month","1990","Single parent ","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per month","1990","Single parent ","(3a) lower tertiary education","1","","",""
"Min 1x per month","1990","Single parent ","(3b) higher tertiary education","2","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(1a) inadequately completed","3","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(1b) general elementary school","27","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","63","0.0887157968827433","0.06859348810514","0.108838105660346"
"Min 1x per month","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","4","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(2a) intermediate vocational","65","0.182375339933491","0.142262524984045","0.222488154882937"
"Min 1x per month","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","4","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","17","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(3a) lower tertiary education","7","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","(3b) higher tertiary education","27","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(0) in school","4","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(1a) inadequately completed","6","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(1b) general elementary school","27","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","71","0.112561473929814","0.0884124729458544","0.136710474913774"
"Min 1x per month","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","31","0.243284593674478","0.168954154639079","0.317615032709877"
"Min 1x per month","1990","Couple + C. GT 16 ","(2a) intermediate vocational","44","0.202063983650113","0.149597093709628","0.254530873590598"
"Min 1x per month","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","35","0.268079889204904","0.193633678927372","0.342526099482436"
"Min 1x per month","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","9","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(3a) lower tertiary education","5","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","(3b) higher tertiary education","15","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(0) in school","4","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(1b) general elementary school","14","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","30","0.141660257622062","0.096693070098243","0.186627445145881"
"Min 1x per month","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","11","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","8","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","1","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","3","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","7","","",""
"Rarely","1990","1-pers.-HH","(0) in school","2","","",""
"Rarely","1990","1-pers.-HH","(1a) inadequately completed","9","","",""
"Rarely","1990","1-pers.-HH","(1b) general elementary school","34","0.127414077021356","0.0869620168232966","0.167866137219415"
"Rarely","1990","1-pers.-HH","(1c) basic vocational qualification","64","0.193149842609888","0.1492754093257","0.237024275894076"
"Rarely","1990","1-pers.-HH","(2b) intermediate general qualification","10","","",""
"Rarely","1990","1-pers.-HH","(2a) intermediate vocational","42","0.266172064151438","0.197040462076376","0.3353036662265"
"Rarely","1990","1-pers.-HH","(2c_gen) general maturity certificate","12","","",""
"Rarely","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","14","","",""
"Rarely","1990","1-pers.-HH","(3a) lower tertiary education","9","","",""
"Rarely","1990","1-pers.-HH","(3b) higher tertiary education","22","","",""
"Rarely","1990","(Married) couple without C. ","(0) in school","","","",""
"Rarely","1990","(Married) couple without C. ","(1a) inadequately completed","9","","",""
"Rarely","1990","(Married) couple without C. ","(1b) general elementary school","90","0.200727197306543","0.164931882946603","0.236522511666482"
"Rarely","1990","(Married) couple without C. ","(1c) basic vocational qualification","246","0.271870841087316","0.24326032043973","0.300481361734902"
"Rarely","1990","(Married) couple without C. ","(2b) intermediate general qualification","12","","",""
"Rarely","1990","(Married) couple without C. ","(2a) intermediate vocational","141","0.391515440886353","0.341579379257273","0.441451502515433"
"Rarely","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","18","","",""
"Rarely","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","34","0.24818180526625","0.170572106835904","0.325791503696596"
"Rarely","1990","(Married) couple without C. ","(3a) lower tertiary education","25","","",""
"Rarely","1990","(Married) couple without C. ","(3b) higher tertiary education","35","0.329940776957417","0.246162775308082","0.413718778606753"
"Rarely","1990","Single parent ","(0) in school","2","","",""
"Rarely","1990","Single parent ","(1a) inadequately completed","2","","",""
"Rarely","1990","Single parent ","(1b) general elementary school","18","","",""
"Rarely","1990","Single parent ","(1c) basic vocational qualification","40","0.287259264866427","0.213097016978667","0.361421512754186"
"Rarely","1990","Single parent ","(2b) intermediate general qualification","10","","",""
"Rarely","1990","Single parent ","(2a) intermediate vocational","13","","",""
"Rarely","1990","Single parent ","(2c_gen) general maturity certificate","9","","",""
"Rarely","1990","Single parent ","(2c_voc) vocational maturity certificate","5","","",""
"Rarely","1990","Single parent ","(3a) lower tertiary education","2","","",""
"Rarely","1990","Single parent ","(3b) higher tertiary education","5","","",""
"Rarely","1990","Couple + C. LE 16 ","(0) in school","1","","",""
"Rarely","1990","Couple + C. LE 16 ","(1a) inadequately completed","19","","",""
"Rarely","1990","Couple + C. LE 16 ","(1b) general elementary school","84","0.275333868849568","0.230184366345261","0.320483371353875"
"Rarely","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","293","0.417665833716303","0.382763777004686","0.45256789042792"
"Rarely","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","13","","",""
"Rarely","1990","Couple + C. LE 16 ","(2a) intermediate vocational","132","0.37669331668816","0.326358563744586","0.427028069631734"
"Rarely","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","11","","",""
"Rarely","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","34","0.311912984981837","0.220655414545305","0.403170555418368"
"Rarely","1990","Couple + C. LE 16 ","(3a) lower tertiary education","31","0.515085176943464","0.387560467941438","0.64260988594549"
"Rarely","1990","Couple + C. LE 16 ","(3b) higher tertiary education","54","0.403295407177051","0.320544543511989","0.486046270842113"
"Rarely","1990","Couple + C. GT 16 ","(0) in school","16","","",""
"Rarely","1990","Couple + C. GT 16 ","(1a) inadequately completed","29","","",""
"Rarely","1990","Couple + C. GT 16 ","(1b) general elementary school","95","0.239267992736335","0.199673132946488","0.278862852526182"
"Rarely","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","212","0.340578858013822","0.304369116861692","0.376788599165952"
"Rarely","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","33","0.278458171840733","0.200805957223405","0.356110386458062"
"Rarely","1990","Couple + C. GT 16 ","(2a) intermediate vocational","80","0.376420371966686","0.313115176946265","0.439725566987107"
"Rarely","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","31","0.227066781417576","0.156658065307644","0.297475497527509"
"Rarely","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","17","","",""
"Rarely","1990","Couple + C. GT 16 ","(3a) lower tertiary education","13","","",""
"Rarely","1990","Couple + C. GT 16 ","(3b) higher tertiary education","20","","",""
"Rarely","1990","Couple + C. LE and GT 16","(0) in school","20","","",""
"Rarely","1990","Couple + C. LE and GT 16","(1a) inadequately completed","15","","",""
"Rarely","1990","Couple + C. LE and GT 16","(1b) general elementary school","51","0.29019490546313","0.233480290829739","0.346909520096522"
"Rarely","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","67","0.316146550807217","0.256185691806771","0.376107409807662"
"Rarely","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","12","","",""
"Rarely","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","24","","",""
"Rarely","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","6","","",""
"Rarely","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","9","","",""
"Rarely","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","5","","",""
"Rarely","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","10","","",""
"Never","1990","1-pers.-HH","(0) in school","","","",""
"Never","1990","1-pers.-HH","(1a) inadequately completed","31","0.7871072449983","0.661806527264305","0.912407962732295"
"Never","1990","1-pers.-HH","(1b) general elementary school","202","0.789930951687768","0.740510872514159","0.839351030861377"
"Never","1990","1-pers.-HH","(1c) basic vocational qualification","185","0.605501727561882","0.551183180758292","0.659820274365472"
"Never","1990","1-pers.-HH","(2b) intermediate general qualification","12","","",""
"Never","1990","1-pers.-HH","(2a) intermediate vocational","71","0.471468464702408","0.393384826245706","0.54955210315911"
"Never","1990","1-pers.-HH","(2c_gen) general maturity certificate","9","","",""
"Never","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","13","","",""
"Never","1990","1-pers.-HH","(3a) lower tertiary education","10","","",""
"Never","1990","1-pers.-HH","(3b) higher tertiary education","16","","",""
"Never","1990","(Married) couple without C. ","(0) in school","","","",""
"Never","1990","(Married) couple without C. ","(1a) inadequately completed","64","0.70543364521918","0.606161996123322","0.804705294315038"
"Never","1990","(Married) couple without C. ","(1b) general elementary school","337","0.680360724111473","0.638685759544443","0.722035688678504"
"Never","1990","(Married) couple without C. ","(1c) basic vocational qualification","489","0.520871303038845","0.488747160728077","0.552995445349613"
"Never","1990","(Married) couple without C. ","(2b) intermediate general qualification","29","","",""
"Never","1990","(Married) couple without C. ","(2a) intermediate vocational","127","0.335900737599525","0.287579612630464","0.384221862568585"
"Never","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","6","","",""
"Never","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","50","0.465518502954076","0.375897578031085","0.555139427877067"
"Never","1990","(Married) couple without C. ","(3a) lower tertiary education","22","","",""
"Never","1990","(Married) couple without C. ","(3b) higher tertiary education","28","","",""
"Never","1990","Single parent ","(0) in school","4","","",""
"Never","1990","Single parent ","(1a) inadequately completed","26","","",""
"Never","1990","Single parent ","(1b) general elementary school","72","0.631568791910707","0.543019681739417","0.720117902081996"
"Never","1990","Single parent ","(1c) basic vocational qualification","79","0.544401485059756","0.462775041881072","0.62602792823844"
"Never","1990","Single parent ","(2b) intermediate general qualification","11","","",""
"Never","1990","Single parent ","(2a) intermediate vocational","11","","",""
"Never","1990","Single parent ","(2c_gen) general maturity certificate","7","","",""
"Never","1990","Single parent ","(2c_voc) vocational maturity certificate","5","","",""
"Never","1990","Single parent ","(3a) lower tertiary education","2","","",""
"Never","1990","Single parent ","(3b) higher tertiary education","4","","",""
"Never","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Never","1990","Couple + C. LE 16 ","(1a) inadequately completed","136","0.863018852940156","0.810073100506961","0.915964605373352"
"Never","1990","Couple + C. LE 16 ","(1b) general elementary school","246","0.579765561510522","0.529874103491222","0.629657019529823"
"Never","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","352","0.410711834384741","0.3758955134305","0.445528155338982"
"Never","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","12","","",""
"Never","1990","Couple + C. LE 16 ","(2a) intermediate vocational","102","0.288128144863293","0.241082779580976","0.335173510145609"
"Never","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","29","","",""
"Never","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","30","0.237280284448901","0.153480325248495","0.321080243649308"
"Never","1990","Couple + C. LE 16 ","(3a) lower tertiary education","11","","",""
"Never","1990","Couple + C. LE 16 ","(3b) higher tertiary education","22","","",""
"Never","1990","Couple + C. GT 16 ","(0) in school","19","","",""
"Never","1990","Couple + C. GT 16 ","(1a) inadequately completed","114","0.677755740255804","0.604183930507207","0.751327550004401"
"Never","1990","Couple + C. GT 16 ","(1b) general elementary school","294","0.639300031925423","0.594733783517437","0.683866280333409"
"Never","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","309","0.450595467009872","0.412578744521286","0.488612189498458"
"Never","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","34","0.212611619683762","0.141730412583665","0.283492826783859"
"Never","1990","Couple + C. GT 16 ","(2a) intermediate vocational","59","0.240873043278675","0.184999252324216","0.296746834233134"
"Never","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","35","0.251057571456934","0.17818073433081","0.323934408583058"
"Never","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","34","0.395781952413726","0.282826634379682","0.508737270447771"
"Never","1990","Couple + C. GT 16 ","(3a) lower tertiary education","16","","",""
"Never","1990","Couple + C. GT 16 ","(3b) higher tertiary education","18","","",""
"Never","1990","Couple + C. LE and GT 16","(0) in school","18","","",""
"Never","1990","Couple + C. LE and GT 16","(1a) inadequately completed","101","0.85878616176732","0.795953098241854","0.921619225292786"
"Never","1990","Couple + C. LE and GT 16","(1b) general elementary school","162","0.567963444641829","0.506061972563764","0.629864916719895"
"Never","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","116","0.444170378242722","0.380095507165888","0.508245249319556"
"Never","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","13","","",""
"Never","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","18","","",""
"Never","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","7","","",""
"Never","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","4","","",""
"Never","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"Never","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","3","","",""
"Daily","1991","1-pers.-HH","(0) in school","","","",""
"Daily","1991","1-pers.-HH","(1a) inadequately completed","","","",""
"Daily","1991","1-pers.-HH","(1b) general elementary school","","","",""
"Daily","1991","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Daily","1991","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Daily","1991","1-pers.-HH","(2a) intermediate vocational","","","",""
"Daily","1991","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Daily","1991","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","1-pers.-HH","(3a) lower tertiary education","","","",""
"Daily","1991","1-pers.-HH","(3b) higher tertiary education","","","",""
"Daily","1991","(Married) couple without C. ","(0) in school","","","",""
"Daily","1991","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Daily","1991","(Married) couple without C. ","(1b) general elementary school","","","",""
"Daily","1991","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Daily","1991","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Daily","1991","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Daily","1991","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Daily","1991","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Daily","1991","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Daily","1991","Single parent ","(0) in school","","","",""
"Daily","1991","Single parent ","(1a) inadequately completed","","","",""
"Daily","1991","Single parent ","(1b) general elementary school","","","",""
"Daily","1991","Single parent ","(1c) basic vocational qualification","","","",""
"Daily","1991","Single parent ","(2b) intermediate general qualification","","","",""
"Daily","1991","Single parent ","(2a) intermediate vocational","","","",""
"Daily","1991","Single parent ","(2c_gen) general maturity certificate","","","",""
"Daily","1991","Single parent ","(2c_voc) vocational maturity certificate","","","",""
