"pli0093_h","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Daily","1990","16-34 y.","lower secondary degree","36","0.0195449588569564","0.0123651115292242","0.0267248061846885"
"Daily","1990","16-34 y.","secondary school degree","35","0.0441387917818996","0.0306668561060278","0.0576107274577714"
"Daily","1990","16-34 y.","college entrance qualification","31","0.0564764900750838","0.0383354112342272","0.0746175689159405"
"Daily","1990","16-34 y.","Other degree","5","","",""
"Daily","1990","16-34 y.","no degree/no degree yet","23","","",""
"Daily","1990","35-65 y.","lower secondary degree","34","0.0160384699209508","0.0109518126898896","0.021125127152012"
"Daily","1990","35-65 y.","secondary school degree","21","","",""
"Daily","1990","35-65 y.","college entrance qualification","28","","",""
"Daily","1990","35-65 y.","Other degree","9","","",""
"Daily","1990","35-65 y.","no degree/no degree yet","3","","",""
"Daily","1990","66 and older","lower secondary degree","10","","",""
"Daily","1990","66 and older","secondary school degree","5","","",""
"Daily","1990","66 and older","college entrance qualification","7","","",""
"Daily","1990","66 and older","Other degree","1","","",""
"Daily","1990","66 and older","no degree/no degree yet","1","","",""
"Min 1x per week","1990","16-34 y.","lower secondary degree","107","0.081285776720766","0.0671121337998154","0.0954594196417166"
"Min 1x per week","1990","16-34 y.","secondary school degree","127","0.133882833522294","0.111548493048033","0.156217173996556"
"Min 1x per week","1990","16-34 y.","college entrance qualification","125","0.192417012799308","0.161437954395147","0.22339607120347"
"Min 1x per week","1990","16-34 y.","Other degree","15","","",""
"Min 1x per week","1990","16-34 y.","no degree/no degree yet","39","0.166617970651118","0.124934690308767","0.208301250993469"
"Min 1x per week","1990","35-65 y.","lower secondary degree","172","0.0738194356165618","0.0632318938013696","0.0844069774317541"
"Min 1x per week","1990","35-65 y.","secondary school degree","77","0.124227056589036","0.0982430195869991","0.150211093591073"
"Min 1x per week","1990","35-65 y.","college entrance qualification","93","0.20386465748996","0.16801032475009","0.23971899022983"
"Min 1x per week","1990","35-65 y.","Other degree","14","","",""
"Min 1x per week","1990","35-65 y.","no degree/no degree yet","6","","",""
"Min 1x per week","1990","66 and older","lower secondary degree","29","","",""
"Min 1x per week","1990","66 and older","secondary school degree","9","","",""
"Min 1x per week","1990","66 and older","college entrance qualification","12","","",""
"Min 1x per week","1990","66 and older","Other degree","2","","",""
"Min 1x per week","1990","66 and older","no degree/no degree yet","1","","",""
"Min 1x per month","1990","16-34 y.","lower secondary degree","159","0.11848695083761","0.101724650346636","0.135249251328584"
"Min 1x per month","1990","16-34 y.","secondary school degree","157","0.182940693154884","0.157583317042662","0.208298069267106"
"Min 1x per month","1990","16-34 y.","college entrance qualification","125","0.214709743386197","0.182440121279355","0.246979365493039"
"Min 1x per month","1990","16-34 y.","Other degree","12","","",""
"Min 1x per month","1990","16-34 y.","no degree/no degree yet","21","","",""
"Min 1x per month","1990","35-65 y.","lower secondary degree","230","0.0962612783932825","0.0843183946574768","0.108204162129088"
