"pli0093_h","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Not Employed","in school","22","","",""
"Daily","1990","Not Employed","inadequately","1","","",""
"Daily","1990","Not Employed","general elemantary","25","","",""
"Daily","1990","Not Employed","middle vocational","38","0.0250496205032273","0.0169099224260251","0.0331893185804295"
"Daily","1990","Not Employed","vocational + Abi","4","","",""
"Daily","1990","Not Employed","higher vocational","5","","",""
"Daily","1990","Not Employed","higher education","12","","",""
"Daily","1990","Employed","in school","1","","",""
"Daily","1990","Employed","inadequately","4","","",""
"Daily","1990","Employed","general elemantary","37","0.0310132735221373","0.0218835857972585","0.040142961247016"
"Daily","1990","Employed","middle vocational","55","0.01726968794937","0.0127028770879467","0.0218364988107934"
"Daily","1990","Employed","vocational + Abi","4","","",""
"Daily","1990","Employed","higher vocational","12","","",""
"Daily","1990","Employed","higher education","30","0.0516276369700448","0.0333983180070312","0.0698569559330583"
"Min 1x per week","1990","Not Employed","in school","32","0.244199332811205","0.174030748098504","0.314367917523905"
"Min 1x per week","1990","Not Employed","inadequately","3","","",""
"Min 1x per week","1990","Not Employed","general elemantary","62","0.0572150743215088","0.0433827421094059","0.0710474065336116"
"Min 1x per week","1990","Not Employed","middle vocational","121","0.0787640865398296","0.0647338169907294","0.0927943560889298"
"Min 1x per week","1990","Not Employed","vocational + Abi","5","","",""
"Min 1x per week","1990","Not Employed","higher vocational","13","","",""
"Min 1x per week","1990","Not Employed","higher education","22","","",""
"Min 1x per week","1990","Employed","in school","3","","",""
"Min 1x per week","1990","Employed","inadequately","9","","",""
"Min 1x per week","1990","Employed","general elemantary","79","0.0629831027421079","0.0501890262951077","0.0757771791891081"
"Min 1x per week","1990","Employed","middle vocational","304","0.102033368503226","0.0914224051227357","0.112644331883715"
"Min 1x per week","1990","Employed","vocational + Abi","33","0.191106140825167","0.137545469874594","0.24466681177574"
"Min 1x per week","1990","Employed","higher vocational","49","0.141582294227648","0.106250467163943","0.176914121291353"
"Min 1x per week","1990","Employed","higher education","100","0.18824350779087","0.156039289313964","0.220447726267775"
"Min 1x per month","1990","Not Employed","in school","11","","",""
"Min 1x per month","1990","Not Employed","inadequately","10","","",""
"Min 1x per month","1990","Not Employed","general elemantary","65","0.0510902261703181","0.0379768283886021","0.0642036239520342"
"Min 1x per month","1990","Not Employed","middle vocational","153","0.107048189362065","0.0909446945232169","0.123151684200913"
"Min 1x per month","1990","Not Employed","vocational + Abi","18","","",""
"Min 1x per month","1990","Not Employed","higher vocational","16","","",""
"Min 1x per month","1990","Not Employed","higher education","22","","",""
"Min 1x per month","1990","Employed","in school","2","","",""
"Min 1x per month","1990","Employed","inadequately","10","","",""
"Min 1x per month","1990","Employed","general elemantary","128","0.109611333617241","0.0931584984464265","0.126064168788055"
"Min 1x per month","1990","Employed","middle vocational","404","0.141623948955153","0.129401429135425","0.153846468774881"
"Min 1x per month","1990","Employed","vocational + Abi","27","","",""
"Min 1x per month","1990","Employed","higher vocational","63","0.167877225597363","0.129997930742665","0.205756520452062"
"Min 1x per month","1990","Employed","higher education","112","0.197306149752117","0.164520397394766","0.230091902109468"
"Rarely","1990","Not Employed","in school","37","0.267182894529113","0.194911078240117","0.339454710818108"
"Rarely","1990","Not Employed","inadequately","25","","",""
"Rarely","1990","Not Employed","general elemantary","196","0.183462173923089","0.160410881268022","0.206513466578156"
"Rarely","1990","Not Employed","middle vocational","359","0.244795294122659","0.222400331574735","0.267190256670583"
"Rarely","1990","Not Employed","vocational + Abi","18","","",""
"Rarely","1990","Not Employed","higher vocational","35","0.244804525161655","0.173066741006504","0.316542309316806"
"Rarely","1990","Not Employed","higher education","35","0.269982130641065","0.193371772692538","0.346592488589592"
"Rarely","1990","Employed","in school","7","","",""
"Rarely","1990","Employed","inadequately","55","0.174462844945461","0.135368531286948","0.213557158603975"
"Rarely","1990","Employed","general elemantary","310","0.264099164112528","0.2408816153815","0.287316712843555"
"Rarely","1990","Employed","middle vocational","1037","0.35217192944307","0.335427866279457","0.368915992606682"
"Rarely","1990","Employed","vocational + Abi","66","0.317955789239651","0.254517341146087","0.381394237333215"
"Rarely","1990","Employed","higher vocational","150","0.395354836514584","0.345803415945588","0.444906257083581"
"Rarely","1990","Employed","higher education","203","0.374589807761229","0.334714841283695","0.414464774238763"
"Never","1990","Not Employed","in school","42","0.21622964611608","0.148991012423219","0.283468279808941"
"Never","1990","Not Employed","inadequately","227","0.869065313764741","0.828527452041615","0.909603175487868"
"Never","1990","Not Employed","general elemantary","735","0.688604085174521","0.661025301039727","0.716182869309314"
"Never","1990","Not Employed","middle vocational","745","0.544342809472219","0.518402698862064","0.570282920082374"
"Never","1990","Not Employed","vocational + Abi","40","0.474181788240305","0.368029618589804","0.580333957890805"
"Never","1990","Not Employed","higher vocational","69","0.528028092626793","0.444737656344852","0.611318528908734"
"Never","1990","Not Employed","higher education","38","0.317945454672135","0.237585607901059","0.398305301443212"
"Never","1990","Employed","in school","2","","",""
"Never","1990","Employed","inadequately","284","0.725346692809681","0.679367743810714","0.771325641808648"
"Never","1990","Employed","general elemantary","831","0.532293126005987","0.506015537371455","0.558570714640518"
"Never","1990","Employed","middle vocational","1326","0.386901065149182","0.36982771104888","0.403974419249483"
"Never","1990","Employed","vocational + Abi","77","0.28855173687996","0.226828822159311","0.35027465160061"
"Never","1990","Employed","higher vocational","100","0.260774454885796","0.21627719213831","0.305271717633282"
"Never","1990","Employed","higher education","121","0.18823289772574","0.156029376377006","0.220436419074474"
"Daily","1991","Not Employed","in school","","","",""
"Daily","1991","Not Employed","inadequately","","","",""
"Daily","1991","Not Employed","general elemantary","","","",""
"Daily","1991","Not Employed","middle vocational","","","",""
"Daily","1991","Not Employed","vocational + Abi","","","",""
"Daily","1991","Not Employed","higher vocational","","","",""
"Daily","1991","Not Employed","higher education","","","",""
"Daily","1991","Employed","in school","","","",""
"Daily","1991","Employed","inadequately","","","",""
"Daily","1991","Employed","general elemantary","","","",""
"Daily","1991","Employed","middle vocational","","","",""
"Daily","1991","Employed","vocational + Abi","","","",""
"Daily","1991","Employed","higher vocational","","","",""
"Daily","1991","Employed","higher education","","","",""
"Min 1x per week","1991","Not Employed","in school","","","",""
"Min 1x per week","1991","Not Employed","inadequately","","","",""
"Min 1x per week","1991","Not Employed","general elemantary","","","",""
"Min 1x per week","1991","Not Employed","middle vocational","","","",""
"Min 1x per week","1991","Not Employed","vocational + Abi","","","",""
