"pli0093_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","1990","no migration background","West Germany","197","0.0285342486084102","0.0245290280698413","0.0325394691469791"
"Daily","1990","no migration background","East Germany","","","",""
"Daily","1990","direct migration background","West Germany","45","0.0278802542318505","0.0214550964501027","0.0343054120135984"
"Daily","1990","direct migration background","East Germany","","","",""
"Daily","1990","indirect migration background","West Germany","13","","",""
"Daily","1990","indirect migration background","East Germany","","","",""
"Min 1x per week","1990","no migration background","West Germany","684","0.100260316848008","0.0930350741271413","0.107485559568874"
"Min 1x per week","1990","no migration background","East Germany","","","",""
"Min 1x per week","1990","direct migration background","West Germany","125","0.069796297315929","0.0598518471937912","0.0797407474380668"
"Min 1x per week","1990","direct migration background","East Germany","","","",""
"Min 1x per week","1990","indirect migration background","West Germany","39","0.170580389259644","0.127363520538126","0.213797257981161"
"Min 1x per week","1990","indirect migration background","East Germany","","","",""
"Min 1x per month","1990","no migration background","West Germany","862","0.125683751635662","0.117709254440784","0.13365824883054"
"Min 1x per month","1990","no migration background","East Germany","","","",""
"Min 1x per month","1990","direct migration background","West Germany","150","0.0957544689486014","0.0842703346805695","0.107238603216633"
"Min 1x per month","1990","direct migration background","East Germany","","","",""
"Min 1x per month","1990","indirect migration background","West Germany","42","0.103975458383655","0.0689061685928337","0.139044748174476"
"Min 1x per month","1990","indirect migration background","East Germany","","","",""
"Rarely","1990","no migration background","West Germany","2053","0.300297118859581","0.289270004442814","0.311324233276348"
"Rarely","1990","no migration background","East Germany","","","",""
"Rarely","1990","direct migration background","West Germany","453","0.219589929092242","0.203433581366412","0.235746276818073"
"Rarely","1990","direct migration background","East Germany","","","",""
"Rarely","1990","indirect migration background","West Germany","65","0.264695609673505","0.21400721407361","0.315384005273401"
"Rarely","1990","indirect migration background","East Germany","","","",""
"Never","1990","no migration background","West Germany","2842","0.445224564048339","0.433268791690185","0.457180336406493"
"Never","1990","no migration background","East Germany","","","",""
"Never","1990","direct migration background","West Germany","1749","0.586979050411377","0.567762612324899","0.606195488497854"
"Never","1990","direct migration background","East Germany","","","",""
"Never","1990","indirect migration background","West Germany","132","0.419481375137287","0.36278360003022","0.476179150244353"
"Never","1990","indirect migration background","East Germany","","","",""
"Daily","1991","no migration background","West Germany","","","",""
"Daily","1991","no migration background","East Germany","","","",""
"Daily","1991","direct migration background","West Germany","","","",""
"Daily","1991","direct migration background","East Germany","","","",""
"Daily","1991","indirect migration background","West Germany","","","",""
"Daily","1991","indirect migration background","East Germany","","","",""
"Min 1x per week","1991","no migration background","West Germany","","","",""
"Min 1x per week","1991","no migration background","East Germany","","","",""
"Min 1x per week","1991","direct migration background","West Germany","","","",""
"Min 1x per week","1991","direct migration background","East Germany","","","",""
"Min 1x per week","1991","indirect migration background","West Germany","","","",""
"Min 1x per week","1991","indirect migration background","East Germany","","","",""
"Min 1x per month","1991","no migration background","West Germany","","","",""
"Min 1x per month","1991","no migration background","East Germany","","","",""
"Min 1x per month","1991","direct migration background","West Germany","","","",""
"Min 1x per month","1991","direct migration background","East Germany","","","",""
"Min 1x per month","1991","indirect migration background","West Germany","","","",""
"Min 1x per month","1991","indirect migration background","East Germany","","","",""
"Rarely","1991","no migration background","West Germany","","","",""
"Rarely","1991","no migration background","East Germany","","","",""
"Rarely","1991","direct migration background","West Germany","","","",""
"Rarely","1991","direct migration background","East Germany","","","",""
"Rarely","1991","indirect migration background","West Germany","","","",""
"Rarely","1991","indirect migration background","East Germany","","","",""
"Never","1991","no migration background","West Germany","","","",""
"Never","1991","no migration background","East Germany","","","",""
"Never","1991","direct migration background","West Germany","","","",""
"Never","1991","direct migration background","East Germany","","","",""
"Never","1991","indirect migration background","West Germany","","","",""
"Never","1991","indirect migration background","East Germany","","","",""
"Daily","1992","no migration background","West Germany","","","",""
"Daily","1992","no migration background","East Germany","","","",""
"Daily","1992","direct migration background","West Germany","","","",""
"Daily","1992","direct migration background","East Germany","","","",""
"Daily","1992","indirect migration background","West Germany","","","",""
"Daily","1992","indirect migration background","East Germany","","","",""
"Min 1x per week","1992","no migration background","West Germany","","","",""
"Min 1x per week","1992","no migration background","East Germany","","","",""
"Min 1x per week","1992","direct migration background","West Germany","","","",""
"Min 1x per week","1992","direct migration background","East Germany","","","",""
"Min 1x per week","1992","indirect migration background","West Germany","","","",""
"Min 1x per week","1992","indirect migration background","East Germany","","","",""
"Min 1x per month","1992","no migration background","West Germany","","","",""
"Min 1x per month","1992","no migration background","East Germany","","","",""
"Min 1x per month","1992","direct migration background","West Germany","","","",""
"Min 1x per month","1992","direct migration background","East Germany","","","",""
"Min 1x per month","1992","indirect migration background","West Germany","","","",""
"Min 1x per month","1992","indirect migration background","East Germany","","","",""
"Rarely","1992","no migration background","West Germany","","","",""
"Rarely","1992","no migration background","East Germany","","","",""
"Rarely","1992","direct migration background","West Germany","","","",""
"Rarely","1992","direct migration background","East Germany","","","",""
"Rarely","1992","indirect migration background","West Germany","","","",""
"Rarely","1992","indirect migration background","East Germany","","","",""
"Never","1992","no migration background","West Germany","","","",""
"Never","1992","no migration background","East Germany","","","",""
"Never","1992","direct migration background","West Germany","","","",""
"Never","1992","direct migration background","East Germany","","","",""
"Never","1992","indirect migration background","West Germany","","","",""
"Never","1992","indirect migration background","East Germany","","","",""
"Daily","1993","no migration background","West Germany","","","",""
"Daily","1993","no migration background","East Germany","","","",""
"Daily","1993","direct migration background","West Germany","","","",""
"Daily","1993","direct migration background","East Germany","","","",""
"Daily","1993","indirect migration background","West Germany","","","",""
"Daily","1993","indirect migration background","East Germany","","","",""
"Min 1x per week","1993","no migration background","West Germany","","","",""
"Min 1x per week","1993","no migration background","East Germany","","","",""
"Min 1x per week","1993","direct migration background","West Germany","","","",""
"Min 1x per week","1993","direct migration background","East Germany","","","",""
"Min 1x per week","1993","indirect migration background","West Germany","","","",""
"Min 1x per week","1993","indirect migration background","East Germany","","","",""
"Min 1x per month","1993","no migration background","West Germany","","","",""
"Min 1x per month","1993","no migration background","East Germany","","","",""
"Min 1x per month","1993","direct migration background","West Germany","","","",""
"Min 1x per month","1993","direct migration background","East Germany","","","",""
"Min 1x per month","1993","indirect migration background","West Germany","","","",""
"Min 1x per month","1993","indirect migration background","East Germany","","","",""
"Rarely","1993","no migration background","West Germany","","","",""
"Rarely","1993","no migration background","East Germany","","","",""
"Rarely","1993","direct migration background","West Germany","","","",""
"Rarely","1993","direct migration background","East Germany","","","",""
"Rarely","1993","indirect migration background","West Germany","","","",""
"Rarely","1993","indirect migration background","East Germany","","","",""
"Never","1993","no migration background","West Germany","","","",""
"Never","1993","no migration background","East Germany","","","",""
"Never","1993","direct migration background","West Germany","","","",""
"Never","1993","direct migration background","East Germany","","","",""
"Never","1993","indirect migration background","West Germany","","","",""
"Never","1993","indirect migration background","East Germany","","","",""
"Daily","1994","no migration background","West Germany","","","",""
"Daily","1994","no migration background","East Germany","","","",""
"Daily","1994","direct migration background","West Germany","","","",""
"Daily","1994","direct migration background","East Germany","","","",""
"Daily","1994","indirect migration background","West Germany","","","",""
"Daily","1994","indirect migration background","East Germany","","","",""
"Min 1x per week","1994","no migration background","West Germany","","","",""
"Min 1x per week","1994","no migration background","East Germany","","","",""
"Min 1x per week","1994","direct migration background","West Germany","","","",""
"Min 1x per week","1994","direct migration background","East Germany","","","",""
"Min 1x per week","1994","indirect migration background","West Germany","","","",""
"Min 1x per week","1994","indirect migration background","East Germany","","","",""
"Min 1x per month","1994","no migration background","West Germany","","","",""
"Min 1x per month","1994","no migration background","East Germany","","","",""
"Min 1x per month","1994","direct migration background","West Germany","","","",""
"Min 1x per month","1994","direct migration background","East Germany","","","",""
"Min 1x per month","1994","indirect migration background","West Germany","","","",""
"Min 1x per month","1994","indirect migration background","East Germany","","","",""
"Rarely","1994","no migration background","West Germany","","","",""
"Rarely","1994","no migration background","East Germany","","","",""
"Rarely","1994","direct migration background","West Germany","","","",""
"Rarely","1994","direct migration background","East Germany","","","",""
"Rarely","1994","indirect migration background","West Germany","","","",""
"Rarely","1994","indirect migration background","East Germany","","","",""
"Never","1994","no migration background","West Germany","","","",""
"Never","1994","no migration background","East Germany","","","",""
"Never","1994","direct migration background","West Germany","","","",""
"Never","1994","direct migration background","East Germany","","","",""
"Never","1994","indirect migration background","West Germany","","","",""
"Never","1994","indirect migration background","East Germany","","","",""
"Daily","1995","no migration background","West Germany","204","0.0322787712125794","0.0279682210678384","0.0365893213573205"
"Daily","1995","no migration background","East Germany","65","0.0172352724380227","0.0129358450759409","0.0215346998001045"
"Daily","1995","direct migration background","West Germany","50","0.0316530758770105","0.0249911021727676","0.0383150495812535"
"Daily","1995","direct migration background","East Germany","3","","",""
"Daily","1995","indirect migration background","West Germany","25","","",""
"Daily","1995","indirect migration background","East Germany","2","","",""
"Min 1x per week","1995","no migration background","West Germany","670","0.102133333943157","0.0947476834951813","0.109518984391133"
"Min 1x per week","1995","no migration background","East Germany","206","0.055866548838866","0.04827956124902","0.0634535364287119"
"Min 1x per week","1995","direct migration background","West Germany","147","0.0863917686740195","0.0757013269466509","0.0970822104013881"
"Min 1x per week","1995","direct migration background","East Germany","9","","",""
"Min 1x per week","1995","indirect migration background","West Germany","53","0.149258517876928","0.117866888467924","0.180650147285933"
"Min 1x per week","1995","indirect migration background","East Germany","3","","",""
"Min 1x per month","1995","no migration background","West Germany","625","0.0971252910146078","0.0899029335251635","0.104347648504052"
"Min 1x per month","1995","no migration background","East Germany","257","0.0696275054567086","0.0612194492058451","0.0780355617075722"
"Min 1x per month","1995","direct migration background","West Germany","149","0.0777918881067246","0.0675998487674493","0.0879839274459999"
"Min 1x per month","1995","direct migration background","East Germany","9","","",""
"Min 1x per month","1995","indirect migration background","West Germany","51","0.0954963080242869","0.0696055983760892","0.121387017672485"
"Min 1x per month","1995","indirect migration background","East Germany","4","","",""
"Rarely","1995","no migration background","West Germany","1977","0.299219970282522","0.288051717968878","0.310388222596165"
"Rarely","1995","no migration background","East Germany","1174","0.301227795121758","0.286071533559622","0.316384056683893"
"Rarely","1995","direct migration background","West Germany","476","0.194019050398412","0.178971561147364","0.20906653964946"
"Rarely","1995","direct migration background","East Germany","31","0.210985907416506","0.14411315843309","0.277858656399923"
"Rarely","1995","indirect migration background","West Germany","135","0.278113332449258","0.238641171181102","0.317585493717415"
"Rarely","1995","indirect migration background","East Germany","3","","",""
"Never","1995","no migration background","West Germany","2982","0.469242633547134","0.457071085502793","0.481414181591474"
