"pli0093_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","in school","Urban Area","19","","","","1"
"Daily","1990","in school","Rural Area","4","","","","1"
"Daily","1990","inadequately","Urban Area","4","","","","1"
"Daily","1990","inadequately","Rural Area","1","","","","1"
"Daily","1990","general elemantary","Urban Area","56","0.0298217579066598","0.0222488340508719","0.0373946817624476","1"
"Daily","1990","general elemantary","Rural Area","6","","","","1"
"Daily","1990","middle vocational","Urban Area","77","0.0206965914545452","0.0160133994785156","0.0253797834305749","1"
"Daily","1990","middle vocational","Rural Area","16","","","","1"
"Daily","1990","vocational + Abi","Urban Area","7","","","","1"
"Daily","1990","vocational + Abi","Rural Area","1","","","","1"
"Daily","1990","higher vocational","Urban Area","13","","","","1"
"Daily","1990","higher vocational","Rural Area","4","","","","1"
"Daily","1990","higher education","Urban Area","38","0.0662088255480141","0.0462130757866059","0.0862045753094222","1"
"Daily","1990","higher education","Rural Area","4","","","","1"
"Min 1x per month","1990","in school","Urban Area","10","","","","3"
"Min 1x per month","1990","in school","Rural Area","3","","","","3"
"Min 1x per month","1990","inadequately","Urban Area","17","","","","3"
"Min 1x per month","1990","inadequately","Rural Area","3","","","","3"
"Min 1x per month","1990","general elemantary","Urban Area","150","0.0809443558239787","0.068801093036367","0.0930876186115903","3"
"Min 1x per month","1990","general elemantary","Rural Area","43","0.0687175148600456","0.0471805451968764","0.0902544845232148","3"
"Min 1x per month","1990","middle vocational","Urban Area","424","0.128710861797073","0.117694893850242","0.139726829743905","3"
"Min 1x per month","1990","middle vocational","Rural Area","133","0.130612529326122","0.109642870563533","0.151582188088711","3"
"Min 1x per month","1990","vocational + Abi","Urban Area","38","0.179576641077712","0.132091781202283","0.22706150095314","3"
"Min 1x per month","1990","vocational + Abi","Rural Area","7","","","","3"
"Min 1x per month","1990","higher vocational","Urban Area","66","0.15490669399429","0.119493644351596","0.190319743636984","3"
"Min 1x per month","1990","higher vocational","Rural Area","13","","","","3"
"Min 1x per month","1990","higher education","Urban Area","113","0.187087819308873","0.155726130545854","0.218449508071892","3"
"Min 1x per month","1990","higher education","Rural Area","21","","","","3"
"Min 1x per week","1990","inadequately","Urban Area","7","","","","2"
"Min 1x per week","1990","in school","Urban Area","26","","","","2"
"Min 1x per week","1990","in school","Rural Area","9","","","","2"
"Min 1x per week","1990","inadequately","Rural Area","5","","","","2"
"Min 1x per week","1990","general elemantary","Urban Area","110","0.060835234322502","0.050193321602494","0.0714771470425099","2"
"Min 1x per week","1990","general elemantary","Rural Area","31","0.0569086835798751","0.0371855326091542","0.076631834550596","2"
"Min 1x per week","1990","middle vocational","Urban Area","342","0.0961465597690773","0.0864492828685698","0.105843836669585","2"
"Min 1x per week","1990","middle vocational","Rural Area","83","0.0852622951647884","0.0678835243905754","0.102641065939001","2"
"Min 1x per week","1990","vocational + Abi","Urban Area","32","0.148932124594101","0.104888046734394","0.192976202453807","2"
"Min 1x per week","1990","vocational + Abi","Rural Area","6","","","","2"
"Min 1x per week","1990","higher vocational","Urban Area","51","0.133057258844529","0.0998150098546972","0.166299507834361","2"
"Min 1x per week","1990","higher vocational","Rural Area","11","","","","2"
"Min 1x per week","1990","higher education","Urban Area","102","0.179981968519783","0.149087475813091","0.210876461226474","2"
"Min 1x per week","1990","higher education","Rural Area","20","","","","2"
"Never","1990","in school","Urban Area","39","0.214293530813857","0.144027222338102","0.284559839289612","5"
"Never","1990","vocational + Abi","Rural Area","13","","","","5"
"Never","1990","higher vocational","Urban Area","127","0.330343076996762","0.284308443374107","0.376377710619416","5"
"Never","1990","higher vocational","Rural Area","42","0.406469239835464","0.315095361241477","0.497843118429452","5"
"Never","1990","higher education","Urban Area","139","0.22128697898952","0.187904274593242","0.254669683385797","5"
"Never","1990","higher education","Rural Area","20","","","","5"
"Never","1990","in school","Rural Area","5","","","","5"
"Never","1990","inadequately","Urban Area","455","0.817525486252611","0.785217218261339","0.849833754243883","5"
"Never","1990","inadequately","Rural Area","56","0.679739567875538","0.57685328820704","0.782625847544036","5"
