"pli0093_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","1990","1-pers.-HH","in school","","","",""
"Daily","1990","1-pers.-HH","inadequately","","","",""
"Daily","1990","1-pers.-HH","general elemantary","6","","",""
"Daily","1990","1-pers.-HH","middle vocational","10","","",""
"Daily","1990","1-pers.-HH","vocational + Abi","3","","",""
"Daily","1990","1-pers.-HH","higher vocational","1","","",""
"Daily","1990","1-pers.-HH","higher education","7","","",""
"Daily","1990","(Married) couple without C. ","in school","","","",""
"Daily","1990","(Married) couple without C. ","inadequately","","","",""
"Daily","1990","(Married) couple without C. ","general elemantary","10","","",""
"Daily","1990","(Married) couple without C. ","middle vocational","25","","",""
"Daily","1990","(Married) couple without C. ","vocational + Abi","2","","",""
"Daily","1990","(Married) couple without C. ","higher vocational","7","","",""
"Daily","1990","(Married) couple without C. ","higher education","12","","",""
"Daily","1990","Single parent ","in school","2","","",""
"Daily","1990","Single parent ","inadequately","1","","",""
"Daily","1990","Single parent ","general elemantary","9","","",""
"Daily","1990","Single parent ","middle vocational","3","","",""
"Daily","1990","Single parent ","vocational + Abi","","","",""
"Daily","1990","Single parent ","higher vocational","1","","",""
"Daily","1990","Single parent ","higher education","2","","",""
"Daily","1990","Couple + C. LE 16 ","in school","","","",""
"Daily","1990","Couple + C. LE 16 ","inadequately","","","",""
"Daily","1990","Couple + C. LE 16 ","general elemantary","8","","",""
"Daily","1990","Couple + C. LE 16 ","middle vocational","16","","",""
"Daily","1990","Couple + C. LE 16 ","vocational + Abi","2","","",""
"Daily","1990","Couple + C. LE 16 ","higher vocational","3","","",""
"Daily","1990","Couple + C. LE 16 ","higher education","9","","",""
"Daily","1990","Couple + C. GT 16 ","in school","11","","",""
"Daily","1990","Couple + C. GT 16 ","inadequately","3","","",""
"Daily","1990","Couple + C. GT 16 ","general elemantary","16","","",""
"Daily","1990","Couple + C. GT 16 ","middle vocational","29","","",""
"Daily","1990","Couple + C. GT 16 ","vocational + Abi","","","",""
"Daily","1990","Couple + C. GT 16 ","higher vocational","2","","",""
"Daily","1990","Couple + C. GT 16 ","higher education","7","","",""
"Daily","1990","Couple + C. LE and GT 16","in school","8","","",""
"Daily","1990","Couple + C. LE and GT 16","inadequately","","","",""
"Daily","1990","Couple + C. LE and GT 16","general elemantary","8","","",""
"Daily","1990","Couple + C. LE and GT 16","middle vocational","8","","",""
"Daily","1990","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Daily","1990","Couple + C. LE and GT 16","higher vocational","1","","",""
"Daily","1990","Couple + C. LE and GT 16","higher education","3","","",""
"Min 1x per week","1990","1-pers.-HH","in school","1","","",""
"Min 1x per week","1990","1-pers.-HH","inadequately","","","",""
"Min 1x per week","1990","1-pers.-HH","general elemantary","20","","",""
"Min 1x per week","1990","1-pers.-HH","middle vocational","44","0.0878704123076993","0.0625173783435631","0.113223446271836"
"Min 1x per week","1990","1-pers.-HH","vocational + Abi","5","","",""
"Min 1x per week","1990","1-pers.-HH","higher vocational","8","","",""
"Min 1x per week","1990","1-pers.-HH","higher education","22","","",""
"Min 1x per week","1990","(Married) couple without C. ","in school","","","",""
"Min 1x per week","1990","(Married) couple without C. ","inadequately","","","",""
"Min 1x per week","1990","(Married) couple without C. ","general elemantary","26","","",""
"Min 1x per week","1990","(Married) couple without C. ","middle vocational","98","0.0788356501604861","0.0638425277068416","0.0938287726141307"
"Min 1x per week","1990","(Married) couple without C. ","vocational + Abi","9","","",""
"Min 1x per week","1990","(Married) couple without C. ","higher vocational","13","","",""
"Min 1x per week","1990","(Married) couple without C. ","higher education","37","0.186255410056749","0.131891149759296","0.240619670354202"
"Min 1x per week","1990","Single parent ","in school","3","","",""
"Min 1x per week","1990","Single parent ","inadequately","2","","",""
"Min 1x per week","1990","Single parent ","general elemantary","10","","",""
"Min 1x per week","1990","Single parent ","middle vocational","30","0.14370356763949","0.0956841373836219","0.191722997895358"
"Min 1x per week","1990","Single parent ","vocational + Abi","1","","",""
"Min 1x per week","1990","Single parent ","higher vocational","1","","",""
"Min 1x per week","1990","Single parent ","higher education","5","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","in school","","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","inadequately","3","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","general elemantary","12","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","middle vocational","90","0.0869060055703056","0.070128920741875","0.103683090398736"
"Min 1x per week","1990","Couple + C. LE 16 ","vocational + Abi","10","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","higher vocational","25","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","higher education","33","0.153083773816908","0.102415975539694","0.203751572094123"
"Min 1x per week","1990","Couple + C. GT 16 ","in school","21","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","inadequately","4","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","general elemantary","42","0.0820476573991368","0.0593985182928448","0.104696796505429"
"Min 1x per week","1990","Couple + C. GT 16 ","middle vocational","113","0.112039164241894","0.0922712658756791","0.131807062608109"
"Min 1x per week","1990","Couple + C. GT 16 ","vocational + Abi","8","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","higher vocational","5","","",""
"Min 1x per week","1990","Couple + C. GT 16 ","higher education","17","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","in school","10","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","inadequately","1","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","general elemantary","24","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","middle vocational","33","0.123152976636235","0.0868637939701594","0.15944215930231"
"Min 1x per week","1990","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","higher vocational","4","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","higher education","2","","",""
"Min 1x per month","1990","1-pers.-HH","in school","","","",""
"Min 1x per month","1990","1-pers.-HH","inadequately","","","",""
"Min 1x per month","1990","1-pers.-HH","general elemantary","20","","",""
"Min 1x per month","1990","1-pers.-HH","middle vocational","62","0.129066219049272","0.0990414831412169","0.159090954957327"
"Min 1x per month","1990","1-pers.-HH","vocational + Abi","14","","",""
"Min 1x per month","1990","1-pers.-HH","higher vocational","11","","",""
"Min 1x per month","1990","1-pers.-HH","higher education","24","","",""
"Min 1x per month","1990","(Married) couple without C. ","in school","","","",""
"Min 1x per month","1990","(Married) couple without C. ","inadequately","7","","",""
"Min 1x per month","1990","(Married) couple without C. ","general elemantary","32","0.0586327148131044","0.0387250301733885","0.0785403994528203"
"Min 1x per month","1990","(Married) couple without C. ","middle vocational","162","0.131864477787216","0.113040132801938","0.150688822772493"
"Min 1x per month","1990","(Married) couple without C. ","vocational + Abi","12","","",""
"Min 1x per month","1990","(Married) couple without C. ","higher vocational","20","","",""
"Min 1x per month","1990","(Married) couple without C. ","higher education","38","0.1736196378066","0.120725883327875","0.226513392285326"
"Min 1x per month","1990","Single parent ","in school","2","","",""
"Min 1x per month","1990","Single parent ","inadequately","","","",""
"Min 1x per month","1990","Single parent ","general elemantary","14","","",""
"Min 1x per month","1990","Single parent ","middle vocational","21","","",""
"Min 1x per month","1990","Single parent ","vocational + Abi","1","","",""
"Min 1x per month","1990","Single parent ","higher vocational","7","","",""
"Min 1x per month","1990","Single parent ","higher education","3","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","in school","","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","inadequately","2","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","general elemantary","31","0.0977495514874043","0.0686827767652647","0.126816326209544"
"Min 1x per month","1990","Couple + C. LE 16 ","middle vocational","115","0.118216386783234","0.0989875189130383","0.13744525465343"
"Min 1x per month","1990","Couple + C. LE 16 ","vocational + Abi","10","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","higher vocational","25","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","higher education","34","0.2012937539384","0.144870787432591","0.25771672044421"
"Min 1x per month","1990","Couple + C. GT 16 ","in school","4","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","inadequately","7","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","general elemantary","57","0.0968888638550665","0.0724761495102771","0.121301578199856"
"Min 1x per month","1990","Couple + C. GT 16 ","middle vocational","142","0.151437710787695","0.128971100842713","0.173904320732677"
"Min 1x per month","1990","Couple + C. GT 16 ","vocational + Abi","7","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","higher vocational","11","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","higher education","20","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","in school","4","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","inadequately","2","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","general elemantary","24","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","middle vocational","36","0.128522372995588","0.0915642162518996","0.165480529739277"
"Min 1x per month","1990","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","higher vocational","3","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","higher education","10","","",""
"Rarely","1990","1-pers.-HH","in school","2","","",""
"Rarely","1990","1-pers.-HH","inadequately","9","","",""
"Rarely","1990","1-pers.-HH","general elemantary","44","0.148687957394261","0.108694073141878","0.188681841646645"
"Rarely","1990","1-pers.-HH","middle vocational","113","0.227072115922082","0.189554803027374","0.26458942881679"
"Rarely","1990","1-pers.-HH","vocational + Abi","8","","",""
"Rarely","1990","1-pers.-HH","higher vocational","12","","",""
"Rarely","1990","1-pers.-HH","higher education","31","0.266485561724239","0.183864090572605","0.349107032875872"
"Rarely","1990","(Married) couple without C. ","in school","","","",""
"Rarely","1990","(Married) couple without C. ","inadequately","5","","",""
"Rarely","1990","(Married) couple without C. ","general elemantary","102","0.20669542142238","0.172382585883953","0.241008256960807"
"Rarely","1990","(Married) couple without C. ","middle vocational","370","0.303616550117452","0.278033687331747","0.329199412903157"
"Rarely","1990","(Married) couple without C. ","vocational + Abi","23","","",""
"Rarely","1990","(Married) couple without C. ","higher vocational","50","0.342476989504604","0.267529186403999","0.417424792605209"
"Rarely","1990","(Married) couple without C. ","higher education","60","0.353785233078534","0.287016479693756","0.420553986463313"
"Rarely","1990","Single parent ","in school","2","","",""
"Rarely","1990","Single parent ","inadequately","2","","",""
"Rarely","1990","Single parent ","general elemantary","28","","",""
"Rarely","1990","Single parent ","middle vocational","57","0.299045761446995","0.236372135797092","0.361719387096897"
"Rarely","1990","Single parent ","vocational + Abi","4","","",""
"Rarely","1990","Single parent ","higher vocational","7","","",""
"Rarely","1990","Single parent ","higher education","7","","",""
"Rarely","1990","Couple + C. LE 16 ","in school","1","","",""
"Rarely","1990","Couple + C. LE 16 ","inadequately","13","","",""
"Rarely","1990","Couple + C. LE 16 ","general elemantary","97","0.305740346808261","0.260646919477712","0.35083377413881"
"Rarely","1990","Couple + C. LE 16 ","middle vocational","392","0.39440496957468","0.365298052856006","0.423511886293355"
"Rarely","1990","Couple + C. LE 16 ","vocational + Abi","26","","",""
"Rarely","1990","Couple + C. LE 16 ","higher vocational","58","0.35445485935781","0.277648225458743","0.431261493256878"
"Rarely","1990","Couple + C. LE 16 ","higher education","85","0.436076336589465","0.366295102490767","0.505857570688164"
"Rarely","1990","Couple + C. GT 16 ","in school","16","","",""
"Rarely","1990","Couple + C. GT 16 ","inadequately","27","","",""
