"pli0093_h","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Hesse","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Hesse","(3a) lower tertiary education","","","",""
"Daily","1990","Hesse","(3b) higher tertiary education","1","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","(0) in school","1","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","(1b) general elementary school","3","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","9","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","3","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","1","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","1","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","1","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","2","","",""
"Daily","1990","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","2","","",""
"Daily","1990","Baden-Württemberg","(0) in school","6","","",""
"Daily","1990","Baden-Württemberg","(1a) inadequately completed","","","",""
"Daily","1990","Baden-Württemberg","(1b) general elementary school","9","","",""
"Daily","1990","Baden-Württemberg","(1c) basic vocational qualification","8","","",""
"Daily","1990","Baden-Württemberg","(2b) intermediate general qualification","4","","",""
"Daily","1990","Baden-Württemberg","(2a) intermediate vocational","6","","",""
"Daily","1990","Baden-Württemberg","(2c_gen) general maturity certificate","1","","",""
"Daily","1990","Baden-Württemberg","(2c_voc) vocational maturity certificate","3","","",""
"Daily","1990","Baden-Württemberg","(3a) lower tertiary education","2","","",""
"Daily","1990","Baden-Württemberg","(3b) higher tertiary education","3","","",""
"Daily","1990","Bavaria","(0) in school","5","","",""
"Daily","1990","Bavaria","(1a) inadequately completed","1","","",""
"Daily","1990","Bavaria","(1b) general elementary school","5","","",""
"Daily","1990","Bavaria","(1c) basic vocational qualification","8","","",""
"Daily","1990","Bavaria","(2b) intermediate general qualification","3","","",""
"Daily","1990","Bavaria","(2a) intermediate vocational","8","","",""
"Daily","1990","Bavaria","(2c_gen) general maturity certificate","2","","",""
"Daily","1990","Bavaria","(2c_voc) vocational maturity certificate","3","","",""
"Daily","1990","Bavaria","(3a) lower tertiary education","5","","",""
"Daily","1990","Bavaria","(3b) higher tertiary education","3","","",""
"Daily","1990","Berlin","(0) in school","","","",""
"Daily","1990","Berlin","(1a) inadequately completed","1","","",""
"Daily","1990","Berlin","(1b) general elementary school","2","","",""
"Daily","1990","Berlin","(1c) basic vocational qualification","2","","",""
"Daily","1990","Berlin","(2b) intermediate general qualification","","","",""
"Daily","1990","Berlin","(2a) intermediate vocational","1","","",""
"Daily","1990","Berlin","(2c_gen) general maturity certificate","1","","",""
"Daily","1990","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Berlin","(3a) lower tertiary education","1","","",""
"Daily","1990","Berlin","(3b) higher tertiary education","4","","",""
"Daily","1990","Brandenburg","(0) in school","","","",""
"Daily","1990","Brandenburg","(1a) inadequately completed","","","",""
"Daily","1990","Brandenburg","(1b) general elementary school","","","",""
"Daily","1990","Brandenburg","(1c) basic vocational qualification","","","",""
"Daily","1990","Brandenburg","(2b) intermediate general qualification","","","",""
"Daily","1990","Brandenburg","(2a) intermediate vocational","","","",""
"Daily","1990","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Brandenburg","(3a) lower tertiary education","","","",""
"Daily","1990","Brandenburg","(3b) higher tertiary education","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Daily","1990","Saxony","(0) in school","","","",""
"Daily","1990","Saxony","(1a) inadequately completed","","","",""
"Daily","1990","Saxony","(1b) general elementary school","","","",""
"Daily","1990","Saxony","(1c) basic vocational qualification","","","",""
"Daily","1990","Saxony","(2b) intermediate general qualification","","","",""
"Daily","1990","Saxony","(2a) intermediate vocational","","","",""
"Daily","1990","Saxony","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Saxony","(3a) lower tertiary education","","","",""
"Daily","1990","Saxony","(3b) higher tertiary education","","","",""
"Daily","1990","Saxony-Anhalt","(0) in school","","","",""
"Daily","1990","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Daily","1990","Saxony-Anhalt","(1b) general elementary school","","","",""
"Daily","1990","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Daily","1990","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Daily","1990","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Daily","1990","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Daily","1990","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Daily","1990","Thuringia","(0) in school","","","",""
"Daily","1990","Thuringia","(1a) inadequately completed","","","",""
"Daily","1990","Thuringia","(1b) general elementary school","","","",""
"Daily","1990","Thuringia","(1c) basic vocational qualification","","","",""
"Daily","1990","Thuringia","(2b) intermediate general qualification","","","",""
"Daily","1990","Thuringia","(2a) intermediate vocational","","","",""
"Daily","1990","Thuringia","(2c_gen) general maturity certificate","","","",""
"Daily","1990","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Daily","1990","Thuringia","(3a) lower tertiary education","","","",""
"Daily","1990","Thuringia","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Schleswig-Holstein","(0) in school","2","","",""
"Min 1x per week","1990","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Schleswig-Holstein","(1b) general elementary school","3","","",""
"Min 1x per week","1990","Schleswig-Holstein","(1c) basic vocational qualification","8","","",""
"Min 1x per week","1990","Schleswig-Holstein","(2b) intermediate general qualification","2","","",""
"Min 1x per week","1990","Schleswig-Holstein","(2a) intermediate vocational","2","","",""
"Min 1x per week","1990","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Schleswig-Holstein","(2c_voc) vocational maturity certificate","3","","",""
"Min 1x per week","1990","Schleswig-Holstein","(3a) lower tertiary education","1","","",""
"Min 1x per week","1990","Schleswig-Holstein","(3b) higher tertiary education","1","","",""
"Min 1x per week","1990","Hamburg","(0) in school","","","",""
"Min 1x per week","1990","Hamburg","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Hamburg","(1b) general elementary school","1","","",""
"Min 1x per week","1990","Hamburg","(1c) basic vocational qualification","3","","",""
"Min 1x per week","1990","Hamburg","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1990","Hamburg","(2a) intermediate vocational","1","","",""
"Min 1x per week","1990","Hamburg","(2c_gen) general maturity certificate","1","","",""
"Min 1x per week","1990","Hamburg","(2c_voc) vocational maturity certificate","3","","",""
"Min 1x per week","1990","Hamburg","(3a) lower tertiary education","1","","",""
"Min 1x per week","1990","Hamburg","(3b) higher tertiary education","3","","",""
"Min 1x per week","1990","Lower Saxony","(0) in school","6","","",""
"Min 1x per week","1990","Lower Saxony","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Lower Saxony","(1b) general elementary school","13","","",""
"Min 1x per week","1990","Lower Saxony","(1c) basic vocational qualification","26","","",""
"Min 1x per week","1990","Lower Saxony","(2b) intermediate general qualification","5","","",""
"Min 1x per week","1990","Lower Saxony","(2a) intermediate vocational","24","","",""
"Min 1x per week","1990","Lower Saxony","(2c_gen) general maturity certificate","8","","",""
"Min 1x per week","1990","Lower Saxony","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per week","1990","Lower Saxony","(3a) lower tertiary education","3","","",""
"Min 1x per week","1990","Lower Saxony","(3b) higher tertiary education","17","","",""
"Min 1x per week","1990","Bremen","(0) in school","","","",""
"Min 1x per week","1990","Bremen","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Bremen","(1b) general elementary school","1","","",""
"Min 1x per week","1990","Bremen","(1c) basic vocational qualification","1","","",""
"Min 1x per week","1990","Bremen","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1990","Bremen","(2a) intermediate vocational","3","","",""
"Min 1x per week","1990","Bremen","(2c_gen) general maturity certificate","2","","",""
"Min 1x per week","1990","Bremen","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per week","1990","Bremen","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Bremen","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(0) in school","14","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(1a) inadequately completed","4","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(1b) general elementary school","25","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(1c) basic vocational qualification","59","0.0670250508265596","0.0500025096579075","0.0840475919952117"
"Min 1x per week","1990","North Rhine-Westphalia","(2b) intermediate general qualification","10","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(2a) intermediate vocational","34","0.0987372966638589","0.0668880285818616","0.130586564745856"
"Min 1x per week","1990","North Rhine-Westphalia","(2c_gen) general maturity certificate","21","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","17","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(3a) lower tertiary education","9","","",""
"Min 1x per week","1990","North Rhine-Westphalia","(3b) higher tertiary education","22","","",""
"Min 1x per week","1990","Hesse","(0) in school","4","","",""
"Min 1x per week","1990","Hesse","(1a) inadequately completed","1","","",""
"Min 1x per week","1990","Hesse","(1b) general elementary school","7","","",""
"Min 1x per week","1990","Hesse","(1c) basic vocational qualification","16","","",""
"Min 1x per week","1990","Hesse","(2b) intermediate general qualification","2","","",""
"Min 1x per week","1990","Hesse","(2a) intermediate vocational","14","","",""
"Min 1x per week","1990","Hesse","(2c_gen) general maturity certificate","5","","",""
"Min 1x per week","1990","Hesse","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per week","1990","Hesse","(3a) lower tertiary education","4","","",""
"Min 1x per week","1990","Hesse","(3b) higher tertiary education","4","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(1b) general elementary school","11","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","20","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","3","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","9","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","6","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","3","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","1","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","4","","",""
"Min 1x per week","1990","Baden-Württemberg","(0) in school","2","","",""
"Min 1x per week","1990","Baden-Württemberg","(1a) inadequately completed","5","","",""
"Min 1x per week","1990","Baden-Württemberg","(1b) general elementary school","17","","",""
"Min 1x per week","1990","Baden-Württemberg","(1c) basic vocational qualification","52","0.107718608768743","0.0829737077658382","0.132463509771649"
"Min 1x per week","1990","Baden-Württemberg","(2b) intermediate general qualification","7","","",""
"Min 1x per week","1990","Baden-Württemberg","(2a) intermediate vocational","40","0.174901104423826","0.121306790551511","0.228495418296142"
"Min 1x per week","1990","Baden-Württemberg","(2c_gen) general maturity certificate","13","","",""
"Min 1x per week","1990","Baden-Württemberg","(2c_voc) vocational maturity certificate","10","","",""
"Min 1x per week","1990","Baden-Württemberg","(3a) lower tertiary education","3","","",""
"Min 1x per week","1990","Baden-Württemberg","(3b) higher tertiary education","10","","",""
"Min 1x per week","1990","Bavaria","(0) in school","4","","",""
"Min 1x per week","1990","Bavaria","(1a) inadequately completed","1","","",""
"Min 1x per week","1990","Bavaria","(1b) general elementary school","15","","",""
"Min 1x per week","1990","Bavaria","(1c) basic vocational qualification","42","0.0688547350483665","0.0485604795207124","0.0891489905760206"
"Min 1x per week","1990","Bavaria","(2b) intermediate general qualification","10","","",""
"Min 1x per week","1990","Bavaria","(2a) intermediate vocational","32","0.147032120945415","0.100551908015113","0.193512333875717"
"Min 1x per week","1990","Bavaria","(2c_gen) general maturity certificate","11","","",""
"Min 1x per week","1990","Bavaria","(2c_voc) vocational maturity certificate","13","","",""
"Min 1x per week","1990","Bavaria","(3a) lower tertiary education","5","","",""
"Min 1x per week","1990","Bavaria","(3b) higher tertiary education","27","","",""
"Min 1x per week","1990","Berlin","(0) in school","3","","",""
"Min 1x per week","1990","Berlin","(1a) inadequately completed","1","","",""
"Min 1x per week","1990","Berlin","(1b) general elementary school","4","","",""
"Min 1x per week","1990","Berlin","(1c) basic vocational qualification","2","","",""
"Min 1x per week","1990","Berlin","(2b) intermediate general qualification","6","","",""
"Min 1x per week","1990","Berlin","(2a) intermediate vocational","2","","",""
"Min 1x per week","1990","Berlin","(2c_gen) general maturity certificate","1","","",""
"Min 1x per week","1990","Berlin","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per week","1990","Berlin","(3a) lower tertiary education","1","","",""
"Min 1x per week","1990","Berlin","(3b) higher tertiary education","6","","",""
"Min 1x per week","1990","Brandenburg","(0) in school","","","",""
"Min 1x per week","1990","Brandenburg","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Brandenburg","(1b) general elementary school","","","",""
"Min 1x per week","1990","Brandenburg","(1c) basic vocational qualification","","","",""
"Min 1x per week","1990","Brandenburg","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Brandenburg","(2a) intermediate vocational","","","",""
"Min 1x per week","1990","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Brandenburg","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Brandenburg","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Saxony","(0) in school","","","",""
"Min 1x per week","1990","Saxony","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Saxony","(1b) general elementary school","","","",""
"Min 1x per week","1990","Saxony","(1c) basic vocational qualification","","","",""
"Min 1x per week","1990","Saxony","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Saxony","(2a) intermediate vocational","","","",""
"Min 1x per week","1990","Saxony","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Saxony","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Saxony","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(0) in school","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(1b) general elementary school","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Min 1x per week","1990","Thuringia","(0) in school","","","",""
"Min 1x per week","1990","Thuringia","(1a) inadequately completed","","","",""
"Min 1x per week","1990","Thuringia","(1b) general elementary school","","","",""
"Min 1x per week","1990","Thuringia","(1c) basic vocational qualification","","","",""
"Min 1x per week","1990","Thuringia","(2b) intermediate general qualification","","","",""
"Min 1x per week","1990","Thuringia","(2a) intermediate vocational","","","",""
"Min 1x per week","1990","Thuringia","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1990","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1990","Thuringia","(3a) lower tertiary education","","","",""
"Min 1x per week","1990","Thuringia","(3b) higher tertiary education","","","",""
"Min 1x per month","1990","Schleswig-Holstein","(0) in school","","","",""
"Min 1x per month","1990","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Min 1x per month","1990","Schleswig-Holstein","(1b) general elementary school","3","","",""
"Min 1x per month","1990","Schleswig-Holstein","(1c) basic vocational qualification","16","","",""
"Min 1x per month","1990","Schleswig-Holstein","(2b) intermediate general qualification","2","","",""
"Min 1x per month","1990","Schleswig-Holstein","(2a) intermediate vocational","10","","",""
"Min 1x per month","1990","Schleswig-Holstein","(2c_gen) general maturity certificate","3","","",""
"Min 1x per month","1990","Schleswig-Holstein","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per month","1990","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Min 1x per month","1990","Schleswig-Holstein","(3b) higher tertiary education","2","","",""
"Min 1x per month","1990","Hamburg","(0) in school","1","","",""
"Min 1x per month","1990","Hamburg","(1a) inadequately completed","","","",""
"Min 1x per month","1990","Hamburg","(1b) general elementary school","4","","",""
"Min 1x per month","1990","Hamburg","(1c) basic vocational qualification","4","","",""
"Min 1x per month","1990","Hamburg","(2b) intermediate general qualification","1","","",""
"Min 1x per month","1990","Hamburg","(2a) intermediate vocational","4","","",""
"Min 1x per month","1990","Hamburg","(2c_gen) general maturity certificate","1","","",""
"Min 1x per month","1990","Hamburg","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per month","1990","Hamburg","(3a) lower tertiary education","1","","",""
"Min 1x per month","1990","Hamburg","(3b) higher tertiary education","2","","",""
"Min 1x per month","1990","Lower Saxony","(0) in school","","","",""
"Min 1x per month","1990","Lower Saxony","(1a) inadequately completed","2","","",""
"Min 1x per month","1990","Lower Saxony","(1b) general elementary school","9","","",""
"Min 1x per month","1990","Lower Saxony","(1c) basic vocational qualification","39","0.113392794556203","0.0798864363366621","0.146899152775745"
"Min 1x per month","1990","Lower Saxony","(2b) intermediate general qualification","11","","",""
"Min 1x per month","1990","Lower Saxony","(2a) intermediate vocational","28","","",""
"Min 1x per month","1990","Lower Saxony","(2c_gen) general maturity certificate","7","","",""
"Min 1x per month","1990","Lower Saxony","(2c_voc) vocational maturity certificate","8","","",""
"Min 1x per month","1990","Lower Saxony","(3a) lower tertiary education","5","","",""
"Min 1x per month","1990","Lower Saxony","(3b) higher tertiary education","10","","",""
"Min 1x per month","1990","Bremen","(0) in school","","","",""
"Min 1x per month","1990","Bremen","(1a) inadequately completed","","","",""
"Min 1x per month","1990","Bremen","(1b) general elementary school","1","","",""
"Min 1x per month","1990","Bremen","(1c) basic vocational qualification","7","","",""
"Min 1x per month","1990","Bremen","(2b) intermediate general qualification","2","","",""
"Min 1x per month","1990","Bremen","(2a) intermediate vocational","1","","",""
"Min 1x per month","1990","Bremen","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1990","Bremen","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per month","1990","Bremen","(3a) lower tertiary education","1","","",""
"Min 1x per month","1990","Bremen","(3b) higher tertiary education","","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(0) in school","3","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(1a) inadequately completed","8","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(1b) general elementary school","21","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(1c) basic vocational qualification","87","0.10369747921474","0.0829444147894698","0.124450543640011"
"Min 1x per month","1990","North Rhine-Westphalia","(2b) intermediate general qualification","20","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(2a) intermediate vocational","53","0.1618244202156","0.122503590606801","0.2011452498244"
"Min 1x per month","1990","North Rhine-Westphalia","(2c_gen) general maturity certificate","17","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","17","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(3a) lower tertiary education","4","","",""
"Min 1x per month","1990","North Rhine-Westphalia","(3b) higher tertiary education","22","","",""
"Min 1x per month","1990","Hesse","(0) in school","","","",""
"Min 1x per month","1990","Hesse","(1a) inadequately completed","1","","",""
"Min 1x per month","1990","Hesse","(1b) general elementary school","10","","",""
"Min 1x per month","1990","Hesse","(1c) basic vocational qualification","25","","",""
"Min 1x per month","1990","Hesse","(2b) intermediate general qualification","6","","",""
"Min 1x per month","1990","Hesse","(2a) intermediate vocational","24","","",""
"Min 1x per month","1990","Hesse","(2c_gen) general maturity certificate","8","","",""
"Min 1x per month","1990","Hesse","(2c_voc) vocational maturity certificate","6","","",""
"Min 1x per month","1990","Hesse","(3a) lower tertiary education","5","","",""
"Min 1x per month","1990","Hesse","(3b) higher tertiary education","13","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(0) in school","3","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(1b) general elementary school","4","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","22","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","2","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","7","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","4","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","3","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","6","","",""
"Min 1x per month","1990","Baden-Württemberg","(0) in school","2","","",""
"Min 1x per month","1990","Baden-Württemberg","(1a) inadequately completed","7","","",""
