"pli0093_h","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Daily","1990","(0) in school","Male","12","","",""
"Daily","1990","(0) in school","Female","11","","",""
"Daily","1990","(1a) inadequately completed","Male","1","","",""
"Daily","1990","(1a) inadequately completed","Female","3","","",""
"Daily","1990","(1b) general elementary school","Male","22","","",""
"Daily","1990","(1b) general elementary school","Female","19","","",""
"Daily","1990","(1c) basic vocational qualification","Male","33","0.0176823770952974","0.0117137355973113","0.0236510185932835"
"Daily","1990","(1c) basic vocational qualification","Female","18","","",""
"Daily","1990","(2b) intermediate general qualification","Male","6","","",""
"Daily","1990","(2b) intermediate general qualification","Female","17","","",""
"Daily","1990","(2a) intermediate vocational","Male","11","","",""
"Daily","1990","(2a) intermediate vocational","Female","24","","",""
"Daily","1990","(2c_gen) general maturity certificate","Male","10","","",""
"Daily","1990","(2c_gen) general maturity certificate","Female","9","","",""
"Daily","1990","(2c_voc) vocational maturity certificate","Male","5","","",""
"Daily","1990","(2c_voc) vocational maturity certificate","Female","6","","",""
"Daily","1990","(3a) lower tertiary education","Male","7","","",""
"Daily","1990","(3a) lower tertiary education","Female","10","","",""
"Daily","1990","(3b) higher tertiary education","Male","14","","",""
"Daily","1990","(3b) higher tertiary education","Female","11","","",""
"Min 1x per week","1990","(0) in school","Male","10","","",""
"Min 1x per week","1990","(0) in school","Female","25","","",""
"Min 1x per week","1990","(1a) inadequately completed","Male","6","","",""
"Min 1x per week","1990","(1a) inadequately completed","Female","6","","",""
"Min 1x per week","1990","(1b) general elementary school","Male","35","0.0540963319160823","0.0380351326897754","0.0701575311423892"
"Min 1x per week","1990","(1b) general elementary school","Female","62","0.045570835980309","0.0345394985050366","0.0566021734555814"
"Min 1x per week","1990","(1c) basic vocational qualification","Male","134","0.0808536238653016","0.0685077655985119","0.0931994821320913"
"Min 1x per week","1990","(1c) basic vocational qualification","Female","95","0.0689278951283089","0.0553690447603955","0.0824867454962222"
"Min 1x per week","1990","(2b) intermediate general qualification","Male","17","","",""
"Min 1x per week","1990","(2b) intermediate general qualification","Female","30","0.119083588416679","0.0781070019223093","0.160060174911049"
"Min 1x per week","1990","(2a) intermediate vocational","Male","65","0.110770261869172","0.0840001793406671","0.137540344397677"
"Min 1x per week","1990","(2a) intermediate vocational","Female","96","0.122102831021639","0.0984172113143166","0.145788450728961"
"Min 1x per week","1990","(2c_gen) general maturity certificate","Male","41","0.195901217757625","0.142093048262522","0.249709387252727"
"Min 1x per week","1990","(2c_gen) general maturity certificate","Female","27","","",""
"Min 1x per week","1990","(2c_voc) vocational maturity certificate","Male","18","","",""
"Min 1x per week","1990","(2c_voc) vocational maturity certificate","Female","42","0.265938960596848","0.201393023687562","0.330484897506134"
"Min 1x per week","1990","(3a) lower tertiary education","Male","21","","",""
"Min 1x per week","1990","(3a) lower tertiary education","Female","7","","",""
"Min 1x per week","1990","(3b) higher tertiary education","Male","55","0.183662866680949","0.139551786699873","0.227773946662026"
"Min 1x per week","1990","(3b) higher tertiary education","Female","39","0.2677925473618","0.1998141996249","0.3357708950987"
"Min 1x per month","1990","(0) in school","Male","8","","",""
"Min 1x per month","1990","(0) in school","Female","5","","",""
"Min 1x per month","1990","(1a) inadequately completed","Male","11","","",""
"Min 1x per month","1990","(1a) inadequately completed","Female","8","","",""
"Min 1x per month","1990","(1b) general elementary school","Male","37","0.0441485061946174","0.0295629221643028","0.0587340902249321"
"Min 1x per month","1990","(1b) general elementary school","Female","83","0.0586123623357866","0.0461874972788931","0.0710372273926802"
"Min 1x per month","1990","(1c) basic vocational qualification","Male","187","0.103952430766295","0.0901307117498441","0.117774149782745"
"Min 1x per month","1990","(1c) basic vocational qualification","Female","148","0.108313537079854","0.0916801322367158","0.124946941922993"
"Min 1x per month","1990","(2b) intermediate general qualification","Male","17","","",""
"Min 1x per month","1990","(2b) intermediate general qualification","Female","59","0.238046240468897","0.184165017849092","0.291927463088703"
"Min 1x per month","1990","(2a) intermediate vocational","Male","77","0.159163882713066","0.127959968784326","0.190367796641806"
"Min 1x per month","1990","(2a) intermediate vocational","Female","132","0.170597765746165","0.143385210040827","0.197810321451503"
"Min 1x per month","1990","(2c_gen) general maturity certificate","Male","33","0.180074633630028","0.127980552845717","0.23216871441434"
"Min 1x per month","1990","(2c_gen) general maturity certificate","Female","28","","",""
"Min 1x per month","1990","(2c_voc) vocational maturity certificate","Male","43","0.211096055915655","0.158356520931213","0.263835590900098"
"Min 1x per month","1990","(2c_voc) vocational maturity certificate","Female","28","","",""
"Min 1x per month","1990","(3a) lower tertiary education","Male","25","","",""
"Min 1x per month","1990","(3a) lower tertiary education","Female","15","","",""
"Min 1x per month","1990","(3b) higher tertiary education","Male","63","0.218002651053007","0.170966068193714","0.265039233912301"
"Min 1x per month","1990","(3b) higher tertiary education","Female","31","0.174716330642448","0.116422490644359","0.233010170640537"
"Rarely","1990","(0) in school","Male","30","0.362534536918946","0.264301583723356","0.460767490114535"
"Rarely","1990","(0) in school","Female","14","","",""
"Rarely","1990","(1a) inadequately completed","Male","49","0.214137425567766","0.166677534777323","0.261597316358208"
"Rarely","1990","(1a) inadequately completed","Female","47","0.100105150494569","0.070431162930095","0.129779138059043"
"Rarely","1990","(1b) general elementary school","Male","142","0.211654278307477","0.182651307285043","0.240657249329912"
"Rarely","1990","(1b) general elementary school","Female","269","0.201547545810163","0.180328487337425","0.222766604282901"
"Rarely","1990","(1c) basic vocational qualification","Male","551","0.300329869612673","0.279569975547974","0.321089763677373"
"Rarely","1990","(1c) basic vocational qualification","Female","421","0.310536043872428","0.285770635509476","0.335301452235379"
"Rarely","1990","(2b) intermediate general qualification","Male","30","0.299163572685394","0.217237873401122","0.381089271969665"
"Rarely","1990","(2b) intermediate general qualification","Female","67","0.288435570476742","0.231119818607035","0.345751322346449"
"Rarely","1990","(2a) intermediate vocational","Male","197","0.372616262753966","0.331375312735865","0.413857212772068"
"Rarely","1990","(2a) intermediate vocational","Female","253","0.345535000435727","0.311132556445266","0.379937444426187"
"Rarely","1990","(2c_gen) general maturity certificate","Male","52","0.282241511774596","0.221221180454188","0.343261843095005"
"Rarely","1990","(2c_gen) general maturity certificate","Female","40","0.284000212000814","0.207363290734709","0.360637133266919"
"Rarely","1990","(2c_voc) vocational maturity certificate","Male","65","0.277084574001777","0.219243800364244","0.33492534763931"
"Rarely","1990","(2c_voc) vocational maturity certificate","Female","59","0.306036830324485","0.238713297585971","0.373360363063"
