"plh0108","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","(0) in school","1","","",""
"Very important","1990","1-pers.-HH","(1a) inadequately completed","","","",""
"Very important","1990","1-pers.-HH","(1b) general elementary school","32","0.118985511968568","0.0762021097465405","0.161768914190596"
"Very important","1990","1-pers.-HH","(1c) basic vocational qualification","18","","",""
"Very important","1990","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"Very important","1990","1-pers.-HH","(2a) intermediate vocational","13","","",""
"Very important","1990","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Very important","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","2","","",""
"Very important","1990","1-pers.-HH","(3a) lower tertiary education","2","","",""
"Very important","1990","1-pers.-HH","(3b) higher tertiary education","3","","",""
"Very important","1990","(Married) couple without C. ","(0) in school","","","",""
"Very important","1990","(Married) couple without C. ","(1a) inadequately completed","2","","",""
"Very important","1990","(Married) couple without C. ","(1b) general elementary school","116","0.288115183922579","0.243396612788848","0.33283375505631"
"Very important","1990","(Married) couple without C. ","(1c) basic vocational qualification","207","0.234927201336497","0.206476589617975","0.263377813055018"
"Very important","1990","(Married) couple without C. ","(2b) intermediate general qualification","10","","",""
"Very important","1990","(Married) couple without C. ","(2a) intermediate vocational","69","0.189408116292271","0.148875812910126","0.229940419674417"
"Very important","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","3","","",""
"Very important","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","25","","",""
"Very important","1990","(Married) couple without C. ","(3a) lower tertiary education","19","","",""
"Very important","1990","(Married) couple without C. ","(3b) higher tertiary education","29","","",""
"Very important","1990","Single parent ","(0) in school","1","","",""
"Very important","1990","Single parent ","(1a) inadequately completed","1","","",""
"Very important","1990","Single parent ","(1b) general elementary school","18","","",""
"Very important","1990","Single parent ","(1c) basic vocational qualification","22","","",""
"Very important","1990","Single parent ","(2b) intermediate general qualification","1","","",""
"Very important","1990","Single parent ","(2a) intermediate vocational","5","","",""
"Very important","1990","Single parent ","(2c_gen) general maturity certificate","3","","",""
"Very important","1990","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Very important","1990","Single parent ","(3a) lower tertiary education","1","","",""
"Very important","1990","Single parent ","(3b) higher tertiary education","2","","",""
"Very important","1990","Couple + C. LE 16 ","(0) in school","1","","",""
"Very important","1990","Couple + C. LE 16 ","(1a) inadequately completed","6","","",""
"Very important","1990","Couple + C. LE 16 ","(1b) general elementary school","39","0.226557866354785","0.159790675571101","0.293325057138469"
"Very important","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","182","0.281938799746516","0.246887478786667","0.316990120706366"
"Very important","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","4","","",""
"Very important","1990","Couple + C. LE 16 ","(2a) intermediate vocational","73","0.211185508837146","0.168241473551775","0.254129544122517"
"Very important","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","6","","",""
"Very important","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","10","","",""
"Very important","1990","Couple + C. LE 16 ","(3a) lower tertiary education","8","","",""
"Very important","1990","Couple + C. LE 16 ","(3b) higher tertiary education","31","0.239613387552045","0.164179184612208","0.315047590491882"
"Very important","1990","Couple + C. GT 16 ","(0) in school","6","","",""
"Very important","1990","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Very important","1990","Couple + C. GT 16 ","(1b) general elementary school","89","0.290915715994062","0.23882153830954","0.343009893678584"
"Very important","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","181","0.324256598997309","0.285382905000811","0.363130292993807"
"Very important","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","17","","",""
"Very important","1990","Couple + C. GT 16 ","(2a) intermediate vocational","43","0.198319544227056","0.145144896519617","0.251494191934496"
"Very important","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","12","","",""
"Very important","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","9","","",""
"Very important","1990","Couple + C. GT 16 ","(3a) lower tertiary education","15","","",""
"Very important","1990","Couple + C. GT 16 ","(3b) higher tertiary education","14","","",""
"Very important","1990","Couple + C. LE and GT 16","(0) in school","8","","",""
"Very important","1990","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Very important","1990","Couple + C. LE and GT 16","(1b) general elementary school","21","","",""
"Very important","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","43","0.276430317579487","0.206023411703751","0.346837223455224"
"Very important","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","3","","",""
"Very important","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","8","","",""
"Very important","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","1","","",""
"Very important","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"Very important","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","4","","",""
"Very important","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","10","","",""
"Important","1990","1-pers.-HH","(0) in school","1","","",""
"Important","1990","1-pers.-HH","(1a) inadequately completed","1","","",""
"Important","1990","1-pers.-HH","(1b) general elementary school","50","0.201922518246496","0.148876638542255","0.254968397950738"
"Important","1990","1-pers.-HH","(1c) basic vocational qualification","58","0.192737644288203","0.147102674600004","0.238372613976402"
"Important","1990","1-pers.-HH","(2b) intermediate general qualification","6","","",""
