"plh0108","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Full Time","no migration background","666","0.209591105368496","0.195009442062378","0.224172768674614"
"Very important","1990","Full Time","direct migration background","41","0.215565867035044","0.155325194111013","0.275806539959075"
"Very important","1990","Full Time","indirect migration background","2","","",""
"Very important","1990","Part Time","no migration background","236","0.172650571449188","0.151588953191222","0.193712189707154"
"Very important","1990","Part Time","direct migration background","16","","",""
"Very important","1990","Part Time","indirect migration background","5","","",""
"Very important","1990","Not Working","no migration background","534","0.20347116355521","0.187358190254743","0.219584136855678"
"Very important","1990","Not Working","direct migration background","54","0.259191564520811","0.19499896448095","0.323384164560673"
"Very important","1990","Not Working","indirect migration background","7","","",""
"Important","1990","Full Time","no migration background","1007","0.330168257010914","0.31332037728606","0.347016136735768"
"Important","1990","Full Time","direct migration background","54","0.275825369226642","0.210352656871779","0.341298081581504"
"Important","1990","Full Time","indirect migration background","4","","",""
"Important","1990","Part Time","no migration background","427","0.338459918141839","0.312090840129332","0.364828996154346"
"Important","1990","Part Time","direct migration background","29","","",""
"Important","1990","Part Time","indirect migration background","2","","",""
"Important","1990","Not Working","no migration background","719","0.272723122239015","0.254897923858695","0.290548320619334"
"Important","1990","Not Working","direct migration background","51","0.272867434708772","0.207613872154037","0.338120997263507"
"Important","1990","Not Working","indirect migration background","4","","",""
"Less important","1990","Full Time","no migration background","1006","0.345013441761655","0.327982881550357","0.362044001972954"
"Less important","1990","Full Time","direct migration background","69","0.410160446735761","0.338105233085086","0.482215660386435"
"Less important","1990","Full Time","indirect migration background","5","","",""
"Less important","1990","Part Time","no migration background","427","0.347265247541868","0.320733719032372","0.373796776051364"
"Less important","1990","Part Time","direct migration background","30","0.34987869484186","0.247274529225599","0.45248286045812"
"Less important","1990","Part Time","indirect migration background","8","","",""
"Less important","1990","Not Working","no migration background","617","0.256996720920117","0.239507008927475","0.274486432912759"
"Less important","1990","Not Working","direct migration background","41","0.250088872927282","0.186647341344891","0.313530404509673"
"Less important","1990","Not Working","indirect migration background","9","","",""
