"plh0108","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","higher vocational","East Germany","","","","","2"
"Important","1990","higher education","West Germany","243","0.358700447306976","0.321970198633131","0.39543069598082","2"
"Important","1990","inadequately","West Germany","24","","","","2"
"Important","1990","inadequately","East Germany","","","","","2"
"Important","1990","higher education","East Germany","","","","","2"
"Important","1990","in school","East Germany","","","","","2"
"Important","1990","general elemantary","West Germany","488","0.28200403174559","0.260125908231759","0.303882155259422","2"
"Important","1990","general elemantary","East Germany","","","","","2"
"Important","1990","higher vocational","West Germany","160","0.297353985820476","0.257248572740822","0.33745939890013","2"
"Important","1990","in school","West Germany","24","","","","2"
"Important","1990","middle vocational","West Germany","1269","0.313472380491874","0.298867942310415","0.328076818673333","2"
"Important","1990","middle vocational","East Germany","","","","","2"
"Important","1990","vocational + Abi","West Germany","65","0.294395548400712","0.232005196403401","0.356785900398022","2"
"Important","1990","vocational + Abi","East Germany","","","","","2"
"Less important","1990","in school","West Germany","60","0.551162900353621","0.458215743333579","0.644110057373662","3"
"Less important","1990","in school","East Germany","","","","","3"
"Less important","1990","inadequately","West Germany","21","","","","3"
"Less important","1990","inadequately","East Germany","","","","","3"
"Less important","1990","general elemantary","West Germany","449","0.278773319455575","0.256971993723064","0.300574645188086","3"
"Less important","1990","general elemantary","East Germany","","","","","3"
"Less important","1990","middle vocational","West Germany","1228","0.320128389406988","0.305441434718218","0.334815344095758","3"
"Less important","1990","middle vocational","East Germany","","","","","3"
"Less important","1990","vocational + Abi","West Germany","88","0.452356893792117","0.384223412532232","0.520490375052003","3"
"Less important","1990","vocational + Abi","East Germany","","","","","3"
"Less important","1990","higher vocational","West Germany","143","0.261027299901232","0.222492333826889","0.299562265975576","3"
"Less important","1990","higher vocational","East Germany","","","","","3"
"Less important","1990","higher education","West Germany","190","0.292590516633841","0.257749324805374","0.327431708462308","3"
"Less important","1990","higher education","East Germany","","","","","3"
"Quite unimportant","1990","higher vocational","East Germany","","","","","4"
"Quite unimportant","1990","higher education","West Germany","78","0.136438042528782","0.110150987634828","0.162725097422736","4"
"Quite unimportant","1990","inadequately","West Germany","15","","","","4"
"Quite unimportant","1990","inadequately","East Germany","","","","","4"
"Quite unimportant","1990","higher education","East Germany","","","","","4"
"Quite unimportant","1990","in school","East Germany","","","","","4"
"Quite unimportant","1990","general elemantary","West Germany","299","0.222060919314623","0.20185259655083","0.242269242078416","4"
"Quite unimportant","1990","general elemantary","East Germany","","","","","4"
"Quite unimportant","1990","higher vocational","West Germany","77","0.208992345486318","0.173318218714786","0.244666472257851","4"
"Quite unimportant","1990","in school","West Germany","8","","","","4"
"Quite unimportant","1990","middle vocational","West Germany","546","0.16948272346496","0.1576715442436","0.18129390268632","4"
"Quite unimportant","1990","middle vocational","East Germany","","","","","4"
"Quite unimportant","1990","vocational + Abi","West Germany","24","","","","4"
"Quite unimportant","1990","vocational + Abi","East Germany","","","","","4"
"Very important","1990","in school","West Germany","18","","","","1"
"Very important","1990","in school","East Germany","","","","","1"
"Very important","1990","inadequately","West Germany","15","","","","1"
"Very important","1990","inadequately","East Germany","","","","","1"
"Very important","1990","general elemantary","West Germany","389","0.217161729484211","0.197114743874275","0.237208715094148","1"
"Very important","1990","general elemantary","East Germany","","","","","1"
"Very important","1990","middle vocational","West Germany","833","0.196916506636178","0.184397276646497","0.209435736625859","1"
"Very important","1990","middle vocational","East Germany","","","","","1"
"Very important","1990","vocational + Abi","West Germany","28","","","","1"
"Very important","1990","vocational + Abi","East Germany","","","","","1"
