"plh0108","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very important","1990","no migration background","in school","15","","",""
"Very important","1990","no migration background","inadequately","11","","",""
"Very important","1990","no migration background","general elemantary","354","0.214672911090508","0.193901229493825","0.23544459268719"
"Very important","1990","no migration background","middle vocational","779","0.196557475890348","0.183637020533521","0.209477931247175"
"Very important","1990","no migration background","vocational + Abi","25","","",""
"Very important","1990","no migration background","higher vocational","108","0.228346752276779","0.189903168570266","0.266790335983291"
"Very important","1990","no migration background","higher education","130","0.209058544842563","0.176629380876725","0.241487708808401"
"Very important","1990","direct migration background","in school","1","","",""
"Very important","1990","direct migration background","inadequately","3","","",""
"Very important","1990","direct migration background","general elemantary","30","0.236464959184793","0.157771803231399","0.315158115138187"
"Very important","1990","direct migration background","middle vocational","49","0.207600291216265","0.153511490983897","0.261689091448632"
"Very important","1990","direct migration background","vocational + Abi","3","","",""
"Very important","1990","direct migration background","higher vocational","10","","",""
"Very important","1990","direct migration background","higher education","14","","",""
"Very important","1990","indirect migration background","in school","2","","",""
"Very important","1990","indirect migration background","inadequately","1","","",""
"Very important","1990","indirect migration background","general elemantary","5","","",""
"Very important","1990","indirect migration background","middle vocational","5","","",""
"Very important","1990","indirect migration background","vocational + Abi","","","",""
"Very important","1990","indirect migration background","higher vocational","1","","",""
"Very important","1990","indirect migration background","higher education","","","",""
"Important","1990","no migration background","in school","23","","",""
"Important","1990","no migration background","inadequately","22","","",""
"Important","1990","no migration background","general elemantary","454","0.284079536424449","0.261265080915389","0.306893991933508"
"Important","1990","no migration background","middle vocational","1195","0.315217677946593","0.300112105697577","0.33032325019561"
"Important","1990","no migration background","vocational + Abi","63","0.303026434923497","0.238021565823304","0.36803130402369"
"Important","1990","no migration background","higher vocational","150","0.304916723746734","0.26275441403511","0.347079033458359"
"Important","1990","no migration background","higher education","224","0.354676236110454","0.316522726243601","0.392829745977307"
"Important","1990","direct migration background","in school","","","",""
"Important","1990","direct migration background","inadequately","2","","",""
"Important","1990","direct migration background","general elemantary","32","0.257989474589122","0.176959611221089","0.339019337957155"
"Important","1990","direct migration background","middle vocational","68","0.300929771443462","0.239763191705937","0.362096351180986"
"Important","1990","direct migration background","vocational + Abi","2","","",""
"Important","1990","direct migration background","higher vocational","9","","",""
"Important","1990","direct migration background","higher education","19","","",""
"Important","1990","indirect migration background","in school","1","","",""
"Important","1990","indirect migration background","inadequately","","","",""
