"plh0108","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Not Employed","no migration background","719","0.272723122239015","0.254897923858695","0.290548320619334","2"
"Important","1990","Not Employed","direct migration background","51","0.272867434708772","0.207613872154037","0.338120997263507","2"
"Important","1990","Employed","no migration background","1434","0.332575150122304","0.31837725409494","0.346773046149668","2"
"Important","1990","Not Employed","indirect migration background","4","","","","2"
"Important","1990","Employed","direct migration background","83","0.303772932488851","0.248086751578764","0.359459113398939","2"
"Important","1990","Employed","indirect migration background","6","","","","2"
"Less important","1990","Employed","no migration background","1433","0.345667093151287","0.331335109404202","0.359999076898372","3"
"Less important","1990","Not Employed","direct migration background","41","0.250088872927282","0.186647341344891","0.313530404509673","3"
"Less important","1990","Not Employed","no migration background","617","0.256996720920117","0.239507008927475","0.274486432912759","3"
"Less important","1990","Not Employed","indirect migration background","9","","","","3"
"Less important","1990","Employed","direct migration background","99","0.392167281808241","0.333048542934843","0.451286020681639","3"
"Less important","1990","Employed","indirect migration background","13","","","","3"
"Quite unimportant","1990","Not Employed","no migration background","528","0.266808993285658","0.249106587227865","0.284511399343451","4"
"Quite unimportant","1990","Not Employed","direct migration background","33","0.217852127843135","0.157381160957881","0.278323094728388","4"
"Quite unimportant","1990","Not Employed","indirect migration background","3","","","","4"
"Quite unimportant","1990","Employed","no migration background","461","0.122889703737593","0.112995912086226","0.132783495388959","4"
"Quite unimportant","1990","Employed","direct migration background","23","","","","4"
"Quite unimportant","1990","Employed","indirect migration background","6","","","","4"
"Very important","1990","Not Employed","no migration background","534","0.20347116355521","0.187358190254743","0.219584136855678","1"
"Very important","1990","Not Employed","direct migration background","54","0.259191564520811","0.19499896448095","0.323384164560673","1"
"Very important","1990","Not Employed","indirect migration background","7","","","","1"
"Very important","1990","Employed","no migration background","902","0.198868052988816","0.186839526095287","0.210896579882345","1"
"Very important","1990","Employed","direct migration background","57","0.205450509630887","0.156527683895478","0.254373335366295","1"
"Very important","1990","Employed","indirect migration background","7","","","","1"
"Important","1991","Not Employed","direct migration background","","","","","2"
"Important","1991","Not Employed","no migration background","","","","","2"
"Important","1991","Not Employed","indirect migration background","","","","","2"
"Important","1991","Employed","no migration background","","","","","2"
"Important","1991","Employed","direct migration background","","","","","2"
"Important","1991","Employed","indirect migration background","","","","","2"
"Less important","1991","Not Employed","no migration background","","","","","3"
"Less important","1991","Not Employed","direct migration background","","","","","3"
"Less important","1991","Not Employed","indirect migration background","","","","","3"
"Less important","1991","Employed","no migration background","","","","","3"
"Less important","1991","Employed","direct migration background","","","","","3"
"Less important","1991","Employed","indirect migration background","","","","","3"
"Quite unimportant","1991","Not Employed","direct migration background","","","","","4"
"Quite unimportant","1991","Not Employed","no migration background","","","","","4"
"Quite unimportant","1991","Not Employed","indirect migration background","","","","","4"
"Quite unimportant","1991","Employed","no migration background","","","","","4"
"Quite unimportant","1991","Employed","direct migration background","","","","","4"
"Quite unimportant","1991","Employed","indirect migration background","","","","","4"
"Very important","1991","Not Employed","no migration background","","","","","1"
"Very important","1991","Not Employed","direct migration background","","","","","1"
"Very important","1991","Not Employed","indirect migration background","","","","","1"
"Very important","1991","Employed","no migration background","","","","","1"
"Very important","1991","Employed","direct migration background","","","","","1"
"Very important","1991","Employed","indirect migration background","","","","","1"
"Important","1992","Not Employed","direct migration background","64","0.266185674014572","0.209191884620868","0.323179463408277","2"
"Important","1992","Not Employed","no migration background","947","0.288181875977638","0.272569712449405","0.303794039505872","2"
"Important","1992","Not Employed","indirect migration background","8","","","","2"
"Important","1992","Employed","no migration background","2101","0.305661637800096","0.294916276232324","0.316406999367869","2"
"Important","1992","Employed","direct migration background","102","0.277802009087929","0.230261182267385","0.325342835908473","2"
"Important","1992","Employed","indirect migration background","10","","","","2"
"Less important","1992","Not Employed","no migration background","789","0.22813964736065","0.213674762253673","0.242604532467627","3"
"Less important","1992","Not Employed","direct migration background","43","0.197979996217733","0.146593931783988","0.249366060651478","3"
"Less important","1992","Not Employed","indirect migration background","11","","","","3"
"Less important","1992","Employed","no migration background","2472","0.346917096430794","0.335814821080831","0.358019371780757","3"
