"plh0108","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Lower Saxony","Male","134","0.306597157756731","0.262020854317517","0.351173461195945","2"
"Important","1990","North Rhine-Westphalia","Male","300","0.318425970649488","0.288141017444332","0.348710923854643","2"
"Important","1990","Bremen","Female","8","","","","2"
"Important","1990","Lower Saxony","Female","137","0.299734789987802","0.256482479860389","0.342987100115216","2"
"Important","1990","Hamburg","Female","13","","","","2"
"Important","1990","Bremen","Male","8","","","","2"
"Important","1990","Schleswig-Holstein","Male","35","0.299446865508648","0.218173433090705","0.380720297926592","2"
"Important","1990","North Rhine-Westphalia","Female","315","0.285295890407994","0.257529966149727","0.313061814666262","2"
"Important","1990","Hesse","Male","105","0.328360892566827","0.277382869127555","0.379338916006098","2"
"Important","1990","Schleswig-Holstein","Female","39","0.326411628605626","0.246115881209449","0.406707376001802","2"
"Important","1990","Hamburg","Male","14","","","","2"
"Important","1990","Rhineland-Palatinate,Saarland","Female","125","0.399362518312932","0.343567926888605","0.455157109737259","2"
"Important","1990","Bavaria","Male","212","0.328984677766503","0.292149553727218","0.365819801805787","2"
"Important","1990","Hesse","Female","119","0.343098086994967","0.292783437736843","0.393412736253091","2"
"Important","1990","Rhineland-Palatinate,Saarland","Male","117","0.438740409659563","0.378767389142532","0.498713430176593","2"
"Important","1990","Baden-Württemberg","Male","181","0.32281326006212","0.283914880916594","0.361711639207646","2"
"Important","1990","Baden-Württemberg","Female","202","0.306188642398096","0.269308914607309","0.343068370188882","2"
"Important","1990","Bavaria","Female","206","0.29709164718645","0.261906841168777","0.332276453204123","2"
"Important","1990","Berlin","Male","14","","","","2"
"Important","1990","Brandenburg","Female","","","","","2"
"Important","1990","Berlin","Female","13","","","","2"
"Important","1990","Brandenburg","Male","","","","","2"
"Important","1990","Saxony","Male","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","Female","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","Male","","","","","2"
"Important","1990","Saxony","Female","","","","","2"
"Important","1990","Saxony-Anhalt","Male","","","","","2"
"Important","1990","Thuringia","Female","","","","","2"
"Important","1990","Thuringia","Male","","","","","2"
"Important","1990","Saxony-Anhalt","Female","","","","","2"
"Less important","1990","Bremen","Female","8","","","","3"
"Less important","1990","Lower Saxony","Male","113","0.279583126340653","0.236194630288566","0.322971622392739","3"
"Less important","1990","Hamburg","Male","28","","","","3"
"Less important","1990","Bremen","Male","9","","","","3"
"Less important","1990","Schleswig-Holstein","Female","43","0.317660643717462","0.237935674592215","0.39738561284271","3"
"Less important","1990","Hamburg","Female","31","0.508713201005696","0.388104073875289","0.629322328136102","3"
"Less important","1990","North Rhine-Westphalia","Male","312","0.350323623919542","0.319310222583121","0.381337025255964","3"
"Less important","1990","North Rhine-Westphalia","Female","357","0.348149471233824","0.318856857955051","0.377442084512596","3"
"Less important","1990","Schleswig-Holstein","Male","46","0.380408928551555","0.294260749522491","0.46655710758062","3"
"Less important","1990","Lower Saxony","Female","129","0.271957344121199","0.229948738707257","0.313965949535142","3"
"Less important","1990","Hesse","Male","105","0.316812295042813","0.26631009175295","0.367314498332675","3"
"Less important","1990","Hesse","Female","109","0.300678192745767","0.25207950538573","0.349276880105805","3"
"Less important","1990","Rhineland-Palatinate,Saarland","Male","50","0.207362906437156","0.158365516199754","0.256360296674558","3"
"Less important","1990","Rhineland-Palatinate,Saarland","Female","56","0.19684275157992","0.151546502446001","0.24213900071384","3"
"Less important","1990","Baden-Württemberg","Male","139","0.251882780325242","0.21576794289167","0.287997617758815","3"
"Less important","1990","Baden-Württemberg","Female","187","0.328759679782153","0.291171546497315","0.366347813066992","3"
"Less important","1990","Bavaria","Male","181","0.288403925507245","0.252887811792417","0.323920039222073","3"
"Less important","1990","Bavaria","Female","191","0.284801179318555","0.250051974204914","0.319550384432196","3"
"Less important","1990","Berlin","Male","58","0.561503672947347","0.46748470428897","0.655522641605725","3"
"Less important","1990","Berlin","Female","60","0.470768576532072","0.383957973096074","0.55757917996807","3"
"Less important","1990","Brandenburg","Male","","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","Female","","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","Male","","","","","3"
"Less important","1990","Brandenburg","Female","","","","","3"
"Less important","1990","Saxony","Male","","","","","3"
"Less important","1990","Saxony","Female","","","","","3"
"Less important","1990","Saxony-Anhalt","Male","","","","","3"
"Less important","1990","Saxony-Anhalt","Female","","","","","3"
"Less important","1990","Thuringia","Male","","","","","3"
"Less important","1990","Thuringia","Female","","","","","3"
"Quite unimportant","1990","Schleswig-Holstein","Male","11","","","","4"
"Quite unimportant","1990","Schleswig-Holstein","Female","26","","","","4"
"Quite unimportant","1990","Hamburg","Female","18","","","","4"
"Quite unimportant","1990","Lower Saxony","Male","51","0.14526416980683","0.111198072062","0.179330267551659","4"
"Quite unimportant","1990","Hamburg","Male","16","","","","4"
"Quite unimportant","1990","Lower Saxony","Female","78","0.228262810653863","0.188638497183249","0.267887124124476","4"
"Quite unimportant","1990","North Rhine-Westphalia","Male","100","0.120128836799185","0.0989939791260307","0.141263694472339","4"
"Quite unimportant","1990","Bremen","Male","9","","","","4"
"Quite unimportant","1990","Bremen","Female","23","","","","4"
"Quite unimportant","1990","North Rhine-Westphalia","Female","198","0.241853391332216","0.215523205386152","0.268183577278279","4"
"Quite unimportant","1990","Berlin","Female","51","0.420355281830155","0.334506245133772","0.506204318526538","4"
"Quite unimportant","1990","Brandenburg","Male","","","","","4"
"Quite unimportant","1990","Berlin","Male","27","","","","4"
