"plh0108","year","education","n","percent","lower_confidence","upper_confidence"
"Very important","1990","lower secondary degree","1026","0.22944466939373","0.216522009764056","0.242367329023405"
"Very important","1990","secondary school degree","278","0.165165621304092","0.146838585233794","0.183492657374389"
"Very important","1990","college entrance qualification","198","0.165432500947293","0.143919701242252","0.186945300652334"
"Very important","1990","Other degree","13","","",""
"Very important","1990","no degree/no degree yet","29","","",""
"Important","1990","lower secondary degree","1317","0.307856286053346","0.293669528162102","0.32204304394459"
"Important","1990","secondary school degree","507","0.306096216106178","0.283349911394037","0.32884252081832"
"Important","1990","college entrance qualification","378","0.314567939038353","0.287683856628909","0.341452021447796"
"Important","1990","Other degree","19","","",""
"Important","1990","no degree/no degree yet","42","0.225248795669633","0.162999074814545","0.287498516524721"
"Less important","1990","lower secondary degree","1088","0.274839142809311","0.26111872064738","0.288559564971243"
"Less important","1990","secondary school degree","570","0.353190120797694","0.329600289215458","0.37677995237993"
"Less important","1990","college entrance qualification","410","0.355351462115431","0.327640836135662","0.383062088095199"
"Less important","1990","Other degree","17","","",""
"Less important","1990","no degree/no degree yet","79","0.470106021592771","0.395732655356879","0.544479387828663"
"Quite unimportant","1990","lower secondary degree","636","0.187859901743612","0.175855416914898","0.199864386572326"
"Quite unimportant","1990","secondary school degree","222","0.175548041792036","0.156771616398345","0.194324467185728"
"Quite unimportant","1990","college entrance qualification","160","0.164648097898924","0.143176277093804","0.186119918704043"
"Quite unimportant","1990","Other degree","6","","",""
"Quite unimportant","1990","no degree/no degree yet","23","","",""
"Very important","1991","lower secondary degree","","","",""
"Very important","1991","secondary school degree","","","",""
"Very important","1991","college entrance qualification","","","",""
"Very important","1991","Other degree","","","",""
"Very important","1991","no degree/no degree yet","","","",""
"Important","1991","lower secondary degree","","","",""
"Important","1991","secondary school degree","","","",""
"Important","1991","college entrance qualification","","","",""
"Important","1991","Other degree","","","",""
"Important","1991","no degree/no degree yet","","","",""
"Less important","1991","lower secondary degree","","","",""
"Less important","1991","secondary school degree","","","",""
"Less important","1991","college entrance qualification","","","",""
"Less important","1991","Other degree","","","",""
"Less important","1991","no degree/no degree yet","","","",""
"Quite unimportant","1991","lower secondary degree","","","",""
"Quite unimportant","1991","secondary school degree","","","",""
"Quite unimportant","1991","college entrance qualification","","","",""
"Quite unimportant","1991","Other degree","","","",""
"Quite unimportant","1991","no degree/no degree yet","","","",""
"Very important","1992","lower secondary degree","1307","0.229445869604954","0.218155512426522","0.240736226783387"
"Very important","1992","secondary school degree","818","0.218183373544336","0.20444345805532","0.231923289033352"
"Very important","1992","college entrance qualification","298","0.186325005639142","0.167616784864278","0.205033226414006"
"Very important","1992","Other degree","18","","",""
"Very important","1992","no degree/no degree yet","26","","",""
"Important","1992","lower secondary degree","1617","0.302038267978525","0.289709696019994","0.314366839937057"
"Important","1992","secondary school degree","982","0.285271210288293","0.270249464970981","0.300292955605605"
"Important","1992","college entrance qualification","494","0.303214062243072","0.281129144393804","0.325298980092339"
"Important","1992","Other degree","24","","",""
"Important","1992","no degree/no degree yet","63","0.268117136017735","0.2099766397051","0.326257632330369"
