"plh0108","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Schleswig-Holstein","lower secondary degree","36","0.196642759011648","0.132608768240362","0.260676749782933"
"Very important","1990","Schleswig-Holstein","secondary school degree","9","","",""
"Very important","1990","Schleswig-Holstein","college entrance qualification","6","","",""
"Very important","1990","Schleswig-Holstein","Other degree","1","","",""
"Very important","1990","Schleswig-Holstein","no degree/no degree yet","1","","",""
"Very important","1990","Hamburg","lower secondary degree","5","","",""
"Very important","1990","Hamburg","secondary school degree","1","","",""
"Very important","1990","Hamburg","college entrance qualification","2","","",""
"Very important","1990","Hamburg","Other degree","","","",""
"Very important","1990","Hamburg","no degree/no degree yet","","","",""
"Very important","1990","Lower Saxony","lower secondary degree","129","0.263890679266171","0.224002441160608","0.303778917371734"
"Very important","1990","Lower Saxony","secondary school degree","41","0.203092828411818","0.148420498129387","0.257765158694249"
"Very important","1990","Lower Saxony","college entrance qualification","24","","",""
"Very important","1990","Lower Saxony","Other degree","1","","",""
"Very important","1990","Lower Saxony","no degree/no degree yet","3","","",""
"Very important","1990","Bremen","lower secondary degree","16","","",""
"Very important","1990","Bremen","secondary school degree","4","","",""
"Very important","1990","Bremen","college entrance qualification","2","","",""
"Very important","1990","Bremen","Other degree","","","",""
"Very important","1990","Bremen","no degree/no degree yet","","","",""
"Very important","1990","North Rhine-Westphalia","lower secondary degree","209","0.184306474863631","0.160752916367998","0.207860033359264"
"Very important","1990","North Rhine-Westphalia","secondary school degree","65","0.145302944655356","0.111759437043549","0.178846452267163"
"Very important","1990","North Rhine-Westphalia","college entrance qualification","52","0.129178639456773","0.0943382515441836","0.164019027369363"
"Very important","1990","North Rhine-Westphalia","Other degree","2","","",""
"Very important","1990","North Rhine-Westphalia","no degree/no degree yet","9","","",""
"Very important","1990","Hesse","lower secondary degree","92","0.233075682115842","0.18897092095056","0.277180443281124"
"Very important","1990","Hesse","secondary school degree","25","","",""
"Very important","1990","Hesse","college entrance qualification","20","","",""
"Very important","1990","Hesse","Other degree","","","",""
"Very important","1990","Hesse","no degree/no degree yet","2","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","lower secondary degree","105","0.244403457331149","0.201588919321876","0.287217995340422"
"Very important","1990","Rhineland-Palatinate,Saarland","secondary school degree","14","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","college entrance qualification","17","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","Other degree","1","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","2","","",""
"Very important","1990","Baden-Württemberg","lower secondary degree","229","0.316935729668515","0.282319103246309","0.35155235609072"
"Very important","1990","Baden-Württemberg","secondary school degree","51","0.188493011414323","0.139816885126892","0.237169137701755"
"Very important","1990","Baden-Württemberg","college entrance qualification","39","0.217287004751162","0.154170300136141","0.280403709366183"
"Very important","1990","Baden-Württemberg","Other degree","3","","",""
"Very important","1990","Baden-Württemberg","no degree/no degree yet","6","","",""
"Very important","1990","Bavaria","lower secondary degree","200","0.249532759155082","0.218395829005468","0.280669689304696"
"Very important","1990","Bavaria","secondary school degree","65","0.224896439286449","0.175817310059402","0.273975568513496"
"Very important","1990","Bavaria","college entrance qualification","34","0.18797541921419","0.132568178039861","0.243382660388519"
"Very important","1990","Bavaria","Other degree","5","","",""
"Very important","1990","Bavaria","no degree/no degree yet","6","","",""
"Very important","1990","Berlin","lower secondary degree","5","","",""
"Very important","1990","Berlin","secondary school degree","3","","",""
"Very important","1990","Berlin","college entrance qualification","2","","",""
"Very important","1990","Berlin","Other degree","","","",""
"Very important","1990","Berlin","no degree/no degree yet","","","",""
"Very important","1990","Brandenburg","lower secondary degree","","","",""
"Very important","1990","Brandenburg","secondary school degree","","","",""
"Very important","1990","Brandenburg","college entrance qualification","","","",""
"Very important","1990","Brandenburg","Other degree","","","",""
"Very important","1990","Brandenburg","no degree/no degree yet","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Very important","1990","Saxony","lower secondary degree","","","",""
"Very important","1990","Saxony","secondary school degree","","","",""
"Very important","1990","Saxony","college entrance qualification","","","",""
"Very important","1990","Saxony","Other degree","","","",""
"Very important","1990","Saxony","no degree/no degree yet","","","",""
"Very important","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Very important","1990","Saxony-Anhalt","secondary school degree","","","",""
"Very important","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Very important","1990","Saxony-Anhalt","Other degree","","","",""
"Very important","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Very important","1990","Thuringia","lower secondary degree","","","",""
"Very important","1990","Thuringia","secondary school degree","","","",""
"Very important","1990","Thuringia","college entrance qualification","","","",""
"Very important","1990","Thuringia","Other degree","","","",""
"Very important","1990","Thuringia","no degree/no degree yet","","","",""
"Important","1990","Schleswig-Holstein","lower secondary degree","42","0.296202016863579","0.222643113172104","0.369760920555054"
"Important","1990","Schleswig-Holstein","secondary school degree","20","","",""
"Important","1990","Schleswig-Holstein","college entrance qualification","8","","",""
"Important","1990","Schleswig-Holstein","Other degree","","","",""
"Important","1990","Schleswig-Holstein","no degree/no degree yet","3","","",""
"Important","1990","Hamburg","lower secondary degree","15","","",""
"Important","1990","Hamburg","secondary school degree","4","","",""
"Important","1990","Hamburg","college entrance qualification","8","","",""
"Important","1990","Hamburg","Other degree","","","",""
"Important","1990","Hamburg","no degree/no degree yet","","","",""
"Important","1990","Lower Saxony","lower secondary degree","152","0.304203663150101","0.262566133173117","0.345841193127086"
"Important","1990","Lower Saxony","secondary school degree","66","0.300439587521362","0.238136780410198","0.362742394632526"
"Important","1990","Lower Saxony","college entrance qualification","46","0.329964259382607","0.249136814516254","0.41079170424896"
"Important","1990","Lower Saxony","Other degree","3","","",""
"Important","1990","Lower Saxony","no degree/no degree yet","4","","",""
"Important","1990","Bremen","lower secondary degree","8","","",""
"Important","1990","Bremen","secondary school degree","6","","",""
"Important","1990","Bremen","college entrance qualification","1","","",""
"Important","1990","Bremen","Other degree","","","",""
"Important","1990","Bremen","no degree/no degree yet","1","","",""
"Important","1990","North Rhine-Westphalia","lower secondary degree","319","0.290520111471302","0.262940961791147","0.318099261151458"
"Important","1990","North Rhine-Westphalia","secondary school degree","141","0.305661016539423","0.261810878594382","0.349511154484465"
"Important","1990","North Rhine-Westphalia","college entrance qualification","125","0.340159826563176","0.290946357515059","0.389373295611293"
"Important","1990","North Rhine-Westphalia","Other degree","3","","",""
"Important","1990","North Rhine-Westphalia","no degree/no degree yet","17","","",""
"Important","1990","Hesse","lower secondary degree","121","0.350149857294301","0.300388258602883","0.399911455985719"
"Important","1990","Hesse","secondary school degree","52","0.341635527310947","0.267686195396405","0.415584859225489"
"Important","1990","Hesse","college entrance qualification","43","0.301419794224047","0.222234003416457","0.380605585031637"
"Important","1990","Hesse","Other degree","","","",""
"Important","1990","Hesse","no degree/no degree yet","5","","",""
"Important","1990","Rhineland-Palatinate,Saarland","lower secondary degree","170","0.423742360437509","0.374509859569442","0.472974861305576"
"Important","1990","Rhineland-Palatinate,Saarland","secondary school degree","29","","",""
"Important","1990","Rhineland-Palatinate,Saarland","college entrance qualification","33","0.52278964323061","0.401364162758725","0.644215123702496"
