"plh0108","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Very important","1990","no migration background","West Germany","1436","0.200704505852682","0.191062018346775","0.210346993358589"
"Very important","1990","no migration background","East Germany","","","",""
"Very important","1990","direct migration background","West Germany","111","0.229166190662975","0.189939249271761","0.268393132054189"
"Very important","1990","direct migration background","East Germany","","","",""
"Very important","1990","indirect migration background","West Germany","14","","",""
"Very important","1990","indirect migration background","East Germany","","","",""
"Important","1990","no migration background","West Germany","2153","0.308696638748514","0.29757529855383","0.319817978943199"
"Important","1990","no migration background","East Germany","","","",""
"Important","1990","direct migration background","West Germany","134","0.290134478070874","0.24777832507142","0.332490631070327"
"Important","1990","direct migration background","East Germany","","","",""
"Important","1990","indirect migration background","West Germany","10","","",""
"Important","1990","indirect migration background","East Germany","","","",""
"Less important","1990","no migration background","West Germany","2050","0.31029124095846","0.299154080674432","0.321428401242489"
"Less important","1990","no migration background","East Germany","","","",""
"Less important","1990","direct migration background","West Germany","140","0.329468731631491","0.285600975986543","0.373336487276439"
"Less important","1990","direct migration background","East Germany","","","",""
"Less important","1990","indirect migration background","West Germany","22","","",""
"Less important","1990","indirect migration background","East Germany","","","",""
"Quite unimportant","1990","no migration background","West Germany","989","0.180307614440343","0.171052339485146","0.18956288939554"
"Quite unimportant","1990","no migration background","East Germany","","","",""
"Quite unimportant","1990","direct migration background","West Germany","56","0.15123059963466","0.117792353486758","0.184668845782563"
"Quite unimportant","1990","direct migration background","East Germany","","","",""
"Quite unimportant","1990","indirect migration background","West Germany","9","","",""
"Quite unimportant","1990","indirect migration background","East Germany","","","",""
"Very important","1991","no migration background","West Germany","","","",""
"Very important","1991","no migration background","East Germany","","","",""
"Very important","1991","direct migration background","West Germany","","","",""
"Very important","1991","direct migration background","East Germany","","","",""
"Very important","1991","indirect migration background","West Germany","","","",""
"Very important","1991","indirect migration background","East Germany","","","",""
"Important","1991","no migration background","West Germany","","","",""
"Important","1991","no migration background","East Germany","","","",""
"Important","1991","direct migration background","West Germany","","","",""
"Important","1991","direct migration background","East Germany","","","",""
"Important","1991","indirect migration background","West Germany","","","",""
"Important","1991","indirect migration background","East Germany","","","",""
"Less important","1991","no migration background","West Germany","","","",""
"Less important","1991","no migration background","East Germany","","","",""
"Less important","1991","direct migration background","West Germany","","","",""
"Less important","1991","direct migration background","East Germany","","","",""
"Less important","1991","indirect migration background","West Germany","","","",""
"Less important","1991","indirect migration background","East Germany","","","",""
"Quite unimportant","1991","no migration background","West Germany","","","",""
"Quite unimportant","1991","no migration background","East Germany","","","",""
"Quite unimportant","1991","direct migration background","West Germany","","","",""
"Quite unimportant","1991","direct migration background","East Germany","","","",""
"Quite unimportant","1991","indirect migration background","West Germany","","","",""
"Quite unimportant","1991","indirect migration background","East Germany","","","",""
"Very important","1992","no migration background","West Germany","1486","0.216542050436173","0.206528908302456","0.22655519256989"
"Very important","1992","no migration background","East Germany","847","0.200122524443343","0.187391623244454","0.212853425642233"
"Very important","1992","direct migration background","West Germany","124","0.283759476249267","0.240999369083536","0.326519583414998"
"Very important","1992","direct migration background","East Germany","24","","",""
"Very important","1992","indirect migration background","West Germany","12","","",""
"Very important","1992","indirect migration background","East Germany","","","",""
"Important","1992","no migration background","West Germany","2154","0.321312123182229","0.309959662291092","0.332664584073366"
"Important","1992","no migration background","East Germany","894","0.219636911934764","0.206463433902783","0.232810389966745"
"Important","1992","direct migration background","West Germany","133","0.276036817391301","0.233635836890954","0.318437797891648"
"Important","1992","direct migration background","East Germany","33","0.256426538781414","0.185353069404916","0.327500008157912"
"Important","1992","indirect migration background","West Germany","16","","",""
"Important","1992","indirect migration background","East Germany","2","","",""
"Less important","1992","no migration background","West Germany","1942","0.2930624609566","0.281997190569328","0.304127731343873"
"Less important","1992","no migration background","East Germany","1319","0.334855362187015","0.31983826111333","0.349872463260699"
"Less important","1992","direct migration background","West Germany","109","0.268734975588137","0.226688107623738","0.310781843552535"
"Less important","1992","direct migration background","East Germany","34","0.208776098921842","0.142622393051326","0.274929804792358"
"Less important","1992","indirect migration background","West Germany","31","0.418123149130352","0.302574009202535","0.533672289058169"
"Less important","1992","indirect migration background","East Germany","4","","",""
"Quite unimportant","1992","no migration background","West Germany","918","0.169083365424998","0.159971221282229","0.178195509567768"
"Quite unimportant","1992","no migration background","East Germany","734","0.245385201434878","0.231692590423066","0.259077812446689"
"Quite unimportant","1992","direct migration background","West Germany","61","0.171468730771295","0.135718317062401","0.20721914448019"
"Quite unimportant","1992","direct migration background","East Germany","54","0.378246669942286","0.299313288776834","0.457180051107738"
"Quite unimportant","1992","indirect migration background","West Germany","11","","",""
"Quite unimportant","1992","indirect migration background","East Germany","3","","",""
"Very important","1993","no migration background","West Germany","","","",""
"Very important","1993","no migration background","East Germany","","","",""
"Very important","1993","direct migration background","West Germany","","","",""
"Very important","1993","direct migration background","East Germany","","","",""
"Very important","1993","indirect migration background","West Germany","","","",""
"Very important","1993","indirect migration background","East Germany","","","",""
"Important","1993","no migration background","West Germany","","","",""
"Important","1993","no migration background","East Germany","","","",""
"Important","1993","direct migration background","West Germany","","","",""
"Important","1993","direct migration background","East Germany","","","",""
"Important","1993","indirect migration background","West Germany","","","",""
"Important","1993","indirect migration background","East Germany","","","",""
"Less important","1993","no migration background","West Germany","","","",""
"Less important","1993","no migration background","East Germany","","","",""
"Less important","1993","direct migration background","West Germany","","","",""
"Less important","1993","direct migration background","East Germany","","","",""
"Less important","1993","indirect migration background","West Germany","","","",""
"Less important","1993","indirect migration background","East Germany","","","",""
"Quite unimportant","1993","no migration background","West Germany","","","",""
"Quite unimportant","1993","no migration background","East Germany","","","",""
"Quite unimportant","1993","direct migration background","West Germany","","","",""
"Quite unimportant","1993","direct migration background","East Germany","","","",""
"Quite unimportant","1993","indirect migration background","West Germany","","","",""
"Quite unimportant","1993","indirect migration background","East Germany","","","",""
"Very important","1994","no migration background","West Germany","","","",""
"Very important","1994","no migration background","East Germany","","","",""
"Very important","1994","direct migration background","West Germany","","","",""
"Very important","1994","direct migration background","East Germany","","","",""
"Very important","1994","indirect migration background","West Germany","","","",""
"Very important","1994","indirect migration background","East Germany","","","",""
"Important","1994","no migration background","West Germany","","","",""
"Important","1994","no migration background","East Germany","","","",""
"Important","1994","direct migration background","West Germany","","","",""
"Important","1994","direct migration background","East Germany","","","",""
"Important","1994","indirect migration background","West Germany","","","",""
"Important","1994","indirect migration background","East Germany","","","",""
"Less important","1994","no migration background","West Germany","","","",""
"Less important","1994","no migration background","East Germany","","","",""
"Less important","1994","direct migration background","West Germany","","","",""
"Less important","1994","direct migration background","East Germany","","","",""
"Less important","1994","indirect migration background","West Germany","","","",""
"Less important","1994","indirect migration background","East Germany","","","",""
"Quite unimportant","1994","no migration background","West Germany","","","",""
"Quite unimportant","1994","no migration background","East Germany","","","",""
"Quite unimportant","1994","direct migration background","West Germany","","","",""
"Quite unimportant","1994","direct migration background","East Germany","","","",""
"Quite unimportant","1994","indirect migration background","West Germany","","","",""
"Quite unimportant","1994","indirect migration background","East Germany","","","",""
"Very important","1995","no migration background","West Germany","1522","0.225412201541185","0.215188548381763","0.235635854700607"
"Very important","1995","no migration background","East Germany","851","0.234776025036589","0.220739836949679","0.248812213123499"
"Very important","1995","direct migration background","West Germany","243","0.253040045723882","0.226053717378408","0.280026374069356"
"Very important","1995","direct migration background","East Germany","32","0.211602855623988","0.143945135901235","0.27926057534674"
"Very important","1995","indirect migration background","West Germany","26","","",""
"Very important","1995","indirect migration background","East Germany","3","","",""
"Important","1995","no migration background","West Germany","2167","0.327559953319507","0.316076982625143","0.339042924013872"
"Important","1995","no migration background","East Germany","1027","0.268210874684527","0.253539892514173","0.28288185685488"
"Important","1995","direct migration background","West Germany","360","0.332608055717934","0.303362668646462","0.361853442789406"
"Important","1995","direct migration background","East Germany","34","0.252271733535554","0.180328447866691","0.324215019204416"
"Important","1995","indirect migration background","West Germany","41","0.28925829851124","0.209772068895875","0.368744528126605"
"Important","1995","indirect migration background","East Germany","7","","",""
"Less important","1995","no migration background","West Germany","1955","0.298491959698696","0.287295912605595","0.309688006791797"
"Less important","1995","no migration background","East Germany","1113","0.305047535836805","0.289800362677893","0.320294708995717"
"Less important","1995","direct migration background","West Germany","282","0.279928130084308","0.252059751220626","0.307796508947989"
"Less important","1995","direct migration background","East Germany","43","0.322581878812302","0.245147741958051","0.400016015666553"
"Less important","1995","indirect migration background","West Germany","46","0.394117478113493","0.308453124090929","0.479781832136058"
"Less important","1995","indirect migration background","East Germany","5","","",""
"Quite unimportant","1995","no migration background","West Germany","773","0.148535885440612","0.139834649587986","0.157237121293238"
"Quite unimportant","1995","no migration background","East Germany","512","0.191965564442079","0.178923251335804","0.205007877548354"
"Quite unimportant","1995","direct migration background","West Germany","112","0.134423768473876","0.113250339022401","0.155597197925352"
"Quite unimportant","1995","direct migration background","East Germany","31","0.213543532028157","0.145659969143417","0.281427094912897"
"Quite unimportant","1995","indirect migration background","West Germany","12","","",""
"Quite unimportant","1995","indirect migration background","East Germany","1","","",""
"Very important","1996","no migration background","West Germany","","","",""
"Very important","1996","no migration background","East Germany","","","",""
"Very important","1996","direct migration background","West Germany","","","",""
"Very important","1996","direct migration background","East Germany","","","",""
"Very important","1996","indirect migration background","West Germany","","","",""
"Very important","1996","indirect migration background","East Germany","","","",""
"Important","1996","no migration background","West Germany","","","",""
"Important","1996","no migration background","East Germany","","","",""
"Important","1996","direct migration background","West Germany","","","",""
"Important","1996","direct migration background","East Germany","","","",""
"Important","1996","indirect migration background","West Germany","","","",""
"Important","1996","indirect migration background","East Germany","","","",""
"Less important","1996","no migration background","West Germany","","","",""
"Less important","1996","no migration background","East Germany","","","",""
"Less important","1996","direct migration background","West Germany","","","",""
"Less important","1996","direct migration background","East Germany","","","",""
"Less important","1996","indirect migration background","West Germany","","","",""
"Less important","1996","indirect migration background","East Germany","","","",""
