"plh0108","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Very important","1990","lower secondary degree","no migration background","962","0.230264068069172","0.216874869652534","0.243653266485809"
"Very important","1990","lower secondary degree","direct migration background","55","0.211272089108995","0.159734483483415","0.262809694734575"
"Very important","1990","lower secondary degree","indirect migration background","9","","",""
"Very important","1990","secondary school degree","no migration background","248","0.157285025672707","0.138724301437233","0.175845749908181"
"Very important","1990","secondary school degree","direct migration background","28","","",""
"Very important","1990","secondary school degree","indirect migration background","2","","",""
"Very important","1990","college entrance qualification","no migration background","178","0.16241582224436","0.140180726835121","0.1846509176536"
"Very important","1990","college entrance qualification","direct migration background","20","","",""
"Very important","1990","college entrance qualification","indirect migration background","","","",""
"Very important","1990","Other degree","no migration background","8","","",""
"Very important","1990","Other degree","direct migration background","4","","",""
"Very important","1990","Other degree","indirect migration background","1","","",""
"Very important","1990","no degree/no degree yet","no migration background","24","","",""
"Very important","1990","no degree/no degree yet","direct migration background","3","","",""
"Very important","1990","no degree/no degree yet","indirect migration background","2","","",""
"Important","1990","lower secondary degree","no migration background","1237","0.309890649361832","0.295183320524739","0.324597978198925"
"Important","1990","lower secondary degree","direct migration background","74","0.285706458287055","0.228671916046911","0.342741000527199"
"Important","1990","lower secondary degree","indirect migration background","6","","",""
"Important","1990","secondary school degree","no migration background","480","0.30848694860808","0.284940280524476","0.332033616691684"
"Important","1990","secondary school degree","direct migration background","26","","",""
"Important","1990","secondary school degree","indirect migration background","1","","",""
"Important","1990","college entrance qualification","no migration background","352","0.317829170574702","0.289758418603682","0.345899922545723"
"Important","1990","college entrance qualification","direct migration background","24","","",""
"Important","1990","college entrance qualification","indirect migration background","2","","",""
"Important","1990","Other degree","no migration background","13","","",""
"Important","1990","Other degree","direct migration background","6","","",""
"Important","1990","Other degree","indirect migration background","","","",""
"Important","1990","no degree/no degree yet","no migration background","40","0.227292190367004","0.161946123131072","0.292638257602936"
"Important","1990","no degree/no degree yet","direct migration background","1","","",""
"Important","1990","no degree/no degree yet","indirect migration background","1","","",""
"Less important","1990","lower secondary degree","no migration background","1004","0.270651067440842","0.256521035004555","0.284781099877128"
"Less important","1990","lower secondary degree","direct migration background","77","0.340702098385972","0.280865372683992","0.400538824087953"
"Less important","1990","lower secondary degree","indirect migration background","7","","",""
"Less important","1990","secondary school degree","no migration background","536","0.353310183372579","0.328941225191119","0.37767914155404"
"Less important","1990","secondary school degree","direct migration background","29","","",""
"Less important","1990","secondary school degree","indirect migration background","5","","",""
"Less important","1990","college entrance qualification","no migration background","380","0.358883340016464","0.329966170712865","0.387800509320062"
"Less important","1990","college entrance qualification","direct migration background","27","","",""
"Less important","1990","college entrance qualification","indirect migration background","3","","",""
"Less important","1990","Other degree","no migration background","14","","",""
"Less important","1990","Other degree","direct migration background","2","","",""
"Less important","1990","Other degree","indirect migration background","1","","",""
"Less important","1990","no degree/no degree yet","no migration background","73","0.477599143192622","0.399714244860412","0.555484041524832"
"Less important","1990","no degree/no degree yet","direct migration background","3","","",""
"Less important","1990","no degree/no degree yet","indirect migration background","3","","",""
"Quite unimportant","1990","lower secondary degree","no migration background","595","0.189194215128155","0.176738090160947","0.201650340095363"
"Quite unimportant","1990","lower secondary degree","direct migration background","35","0.162319354217978","0.115764608001115","0.208874100434841"
