"plh0108","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Urban Area","1732","0.300229060448169","0.288101179476395","0.312356941419943","2"
"Important","1990","Rural Area","565","0.32858809661448","0.305834807619642","0.351341385609317","2"
"Less important","1990","Urban Area","1750","0.322237046061354","0.309871672010624","0.334602420112084","3"
"Less important","1990","Rural Area","462","0.277762251661809","0.256065213388482","0.299459289935135","3"
"Quite unimportant","1990","Urban Area","871","0.18803346236482","0.177694731065699","0.198372193663942","4"
"Quite unimportant","1990","Rural Area","183","0.147485257093955","0.130308190270009","0.164662323917901","4"
"Very important","1990","Urban Area","1134","0.189500431125656","0.179130828688408","0.199870033562905","1"
"Very important","1990","Rural Area","427","0.246164394629757","0.225296689431987","0.267032099827526","1"
"Important","1991","Urban Area","","","","","2"
"Important","1991","Rural Area","","","","","2"
"Less important","1991","Urban Area","","","","","3"
"Less important","1991","Rural Area","","","","","3"
"Quite unimportant","1991","Urban Area","","","","","4"
"Quite unimportant","1991","Rural Area","","","","","4"
"Very important","1991","Urban Area","","","","","1"
"Very important","1991","Rural Area","","","","","1"
"Important","1992","Urban Area","1917","0.288217692973996","0.277374744492068","0.299060641455923","2"
"Important","1992","Rural Area","1292","0.317423921232388","0.303224403155706","0.331623439309071","2"
"Less important","1992","Urban Area","2221","0.315056537664398","0.303935761699496","0.3261773136293","3"
"Less important","1992","Rural Area","1163","0.2657690475312","0.252293488492612","0.279244606569788","3"
"Quite unimportant","1992","Urban Area","1209","0.200329155266541","0.190747485641539","0.209910824891543","4"
"Quite unimportant","1992","Rural Area","551","0.157566271912699","0.146452083635923","0.168680460189475","4"
"Very important","1992","Urban Area","1356","0.196396614095065","0.186886157706404","0.205907070483726","1"
"Very important","1992","Rural Area","1122","0.259240759323712","0.245872698033591","0.272608820613834","1"
"Important","1993","Urban Area","","","","","2"
"Important","1993","Rural Area","","","","","2"
"Less important","1993","Urban Area","","","","","3"
"Less important","1993","Rural Area","","","","","3"
"Quite unimportant","1993","Urban Area","","","","","4"
"Quite unimportant","1993","Rural Area","","","","","4"
"Very important","1993","Urban Area","","","","","1"
"Very important","1993","Rural Area","","","","","1"
"Important","1994","Urban Area","","","","","2"
"Important","1994","Rural Area","","","","","2"
"Less important","1994","Urban Area","","","","","3"
"Less important","1994","Rural Area","","","","","3"
"Quite unimportant","1994","Urban Area","","","","","4"
"Quite unimportant","1994","Rural Area","","","","","4"
"Very important","1994","Urban Area","","","","","1"
"Very important","1994","Rural Area","","","","","1"
"Important","1995","Rural Area","1446","0.337122605145725","0.322800366642753","0.351444843648697","2"
"Important","1995","Urban Area","2190","0.305554686605834","0.294773671069362","0.316335702142306","2"
"Less important","1995","Rural Area","1139","0.260822729907894","0.247519797642069","0.274125662173718","3"
"Less important","1995","Urban Area","2305","0.31689531473763","0.306006071154144","0.327784558321117","3"
"Quite unimportant","1995","Rural Area","420","0.126353332886153","0.116287224018674","0.136419441753633","4"
"Quite unimportant","1995","Urban Area","1021","0.169209872101105","0.160434719375529","0.177985024826681","4"
"Very important","1995","Rural Area","1180","0.275701332060229","0.26216257998817","0.289240084132287","1"
"Very important","1995","Urban Area","1497","0.208340126555431","0.19883513030936","0.217845122801501","1"
"Important","1996","Rural Area","","","","","2"
"Important","1996","Urban Area","","","","","2"
"Less important","1996","Rural Area","","","","","3"
"Less important","1996","Urban Area","","","","","3"
"Quite unimportant","1996","Rural Area","","","","","4"
"Quite unimportant","1996","Urban Area","","","","","4"
"Very important","1996","Rural Area","","","","","1"
"Very important","1996","Urban Area","","","","","1"
"Important","1997","Rural Area","","","","","2"
"Important","1997","Urban Area","","","","","2"
"Less important","1997","Rural Area","","","","","3"
"Less important","1997","Urban Area","","","","","3"
"Quite unimportant","1997","Rural Area","","","","","4"
"Quite unimportant","1997","Urban Area","","","","","4"
"Very important","1997","Rural Area","","","","","1"
"Very important","1997","Urban Area","","","","","1"
"Important","1998","Rural Area","","","","","2"
"Important","1998","Urban Area","","","","","2"
"Less important","1998","Rural Area","","","","","3"
"Less important","1998","Urban Area","","","","","3"
"Quite unimportant","1998","Rural Area","","","","","4"
"Quite unimportant","1998","Urban Area","","","","","4"
"Very important","1998","Rural Area","","","","","1"
"Very important","1998","Urban Area","","","","","1"
"Important","1999","Urban Area","","","","","2"
"Important","1999","Rural Area","","","","","2"
"Less important","1999","Urban Area","","","","","3"
"Less important","1999","Rural Area","","","","","3"
"Quite unimportant","1999","Urban Area","","","","","4"
"Quite unimportant","1999","Rural Area","","","","","4"
"Very important","1999","Urban Area","","","","","1"
"Very important","1999","Rural Area","","","","","1"
"Important","2000","Urban Area","","","","","2"
"Important","2000","Rural Area","","","","","2"
"Less important","2000","Urban Area","","","","","3"
"Less important","2000","Rural Area","","","","","3"
"Quite unimportant","2000","Urban Area","","","","","4"
"Quite unimportant","2000","Rural Area","","","","","4"
"Very important","2000","Urban Area","","","","","1"
"Very important","2000","Rural Area","","","","","1"
"Important","2001","Urban Area","","","","","2"
"Important","2001","Rural Area","","","","","2"
"Less important","2001","Urban Area","","","","","3"
"Less important","2001","Rural Area","","","","","3"
"Quite unimportant","2001","Urban Area","","","","","4"
"Quite unimportant","2001","Rural Area","","","","","4"
"Very important","2001","Urban Area","","","","","1"
"Very important","2001","Rural Area","","","","","1"
"Important","2002","Urban Area","","","","","2"
"Important","2002","Rural Area","","","","","2"
"Less important","2002","Urban Area","","","","","3"
"Less important","2002","Rural Area","","","","","3"
"Quite unimportant","2002","Urban Area","","","","","4"
"Quite unimportant","2002","Rural Area","","","","","4"
"Very important","2002","Urban Area","","","","","1"
"Very important","2002","Rural Area","","","","","1"
"Important","2003","Urban Area","","","","","2"
"Important","2003","Rural Area","","","","","2"
"Less important","2003","Urban Area","","","","","3"
"Less important","2003","Rural Area","","","","","3"
"Quite unimportant","2003","Urban Area","","","","","4"
"Quite unimportant","2003","Rural Area","","","","","4"
"Very important","2003","Urban Area","","","","","1"
"Very important","2003","Rural Area","","","","","1"
"Important","2004","Urban Area","4731","0.301865834104418","0.294368652385396","0.309363015823439","2"
"Important","2004","Rural Area","2523","0.337220049784536","0.326240400158284","0.348199699410787","2"
"Less important","2004","Urban Area","4306","0.304628003451058","0.29711151280567","0.312144494096446","3"
"Less important","2004","Rural Area","1892","0.268677712987281","0.258382926776662","0.2789724991979","3"
"Quite unimportant","2004","Urban Area","2112","0.180802270338206","0.174517087434733","0.187087453241678","4"
"Quite unimportant","2004","Rural Area","785","0.132401584754074","0.124530164987377","0.14027300452077","4"
"Very important","2004","Urban Area","3254","0.212703892106318","0.206020785616552","0.219386998596085","1"
"Very important","2004","Rural Area","1922","0.26170065247411","0.251492062722055","0.271909242226164","1"
"Important","2005","Urban Area","","","","","2"
"Important","2005","Rural Area","","","","","2"
"Less important","2005","Urban Area","","","","","3"
"Less important","2005","Rural Area","","","","","3"
"Quite unimportant","2005","Urban Area","","","","","4"
"Quite unimportant","2005","Rural Area","","","","","4"
"Very important","2005","Urban Area","","","","","1"
"Very important","2005","Rural Area","","","","","1"
"Important","2006","Urban Area","","","","","2"
"Important","2006","Rural Area","","","","","2"
"Less important","2006","Urban Area","","","","","3"
"Less important","2006","Rural Area","","","","","3"
"Quite unimportant","2006","Urban Area","","","","","4"
"Quite unimportant","2006","Rural Area","","","","","4"
"Very important","2006","Urban Area","","","","","1"
"Very important","2006","Rural Area","","","","","1"
"Important","2007","Urban Area","","","","","2"
"Important","2007","Rural Area","","","","","2"
"Less important","2007","Urban Area","","","","","3"
"Less important","2007","Rural Area","","","","","3"
"Quite unimportant","2007","Urban Area","","","","","4"
"Quite unimportant","2007","Rural Area","","","","","4"
"Very important","2007","Urban Area","","","","","1"
"Very important","2007","Rural Area","","","","","1"
"Important","2008","Rural Area","2388","0.355788574775804","0.344164249246746","0.367412900304861","2"
"Important","2008","Urban Area","4202","0.301613622247432","0.293652761814914","0.30957448267995","2"
"Less important","2008","Rural Area","1783","0.28026599591844","0.269360918114991","0.291171073721888","3"
"Less important","2008","Urban Area","3999","0.330790492097291","0.32262947637724","0.338951507817343","3"
"Quite unimportant","2008","Rural Area","847","0.148259828733538","0.139631575843282","0.156888081623794","4"
"Quite unimportant","2008","Urban Area","2139","0.194956222217319","0.188084510159037","0.201827934275601","4"
"Very important","2008","Rural Area","1498","0.215685600572219","0.205699102478726","0.225672098665712","1"
"Very important","2008","Urban Area","2428","0.172639663437958","0.166084186514858","0.179195140361057","1"
"Important","2009","Rural Area","","","","","2"
"Important","2009","Urban Area","","","","","2"
"Less important","2009","Rural Area","","","","","3"
"Less important","2009","Urban Area","","","","","3"
"Quite unimportant","2009","Rural Area","","","","","4"
"Quite unimportant","2009","Urban Area","","","","","4"
"Very important","2009","Rural Area","","","","","1"
"Very important","2009","Urban Area","","","","","1"
"Important","2010","Rural Area","993","0.384077534192452","0.365255052589832","0.402900015795072","2"
"Important","2010","Urban Area","1668","0.344993309056326","0.331466232274461","0.358520385838191","2"
"Less important","2010","Rural Area","726","0.296274727335261","0.278604046457484","0.313945408213039","3"
"Less important","2010","Urban Area","1549","0.325435968780111","0.312103207084945","0.338768730475278","3"
"Quite unimportant","2010","Rural Area","229","0.0914522158926305","0.080297066020557","0.102607365764704","4"
"Quite unimportant","2010","Urban Area","492","0.10779556503146","0.0989706936117207","0.116620436451199","4"
"Very important","2010","Rural Area","617","0.228195522579656","0.21195456572639","0.244436479432923","1"
"Very important","2010","Urban Area","1035","0.221775157132103","0.209953326205213","0.233596988058992","1"
"Important","2011","Rural Area","","","","","2"
"Important","2011","Urban Area","","","","","2"
"Less important","2011","Rural Area","","","","","3"
"Less important","2011","Urban Area","","","","","3"
"Quite unimportant","2011","Rural Area","","","","","4"
"Quite unimportant","2011","Urban Area","","","","","4"
"Very important","2011","Rural Area","","","","","1"
"Very important","2011","Urban Area","","","","","1"
"Important","2012","Urban Area","5904","0.321415285428644","0.314522876550363","0.328307694306926","2"
"Important","2012","Rural Area","3678","0.360236959853085","0.350794197856945","0.369679721849224","2"
"Less important","2012","Urban Area","5524","0.310921509097312","0.304090333266243","0.317752684928381","3"
"Less important","2012","Rural Area","2607","0.262813910476583","0.254156099981283","0.271471720971883","3"
"Quite unimportant","2012","Urban Area","2985","0.196144878324775","0.190284669239904","0.202005087409647","4"
"Quite unimportant","2012","Rural Area","1303","0.156556545646384","0.149408967095693","0.163704124197075","4"
"Very important","2012","Urban Area","3224","0.171518327149268","0.165955027498816","0.17708162679972","1"
"Very important","2012","Rural Area","2341","0.220392584023948","0.212239314390326","0.228545853657571","1"
"Important","2013","Urban Area","","","","","2"
"Important","2013","Rural Area","","","","","2"
"Less important","2013","Urban Area","","","","","3"
"Less important","2013","Rural Area","","","","","3"
"Quite unimportant","2013","Urban Area","","","","","4"
"Quite unimportant","2013","Rural Area","","","","","4"
"Very important","2013","Urban Area","","","","","1"
"Very important","2013","Rural Area","","","","","1"
"Important","2014","Urban Area","","","","","2"
"Important","2014","Rural Area","","","","","2"
"Less important","2014","Urban Area","","","","","3"
"Less important","2014","Rural Area","","","","","3"
"Quite unimportant","2014","Urban Area","","","","","4"
"Quite unimportant","2014","Rural Area","","","","","4"
"Very important","2014","Urban Area","","","","","1"
"Very important","2014","Rural Area","","","","","1"
"Important","2015","Urban Area","","","","","2"
"Important","2015","Rural Area","","","","","2"
"Less important","2015","Urban Area","","","","","3"
"Less important","2015","Rural Area","","","","","3"
"Quite unimportant","2015","Urban Area","","","","","4"
"Quite unimportant","2015","Rural Area","","","","","4"
"Very important","2015","Urban Area","","","","","1"
"Very important","2015","Rural Area","","","","","1"
"Important","2016","Urban Area","5368","0.327454656386237","0.320162840012909","0.334746472759565","2"
"Important","2016","Rural Area","3187","0.360624591045376","0.350332617935817","0.370916564154936","2"
"Less important","2016","Urban Area","4789","0.303838244426524","0.296692036426925","0.310984452426123","3"
"Less important","2016","Rural Area","2071","0.259998270045493","0.250596825123884","0.269399714967101","3"
"Quite unimportant","2016","Urban Area","2663","0.187039572269219","0.180980574305923","0.193098570232515","4"
"Quite unimportant","2016","Rural Area","1090","0.15551884933099","0.147751380723597","0.163286317938383","4"
"Very important","2016","Urban Area","3091","0.181667526918021","0.175676477557324","0.187658576278718","1"
"Very important","2016","Rural Area","2014","0.223858289578141","0.214924203928455","0.232792375227827","1"
