"plh0108","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","in school","Male","11","","",""
"Very important","1990","in school","Female","7","","",""
"Very important","1990","inadequately","Male","8","","",""
"Very important","1990","inadequately","Female","7","","",""
"Very important","1990","general elemantary","Male","109","0.239531601061562","0.19876269693859","0.280300505184535"
"Very important","1990","general elemantary","Female","280","0.210072297209515","0.187062493582594","0.233082100836436"
"Very important","1990","middle vocational","Male","519","0.237479874344546","0.218995776243144","0.255963972445947"
"Very important","1990","middle vocational","Female","314","0.151636928175416","0.13524867945534","0.168025176895491"
"Very important","1990","vocational + Abi","Male","14","","",""
"Very important","1990","vocational + Abi","Female","14","","",""
"Very important","1990","higher vocational","Male","85","0.305164342312123","0.250641215821536","0.359687468802711"
"Very important","1990","higher vocational","Female","34","0.147252585522609","0.100950718629473","0.193554452415745"
"Very important","1990","higher education","Male","104","0.238285727987786","0.198341646905247","0.278229809070325"
"Very important","1990","higher education","Female","40","0.16110916308876","0.112307717097652","0.209910609079867"
"Important","1990","in school","Male","13","","",""
"Important","1990","in school","Female","11","","",""
"Important","1990","inadequately","Male","12","","",""
"Important","1990","inadequately","Female","12","","",""
"Important","1990","general elemantary","Male","136","0.320063492020054","0.27550204418363","0.364624939856478"
"Important","1990","general elemantary","Female","352","0.269942274256536","0.244866814795826","0.295017733717246"
"Important","1990","middle vocational","Male","651","0.312111787413189","0.291985057282597","0.33223851754378"
"Important","1990","middle vocational","Female","618","0.314991166641546","0.293766716252647","0.336215617030445"
"Important","1990","vocational + Abi","Male","40","0.357761678838113","0.266937554399424","0.448585803276803"
"Important","1990","vocational + Abi","Female","25","","",""
"Important","1990","higher vocational","Male","88","0.316861640117933","0.26177300924821","0.371950270987657"
"Important","1990","higher vocational","Female","72","0.274394394185038","0.216090875744279","0.332697912625798"
"Important","1990","higher education","Male","161","0.339375152263408","0.294981094202092","0.383769210324723"
"Important","1990","higher education","Female","82","0.396706503831341","0.331765525609276","0.461647482053407"
"Less important","1990","in school","Male","31","0.51387436014548","0.386340700079812","0.641408020211149"
"Less important","1990","in school","Female","29","","",""
"Less important","1990","inadequately","Male","13","","",""
"Less important","1990","inadequately","Female","8","","",""
"Less important","1990","general elemantary","Male","112","0.266186099301405","0.223968581385842","0.308403617216968"
"Less important","1990","general elemantary","Female","337","0.282762445834827","0.257324782053889","0.308200109615765"
"Less important","1990","middle vocational","Male","631","0.318659168941952","0.298419443273723","0.338898894610182"
"Less important","1990","middle vocational","Female","597","0.321768432802818","0.300423249097729","0.343113616507907"
"Less important","1990","vocational + Abi","Male","43","0.401168136975635","0.308298901948974","0.494037372002297"
"Less important","1990","vocational + Abi","Female","45","0.509312969794523","0.41033701260024","0.608288926988806"
"Less important","1990","higher vocational","Male","71","0.240260184294258","0.189672341988963","0.290848026599552"
"Less important","1990","higher vocational","Female","72","0.285469218263719","0.226456319750352","0.344482116777085"
"Less important","1990","higher education","Male","125","0.296017202141505","0.253216896454585","0.338817507828426"
"Less important","1990","higher education","Female","65","0.285851431781479","0.225874490316655","0.345828373246303"
"Quite unimportant","1990","in school","Male","4","","",""
"Quite unimportant","1990","in school","Female","4","","",""
"Quite unimportant","1990","inadequately","Male","6","","",""
"Quite unimportant","1990","inadequately","Female","9","","",""
"Quite unimportant","1990","general elemantary","Male","64","0.174218807616978","0.137987245805975","0.210450369427981"
"Quite unimportant","1990","general elemantary","Female","235","0.237222982699122","0.213195292252329","0.261250673145915"
"Quite unimportant","1990","middle vocational","Male","235","0.131749169300313","0.11705802073031","0.146440317870317"
"Quite unimportant","1990","middle vocational","Female","311","0.21160347238022","0.192940838940639","0.230266105819801"
"Quite unimportant","1990","vocational + Abi","Male","10","","",""
"Quite unimportant","1990","vocational + Abi","Female","14","","",""
"Quite unimportant","1990","higher vocational","Male","30","0.137713833275686","0.0969112835590168","0.178516382992355"
"Quite unimportant","1990","higher vocational","Female","47","0.292883802028634","0.233420379574773","0.352347224482495"
"Quite unimportant","1990","higher education","Male","47","0.126321917607301","0.0951744711558933","0.157469364058708"
"Quite unimportant","1990","higher education","Female","31","0.15633290129842","0.108123626943916","0.204542175652923"
"Very important","1991","in school","Male","","","",""
"Very important","1991","in school","Female","","","",""
"Very important","1991","inadequately","Male","","","",""
"Very important","1991","inadequately","Female","","","",""
"Very important","1991","general elemantary","Male","","","",""
"Very important","1991","general elemantary","Female","","","",""
"Very important","1991","middle vocational","Male","","","",""
"Very important","1991","middle vocational","Female","","","",""
"Very important","1991","vocational + Abi","Male","","","",""
"Very important","1991","vocational + Abi","Female","","","",""
"Very important","1991","higher vocational","Male","","","",""
"Very important","1991","higher vocational","Female","","","",""
"Very important","1991","higher education","Male","","","",""
"Very important","1991","higher education","Female","","","",""
"Important","1991","in school","Male","","","",""
