"plh0108","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Very important","1990","in school","Urban Area","12","","",""
"Very important","1990","in school","Rural Area","6","","",""
"Very important","1990","inadequately","Urban Area","9","","",""
"Very important","1990","inadequately","Rural Area","6","","",""
"Very important","1990","general elemantary","Urban Area","267","0.200507254932546","0.177863476509354","0.223151033355738"
"Very important","1990","general elemantary","Rural Area","122","0.264908403934792","0.222905070335323","0.306911737534261"
"Very important","1990","middle vocational","Urban Area","608","0.184669214340508","0.170707026095078","0.198631402585938"
"Very important","1990","middle vocational","Rural Area","225","0.236782652117022","0.209147287029377","0.264418017204666"
"Very important","1990","vocational + Abi","Urban Area","19","","",""
"Very important","1990","vocational + Abi","Rural Area","9","","",""
"Very important","1990","higher vocational","Urban Area","93","0.237688133054129","0.195333363983021","0.280042902125237"
"Very important","1990","higher vocational","Rural Area","26","","",""
"Very important","1990","higher education","Urban Area","113","0.194595451377673","0.16174779621311","0.227443106542235"
"Very important","1990","higher education","Rural Area","31","0.313746708586038","0.221405823415671","0.406087593756406"
"Important","1990","in school","Urban Area","20","","",""
"Important","1990","in school","Rural Area","4","","",""
"Important","1990","inadequately","Urban Area","17","","",""
"Important","1990","inadequately","Rural Area","7","","",""
"Important","1990","general elemantary","Urban Area","356","0.276848695859289","0.251543341968688","0.302154049749889"
"Important","1990","general elemantary","Rural Area","132","0.296783852236657","0.253299829522119","0.340267874951196"
"Important","1990","middle vocational","Urban Area","930","0.30076383075526","0.284262686379589","0.31726497513093"
"Important","1990","middle vocational","Rural Area","339","0.354839964478543","0.323735971763122","0.385943957193964"
"Important","1990","vocational + Abi","Urban Area","55","0.2956582628463","0.227460427494199","0.363856098198401"
"Important","1990","vocational + Abi","Rural Area","10","","",""
"Important","1990","higher vocational","Urban Area","120","0.290049955454187","0.244897380195724","0.335202530712651"
"Important","1990","higher vocational","Rural Area","40","0.32359023224114","0.236556173130587","0.410624291351694"
"Important","1990","higher education","Urban Area","212","0.365129846903407","0.325181656221829","0.405078037584985"
"Important","1990","higher education","Rural Area","31","0.321789108701975","0.228821796705532","0.414756420698418"
"Less important","1990","in school","Urban Area","46","0.568531835052003","0.461980028433052","0.675083641670953"
"Less important","1990","in school","Rural Area","14","","",""
"Less important","1990","inadequately","Urban Area","12","","",""
"Less important","1990","inadequately","Rural Area","9","","",""
"Less important","1990","general elemantary","Urban Area","344","0.288552663883064","0.26292786236788","0.314177465398247"
"Less important","1990","general elemantary","Rural Area","105","0.250736939606371","0.209480524889694","0.291993354323048"
"Less important","1990","middle vocational","Urban Area","974","0.333998647556243","0.31702796821772","0.350969326894766"
"Less important","1990","middle vocational","Rural Area","254","0.274979329852775","0.245953050663834","0.304005609041715"
"Less important","1990","vocational + Abi","Urban Area","76","0.474140949865241","0.399518023410688","0.548763876319794"
"Less important","1990","vocational + Abi","Rural Area","12","","",""
"Less important","1990","higher vocational","Urban Area","109","0.255759714505559","0.212348205265798","0.29917122374532"
"Less important","1990","higher vocational","Rural Area","34","0.279948588772188","0.196425317445892","0.363471860098484"
"Less important","1990","higher education","Urban Area","163","0.296551427984155","0.258655095890599","0.33444776007771"
