"plh0108","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Urban Area","Male","621","0.222313158814968","0.206397789992958","0.238228527636979"
"Very important","1990","Urban Area","Female","513","0.160142672523251","0.146713722064933","0.173571622981569"
"Very important","1990","Rural Area","Male","237","0.285549237860828","0.254171746999869","0.316926728721787"
"Very important","1990","Rural Area","Female","190","0.209681198284014","0.182168638769525","0.237193757798503"
"Important","1990","Urban Area","Male","849","0.314163391680825","0.296396155835198","0.331930627526452"
"Important","1990","Urban Area","Female","883","0.287761924631615","0.271184577336767","0.304339271926463"
"Important","1990","Rural Area","Male","271","0.332320813575191","0.299597728048416","0.365043899101967"
"Important","1990","Rural Area","Female","294","0.325130384596135","0.293471995702484","0.356788773489786"
"Less important","1990","Urban Area","Male","817","0.319364125372168","0.301518481164007","0.337209769580329"
"Less important","1990","Urban Area","Female","933","0.324807466688239","0.307659501409562","0.341955431966917"
"Less important","1990","Rural Area","Male","224","0.279345961499116","0.248176724721803","0.310515198276429"
"Less important","1990","Rural Area","Female","238","0.276295220382538","0.246073617147672","0.306516823617403"
"Quite unimportant","1990","Urban Area","Male","335","0.144159324132039","0.13071467174843","0.157603976515647"
"Quite unimportant","1990","Urban Area","Female","536","0.227287936156895","0.211942373501471","0.242633498812319"
"Quite unimportant","1990","Rural Area","Male","64","0.102783987064864","0.0816878569556105","0.123880117174118"
"Quite unimportant","1990","Rural Area","Female","119","0.188893196737313","0.162438835876608","0.215347557598018"
"Very important","1991","Urban Area","Male","","","",""
"Very important","1991","Urban Area","Female","","","",""
"Very important","1991","Rural Area","Male","","","",""
"Very important","1991","Rural Area","Female","","","",""
"Important","1991","Urban Area","Male","","","",""
"Important","1991","Urban Area","Female","","","",""
"Important","1991","Rural Area","Male","","","",""
"Important","1991","Rural Area","Female","","","",""
"Less important","1991","Urban Area","Male","","","",""
"Less important","1991","Urban Area","Female","","","",""
"Less important","1991","Rural Area","Male","","","",""
"Less important","1991","Rural Area","Female","","","",""
"Quite unimportant","1991","Urban Area","Male","","","",""
"Quite unimportant","1991","Urban Area","Female","","","",""
"Quite unimportant","1991","Rural Area","Male","","","",""
"Quite unimportant","1991","Rural Area","Female","","","",""
