"plh0108","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","(Married) couple without C. ","general elemantary","116","0.25576883747661","0.215140975523991","0.296396699429229","2"
"Important","1990","Couple + C. GT 16 ","inadequately","6","","","","2"
"Important","1990","1-pers.-HH","general elemantary","56","0.190175533663053","0.142565267880774","0.237785799445332","2"
"Important","1990","Couple + C. GT 16 ","in school","13","","","","2"
"Important","1990","1-pers.-HH","inadequately","1","","","","2"
"Important","1990","(Married) couple without C. ","middle vocational","325","0.283215382806132","0.257095108515024","0.30933565709724","2"
"Important","1990","Couple + C. LE 16 ","higher education","94","0.532653191185599","0.45956226200882","0.605744120362378","2"
"Important","1990","Couple + C. LE and GT 16","middle vocational","78","0.380651712692631","0.314346778949506","0.446956646435755","2"
"Important","1990","1-pers.-HH","in school","1","","","","2"
"Important","1990","1-pers.-HH","middle vocational","93","0.201802254269191","0.164258812305845","0.239345696232538","2"
"Important","1990","1-pers.-HH","vocational + Abi","6","","","","2"
"Important","1990","1-pers.-HH","higher vocational","9","","","","2"
"Important","1990","1-pers.-HH","higher education","20","","","","2"
"Important","1990","Couple + C. GT 16 ","general elemantary","142","0.369608446803075","0.321266421587902","0.417950472018248","2"
"Important","1990","Couple + C. GT 16 ","middle vocational","297","0.355295463248899","0.322735475034617","0.387855451463182","2"
"Important","1990","Couple + C. GT 16 ","vocational + Abi","13","","","","2"
"Important","1990","Couple + C. GT 16 ","higher vocational","26","","","","2"
"Important","1990","(Married) couple without C. ","in school","","","","","2"
"Important","1990","(Married) couple without C. ","inadequately","4","","","","2"
"Important","1990","(Married) couple without C. ","vocational + Abi","19","","","","2"
"Important","1990","(Married) couple without C. ","higher vocational","44","0.276657988591818","0.205774378513452","0.347541598670184","2"
"Important","1990","(Married) couple without C. ","higher education","58","0.295778498608534","0.231053902673458","0.36050309454361","2"
"Important","1990","Couple + C. LE 16 ","higher vocational","47","0.301705112453071","0.22673682140774","0.376673403498402","2"
"Important","1990","Couple + C. GT 16 ","higher education","42","0.391099729249304","0.296396487292695","0.485802971205912","2"
"Important","1990","Couple + C. LE and GT 16","in school","6","","","","2"
"Important","1990","Couple + C. LE and GT 16","inadequately","","","","","2"
"Important","1990","Couple + C. LE and GT 16","general elemantary","50","0.420769036268724","0.331694235660379","0.509843836877069","2"
"Important","1990","Single parent ","in school","2","","","","2"
"Important","1990","Single parent ","inadequately","4","","","","2"
"Important","1990","Single parent ","general elemantary","29","","","","2"
"Important","1990","Single parent ","middle vocational","67","0.361448869192716","0.292591795482464","0.430305942902968","2"
"Important","1990","Single parent ","vocational + Abi","4","","","","2"
"Important","1990","Single parent ","higher vocational","11","","","","2"
"Important","1990","Single parent ","higher education","6","","","","2"
"Important","1990","Couple + C. LE 16 ","in school","","","","","2"
"Important","1990","Couple + C. LE 16 ","inadequately","9","","","","2"
"Important","1990","Couple + C. LE 16 ","general elemantary","53","0.328498845629825","0.258913246259685","0.398084444999965","2"
"Important","1990","Couple + C. LE 16 ","middle vocational","331","0.378501228978604","0.34661882982791","0.410383628129298","2"
"Important","1990","Couple + C. LE 16 ","vocational + Abi","19","","","","2"
"Important","1990","Couple + C. LE and GT 16","vocational + Abi","1","","","","2"
"Important","1990","Couple + C. LE and GT 16","higher vocational","13","","","","2"
"Important","1990","Couple + C. LE and GT 16","higher education","13","","","","2"
"Less important","1990","1-pers.-HH","inadequately","2","","","","3"
"Less important","1990","1-pers.-HH","general elemantary","64","0.26163969443511","0.208316786620898","0.314962602249323","3"
"Less important","1990","(Married) couple without C. ","in school","","","","","3"
"Less important","1990","(Married) couple without C. ","inadequately","1","","","","3"
"Less important","1990","1-pers.-HH","in school","1","","","","3"
"Less important","1990","Single parent ","in school","5","","","","3"
"Less important","1990","Single parent ","inadequately","2","","","","3"
"Less important","1990","1-pers.-HH","middle vocational","166","0.366239964047659","0.321172707423782","0.411307220671535","3"
"Less important","1990","Single parent ","middle vocational","69","0.356025864020853","0.287397716706826","0.42465401133488","3"
"Less important","1990","1-pers.-HH","higher vocational","14","","","","3"
"Less important","1990","Single parent ","higher vocational","4","","","","3"
"Less important","1990","Single parent ","higher education","8","","","","3"
"Less important","1990","Couple + C. LE 16 ","in school","","","","","3"
"Less important","1990","(Married) couple without C. ","general elemantary","118","0.274717036614884","0.233150603120083","0.316283470109686","3"
"Less important","1990","(Married) couple without C. ","middle vocational","381","0.329967394145414","0.302708485887087","0.357226302403741","3"
"Less important","1990","(Married) couple without C. ","higher vocational","42","0.264908193722874","0.194985063450338","0.33483132399541","3"
"Less important","1990","Couple + C. LE 16 ","higher vocational","54","0.377453814514281","0.298279457969378","0.456628171059184","3"
"Less important","1990","Couple + C. LE 16 ","higher education","39","0.206526795128938","0.147223897914431","0.265829692343445","3"
"Less important","1990","Couple + C. GT 16 ","in school","30","0.607167288787094","0.474426490745099","0.739908086829089","3"
"Less important","1990","Couple + C. GT 16 ","general elemantary","104","0.264975054097887","0.220777092708574","0.309173015487201","3"
"Less important","1990","Couple + C. GT 16 ","vocational + Abi","20","","","","3"
"Less important","1990","Couple + C. GT 16 ","higher vocational","14","","","","3"
"Less important","1990","Couple + C. GT 16 ","higher education","23","","","","3"
"Less important","1990","Couple + C. LE 16 ","inadequately","5","","","","3"
"Less important","1990","Couple + C. LE and GT 16","inadequately","2","","","","3"
"Less important","1990","Couple + C. LE 16 ","middle vocational","254","0.280679057065309","0.251142248556425","0.310215865574194","3"
"Less important","1990","Couple + C. LE and GT 16","middle vocational","67","0.320630872290971","0.256897037117601","0.384364707464341","3"
"Less important","1990","Couple + C. LE and GT 16","vocational + Abi","2","","","","3"
"Less important","1990","Couple + C. LE and GT 16","higher vocational","8","","","","3"
"Less important","1990","Couple + C. LE and GT 16","higher education","3","","","","3"
"Less important","1990","1-pers.-HH","vocational + Abi","22","","","","3"
"Less important","1990","1-pers.-HH","higher education","52","0.44531752659134","0.351147364485626","0.539487688697055","3"
"Less important","1990","(Married) couple without C. ","vocational + Abi","23","","","","3"
"Less important","1990","(Married) couple without C. ","higher education","60","0.309719800502576","0.24414626487727","0.375293336127882","3"
"Less important","1990","Couple + C. LE 16 ","general elemantary","59","0.333213216429955","0.263376523158582","0.403049909701328","3"
"Less important","1990","Couple + C. LE 16 ","vocational + Abi","13","","","","3"
"Less important","1990","Couple + C. GT 16 ","inadequately","8","","","","3"
"Less important","1990","Couple + C. GT 16 ","middle vocational","248","0.301177678650892","0.269966956324748","0.332388400977037","3"
"Less important","1990","Single parent ","general elemantary","45","0.390686034661494","0.30032658244506","0.481045486877929","3"
"Less important","1990","Single parent ","vocational + Abi","5","","","","3"
"Less important","1990","Couple + C. LE and GT 16","in school","21","","","","3"
"Less important","1990","Couple + C. LE and GT 16","general elemantary","36","0.290991465035477","0.209036938718135","0.372945991352819","3"
"Quite unimportant","1990","Couple + C. GT 16 ","inadequately","3","","","","4"
"Quite unimportant","1990","(Married) couple without C. ","middle vocational","189","0.174670930031649","0.152659469352981","0.196682390710316","4"
"Quite unimportant","1990","(Married) couple without C. ","vocational + Abi","8","","","","4"
"Quite unimportant","1990","Couple + C. GT 16 ","general elemantary","32","0.0899910033802844","0.0613313394104105","0.118650667350158","4"
"Quite unimportant","1990","1-pers.-HH","middle vocational","154","0.37714705451719","0.331808888092509","0.42248522094187","4"
"Quite unimportant","1990","Couple + C. GT 16 ","in school","3","","","","4"
"Quite unimportant","1990","(Married) couple without C. ","general elemantary","83","0.191310169185832","0.154682756075573","0.227937582296091","4"
"Quite unimportant","1990","1-pers.-HH","inadequately","3","","","","4"
"Quite unimportant","1990","Couple + C. LE 16 ","higher education","7","","","","4"
"Quite unimportant","1990","Couple + C. GT 16 ","higher education","8","","","","4"
"Quite unimportant","1990","Couple + C. LE and GT 16","middle vocational","14","","","","4"
"Quite unimportant","1990","Couple + C. LE and GT 16","vocational + Abi","","","","","4"
"Quite unimportant","1990","1-pers.-HH","in school","","","","","4"
"Quite unimportant","1990","1-pers.-HH","general elemantary","108","0.444868832599984","0.384579339415262","0.505158325784706","4"
"Quite unimportant","1990","1-pers.-HH","vocational + Abi","6","","","","4"
"Quite unimportant","1990","1-pers.-HH","higher vocational","25","","","","4"
"Quite unimportant","1990","Couple + C. GT 16 ","vocational + Abi","6","","","","4"
"Quite unimportant","1990","Couple + C. GT 16 ","higher vocational","9","","","","4"
"Quite unimportant","1990","Couple + C. GT 16 ","middle vocational","73","0.0909506288169314","0.0713889721035337","0.110512285530329","4"
"Quite unimportant","1990","1-pers.-HH","higher education","30","0.303046865406572","0.21596797466399","0.390125756149154","4"
"Quite unimportant","1990","(Married) couple without C. ","in school","","","","","4"
"Quite unimportant","1990","(Married) couple without C. ","inadequately","2","","","","4"
"Quite unimportant","1990","(Married) couple without C. ","higher vocational","24","","","","4"
"Quite unimportant","1990","(Married) couple without C. ","higher education","25","","","","4"
"Quite unimportant","1990","Single parent ","in school","3","","","","4"
"Quite unimportant","1990","Couple + C. LE 16 ","higher vocational","13","","","","4"
"Quite unimportant","1990","Couple + C. LE and GT 16","in school","1","","","","4"
"Quite unimportant","1990","Couple + C. LE and GT 16","inadequately","","","","","4"
"Quite unimportant","1990","Couple + C. LE and GT 16","general elemantary","11","","","","4"
"Quite unimportant","1990","Single parent ","inadequately","3","","","","4"
"Quite unimportant","1990","Single parent ","general elemantary","20","","","","4"
"Quite unimportant","1990","Single parent ","middle vocational","24","","","","4"
"Quite unimportant","1990","Single parent ","vocational + Abi","","","","","4"
"Quite unimportant","1990","Single parent ","higher vocational","5","","","","4"
"Quite unimportant","1990","Single parent ","higher education","6","","","","4"
"Quite unimportant","1990","Couple + C. LE 16 ","in school","","","","","4"
"Quite unimportant","1990","Couple + C. LE 16 ","inadequately","2","","","","4"
"Quite unimportant","1990","Couple + C. LE 16 ","general elemantary","20","","","","4"
"Quite unimportant","1990","Couple + C. LE 16 ","middle vocational","67","0.0778171883985554","0.0602078317361876","0.0954265450609233","4"
"Quite unimportant","1990","Couple + C. LE 16 ","vocational + Abi","3","","","","4"
"Quite unimportant","1990","Couple + C. LE and GT 16","higher vocational","1","","","","4"
"Quite unimportant","1990","Couple + C. LE and GT 16","higher education","","","","","4"
"Very important","1990","1-pers.-HH","in school","1","","","","1"
"Very important","1990","1-pers.-HH","inadequately","","","","","1"
"Very important","1990","1-pers.-HH","general elemantary","33","0.103315939301853","0.0663900276287207","0.140241850974986","1"
"Very important","1990","1-pers.-HH","middle vocational","26","","","","1"
"Very important","1990","1-pers.-HH","vocational + Abi","1","","","","1"
"Very important","1990","1-pers.-HH","higher vocational","6","","","","1"
"Very important","1990","1-pers.-HH","higher education","5","","","","1"
"Very important","1990","(Married) couple without C. ","in school","","","","","1"
"Very important","1990","(Married) couple without C. ","inadequately","1","","","","1"
"Very important","1990","(Married) couple without C. ","general elemantary","126","0.278203956722674","0.236475230535536","0.319932682909812","1"
"Very important","1990","(Married) couple without C. ","middle vocational","248","0.212146293016805","0.188445357378316","0.235847228655295","1"
"Very important","1990","(Married) couple without C. ","vocational + Abi","14","","","","1"
"Very important","1990","(Married) couple without C. ","higher vocational","43","0.277753198353474","0.206783211699149","0.348723185007799","1"
"Very important","1990","(Married) couple without C. ","higher education","48","0.273568921336199","0.210347829118408","0.33679001355399","1"
"Very important","1990","Single parent ","in school","1","","","","1"
"Very important","1990","Single parent ","inadequately","2","","","","1"
"Very important","1990","Single parent ","general elemantary","18","","","","1"
"Very important","1990","Single parent ","middle vocational","27","","","","1"
"Very important","1990","Single parent ","vocational + Abi","1","","","","1"
"Very important","1990","Single parent ","higher vocational","3","","","","1"
"Very important","1990","Single parent ","higher education","3","","","","1"
"Very important","1990","Couple + C. LE 16 ","in school","1","","","","1"
"Very important","1990","Couple + C. LE 16 ","inadequately","6","","","","1"
"Very important","1990","Couple + C. LE 16 ","general elemantary","43","0.222312931182581","0.160708228212366","0.283917634152797","1"
"Very important","1990","Couple + C. LE 16 ","middle vocational","237","0.263002525557531","0.234061749692577","0.291943301422485","1"
"Very important","1990","Couple + C. LE 16 ","vocational + Abi","5","","","","1"
"Very important","1990","Couple + C. LE 16 ","higher vocational","30","0.216594240137522","0.149314597379318","0.283873882895726","1"
"Very important","1990","Couple + C. LE 16 ","higher education","39","0.22014948219963","0.159449845447291","0.280849118951969","1"
"Very important","1990","Couple + C. GT 16 ","in school","6","","","","1"
"Very important","1990","Couple + C. GT 16 ","inadequately","2","","","","1"
"Very important","1990","Couple + C. GT 16 ","general elemantary","105","0.275425495718753","0.230685874992661","0.320165116444846","1"
"Very important","1990","Couple + C. GT 16 ","middle vocational","212","0.252576229283277","0.223017297486665","0.282135161079889","1"
"Very important","1990","Couple + C. GT 16 ","vocational + Abi","4","","","","1"
"Very important","1990","Couple + C. GT 16 ","higher vocational","29","","","","1"
"Very important","1990","Couple + C. GT 16 ","higher education","29","","","","1"
"Very important","1990","Couple + C. LE and GT 16","in school","8","","","","1"
