"plh0108","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Schleswig-Holstein","in school","1","","",""
"Very important","1990","Schleswig-Holstein","inadequately","","","",""
"Very important","1990","Schleswig-Holstein","general elemantary","11","","",""
"Very important","1990","Schleswig-Holstein","middle vocational","32","0.175391324592742","0.114933251570218","0.235849397615266"
"Very important","1990","Schleswig-Holstein","vocational + Abi","","","",""
"Very important","1990","Schleswig-Holstein","higher vocational","5","","",""
"Very important","1990","Schleswig-Holstein","higher education","4","","",""
"Very important","1990","Hamburg","in school","","","",""
"Very important","1990","Hamburg","inadequately","","","",""
"Very important","1990","Hamburg","general elemantary","1","","",""
"Very important","1990","Hamburg","middle vocational","6","","",""
"Very important","1990","Hamburg","vocational + Abi","","","",""
"Very important","1990","Hamburg","higher vocational","","","",""
"Very important","1990","Hamburg","higher education","1","","",""
"Very important","1990","Lower Saxony","in school","2","","",""
"Very important","1990","Lower Saxony","inadequately","1","","",""
"Very important","1990","Lower Saxony","general elemantary","55","0.276834439188571","0.213872781718977","0.339796096658166"
"Very important","1990","Lower Saxony","middle vocational","105","0.224301666149244","0.186224878021498","0.26237845427699"
"Very important","1990","Lower Saxony","vocational + Abi","2","","",""
"Very important","1990","Lower Saxony","higher vocational","16","","",""
"Very important","1990","Lower Saxony","higher education","17","","",""
"Very important","1990","Bremen","in school","","","",""
"Very important","1990","Bremen","inadequately","","","",""
"Very important","1990","Bremen","general elemantary","6","","",""
"Very important","1990","Bremen","middle vocational","13","","",""
"Very important","1990","Bremen","vocational + Abi","1","","",""
"Very important","1990","Bremen","higher vocational","","","",""
"Very important","1990","Bremen","higher education","2","","",""
"Very important","1990","North Rhine-Westphalia","in school","3","","",""
"Very important","1990","North Rhine-Westphalia","inadequately","6","","",""
"Very important","1990","North Rhine-Westphalia","general elemantary","71","0.161466255789846","0.124994147245011","0.197938364334681"
"Very important","1990","North Rhine-Westphalia","middle vocational","185","0.162359866599096","0.140190691157236","0.184529042040957"
"Very important","1990","North Rhine-Westphalia","vocational + Abi","6","","",""
"Very important","1990","North Rhine-Westphalia","higher vocational","28","","",""
"Very important","1990","North Rhine-Westphalia","higher education","38","0.177723184753961","0.123509057165834","0.231937312342088"
"Very important","1990","Hesse","in school","1","","",""
"Very important","1990","Hesse","inadequately","","","",""
