"plh0108","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Not Employed","West Germany","595","0.207520886427353","0.191933035766751","0.223108737087955"
"Very important","1990","Not Employed","East Germany","","","",""
"Very important","1990","Employed","West Germany","966","0.199135755467236","0.187498759919371","0.210772751015102"
"Very important","1990","Employed","East Germany","","","",""
"Important","1990","Not Employed","West Germany","774","0.27190695026686","0.254804237021984","0.289009663511736"
"Important","1990","Not Employed","East Germany","","","",""
"Important","1990","Employed","West Germany","1523","0.330174242823929","0.316470496518834","0.343877989129023"
"Important","1990","Employed","East Germany","","","",""
"Less important","1990","Not Employed","West Germany","667","0.257463849676812","0.240657308362838","0.274270390990786"
"Less important","1990","Not Employed","East Germany","","","",""
"Less important","1990","Employed","West Germany","1545","0.348737630460747","0.334850446403156","0.362624814518339"
"Less important","1990","Employed","East Germany","","","",""
"Quite unimportant","1990","Not Employed","West Germany","564","0.263108313628974","0.246183241391447","0.280033385866501"
"Quite unimportant","1990","Not Employed","East Germany","","","",""
"Quite unimportant","1990","Employed","West Germany","490","0.121952371248088","0.112416926485875","0.1314878160103"
"Quite unimportant","1990","Employed","East Germany","","","",""
"Very important","1991","Not Employed","West Germany","","","",""
"Very important","1991","Not Employed","East Germany","","","",""
"Very important","1991","Employed","West Germany","","","",""
"Very important","1991","Employed","East Germany","","","",""
"Important","1991","Not Employed","West Germany","","","",""
"Important","1991","Not Employed","East Germany","","","",""
"Important","1991","Employed","West Germany","","","",""
"Important","1991","Employed","East Germany","","","",""
"Less important","1991","Not Employed","West Germany","","","",""
"Less important","1991","Not Employed","East Germany","","","",""
"Less important","1991","Employed","West Germany","","","",""
"Less important","1991","Employed","East Germany","","","",""
"Quite unimportant","1991","Not Employed","West Germany","","","",""
"Quite unimportant","1991","Not Employed","East Germany","","","",""
"Quite unimportant","1991","Employed","West Germany","","","",""
"Quite unimportant","1991","Employed","East Germany","","","",""
"Very important","1992","Not Employed","West Germany","583","0.214935183522275","0.19876168573365","0.2311086813109"
"Very important","1992","Not Employed","East Germany","170","0.149320767007226","0.127405626547918","0.171235907466535"
"Very important","1992","Employed","West Germany","1039","0.22471024455953","0.212540810572757","0.236879678546303"
"Very important","1992","Employed","East Germany","701","0.220585089420667","0.20557654623213","0.235593632609204"
"Important","1992","Not Employed","West Germany","779","0.304189889134439","0.286075854453429","0.322303923815448"
"Important","1992","Not Employed","East Germany","240","0.205515486315681","0.180668928465297","0.230362044166064"
"Important","1992","Employed","West Germany","1524","0.326441992284003","0.312770452454029","0.340113532113977"
"Important","1992","Employed","East Germany","689","0.228715893296229","0.213513167186138","0.24391861940632"
"Less important","1992","Not Employed","West Germany","585","0.227061893369491","0.210567288100018","0.243556498638965"
"Less important","1992","Not Employed","East Germany","258","0.226447023840951","0.200711703629538","0.252182344052364"
"Less important","1992","Employed","West Germany","1497","0.334851975162198","0.321092162985816","0.34861178733858"
"Less important","1992","Employed","East Germany","1099","0.377805218327762","0.360255778183503","0.395354658472021"
"Quite unimportant","1992","Not Employed","West Germany","531","0.253813033973795","0.236678265932193","0.270947802015397"
"Quite unimportant","1992","Not Employed","East Germany","348","0.418716722836142","0.388380933157644","0.44905251251464"
"Quite unimportant","1992","Employed","West Germany","459","0.113995787994269","0.104729853703312","0.123261722285226"
"Quite unimportant","1992","Employed","East Germany","443","0.172893798955342","0.159205910576276","0.186581687334408"
"Very important","1993","Not Employed","West Germany","","","",""
"Very important","1993","Not Employed","East Germany","","","",""
"Very important","1993","Employed","West Germany","","","",""
"Very important","1993","Employed","East Germany","","","",""
"Important","1993","Not Employed","West Germany","","","",""
"Important","1993","Not Employed","East Germany","","","",""
"Important","1993","Employed","West Germany","","","",""
"Important","1993","Employed","East Germany","","","",""
"Less important","1993","Not Employed","West Germany","","","",""
"Less important","1993","Not Employed","East Germany","","","",""
"Less important","1993","Employed","West Germany","","","",""
"Less important","1993","Employed","East Germany","","","",""
"Quite unimportant","1993","Not Employed","West Germany","","","",""
"Quite unimportant","1993","Not Employed","East Germany","","","",""
"Quite unimportant","1993","Employed","West Germany","","","",""
"Quite unimportant","1993","Employed","East Germany","","","",""
"Very important","1994","Not Employed","West Germany","","","",""
"Very important","1994","Not Employed","East Germany","","","",""
"Very important","1994","Employed","West Germany","","","",""
"Very important","1994","Employed","East Germany","","","",""
"Important","1994","Not Employed","West Germany","","","",""
"Important","1994","Not Employed","East Germany","","","",""
"Important","1994","Employed","West Germany","","","",""
"Important","1994","Employed","East Germany","","","",""
"Less important","1994","Not Employed","West Germany","","","",""
"Less important","1994","Not Employed","East Germany","","","",""
"Less important","1994","Employed","West Germany","","","",""
"Less important","1994","Employed","East Germany","","","",""
"Quite unimportant","1994","Not Employed","West Germany","","","",""
"Quite unimportant","1994","Not Employed","East Germany","","","",""
"Quite unimportant","1994","Employed","West Germany","","","",""
"Quite unimportant","1994","Employed","East Germany","","","",""
"Very important","1995","Not Employed","West Germany","693","0.232400923096819","0.216655105435936","0.248146740757702"
"Very important","1995","Not Employed","East Germany","278","0.215298276818445","0.192842328626884","0.237754225010007"
"Very important","1995","Employed","West Germany","1098","0.225951235704968","0.214089372145216","0.237813099264721"
"Very important","1995","Employed","East Germany","608","0.247169113340758","0.229809639294724","0.264528587386792"
"Important","1995","Not Employed","West Germany","895","0.313925287506697","0.296624019719375","0.331226555294019"
"Important","1995","Not Employed","East Germany","328","0.22167607865794","0.198982738551182","0.244369418764698"
"Important","1995","Employed","West Germany","1673","0.337560411452239","0.324147894118957","0.350972928785522"
"Important","1995","Employed","East Germany","740","0.302933351510573","0.284440603764628","0.321426099256518"
"Less important","1995","Not Employed","West Germany","664","0.233203837229304","0.217439094663693","0.248968579794914"
"Less important","1995","Not Employed","East Germany","348","0.241640392296302","0.218253033401284","0.265027751191319"
"Less important","1995","Employed","West Germany","1619","0.34345415057676","0.329985368762319","0.3569229323912"
"Less important","1995","Employed","East Germany","813","0.35439246134538","0.335143057558115","0.373641865132644"
"Quite unimportant","1995","Not Employed","West Germany","512","0.220469952167181","0.205014909594778","0.235924994739583"
"Quite unimportant","1995","Not Employed","East Germany","333","0.321385252227313","0.295870965233759","0.346899539220867"
"Quite unimportant","1995","Employed","West Germany","385","0.0930342022660326","0.0847951325632967","0.101273271968769"
"Quite unimportant","1995","Employed","East Germany","211","0.0955050738032894","0.0836771902979095","0.107332957308669"
"Very important","1996","Not Employed","West Germany","","","",""
"Very important","1996","Not Employed","East Germany","","","",""
"Very important","1996","Employed","West Germany","","","",""
"Very important","1996","Employed","East Germany","","","",""
"Important","1996","Not Employed","West Germany","","","",""
"Important","1996","Not Employed","East Germany","","","",""
"Important","1996","Employed","West Germany","","","",""
"Important","1996","Employed","East Germany","","","",""
"Less important","1996","Not Employed","West Germany","","","",""
"Less important","1996","Not Employed","East Germany","","","",""
"Less important","1996","Employed","West Germany","","","",""
"Less important","1996","Employed","East Germany","","","",""
"Quite unimportant","1996","Not Employed","West Germany","","","",""
"Quite unimportant","1996","Not Employed","East Germany","","","",""
"Quite unimportant","1996","Employed","West Germany","","","",""
"Quite unimportant","1996","Employed","East Germany","","","",""
"Very important","1997","Not Employed","West Germany","","","",""
"Very important","1997","Not Employed","East Germany","","","",""
"Very important","1997","Employed","West Germany","","","",""
"Very important","1997","Employed","East Germany","","","",""
"Important","1997","Not Employed","West Germany","","","",""
"Important","1997","Not Employed","East Germany","","","",""
"Important","1997","Employed","West Germany","","","",""
"Important","1997","Employed","East Germany","","","",""
"Less important","1997","Not Employed","West Germany","","","",""
"Less important","1997","Not Employed","East Germany","","","",""
