"plh0108","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Schleswig-Holstein","no migration background","51","0.173561764385106","0.12623435129982","0.220889177470392"
"Very important","1990","Schleswig-Holstein","direct migration background","2","","",""
"Very important","1990","Schleswig-Holstein","indirect migration background","","","",""
"Very important","1990","Hamburg","no migration background","6","","",""
"Very important","1990","Hamburg","direct migration background","2","","",""
"Very important","1990","Hamburg","indirect migration background","","","",""
"Very important","1990","Lower Saxony","no migration background","190","0.234271454766423","0.204940315037933","0.263602594494913"
"Very important","1990","Lower Saxony","direct migration background","9","","",""
"Very important","1990","Lower Saxony","indirect migration background","1","","",""
"Very important","1990","Bremen","no migration background","18","","",""
"Very important","1990","Bremen","direct migration background","4","","",""
"Very important","1990","Bremen","indirect migration background","","","",""
"Very important","1990","North Rhine-Westphalia","no migration background","318","0.164724293131721","0.147612195891168","0.181836390372273"
"Very important","1990","North Rhine-Westphalia","direct migration background","22","","",""
"Very important","1990","North Rhine-Westphalia","indirect migration background","3","","",""
"Very important","1990","Hesse","no migration background","127","0.197819919677819","0.166051137348203","0.229588702007436"
"Very important","1990","Hesse","direct migration background","12","","",""
"Very important","1990","Hesse","indirect migration background","1","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","no migration background","138","0.22766367250927","0.192263627970129","0.263063717048411"
"Very important","1990","Rhineland-Palatinate,Saarland","direct migration background","3","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Very important","1990","Baden-Württemberg","no migration background","291","0.269124173302455","0.242039248629549","0.296209097975362"
"Very important","1990","Baden-Württemberg","direct migration background","35","0.291757837096835","0.208676911759649","0.374838762434021"
"Very important","1990","Baden-Württemberg","indirect migration background","4","","",""
"Very important","1990","Bavaria","no migration background","287","0.229211440059436","0.205259456016621","0.253163424102251"
"Very important","1990","Bavaria","direct migration background","21","","",""
"Very important","1990","Bavaria","indirect migration background","4","","",""
"Very important","1990","Berlin","no migration background","10","","",""
"Very important","1990","Berlin","direct migration background","1","","",""
"Very important","1990","Berlin","indirect migration background","","","",""
"Very important","1990","Brandenburg","no migration background","","","",""
"Very important","1990","Brandenburg","direct migration background","","","",""
"Very important","1990","Brandenburg","indirect migration background","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very important","1990","Saxony","no migration background","","","",""
"Very important","1990","Saxony","direct migration background","","","",""
"Very important","1990","Saxony","indirect migration background","","","",""
"Very important","1990","Saxony-Anhalt","no migration background","","","",""
"Very important","1990","Saxony-Anhalt","direct migration background","","","",""
"Very important","1990","Saxony-Anhalt","indirect migration background","","","",""
"Very important","1990","Thuringia","no migration background","","","",""
"Very important","1990","Thuringia","direct migration background","","","",""
"Very important","1990","Thuringia","indirect migration background","","","",""
"Important","1990","Schleswig-Holstein","no migration background","73","0.316523144334586","0.258400524772185","0.374645763896987"
"Important","1990","Schleswig-Holstein","direct migration background","1","","",""
"Important","1990","Schleswig-Holstein","indirect migration background","","","",""
"Important","1990","Hamburg","no migration background","25","","",""
"Important","1990","Hamburg","direct migration background","1","","",""
"Important","1990","Hamburg","indirect migration background","1","","",""
"Important","1990","Lower Saxony","no migration background","258","0.30498817660012","0.273104423961691","0.33687192923855"
"Important","1990","Lower Saxony","direct migration background","11","","",""
"Important","1990","Lower Saxony","indirect migration background","2","","",""
"Important","1990","Bremen","no migration background","16","","",""
"Important","1990","Bremen","direct migration background","","","",""
"Important","1990","Bremen","indirect migration background","","","",""
"Important","1990","North Rhine-Westphalia","no migration background","577","0.29900934922139","0.277888664939164","0.320130033503615"
"Important","1990","North Rhine-Westphalia","direct migration background","36","0.34754238642126","0.25558015095721","0.43950462188531"
"Important","1990","North Rhine-Westphalia","indirect migration background","2","","",""
"Important","1990","Hesse","no migration background","210","0.345163849946072","0.307249064983064","0.38307863490908"
"Important","1990","Hesse","direct migration background","14","","",""
"Important","1990","Hesse","indirect migration background","","","",""
"Important","1990","Rhineland-Palatinate,Saarland","no migration background","234","0.416710745996804","0.375089694660424","0.458331797333185"
"Important","1990","Rhineland-Palatinate,Saarland","direct migration background","8","","",""
"Important","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Important","1990","Baden-Württemberg","no migration background","349","0.323347464076026","0.294781619745243","0.351913308406808"
"Important","1990","Baden-Württemberg","direct migration background","32","0.232149638398231","0.154984440703111","0.309314836093351"
"Important","1990","Baden-Württemberg","indirect migration background","2","","",""
"Important","1990","Bavaria","no migration background","387","0.31142605096894","0.285037929044811","0.337814172893069"
"Important","1990","Bavaria","direct migration background","28","","",""
"Important","1990","Bavaria","indirect migration background","3","","",""
"Important","1990","Berlin","no migration background","24","","",""
"Important","1990","Berlin","direct migration background","3","","",""
"Important","1990","Berlin","indirect migration background","","","",""
"Important","1990","Brandenburg","no migration background","","","",""
"Important","1990","Brandenburg","direct migration background","","","",""
"Important","1990","Brandenburg","indirect migration background","","","",""
"Important","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Important","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Important","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Important","1990","Saxony","no migration background","","","",""
"Important","1990","Saxony","direct migration background","","","",""
"Important","1990","Saxony","indirect migration background","","","",""
"Important","1990","Saxony-Anhalt","no migration background","","","",""
"Important","1990","Saxony-Anhalt","direct migration background","","","",""
"Important","1990","Saxony-Anhalt","indirect migration background","","","",""
"Important","1990","Thuringia","no migration background","","","",""
"Important","1990","Thuringia","direct migration background","","","",""
"Important","1990","Thuringia","indirect migration background","","","",""
"Less important","1990","Schleswig-Holstein","no migration background","85","0.341632380319907","0.282367927033868","0.400896833605946"
"Less important","1990","Schleswig-Holstein","direct migration background","3","","",""
"Less important","1990","Schleswig-Holstein","indirect migration background","1","","",""
"Less important","1990","Hamburg","no migration background","58","0.477354611767818","0.388356759030465","0.56635246450517"
"Less important","1990","Hamburg","direct migration background","1","","",""
"Less important","1990","Hamburg","indirect migration background","","","",""
"Less important","1990","Lower Saxony","no migration background","234","0.27841370135594","0.247373732691257","0.309453670020623"
"Less important","1990","Lower Saxony","direct migration background","7","","",""
"Less important","1990","Lower Saxony","indirect migration background","1","","",""
"Less important","1990","Bremen","no migration background","17","","",""
"Less important","1990","Bremen","direct migration background","","","",""
"Less important","1990","Bremen","indirect migration background","","","",""
"Less important","1990","North Rhine-Westphalia","no migration background","627","0.347885467827219","0.325912456944131","0.369858478710307"
"Less important","1990","North Rhine-Westphalia","direct migration background","34","0.360594320393958","0.267862846098816","0.453325794689101"
"Less important","1990","North Rhine-Westphalia","indirect migration background","8","","",""
"Less important","1990","Hesse","no migration background","191","0.308202088836167","0.271377573992775","0.345026603679559"
"Less important","1990","Hesse","direct migration background","20","","",""
"Less important","1990","Hesse","indirect migration background","3","","",""
"Less important","1990","Rhineland-Palatinate,Saarland","no migration background","101","0.202856068286771","0.168907920625405","0.236804215948137"
"Less important","1990","Rhineland-Palatinate,Saarland","direct migration background","5","","",""
"Less important","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Less important","1990","Baden-Württemberg","no migration background","282","0.279953801758175","0.252534723929396","0.307372879586953"
"Less important","1990","Baden-Württemberg","direct migration background","41","0.406168820093737","0.316408589408639","0.495929050778834"
"Less important","1990","Baden-Württemberg","indirect migration background","3","","",""
"Less important","1990","Bavaria","no migration background","349","0.289253918495766","0.26341629406094","0.315091542930593"
"Less important","1990","Bavaria","direct migration background","18","","",""
"Less important","1990","Bavaria","indirect migration background","5","","",""
"Less important","1990","Berlin","no migration background","106","0.498853709122139","0.43217455551508","0.565532862729197"
"Less important","1990","Berlin","direct migration background","11","","",""
"Less important","1990","Berlin","indirect migration background","1","","",""
"Less important","1990","Brandenburg","no migration background","","","",""
"Less important","1990","Brandenburg","direct migration background","","","",""
"Less important","1990","Brandenburg","indirect migration background","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Less important","1990","Saxony","no migration background","","","",""
"Less important","1990","Saxony","direct migration background","","","",""
"Less important","1990","Saxony","indirect migration background","","","",""
"Less important","1990","Saxony-Anhalt","no migration background","","","",""
"Less important","1990","Saxony-Anhalt","direct migration background","","","",""
"Less important","1990","Saxony-Anhalt","indirect migration background","","","",""
"Less important","1990","Thuringia","no migration background","","","",""
"Less important","1990","Thuringia","direct migration background","","","",""
"Less important","1990","Thuringia","indirect migration background","","","",""
"Quite unimportant","1990","Schleswig-Holstein","no migration background","37","0.168282710960401","0.121532007298934","0.215033414621867"
"Quite unimportant","1990","Schleswig-Holstein","direct migration background","","","",""
"Quite unimportant","1990","Schleswig-Holstein","indirect migration background","","","",""
"Quite unimportant","1990","Hamburg","no migration background","32","0.288397534576001","0.207679626200089","0.369115442951913"
"Quite unimportant","1990","Hamburg","direct migration background","2","","",""
"Quite unimportant","1990","Hamburg","indirect migration background","","","",""
"Quite unimportant","1990","Lower Saxony","no migration background","119","0.182326667277516","0.155587563497476","0.209065771057557"
"Quite unimportant","1990","Lower Saxony","direct migration background","10","","",""
"Quite unimportant","1990","Lower Saxony","indirect migration background","","","",""
"Quite unimportant","1990","Bremen","no migration background","32","0.457473911740604","0.350296682707806","0.564651140773403"
"Quite unimportant","1990","Bremen","direct migration background","","","",""
"Quite unimportant","1990","Bremen","indirect migration background","","","",""
"Quite unimportant","1990","North Rhine-Westphalia","no migration background","283","0.188380889819671","0.170342239408878","0.206419540230463"
"Quite unimportant","1990","North Rhine-Westphalia","direct migration background","11","","",""
"Quite unimportant","1990","North Rhine-Westphalia","indirect migration background","4","","",""
"Quite unimportant","1990","Hesse","no migration background","76","0.148814141539942","0.12043077385177","0.177197509228114"
"Quite unimportant","1990","Hesse","direct migration background","14","","",""
"Quite unimportant","1990","Hesse","indirect migration background","","","",""
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","no migration background","66","0.152769513207154","0.122397551521535","0.183141474892774"
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","direct migration background","3","","",""
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Quite unimportant","1990","Baden-Württemberg","no migration background","108","0.127574560863345","0.107200590031492","0.147948531695197"
"Quite unimportant","1990","Baden-Württemberg","direct migration background","7","","",""
"Quite unimportant","1990","Baden-Württemberg","indirect migration background","1","","",""
"Quite unimportant","1990","Bavaria","no migration background","160","0.170108590475857","0.148697959005794","0.191519221945921"
"Quite unimportant","1990","Bavaria","direct migration background","8","","",""
"Quite unimportant","1990","Bavaria","indirect migration background","3","","",""
"Quite unimportant","1990","Berlin","no migration background","76","0.371441661854059","0.30700406754381","0.435879256164308"
"Quite unimportant","1990","Berlin","direct migration background","1","","",""
"Quite unimportant","1990","Berlin","indirect migration background","1","","",""
"Quite unimportant","1990","Brandenburg","no migration background","","","",""
"Quite unimportant","1990","Brandenburg","direct migration background","","","",""
"Quite unimportant","1990","Brandenburg","indirect migration background","","","",""
"Quite unimportant","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Quite unimportant","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Quite unimportant","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Quite unimportant","1990","Saxony","no migration background","","","",""
"Quite unimportant","1990","Saxony","direct migration background","","","",""
"Quite unimportant","1990","Saxony","indirect migration background","","","",""
"Quite unimportant","1990","Saxony-Anhalt","no migration background","","","",""
"Quite unimportant","1990","Saxony-Anhalt","direct migration background","","","",""
"Quite unimportant","1990","Saxony-Anhalt","indirect migration background","","","",""
"Quite unimportant","1990","Thuringia","no migration background","","","",""
"Quite unimportant","1990","Thuringia","direct migration background","","","",""
"Quite unimportant","1990","Thuringia","indirect migration background","","","",""
"Very important","1991","Schleswig-Holstein","no migration background","","","",""
"Very important","1991","Schleswig-Holstein","direct migration background","","","",""
